Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_boot	0.9999999999999963	0.992	0.313	31.3%	0.055	12.905%	0.19386	0.992
OGG1_boot.1	0.9999999999999964	0.993	0.281	28.1%	0.051	12.17%	0.15275	0.993
OGG1_boot.2	0.9999999999999964	0.995	0.276	27.6%	0.045	10.767%	0.15839	0.994
OGG1_boot.3	0.999999999999997	0.995	0.244	24.4%	0.043	10.449%	0.14284	0.994
OGG1_boot.4	0.9999999999999968	0.992	0.251	25.1%	0.05	13.035%	0.12908	0.992
OGG1_boot.5	0.9999999999999962	0.995	0.26	26.0%	0.041	9.729%	0.15315	0.995
OGG1_boot.6	0.9999999999999967	0.995	0.272	27.2%	0.042	10.564%	0.15954	0.994
OGG1_boot.7	0.9999999999999969	0.995	0.269	26.9%	0.04	9.86%	0.16757	0.995
OGG1_boot.8	0.9999999999999968	0.988	0.336	33.6%	0.065	15.991%	0.20188	0.988
OGG1_boot.9	0.9999999999999969	0.994	0.283	28.3%	0.042	11.087%	0.17804	0.994
OGG1_boot.10	0.9999999999999967	0.996	0.254	25.4%	0.045	10.486%	0.13298	0.995
OGG1_boot.11	0.9999999999999967	0.996	0.218	21.8%	0.034	8.649%	0.13093	0.996
OGG1_boot.12	0.9999999999999967	0.997	0.211	21.1%	0.03	7.374%	0.13993	0.997
OGG1_boot.13	0.9999999999999964	0.994	0.285	28.5%	0.044	10.799%	0.16085	0.994
OGG1_boot.14	0.999999999999997	0.995	0.276	27.6%	0.041	10.686%	0.17484	0.994
OGG1_boot.15	0.9999999999999973	0.994	0.267	26.7%	0.041	10.939%	0.1644	0.994
OGG1_boot.16	0.9999999999999962	0.995	0.26	26.0%	0.042	9.787%	0.15249	0.995
OGG1_boot.17	0.9999999999999969	0.991	0.33	33.0%	0.058	14.364%	0.17659	0.991
OGG1_boot.18	0.999999999999997	0.994	0.293	29.3%	0.051	12.76%	0.15571	0.994
OGG1_boot.19	0.999999999999997	0.995	0.253	25.3%	0.041	10.659%	0.1318	0.995
OGG1_boot.20	0.9999999999999966	0.996	0.258	25.8%	0.037	9.385%	0.14969	0.996
OGG1_boot.21	0.9999999999999964	0.995	0.243	24.3%	0.042	10.015%	0.15794	0.995
OGG1_boot.22	0.999999999999997	0.994	0.281	28.1%	0.044	11.75%	0.17217	0.993
OGG1_boot.23	0.9999999999999962	0.995	0.233	23.3%	0.04	9.876%	0.13424	0.995
OGG1_boot.24	0.9999999999999966	0.992	0.32	32.0%	0.048	12.855%	0.19859	0.991
OGG1_boot.25	0.9999999999999969	0.993	0.264	26.4%	0.045	11.538%	0.16193	0.993
OGG1_boot.26	0.9999999999999964	0.988	0.299	29.9%	0.06	15.28%	0.14746	0.988
