Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
OGG1_boot	1.14E-01	1.41E-01	2.23E-01	7.60E-01	9.13E-02
OGG1_boot.1	6.72E-02	2.05E-01	1.79E-01	1.02E-01	1.38E-01
OGG1_boot.2	6.71E-02	2.05E-01	1.79E-01	1.01E-01	1.38E-01
OGG1_boot.3	1.63E-01	1.37E-01	2.17E-01	6.32E-01	8.94E-02
OGG1_boot.4	6.63E-02	1.86E-01	1.59E-01	9.50E-02	1.26E-01
OGG1_boot.5	6.72E-02	2.07E-01	1.82E-01	1.00E-01	1.38E-01
OGG1_boot.6	6.63E-02	1.94E-01	1.68E-01	9.68E-02	1.31E-01
OGG1_boot.7	6.65E-02	1.99E-01	1.72E-01	9.87E-02	1.33E-01
OGG1_boot.8	6.67E-02	1.98E-01	1.71E-01	9.82E-02	1.33E-01
OGG1_boot.9	6.59E-02	1.84E-01	1.57E-01	9.38E-02	1.25E-01
OGG1_boot.10	6.77E-02	2.12E-01	1.87E-01	1.02E-01	1.42E-01
OGG1_boot.11	1.57E-01	1.31E-01	2.07E-01	7.58E-01	8.83E-02
OGG1_boot.12	1.59E-01	1.36E-01	2.15E-01	7.67E-01	8.79E-02
OGG1_boot.13	6.66E-02	1.99E-01	1.73E-01	9.93E-02	1.34E-01
OGG1_boot.14	1.09E-01	1.28E-01	2.01E-01	9.05E-01	8.89E-02
OGG1_boot.15	1.08E-01	1.24E-01	1.96E-01	9.67E-01	8.83E-02
OGG1_boot.16	1.16E-01	1.43E-01	2.26E-01	6.57E-01	9.22E-02
OGG1_boot.17	1.14E-01	1.34E-01	2.11E-01	6.74E-01	9.15E-02
OGG1_boot.18	1.26E-01	1.33E-01	2.10E-01	6.50E-01	8.85E-02
OGG1_boot.19	6.63E-02	1.88E-01	1.61E-01	9.49E-02	1.27E-01
OGG1_boot.20	1.11E-01	1.31E-01	2.07E-01	8.02E-01	9.00E-02
OGG1_boot.21	6.71E-02	2.06E-01	1.80E-01	1.01E-01	1.38E-01
OGG1_boot.22	6.61E-02	1.82E-01	1.54E-01	9.35E-02	1.23E-01
OGG1_boot.23	1.60E-01	1.35E-01	2.13E-01	7.39E-01	8.84E-02
OGG1_boot.24	1.06E-01	1.23E-01	1.94E-01	1.10E+00	8.75E-02
OGG1_boot.25	6.62E-02	1.90E-01	1.63E-01	9.62E-02	1.28E-01
OGG1_boot.26	6.62E-02	1.91E-01	1.64E-01	9.65E-02	1.29E-01
OGG1_boot.27	6.77E-02	2.11E-01	1.84E-01	1.04E-01	1.41E-01
OGG1_boot.28	6.62E-02	1.92E-01	1.66E-01	9.56E-02	1.29E-01
OGG1_boot.29	1.58E-01	1.35E-01	2.13E-01	7.88E-01	8.79E-02
OGG1_boot.30	6.76E-02	2.13E-01	1.87E-01	1.05E-01	1.43E-01
OGG1_boot.31	1.66E-01	1.40E-01	2.21E-01	6.21E-01	8.90E-02
OGG1_boot.32	6.64E-02	1.93E-01	1.66E-01	9.70E-02	1.30E-01
