Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
OGG1_boot	3.36e-322	4.1e-322	0.9999999999999999	3.4e-322	3.8e-322
OGG1_boot.1	4.25e-322	5.53e-322	1.0	5.2e-322	5.53e-322
OGG1_boot.2	5.1e-322	5.5e-322	0.9999999999999999	5.73e-322	6.57e-322
OGG1_boot.3	6.13e-322	8.5e-322	1.0	7.07e-322	7.3e-322
OGG1_boot.4	1.4e-321	2.43e-321	1.0	2.02e-321	1.68e-321
OGG1_boot.5	3.4e-322	4.1e-322	1.0	4e-322	4.9e-322
OGG1_boot.6	5.63e-322	7.6e-322	0.9999999999999999	5.7e-322	6.67e-322
OGG1_boot.7	5.43e-322	5.83e-322	1.0	5.5e-322	6.4e-322
OGG1_boot.8	6.37e-322	7.36e-322	1.0	7.36e-322	8.2e-322
OGG1_boot.9	1.12e-321	1.83e-321	1.0	1.314e-321	1.457e-321
OGG1_boot.10	4e-322	3.9e-322	1.0	4.9e-322	5.7e-322
OGG1_boot.11	8.5e-322	9.2e-322	1.0	1.02e-321	1.16e-321
OGG1_boot.12	4.5e-322	5.83e-322	1.0	5.43e-322	5.8e-322
OGG1_boot.13	5.4e-322	5.83e-322	1.0	5.43e-322	5.8e-322
OGG1_boot.14	8.94e-322	1.29e-321	0.9999999999999999	1.14e-321	1.09e-321
OGG1_boot.15	1.354e-321	2.194e-321	1.0	1.616e-321	1.754e-321
OGG1_boot.16	3.26e-322	3.95e-322	1.0	3.3e-322	4.25e-322
OGG1_boot.17	8.15e-322	1.47e-321	1.0	9.2e-322	1.117e-321
OGG1_boot.18	1.01e-321	1.19e-321	1.0	1.176e-321	1.54e-321
OGG1_boot.19	1.186e-321	1.44e-321	0.9999999999999999	1.403e-321	1.66e-321
OGG1_boot.20	7.56e-322	9.2e-322	1.0	7.66e-322	9.8e-322
OGG1_boot.21	4.25e-322	4.15e-322	1.0	4e-322	4.94e-322
OGG1_boot.22	1.78e-321	4.916e-321	1.0	2.12e-321	2.095e-321
OGG1_boot.23	5.43e-322	7.3e-322	1.0	6.7e-322	7.6e-322
OGG1_boot.24	1.067e-321	2.07e-321	1.0	1.077e-321	1.31e-321
OGG1_boot.25	8.74e-322	1.576e-321	1.0	1.117e-321	1.067e-321
OGG1_boot.26	9.7e-322	1.566e-321	1.0	1.24e-321	1.06e-321
OGG1_boot.27	4.84e-322	5.24e-322	1.0	6e-322	6.27e-322
OGG1_boot.28	5.8e-322	7.76e-322	1.0	6.4e-322	7.4e-322
OGG1_boot.29	5.43e-322	7.36e-322	1.0	5.53e-322	6.4e-322
OGG1_boot.30	4e-322	5.2e-322	1.0	4.3e-322	4.7e-322
OGG1_boot.31	5.1e-322	5.5e-322	0.9999999999999999	5.73e-322	6.57e-322
OGG1_boot.32	7.56e-322	9.2e-322	1.0	8.9e-322	9.2e-322
OGG1_boot.33	6.2e-322	7.1e-322	1.0	6.57e-322	7.4e-322
OGG1_boot.34	7.66e-322	9.3e-322	1.0	9e-322	9.3e-322
OGG1_boot.35	6.7e-322	7.76e-322	1.0	6.4e-322	9.93e-322
OGG1_boot.36	5.43e-322	5.83e-322	1.0	5.43e-322	7e-322
OGG1_boot.37	6.27e-322	8.65e-322	0.9999999999999999	7.86e-322	8.65e-322
OGG1_boot.38	4.25e-322	4.15e-322	0.9999999999999999	4.64e-322	5e-322
OGG1_boot.39	8.9e-322	1.15e-321	1.0	1.32e-321	1.21e-321
OGG1_boot.40	5.43e-322	7.36e-322	0.9999999999999999	6.2e-322	7.07e-322
OGG1_boot.41	5.3e-322	7.1e-322	1.0	5.4e-322	6.87e-322
OGG1_boot.42	6.67e-322	7.7e-322	1.0	8.35e-322	9.24e-322
OGG1_boot.43	6.23e-322	5.8e-322	1.0	6.6e-322	8.05e-322
OGG1_boot.44	5.93e-322	5.5e-322	0.9999999999999999	6.3e-322	8.25e-322
OGG1_boot.45	5.43e-322	5.9e-322	0.9999999999999999	6.13e-322	6.4e-322
OGG1_boot.46	9.1e-322	1.15e-321	0.9999999999999999	1.097e-321	1.047e-321
OGG1_boot.47	6.6e-322	7.6e-322	1.0	6.97e-322	8.5e-322
OGG1_boot.48	6.77e-322	7.86e-322	1.0	7.2e-322	8.15e-322
OGG1_boot.49	9.2e-322	9.93e-322	1.0	9.63e-322	1.255e-321
OGG1_boot.50	4.45e-322	4.3e-322	1.0	4.8e-322	5.73e-322
OGG1_boot.51	4.25e-322	4.15e-322	1.0	4.64e-322	6.1e-322
OGG1_boot.52	4.3e-322	4.2e-322	0.9999999999999999	4.05e-322	5e-322
OGG1_boot.53	8.9e-322	9.7e-322	0.9999999999999999	1.003e-321	1.03e-321
OGG1_boot.54	6.4e-322	6e-322	1.0	6.8e-322	8.35e-322
OGG1_boot.55	6.97e-322	8.05e-322	1.0	7.4e-322	7.76e-322
OGG1_boot.56	5.6e-322	7.5e-322	0.9999999999999999	6.87e-322	7.16e-322
OGG1_boot.57	5.4e-322	5.83e-322	1.0	6.1e-322	7.56e-322
OGG1_boot.58	4.5e-322	4.35e-322	1.0	4.25e-322	5.8e-322
OGG1_boot.59	7.46e-322	6.1e-322	1.0	7.56e-322	1.15e-321
OGG1_boot.60	1.02e-321	9.93e-322	0.9999999999999999	1.17e-321	1.32e-321
OGG1_boot.61	5.7e-322	6.2e-322	1.0	7.07e-322	9.24e-322
OGG1_boot.62	9.24e-322	8.3e-322	1.0	9e-322	1.06e-321
OGG1_boot.63	5.7e-322	6.1e-322	1.0	5.1e-322	6.67e-322
OGG1_boot.64	4.6e-322	4.45e-322	1.0	5.6e-322	6.5e-322
OGG1_boot.65	9.1e-322	9.83e-322	0.9999999999999999	1.023e-321	1.18e-321
OGG1_boot.66	4.6e-322	4.5e-322	1.0	5.63e-322	6.57e-322
OGG1_boot.67	4.5e-322	4.4e-322	0.9999999999999999	4.9e-322	5.83e-322
OGG1_boot.68	6e-322	6.4e-322	0.9999999999999999	6.03e-322	7.1e-322
OGG1_boot.69	5.6e-322	6.1e-322	0.9999999999999999	5.7e-322	6.03e-322
OGG1_boot.70	4.7e-322	6.1e-322	1.0	5.7e-322	6.1e-322
OGG1_boot.71	5.6e-322	6.1e-322	1.0	5.7e-322	7.26e-322
OGG1_boot.72	5.9e-322	6.3e-322	1.0	6e-322	8.25e-322
OGG1_boot.73	4.64e-322	6e-322	1.0	5.63e-322	6.57e-322
OGG1_boot.74	6.97e-322	6.4e-322	0.9999999999999999	6.67e-322	8.35e-322
OGG1_boot.75	5.6e-322	6.03e-322	1.0	5.63e-322	6.6e-322
OGG1_boot.76	4.2e-322	4.1e-322	1.0	4.55e-322	6e-322
OGG1_boot.77	6.8e-322	6.3e-322	1.0	7.9e-322	1.01e-321
OGG1_boot.78	4.4e-322	4.25e-322	1.0	4.74e-322	6.23e-322
OGG1_boot.79	5.7e-322	6.2e-322	1.0	5.8e-322	7.4e-322
OGG1_boot.80	5.63e-322	6.1e-322	1.0	6.3e-322	8.5e-322
OGG1_boot.81	5.24e-322	4.2e-322	1.0	5.9e-322	6.77e-322
OGG1_boot.82	6.37e-322	5.9e-322	1.0	6.7e-322	7.6e-322
OGG1_boot.83	5.63e-322	6.1e-322	0.9999999999999999	5.7e-322	6.67e-322
OGG1_boot.84	5.4e-322	5.83e-322	1.0	6.1e-322	6.97e-322
OGG1_boot.85	5.24e-322	5.63e-322	1.0	5.9e-322	6.77e-322
OGG1_boot.86	7.8e-322	7.9e-322	1.0	7.9e-322	8.84e-322
OGG1_boot.87	5.8e-322	6.27e-322	0.9999999999999999	7.16e-322	7.5e-322
OGG1_boot.88	6.6e-322	6.13e-322	1.0	5.73e-322	7.95e-322
OGG1_boot.89	5.63e-322	6.1e-322	0.9999999999999999	7.6e-322	8.5e-322
OGG1_boot.90	1.42e-321	1.53e-321	1.0	1.5581771977247522e-279	2.386e-321
OGG1_boot.91	5.6e-322	6e-322	1.0	6.87e-322	6.57e-322
OGG1_boot.92	7.7e-322	7.8e-322	1.0	9.1e-322	9.34e-322
OGG1_boot.93	1.275e-321	1.43e-321	1.0	2.51e-321	1.645e-321
OGG1_boot.94	3.503e-321	2.584e-321	0.9822130852003331	0.017786914799666986	9.421986139796958e-90
OGG1_boot.95	1.107e-321	1.146e-321	1.0	1.976e-321	1.374e-321
OGG1_boot.96	1.586e-321	1.324e-321	0.8921119787079346	0.10788802129206557	3.864e-321
OGG1_boot.97	7.95e-322	9.7e-322	1.0	1.14e-321	9.04e-322
OGG1_boot.98	9e-322	1.02e-321	1.0	1.51e-321	1.16e-321
OGG1_boot.99	3.61e-321	1.996e-321	0.9801162970237435	0.019883702976256572	2.4494404251987285e-116
OGG1_boot.100	7.7e-322	7.8e-322	1.0	9.73e-322	1.057e-321
OGG1_boot.101	5.7e-322	7.7e-322	1.0	7.66e-322	7.36e-322
OGG1_boot.102	9.34e-322	1.344e-321	1.0	2.1e-321	1.14e-321
OGG1_boot.103	1.304e-321	2.29e-321	1.0	2.643e-321	1.477e-321
OGG1_boot.104	4.35e-322	4.2e-322	1.0	5.3e-322	6.2e-322
