	0	1	2	3	4	5	6	7	8	9
0	[8.343287767553065, 8.343287767553065, 1663.44835210774, 0.2658333480358124, 0.0]	[8.34270739034389, 8.34270739034389, 1663.5581270379807, 0.26499998569488525, 0.0]	[8.337850147419884, 8.337850147419884, 1663.6234261039326, 0.2524999976158142, 0.0]	[8.33204742137553, 8.33204742137553, 1663.6244716565998, 0.2566666603088379, 0.0]	[8.350268600500225, 8.350268600500225, 1663.5957539864762, 0.2574999928474426, 0.0]	[8.339772650413929, 8.339772650413929, 1663.4973752947847, 0.2475000023841858, 0.0]	[8.338642828427561, 8.338642828427561, 1663.6993833821261, 0.2241666615009308, 0.0]	[8.346699219596907, 8.346699219596907, 1663.6002610009114, 0.23333333432674408, 0.0]	[8.33706528013681, 8.33706528013681, 1663.416192026482, 0.27000001072883606, 0.0]	[8.34688120143382, 8.34688120143382, 1663.5168028271514, 0.2566666603088379, 0.0]
100	[3.726682410062536, 3.726682410062536, 629.5277170787243, 0.7825000286102295, 0.0]	[3.7560231988914774, 3.7560231988914774, 661.6443135917881, 0.76583331823349, 0.0]	[3.7729024614219457, 3.7729024614219457, 718.2535978465423, 0.7491666674613953, 0.0]	[3.735708465228499, 3.735708465228499, 628.9854421343078, 0.7833333611488342, 0.0]	[3.7304226365953297, 3.7304226365953297, 597.2168708007339, 0.8233333230018616, 0.0]	[3.7531028371691146, 3.7531028371691146, 576.860744831431, 0.8533333539962769, 0.0]	[3.7295550336123626, 3.7295550336123626, 612.8072584105262, 0.809166669845581, 0.0]	[3.723151019501815, 3.723151019501815, 626.603085323399, 0.7950000166893005, 0.0]	[3.736161718991718, 3.736161718991718, 636.1577841770652, 0.7983333468437195, 0.0]	[3.7352080458637262, 3.7352080458637262, 625.1505659912142, 0.7950000166893005, 0.0]
200	[3.7193211615043094, 3.7193211615043094, 589.4386186131649, 0.8133333325386047, 0.0]	[3.726049139362604, 3.726049139362604, 630.7009591426561, 0.7599999904632568, 0.0]	[3.7499589359689414, 3.7499589359689414, 674.4791811653134, 0.7483333349227905, 0.0]	[3.7237816785410347, 3.7237816785410347, 600.8484072437341, 0.7941666841506958, 0.0]	[3.7194942293396758, 3.7194942293396758, 567.3113099118575, 0.8258333206176758, 0.0]	[3.7029152316061062, 3.7029152316061062, 446.57637583277574, 0.8691666722297668, 0.0]	[3.719300904364362, 3.719300904364362, 584.6655328864424, 0.8208333253860474, 0.0]	[3.7193621498827523, 3.7193621498827523, 592.4095484488959, 0.8125, 0.0]	[3.7237878321563644, 3.7237878321563644, 596.6157262753215, 0.809166669845581, 0.0]	[3.713158929089674, 3.713158929089674, 592.9659552669254, 0.7933333516120911, 0.0]
300	[3.7173157318262278, 3.7173157318262278, 575.9810551385225, 0.8224999904632568, 0.0]	[3.720805881950139, 3.720805881950139, 606.8850839068896, 0.7875000238418579, 0.0]	[3.740565625181151, 3.740565625181151, 633.5643463075661, 0.7591666579246521, 0.0]	[3.7204176825959347, 3.7204176825959347, 595.5822464662893, 0.7958333492279053, 0.0]	[3.717294142323217, 3.717294142323217, 558.8731545603772, 0.82833331823349, 0.0]	[3.6906180972955656, 3.6906180972955656, 421.46753774055674, 0.8708333373069763, 0.0]	[3.7169284561533673, 3.7169284561533673, 571.908885503427, 0.8274999856948853, 0.0]	[3.7176413678935094, 3.7176413678935094, 583.4758797741393, 0.8208333253860474, 0.0]	[3.7204505133608436, 3.7204505133608436, 586.3993066407003, 0.8149999976158142, 0.0]	[3.691203656345265, 3.691203656345265, 500.3763707590547, 0.8383333086967468, 0.0]
400	[3.7163638080707435, 3.7163638080707435, 569.4778204824829, 0.8291666507720947, 0.0]	[3.7191184993212256, 3.7191184993212256, 591.3948011618327, 0.8066666722297668, 0.0]	[3.7287055821649835, 3.7287055821649835, 618.1635592587972, 0.7649999856948853, 0.0]	[3.7185524005827015, 3.7185524005827015, 592.7543575410132, 0.7958333492279053, 0.0]	[3.7164080041091654, 3.7164080041091654, 555.8291327813723, 0.8316666483879089, 0.0]	[3.686160125868025, 3.686160125868025, 416.99405595337373, 0.8675000071525574, 0.0]	[3.7160737794599097, 3.7160737794599097, 564.2522378375028, 0.8316666483879089, 0.0]	[3.716703837686958, 3.716703837686958, 575.9099078026336, 0.8233333230018616, 0.0]	[3.719181866472747, 3.719181866472747, 579.7823916718851, 0.8199999928474426, 0.0]	[3.685671672123419, 3.685671672123419, 462.03357333202393, 0.8500000238418579, 0.0]
500	[3.71600323188514, 3.71600323188514, 565.460839802266, 0.8299999833106995, 0.0]	[3.7181851409178623, 3.7181851409178623, 583.0695610996927, 0.8125, 0.0]	[3.722599503230527, 3.722599503230527, 599.6535946996835, 0.7850000262260437, 0.0]	[3.716390809806297, 3.716390809806297, 590.9540943884462, 0.7883333563804626, 0.0]	[3.715885366552814, 3.715885366552814, 554.5215645065956, 0.8333333134651184, 0.0]	[3.684236216364701, 3.684236216364701, 418.2201811150011, 0.8675000071525574, 0.0]	[3.7156874229126364, 3.7156874229126364, 560.1113763401692, 0.8299999833106995, 0.0]	[3.7161617422870656, 3.7161617422870656, 570.5535350188692, 0.8258333206176758, 0.0]	[3.7182069648466136, 3.7182069648466136, 574.9514460136356, 0.8233333230018616, 0.0]	[3.683799988954492, 3.683799988954492, 445.06012229947555, 0.8566666841506958, 0.0]
600	[3.7157383979219234, 3.7157383979219234, 563.1281050126979, 0.8299999833106995, 0.0]	[3.7172208260841497, 3.7172208260841497, 580.3013698983377, 0.815833330154419, 0.0]	[3.7205061098844063, 3.7205061098844063, 576.5518339378011, 0.8033333420753479, 0.0]	[3.7043458376506617, 3.7043458376506617, 552.2369187710862, 0.8041666746139526, 0.0]	[3.715678326507803, 3.715678326507803, 553.7226878324173, 0.8349999785423279, 0.0]	[3.6827223888791236, 3.6827223888791236, 419.04939759238687, 0.8650000095367432, 0.0]	[3.715429335788148, 3.715429335788148, 557.7409149527123, 0.8324999809265137, 0.0]	[3.7157771638472914, 3.7157771638472914, 566.422144551896, 0.8266666531562805, 0.0]	[3.717436046324188, 3.717436046324188, 570.1883940233145, 0.8233333230018616, 0.0]	[3.682981960105566, 3.682981960105566, 436.03579846628674, 0.85916668176651, 0.0]
700	[3.7156082577499716, 3.7156082577499716, 561.4978355788799, 0.8316666483879089, 0.0]	[3.7166379853230365, 3.7166379853230365, 574.8657019676818, 0.8199999928474426, 0.0]	[3.719390047953406, 3.719390047953406, 569.3067043010379, 0.8125, 0.0]	[3.6905443554436586, 3.6905443554436586, 482.9446175331959, 0.8424999713897705, 0.0]	[3.715558525502688, 3.715558525502688, 553.3057106848884, 0.8358333110809326, 0.0]	[3.6819753771262835, 3.6819753771262835, 420.0753241070554, 0.8650000095367432, 0.0]	[3.715283105847171, 3.715283105847171, 556.3782817400948, 0.8333333134651184, 0.0]	[3.7155332063553175, 3.7155332063553175, 563.4699537444886, 0.8299999833106995, 0.0]	[3.716825614998601, 3.716825614998601, 566.5066750552792, 0.8258333206176758, 0.0]	[3.6824034894632285, 3.6824034894632285, 431.3837898963668, 0.862500011920929, 0.0]
800	[3.715486208674734, 3.715486208674734, 560.4294154004806, 0.8324999809265137, 0.0]	[3.7161683880347605, 3.7161683880347605, 570.2897158964283, 0.8208333253860474, 0.0]	[3.7181976739812277, 3.7181976739812277, 565.2104056077907, 0.8174999952316284, 0.0]	[3.687372259030244, 3.687372259030244, 464.79102983834684, 0.8500000238418579, 0.0]	[3.7154394945080975, 3.7154394945080975, 553.1852829114946, 0.8349999785423279, 0.0]	[3.6817768800380772, 3.6817768800380772, 419.65852098603705, 0.8675000071525574, 0.0]	[3.7152184698331245, 3.7152184698331245, 555.5404873420898, 0.8341666460037231, 0.0]	[3.7153736313591463, 3.7153736313591463, 561.3322913506327, 0.8316666483879089, 0.0]	[3.716275867965848, 3.716275867965848, 563.4905969729869, 0.8274999856948853, 0.0]	[3.6820757288782624, 3.6820757288782624, 428.31977859677585, 0.8658333420753479, 0.0]
900	[3.7154058910115046, 3.7154058910115046, 559.7720412427466, 0.8324999809265137, 0.0]	[3.7158288917778814, 3.7158288917778814, 566.8632289739746, 0.8241666555404663, 0.0]	[3.717435979498126, 3.717435979498126, 562.5492163565883, 0.8216666579246521, 0.0]	[3.6859964108320824, 3.6859964108320824, 453.6184933926403, 0.8541666865348816, 0.0]	[3.715317173675068, 3.715317173675068, 553.0837905758099, 0.8341666460037231, 0.0]	[3.681568473152031, 3.681568473152031, 418.8529596914942, 0.8675000071525574, 0.0]	[3.7151688842106667, 3.7151688842106667, 555.0450877206231, 0.8349999785423279, 0.0]	[3.715253613425987, 3.715253613425987, 559.5700823296195, 0.8316666483879089, 0.0]	[3.715824422456563, 3.715824422456563, 561.0389922517879, 0.82833331823349, 0.0]	[3.6816896888469324, 3.6816896888469324, 426.4012811473955, 0.8691666722297668, 0.0]
