	0	1	2	3	4	5	6	7	8	9
0	[8.168746068391679, 8.168746068391679, 1663.5492820182278, 0.23083333671092987, 0.0]	[8.176059266821836, 8.176059266821836, 1663.5870087541512, 0.2566666603088379, 0.0]	[8.178838700159824, 8.178838700159824, 1663.5056102104256, 0.2566666603088379, 0.0]	[8.173741473310807, 8.173741473310807, 1663.6224329952834, 0.2475000023841858, 0.0]	[8.176119861117506, 8.176119861117506, 1663.3086225957195, 0.3100000023841858, 0.0]	[8.17304886712907, 8.17304886712907, 1663.6580536677648, 0.23000000417232513, 0.0]	[8.180025973329272, 8.180025973329272, 1663.6105553002965, 0.2408333271741867, 0.0]	[8.171375105789208, 8.171375105789208, 1663.476668189226, 0.2566666603088379, 0.0]	[8.158998425200107, 8.158998425200107, 1663.5117943201044, 0.2358333319425583, 0.0]	[8.1614987725115, 8.1614987725115, 1663.7285250965756, 0.23749999701976776, 0.0]
100	[2.238592259225052, 2.238592259225052, 348.728418637244, 0.9108333587646484, 0.0]	[2.197440394440788, 2.197440394440788, 277.8804108370674, 0.9183333516120911, 0.0]	[2.2064829166971043, 2.2064829166971043, 256.16472004688035, 0.9358333349227905, 0.0]	[2.4106348140235476, 2.4106348140235476, 417.38749119040676, 0.9075000286102295, 0.0]	[2.288912062663806, 2.288912062663806, 534.3068680990583, 0.8766666650772095, 0.0]	[2.284000235813323, 2.284000235813323, 432.90318160671825, 0.8941666483879089, 0.0]	[2.2121955251691827, 2.2121955251691827, 276.13013787399575, 0.9258333444595337, 0.0]	[2.2044599721155755, 2.2044599721155755, 264.10965933860257, 0.9266666769981384, 0.0]	[2.215221942219466, 2.215221942219466, 289.4115319126769, 0.9225000143051147, 0.0]	[2.2055502425898, 2.2055502425898, 271.3512716025931, 0.9241666793823242, 0.0]
200	[2.2033064634222144, 2.2033064634222144, 245.59381140286422, 0.9300000071525574, 0.0]	[2.1930405698832094, 2.1930405698832094, 227.2718174476915, 0.934166669845581, 0.0]	[2.195685359115808, 2.195685359115808, 217.58548826147006, 0.9383333325386047, 0.0]	[2.3339714138883023, 2.3339714138883023, 285.8884767398637, 0.925000011920929, 0.0]	[2.234772882618181, 2.234772882618181, 387.7225451820037, 0.887499988079071, 0.0]	[2.260018565973136, 2.260018565973136, 412.080897332368, 0.887499988079071, 0.0]	[2.1983515799970847, 2.1983515799970847, 222.8411405513637, 0.9333333373069763, 0.0]	[2.1951150113218563, 2.1951150113218563, 225.5599856241706, 0.934166669845581, 0.0]	[2.200348187298524, 2.200348187298524, 231.64188656120274, 0.9333333373069763, 0.0]	[2.196929897728848, 2.196929897728848, 231.51499706467166, 0.934166669845581, 0.0]
300	[2.198922327702207, 2.198922327702207, 224.74973200844448, 0.9316666722297668, 0.0]	[2.1923507832522917, 2.1923507832522917, 207.25535219131723, 0.9383333325386047, 0.0]	[2.1940377472342147, 2.1940377472342147, 204.23156028659992, 0.940833330154419, 0.0]	[2.2192939334505772, 2.2192939334505772, 254.3811589507543, 0.9300000071525574, 0.0]	[2.2018748651678184, 2.2018748651678184, 286.49600231647764, 0.9275000095367432, 0.0]	[2.2078589273468965, 2.2078589273468965, 297.51623226023554, 0.925000011920929, 0.0]	[2.1959672286745175, 2.1959672286745175, 205.16623685531812, 0.9375, 0.0]	[2.193588185506427, 2.193588185506427, 209.75881435674415, 0.9366666674613953, 0.0]	[2.197697716185214, 2.197697716185214, 213.58927467138312, 0.934166669845581, 0.0]	[2.1942344822950757, 2.1942344822950757, 211.09570648488707, 0.9375, 0.0]
400	[2.1974398702795828, 2.1974398702795828, 209.51971862350644, 0.9366666674613953, 0.0]	[2.1919858859400394, 2.1919858859400394, 195.83427161845512, 0.9399999976158142, 0.0]	[2.193316986195454, 2.193316986195454, 194.9909576164942, 0.9424999952316284, 0.0]	[2.2085806050717696, 2.2085806050717696, 227.55051948784669, 0.9383333325386047, 0.0]	[2.1966903494534646, 2.1966903494534646, 244.75127505962945, 0.9350000023841858, 0.0]	[2.2014509689578685, 2.2014509689578685, 238.23207335985035, 0.9366666674613953, 0.0]	[2.194899052816093, 2.194899052816093, 195.09757185392834, 0.9424999952316284, 0.0]	[2.192955355096308, 2.192955355096308, 200.2794827991434, 0.9383333325386047, 0.0]	[2.196309320782199, 2.196309320782199, 200.04730400943996, 0.9399999976158142, 0.0]	[2.193298390450179, 2.193298390450179, 198.9148791509263, 0.940833330154419, 0.0]
500	[2.1964468014853313, 2.1964468014853313, 200.0393891734068, 0.940833330154419, 0.0]	[2.1917290872485853, 2.1917290872485853, 187.889162427382, 0.9449999928474426, 0.0]	[2.1927258354291346, 2.1927258354291346, 189.02140499856705, 0.9424999952316284, 0.0]	[2.203164657366324, 2.203164657366324, 207.6828668354958, 0.9458333253860474, 0.0]	[2.195038338321132, 2.195038338321132, 222.4458407748782, 0.9383333325386047, 0.0]	[2.1999085615125074, 2.1999085615125074, 221.19009859553586, 0.9375, 0.0]	[2.1941526924420005, 2.1941526924420005, 188.37994025390958, 0.9458333253860474, 0.0]	[2.1925705840047196, 2.1925705840047196, 192.79443345141547, 0.9433333277702332, 0.0]	[2.1952832863687957, 2.1952832863687957, 190.67903502644663, 0.9433333277702332, 0.0]	[2.192869191820033, 2.192869191820033, 191.50744712664218, 0.9433333277702332, 0.0]
600	[2.1954275667079606, 2.1954275667079606, 190.67417510844137, 0.9441666603088379, 0.0]	[2.19158510256569, 2.19158510256569, 182.3664212551804, 0.9466666579246521, 0.0]	[2.192323171612642, 2.192323171612642, 185.08201934113703, 0.9458333253860474, 0.0]	[2.1998778379881774, 2.1998778379881774, 197.70802137190628, 0.9458333253860474, 0.0]	[2.19415822174049, 2.19415822174049, 208.416869656826, 0.940833330154419, 0.0]	[2.198923357747215, 2.198923357747215, 212.18224951320877, 0.9375, 0.0]	[2.193517812625234, 2.193517812625234, 183.26009224191307, 0.9491666555404663, 0.0]	[2.1922980843854765, 2.1922980843854765, 186.46870643550866, 0.9458333253860474, 0.0]	[2.194521133896303, 2.194521133896303, 184.52002078713272, 0.9466666579246521, 0.0]	[2.19259736352623, 2.19259736352623, 185.90789401451033, 0.9458333253860474, 0.0]
700	[2.1946168333572076, 2.1946168333572076, 184.52223964099642, 0.9483333230018616, 0.0]	[2.1914592709395566, 2.1914592709395566, 178.14626338357755, 0.9474999904632568, 0.0]	[2.192008589351784, 2.192008589351784, 181.79111482377647, 0.9458333253860474, 0.0]	[2.1971492756250948, 2.1971492756250948, 192.53881765795757, 0.9474999904632568, 0.0]	[2.1933112310033245, 2.1933112310033245, 200.1375177451373, 0.9433333277702332, 0.0]	[2.198367610150218, 2.198367610150218, 205.9308036749688, 0.9391666650772095, 0.0]	[2.1930136641723896, 2.1930136641723896, 178.93940767002232, 0.9508333206176758, 0.0]	[2.1920608717914165, 2.1920608717914165, 181.63266986677155, 0.9449999928474426, 0.0]	[2.193949373426866, 2.193949373426866, 180.01933136921724, 0.9466666579246521, 0.0]	[2.1923894804581723, 2.1923894804581723, 181.5745441886476, 0.9458333253860474, 0.0]
800	[2.194008696660514, 2.194008696660514, 179.72918149645608, 0.9508333206176758, 0.0]	[2.191414760171817, 2.191414760171817, 174.75619803864808, 0.9483333230018616, 0.0]	[2.191827947991065, 2.191827947991065, 178.53290134026628, 0.9474999904632568, 0.0]	[2.195718877586449, 2.195718877586449, 186.26325325183495, 0.9483333230018616, 0.0]	[2.192927555569257, 2.192927555569257, 193.74124883693528, 0.9474999904632568, 0.0]	[2.197611757237277, 2.197611757237277, 199.269960420188, 0.9424999952316284, 0.0]	[2.1926513107318844, 2.1926513107318844, 175.83642550178325, 0.9491666555404663, 0.0]	[2.1918976490693867, 2.1918976490693867, 177.6909125661269, 0.9466666579246521, 0.0]	[2.1934600223800476, 2.1934600223800476, 176.3333145176067, 0.9483333230018616, 0.0]	[2.192188878842737, 2.192188878842737, 177.82951637762818, 0.9458333253860474, 0.0]
900	[2.193584352624445, 2.193584352624445, 176.6040620699368, 0.949999988079071, 0.0]	[2.1913882475864215, 2.1913882475864215, 172.00952021993052, 0.949999988079071, 0.0]	[2.191711153175021, 2.191711153175021, 175.62223192815026, 0.9483333230018616, 0.0]	[2.1947693105602015, 2.1947693105602015, 180.98004806871262, 0.9508333206176758, 0.0]	[2.192574570752115, 2.192574570752115, 188.87866875274244, 0.9466666579246521, 0.0]	[2.196834605632113, 2.196834605632113, 192.68937157866122, 0.9441666603088379, 0.0]	[2.1924068398407277, 2.1924068398407277, 172.97181112921965, 0.9491666555404663, 0.0]	[2.191801194210001, 2.191801194210001, 174.46123853852276, 0.9483333230018616, 0.0]	[2.193065261087407, 2.193065261087407, 173.72943527547724, 0.949999988079071, 0.0]	[2.1920146856285525, 2.1920146856285525, 174.3342822333671, 0.9483333230018616, 0.0]
