Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.959	0.28	28.0%	0.038	30.463%	0.0741	0.897
OGG1_0_real_train1	0.9999999999999968	0.999	0.138	13.8%	0.02	4.951%	0.0613	0.999
RNF168_0_real_train1	0.9999999999999989	0.951	0.349	34.9%	0.045	30.985%	0.1357	0.901
UNG_0_real_train1	0.9999999999999982	0.957	0.358	35.8%	0.058	28.913%	0.16686	0.942
ATP2B4_0_real_train1	0.9999999999999971	0.977	0.376	37.6%	0.052	21.525%	0.18676	0.972
ATP2B4_1_real_train1	0.9999999999999967	0.986	0.353	35.3%	0.05	17.894%	0.1575	0.984
MLH1_0_real_train1	0.9999999999999964	0.979	0.219	21.9%	0.039	20.523%	0.16158	0.971
MSH2_0_real_train1	0.999999999999996	0.987	0.177	17.7%	0.033	17.517%	0.03317	0.982
MSH6_0_real_train1	0.9999999999999951	0.992	0.148	14.8%	0.024	13.07%	0.02162	0.989
MSH6_1_real_train1	0.9999999999999969	0.987	0.171	17.1%	0.031	16.677%	0.04009	0.982
PMS1_0_real_train1	0.9999999999999964	0.918	0.434	43.4%	0.091	39.568%	0.26675	0.897
PMS2_0_real_train1	0.9999999999999952	0.803	0.572	57.2%	0.097	60.208%	0.24498	0.646
EXO1_0_multinomial_train1	0.9999999999999962	0.944	0.313	31.3%	0.044	34.544%	0.09451	0.859
RNF168_0_multinomial_train1	0.999999999999999	0.901	0.51	51.0%	0.066	43.19%	0.26915	0.815
RNF168_0_multinomial_train1.1	0.999999999999999	0.877	0.569	56.9%	0.081	48.142%	0.34011	0.798
EXO1_0_multinomial_train1.1	0.9999999999999961	0.942	0.324	32.4%	0.044	34.139%	0.10242	0.852
RNF168_0_multinomial_train1.2	0.9999999999999989	0.881	0.567	56.7%	0.078	47.325%	0.32749	0.799
RNF168_0_multinomial_train1.3	0.9999999999999989	0.888	0.55	55.0%	0.073	46.207%	0.34446	0.798
RNF168_0_multinomial_train1.4	0.999999999999999	0.927	0.475	47.5%	0.061	37.561%	0.23674	0.879
RNF168_0_multinomial_train1.5	0.999999999999999	0.866	0.562	56.2%	0.077	49.896%	0.30546	0.745
RNF168_0_multinomial_train1.6	0.9999999999999989	0.89	0.569	56.9%	0.077	45.721%	0.31428	0.824
RNF168_0_multinomial_train1.7	0.9999999999999991	0.87	0.564	56.4%	0.074	49.265%	0.30271	0.741
RNF168_0_multinomial_train1.8	0.999999999999999	0.908	0.497	49.7%	0.066	42.029%	0.2747	0.834
EXO1_0_multinomial_train1.2	0.999999999999996	0.942	0.346	34.6%	0.045	34.033%	0.11647	0.857
EXO1_0_multinomial_train1.3	0.9999999999999962	0.929	0.359	35.9%	0.049	38.316%	0.12058	0.819
RNF168_0_multinomial_train1.9	0.999999999999999	0.885	0.533	53.3%	0.07	46.351%	0.30142	0.775
EXO1_0_multinomial_train1.4	0.9999999999999966	0.931	0.341	34.1%	0.049	38.679%	0.11022	0.824
EXO1_0_multinomial_train1.5	0.9999999999999964	0.936	0.361	36.1%	0.047	36.801%	0.11484	0.836
EXO1_0_multinomial_train1.6	0.999999999999996	0.935	0.375	37.5%	0.048	36.705%	0.12513	0.838
EXO1_0_multinomial_train1.7	0.9999999999999961	0.925	0.375	37.5%	0.05	39.646%	0.12411	0.805
EXO1_0_multinomial_train1.8	0.999999999999996	0.931	0.359	35.9%	0.049	38.182%	0.11383	0.831
RNF168_0_multinomial_train1.10	0.9999999999999989	0.893	0.541	54.1%	0.071	45.239%	0.32186	0.808
