Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
ATP2B4_real_train_fold1	7.31E-05	4.53E-03	4.50E-03	1.69E-04	1.54E-04
ATP2B4_real_train_fold1.1	3.69E-05	2.88E-03	2.51E-03	5.61E-04	4.68E-05
MLH1_real_train_fold1	0.00E+00	1.83E-04	1.13E-58	2.28E-04	2.47E-04
MSH2_real_train_fold1	0.00E+00	4.71E-04	3.62E-04	2.10E-04	2.41E-04
MSH6_real_train_fold1	3.43E-04	6.70E-05	1.04E-04	2.15E-04	1.21E-04
MSH6_real_train_fold1.1	1.10E-04	4.58E-04	4.02E-04	2.43E-04	1.59E-04
OGG1_real_train_fold1	2.76E-04	1.35E-03	1.60E-03	2.03E-04	1.33E-04
PMS1_real_train_fold1	6.27E-05	4.72E-03	4.48E-03	3.49E-04	9.34E-05
PMS2_real_train_fold1	4.09E-04	1.95E-04	0.00E+00	0.00E+00	2.80E-04
RNF168_real_train_fold1	1.32E-04	5.65E-04	4.50E-04	4.13E-04	1.97E-05
UNG_real_train_fold1	7.33E-19	1.88E-03	1.59E-03	1.72E-03	3.14E-04
ATP2B4_multinomial_train_fold1	6.94E-05	4.10E-03	4.08E-03	9.85E-05	8.02E-05
ATP2B4_multinomial_train_fold1.1	2.55E-05	2.47E-03	1.98E-03	7.66E-04	4.31E-101
ATP2B4_multinomial_train_fold1.2	1.78E-04	3.71E-03	3.20E-03	9.08E-04	4.03E-04
ATP2B4_multinomial_train_fold1.3	4.44E-05	3.86E-03	3.73E-03	2.58E-04	9.43E-05
ATP2B4_multinomial_train_fold1.4	3.12E-05	3.51E-03	3.14E-03	5.54E-04	6.77E-05
ATP2B4_multinomial_train_fold1.5	2.79E-05	3.97E-03	3.48E-03	6.79E-04	6.03E-05
ATP2B4_multinomial_train_fold1.6	3.38E-05	2.34E-03	2.00E-03	5.40E-04	1.55E-05
ATP2B4_multinomial_train_fold1.7	1.85E-05	2.92E-03	2.54E-03	5.23E-04	2.99E-05
ATP2B4_multinomial_train_fold1.8	4.12E-05	2.71E-03	2.40E-03	5.40E-04	9.16E-05
ATP2B4_multinomial_train_fold1.9	2.67E-05	2.54E-03	2.07E-03	6.43E-04	8.61E-05
ATP2B4_multinomial_train_fold1.10	2.82E-05	1.83E-03	1.43E-03	5.95E-04	1.06E-04
