Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.959	0.279	27.9%	0.038	30.463%	0.07399	0.898
OGG1_0_real_train1	0.9999999999999968	0.998	0.147	14.7%	0.024	5.941%	0.06806	0.998
RNF168_0_real_train1	0.9999999999999989	0.953	0.347	34.7%	0.044	30.297%	0.13436	0.905
UNG_0_real_train1	0.9999999999999982	0.961	0.34	34.0%	0.056	27.916%	0.15902	0.947
ATP2B4_0_real_train1	0.9999999999999971	0.974	0.397	39.7%	0.056	23.181%	0.20145	0.969
ATP2B4_1_real_train1	0.9999999999999967	0.984	0.367	36.7%	0.054	19.325%	0.16965	0.983
MLH1_0_real_train1	0.9999999999999964	0.968	0.268	26.8%	0.049	25.785%	0.05526	0.957
MSH2_0_real_train1	0.999999999999996	0.976	0.233	23.3%	0.044	23.356%	0.04567	0.969
MSH6_0_real_train1	0.9999999999999951	0.986	0.183	18.3%	0.032	17.426%	0.0286	0.981
MSH6_1_real_train1	0.9999999999999969	0.986	0.182	18.2%	0.033	17.752%	0.03869	0.98
PMS1_0_real_train1	0.9999999999999964	0.936	0.399	39.9%	0.081	35.22%	0.19455	0.92
PMS2_0_real_train1	0.9999999999999952	0.845	0.494	49.4%	0.087	54.001%	0.18632	0.726
EXO1_0_multinomial_train1	0.9999999999999962	0.945	0.31	31.0%	0.044	34.544%	0.09423	0.86
RNF168_0_multinomial_train1	0.999999999999999	0.9	0.516	51.6%	0.067	43.844%	0.272	0.812
RNF168_0_multinomial_train1.1	0.999999999999999	0.884	0.575	57.5%	0.079	46.954%	0.34196	0.809
EXO1_0_multinomial_train1.1	0.9999999999999961	0.942	0.325	32.5%	0.044	34.139%	0.10253	0.851
RNF168_0_multinomial_train1.2	0.9999999999999989	0.888	0.555	55.5%	0.076	46.112%	0.32087	0.812
RNF168_0_multinomial_train1.3	0.9999999999999989	0.888	0.549	54.9%	0.073	46.207%	0.34465	0.798
RNF168_0_multinomial_train1.4	0.999999999999999	0.928	0.464	46.4%	0.061	37.561%	0.23722	0.88
RNF168_0_multinomial_train1.5	0.999999999999999	0.872	0.554	55.4%	0.076	49.248%	0.30237	0.758
RNF168_0_multinomial_train1.6	0.9999999999999989	0.891	0.56	56.0%	0.077	45.721%	0.31374	0.825
RNF168_0_multinomial_train1.7	0.9999999999999991	0.871	0.558	55.8%	0.074	49.265%	0.29971	0.744
RNF168_0_multinomial_train1.8	0.999999999999999	0.908	0.494	49.4%	0.066	42.029%	0.27463	0.834
EXO1_0_multinomial_train1.2	0.999999999999996	0.942	0.343	34.3%	0.045	34.033%	0.11651	0.859
EXO1_0_multinomial_train1.3	0.9999999999999962	0.93	0.36	36.0%	0.049	38.316%	0.12065	0.82
RNF168_0_multinomial_train1.9	0.999999999999999	0.884	0.532	53.2%	0.071	47.013%	0.3005	0.773
EXO1_0_multinomial_train1.4	0.9999999999999966	0.931	0.342	34.2%	0.049	38.679%	0.11078	0.825
EXO1_0_multinomial_train1.5	0.9999999999999964	0.936	0.361	36.1%	0.047	36.801%	0.11465	0.836
EXO1_0_multinomial_train1.6	0.999999999999996	0.935	0.375	37.5%	0.048	36.705%	0.12544	0.838
EXO1_0_multinomial_train1.7	0.9999999999999961	0.926	0.375	37.5%	0.05	39.646%	0.12422	0.806
EXO1_0_multinomial_train1.8	0.999999999999996	0.932	0.357	35.7%	0.049	38.182%	0.11285	0.834
RNF168_0_multinomial_train1.10	0.9999999999999989	0.894	0.539	53.9%	0.071	45.239%	0.32194	0.81
EXO1_0_multinomial_train1.9	0.9999999999999964	0.936	0.336	33.6%	0.047	36.158%	0.12024	0.834
RNF168_0_multinomial_train1.11	0.9999999999999988	0.887	0.502	50.2%	0.069	46.132%	0.28396	0.776
RNF168_0_multinomial_train1.12	0.999999999999999	0.905	0.478	47.8%	0.069	43.023%	0.25999	0.836
EXO1_0_multinomial_train1.10	0.9999999999999959	0.914	0.408	40.8%	0.054	42.036%	0.14047	0.777
EXO1_0_multinomial_train1.11	0.9999999999999963	0.94	0.328	32.8%	0.045	35.196%	0.11851	0.847
