	0	1	2	3	4	5	6	7	8	9
0	[8.173889289844835, 8.173889289844835, 1663.445247360432, 0.28333333134651184, 0.0]	[8.176464301526106, 8.176464301526106, 1663.5702505649883, 0.25333333015441895, 0.0]	[8.162756444631498, 8.162756444631498, 1663.6313524870516, 0.26499998569488525, 0.0]	[8.174984610480085, 8.174984610480085, 1663.562005401203, 0.24416667222976685, 0.0]	[8.162249549347251, 8.162249549347251, 1663.5229778977405, 0.26499998569488525, 0.0]	[8.18356797295767, 8.18356797295767, 1663.6207079910716, 0.23749999701976776, 0.0]	[8.179048481579228, 8.179048481579228, 1663.5184334305973, 0.25333333015441895, 0.0]	[8.16954547651933, 8.16954547651933, 1663.5285055417348, 0.2824999988079071, 0.0]	[8.165694736412688, 8.165694736412688, 1663.4672805804666, 0.23499999940395355, 0.0]	[8.185176310736827, 8.185176310736827, 1663.5620430559352, 0.24833333492279053, 0.0]
100	[2.204992322599424, 2.204992322599424, 280.6212507694778, 0.9233333468437195, 0.0]	[2.2084631524954905, 2.2084631524954905, 256.29346240049136, 0.9308333396911621, 0.0]	[2.407666433961144, 2.407666433961144, 369.7428073932549, 0.9175000190734863, 0.0]	[2.1993520898547736, 2.1993520898547736, 280.99566742256957, 0.9183333516120911, 0.0]	[2.2052798341096245, 2.2052798341096245, 269.1322847632474, 0.92166668176651, 0.0]	[2.2141178221174576, 2.2141178221174576, 285.2782917091019, 0.9241666793823242, 0.0]	[2.3022427775360934, 2.3022427775360934, 516.8823317142599, 0.8641666769981384, 0.0]	[2.4331701467118108, 2.4331701467118108, 418.06072083369713, 0.9058333039283752, 0.0]	[2.2647104163325205, 2.2647104163325205, 330.76183672526685, 0.9116666913032532, 0.0]	[2.200274193167255, 2.200274193167255, 290.8003364117897, 0.9150000214576721, 0.0]
200	[2.1962274570699996, 2.1962274570699996, 236.40448412239834, 0.9325000047683716, 0.0]	[2.1952470665696056, 2.1952470665696056, 218.96694560210042, 0.9366666674613953, 0.0]	[2.2982970208126767, 2.2982970208126767, 473.4035728768461, 0.8041666746139526, 0.0]	[2.1936649137839015, 2.1936649137839015, 229.80176510606015, 0.9350000023841858, 0.0]	[2.196731546939296, 2.196731546939296, 228.12084184228357, 0.934166669845581, 0.0]	[2.201211329312596, 2.201211329312596, 237.84831861373303, 0.9316666722297668, 0.0]	[2.274183584808418, 2.274183584808418, 438.2965259427707, 0.8966666460037231, 0.0]	[2.2283952473455564, 2.2283952473455564, 271.8864875052026, 0.9300000071525574, 0.0]	[2.212834524033582, 2.212834524033582, 231.14872519047543, 0.934166669845581, 0.0]	[2.194741054423747, 2.194741054423747, 234.69691128575084, 0.9333333373069763, 0.0]
300	[2.194087299577165, 2.194087299577165, 213.89757442322616, 0.9375, 0.0]	[2.1931486833981206, 2.1931486833981206, 204.2552611309291, 0.940833330154419, 0.0]	[2.253813064695202, 2.253813064695202, 281.2894744283872, 0.9191666841506958, 0.0]	[2.1925773300932785, 2.1925773300932785, 209.7790130724996, 0.9350000023841858, 0.0]	[2.1941630488606543, 2.1941630488606543, 208.3094002012932, 0.9383333325386047, 0.0]	[2.1979766831395176, 2.1979766831395176, 217.45757997587538, 0.9375, 0.0]	[2.223056281052405, 2.223056281052405, 355.0142360648135, 0.8916666507720947, 0.0]	[2.2115123214221724, 2.2115123214221724, 233.87128819931752, 0.9325000047683716, 0.0]	[2.202204677162638, 2.202204677162638, 213.72653534437762, 0.9358333349227905, 0.0]	[2.1934555351514637, 2.1934555351514637, 212.19612020070593, 0.9366666674613953, 0.0]
400	[2.193217371389376, 2.193217371389376, 199.22504754904418, 0.9424999952316284, 0.0]	[2.192497571628055, 2.192497571628055, 194.25118410465964, 0.9441666603088379, 0.0]	[2.224414680833266, 2.224414680833266, 201.38162229913183, 0.9441666603088379, 0.0]	[2.19219690874094, 2.19219690874094, 198.92851668552007, 0.9399999976158142, 0.0]	[2.1932926706416453, 2.1932926706416453, 198.07856921958137, 0.940833330154419, 0.0]	[2.1963273855700365, 2.1963273855700365, 203.23569594324306, 0.9416666626930237, 0.0]	[2.2025816014081485, 2.2025816014081485, 271.0486197664414, 0.9308333396911621, 0.0]	[2.205804563761324, 2.205804563761324, 219.42395444669376, 0.9383333325386047, 0.0]	[2.198456626728281, 2.198456626728281, 201.48619964042084, 0.9383333325386047, 0.0]	[2.192918870059973, 2.192918870059973, 199.7907465257535, 0.940833330154419, 0.0]
500	[2.192750564129182, 2.192750564129182, 190.53368710604855, 0.9449999928474426, 0.0]	[2.192193898749444, 2.192193898749444, 186.9116016051684, 0.9483333230018616, 0.0]	[2.210909711401541, 2.210909711401541, 185.63904316120258, 0.9474999904632568, 0.0]	[2.1919927872447116, 2.1919927872447116, 191.7534393281523, 0.9424999952316284, 0.0]	[2.1928658367080183, 2.1928658367080183, 191.5690123140131, 0.9441666603088379, 0.0]	[2.195515519757109, 2.195515519757109, 193.1346192164952, 0.9441666603088379, 0.0]	[2.198531902571783, 2.198531902571783, 238.3878882962935, 0.9383333325386047, 0.0]	[2.2022602436509104, 2.2022602436509104, 206.1986441002401, 0.9424999952316284, 0.0]	[2.1970978958627283, 2.1970978958627283, 192.7049409751068, 0.940833330154419, 0.0]	[2.192585724154038, 2.192585724154038, 191.04909515139025, 0.9433333277702332, 0.0]
600	[2.1924561937835985, 2.1924561937835985, 184.514860103027, 0.9483333230018616, 0.0]	[2.191989867941132, 2.191989867941132, 181.5428067807473, 0.9474999904632568, 0.0]	[2.2012747483968464, 2.2012747483968464, 183.0793558569768, 0.9491666555404663, 0.0]	[2.191852067713351, 2.191852067713351, 186.13064070973275, 0.9441666603088379, 0.0]	[2.1925741438902078, 2.1925741438902078, 186.23250569270022, 0.9441666603088379, 0.0]	[2.1949890559244616, 2.1949890559244616, 185.9542811461043, 0.9474999904632568, 0.0]	[2.197146407623904, 2.197146407623904, 222.63765664568376, 0.9399999976158142, 0.0]	[2.2004735245441234, 2.2004735245441234, 198.4283320311658, 0.9424999952316284, 0.0]	[2.196219988588223, 2.196219988588223, 185.66154410263073, 0.9458333253860474, 0.0]	[2.192343303840952, 2.192343303840952, 184.7552807612877, 0.9458333253860474, 0.0]
700	[2.192252656879569, 2.192252656879569, 179.79782429334531, 0.9466666579246521, 0.0]	[2.1918654430559066, 2.1918654430559066, 177.5094819127806, 0.9474999904632568, 0.0]	[2.197682797547353, 2.197682797547353, 187.18485475389508, 0.9474999904632568, 0.0]	[2.1917475652702545, 2.1917475652702545, 181.78779128001764, 0.9458333253860474, 0.0]	[2.192319156527239, 2.192319156527239, 181.58911824509693, 0.9449999928474426, 0.0]	[2.194557907815439, 2.194557907815439, 180.78626421529032, 0.9491666555404663, 0.0]	[2.1960748839397035, 2.1960748839397035, 210.94088765843452, 0.940833330154419, 0.0]	[2.197508252511083, 2.197508252511083, 192.9047006546739, 0.9466666579246521, 0.0]	[2.1956631779742133, 2.1956631779742133, 180.7141648827829, 0.949999988079071, 0.0]	[2.192110065049317, 2.192110065049317, 179.83583770442908, 0.9474999904632568, 0.0]
800	[2.192129520361671, 2.192129520361671, 176.0360050546793, 0.9466666579246521, 0.0]	[2.191783740294575, 2.191783740294575, 174.11587053915986, 0.9474999904632568, 0.0]	[2.1964732874884416, 2.1964732874884416, 186.53303942707487, 0.9449999928474426, 0.0]	[2.1915932050337137, 2.1915932050337137, 178.0280032203473, 0.9458333253860474, 0.0]	[2.1921306631448707, 2.1921306631448707, 177.78554788596261, 0.9466666579246521, 0.0]	[2.1941474935016974, 2.1941474935016974, 176.88610983190253, 0.9491666555404663, 0.0]	[2.1950138699007917, 2.1950138699007917, 199.54460141153749, 0.9441666603088379, 0.0]	[2.1964397052424354, 2.1964397052424354, 186.20201785773605, 0.9483333230018616, 0.0]	[2.1952102775203453, 2.1952102775203453, 176.42045016906653, 0.9508333206176758, 0.0]	[2.191929551295373, 2.191929551295373, 175.61191486362713, 0.9466666579246521, 0.0]
900	[2.1920243806810658, 2.1920243806810658, 172.96289423557639, 0.9474999904632568, 0.0]	[2.191711304317813, 2.191711304317813, 171.23304982146232, 0.9491666555404663, 0.0]	[2.1952346180522757, 2.1952346180522757, 183.4119920921487, 0.9458333253860474, 0.0]	[2.1915305295986256, 2.1915305295986256, 175.1645848322218, 0.9483333230018616, 0.0]	[2.1919255170966996, 2.1919255170966996, 174.45504182411256, 0.9474999904632568, 0.0]	[2.1937896421960756, 2.1937896421960756, 173.9120038988354, 0.9508333206176758, 0.0]	[2.194285603365676, 2.194285603365676, 189.4344117779642, 0.9483333230018616, 0.0]	[2.195542073060943, 2.195542073060943, 180.8251769198365, 0.9491666555404663, 0.0]	[2.194823891068293, 2.194823891068293, 173.36375435951533, 0.9524999856948853, 0.0]	[2.191824371928829, 2.191824371928829, 172.38855783919223, 0.9483333230018616, 0.0]
1000	[2.1918875374399502, 2.1918875374399502, 170.05472140270422, 0.9491666555404663, 0.0]	[2.1916120089851905, 2.1916120089851905, 168.73663298148216, 0.9491666555404663, 0.0]	[2.1947865805617086, 2.1947865805617086, 180.86163642462418, 0.9449999928474426, 0.0]	[2.1915004679342265, 2.1915004679342265, 172.74536920382226, 0.9491666555404663, 0.0]	[2.1918165703703494, 2.1918165703703494, 171.40849344565999, 0.9483333230018616, 0.0]	[2.1934179186573117, 2.1934179186573117, 170.9188676151112, 0.9508333206176758, 0.0]	[2.1938245260644775, 2.1938245260644775, 184.82092369488527, 0.9483333230018616, 0.0]	[2.1952158504953188, 2.1952158504953188, 176.97393874818445, 0.949999988079071, 0.0]	[2.194388506487902, 2.194388506487902, 171.4977839098657, 0.9508333206176758, 0.0]	[2.191743022252272, 2.191743022252272, 169.82281316468817, 0.9491666555404663, 0.0]
2000	[2.1914153323398606, 2.1914153323398606, 157.47525934423174, 0.9566666483879089, 0.0]	[2.1913157862187136, 2.1913157862187136, 157.55971712083266, 0.9566666483879089, 0.0]	[2.1924340105120352, 2.1924340105120352, 161.92292016863092, 0.95333331823349, 0.0]	[2.1912923489482155, 2.1912923489482155, 159.4857574975168, 0.9558333158493042, 0.0]	[2.191401286839132, 2.191401286839132, 158.57106511147273, 0.9558333158493042, 0.0]	[2.1919485710497697, 2.1919485710497697, 155.54206803827734, 0.9583333134651184, 0.0]	[2.1918011632880257, 2.1918011632880257, 161.4313229621738, 0.9524999856948853, 0.0]	[2.1923566516160435, 2.1923566516160435, 159.0493240619072, 0.9566666483879089, 0.0]	[2.192099842313404, 2.192099842313404, 159.36766394067524, 0.95333331823349, 0.0]	[2.191377191352002, 2.191377191352002, 158.30379192211947, 0.9558333158493042, 0.0]
3000	[2.1913015300106577, 2.1913015300106577, 153.22612676574295, 0.9599999785423279, 0.0]	[2.1912460682931343, 2.1912460682931343, 153.15131862162482, 0.9599999785423279, 0.0]	[2.1919781393005557, 2.1919781393005557, 155.65775092675977, 0.9574999809265137, 0.0]	[2.191260751906943, 2.191260751906943, 154.64575061135494, 0.9591666460037231, 0.0]	[2.1912900636659947, 2.1912900636659947, 153.96781573639657, 0.9599999785423279, 0.0]	[2.1915725107270094, 2.1915725107270094, 152.289239149128, 0.9591666460037231, 0.0]	[2.1915342349246663, 2.1915342349246663, 155.43059186785501, 0.9574999809265137, 0.0]	[2.1918288263339347, 2.1918288263339347, 153.01497212376546, 0.9599999785423279, 0.0]	[2.191575101138483, 2.191575101138483, 153.45497345372192, 0.9591666460037231, 0.0]	[2.191290045246598, 2.191290045246598, 153.55035675777583, 0.9591666460037231, 0.0]
4000	[2.1912521187462204, 2.1912521187462204, 151.178521674101, 0.9608333110809326, 0.0]	[2.1912202608543345, 2.1912202608543345, 150.897685053022, 0.9616666436195374, 0.0]	[2.1918404157985782, 2.1918404157985782, 152.00910579826797, 0.9599999785423279, 0.0]	[2.1912237645963826, 2.1912237645963826, 152.12851200589282, 0.9608333110809326, 0.0]	[2.1912604162635985, 2.1912604162635985, 151.5968826606908, 0.9599999785423279, 0.0]	[2.1913891537321115, 2.1913891537321115, 150.81874029997994, 0.9608333110809326, 0.0]	[2.191346092993413, 2.191346092993413, 152.38687978911994, 0.9591666460037231, 0.0]	[2.1916171111783584, 2.1916171111783584, 151.88397918664555, 0.9599999785423279, 0.0]	[2.191402447348888, 2.191402447348888, 151.78107417174044, 0.9608333110809326, 0.0]	[2.1912562986719166, 2.1912562986719166, 151.41106839039296, 0.9599999785423279, 0.0]
5000	[2.191236344922355, 2.191236344922355, 149.9768822262488, 0.9624999761581421, 0.0]	[2.1911826351114185, 2.1911826351114185, 149.80505741859616, 0.9633333086967468, 0.0]	[2.1916070100732865, 2.1916070100732865, 150.30719024820326, 0.9599999785423279, 0.0]	[2.1912022196974945, 2.1912022196974945, 150.72454399320844, 0.9624999761581421, 0.0]	[2.191240166343073, 2.191240166343073, 150.53083228813972, 0.9616666436195374, 0.0]	[2.191330664144121, 2.191330664144121, 150.04561772254408, 0.9616666436195374, 0.0]	[2.191282905756062, 2.191282905756062, 151.05726411423996, 0.9599999785423279, 0.0]	[2.191532698401612, 2.191532698401612, 151.13428818805178, 0.9608333110809326, 0.0]	[2.1913602661474205, 2.1913602661474205, 150.40045013475782, 0.9608333110809326, 0.0]	[2.1912445101494122, 2.1912445101494122, 150.28198503820218, 0.9616666436195374, 0.0]
6000	[2.1912253693975705, 2.1912253693975705, 149.3284573764543, 0.9624999761581421, 0.0]	[2.1911511421008405, 2.1911511421008405, 149.2521223369623, 0.9624999761581421, 0.0]	[2.1914053590623572, 2.1914053590623572, 148.77773147762954, 0.9624999761581421, 0.0]	[2.191166557910427, 2.191166557910427, 149.71348273322218, 0.9616666436195374, 0.0]	[2.191219588955461, 2.191219588955461, 149.92928780581298, 0.9616666436195374, 0.0]	[2.1913203169818876, 2.1913203169818876, 149.34811730586392, 0.9616666436195374, 0.0]	[2.1912531608615042, 2.1912531608615042, 150.38047277405676, 0.9608333110809326, 0.0]	[2.191488119384881, 2.191488119384881, 150.29942165837528, 0.9599999785423279, 0.0]	[2.1913161422172887, 2.1913161422172887, 149.76596235348396, 0.9624999761581421, 0.0]	[2.1912214715384395, 2.1912214715384395, 149.63048204107744, 0.9616666436195374, 0.0]
7000	[2.191199893997015, 2.191199893997015, 149.06246154072755, 0.9616666436195374, 0.0]	[2.191137013146653, 2.191137013146653, 148.94374418659353, 0.9633333086967468, 0.0]	[2.1913055469601446, 2.1913055469601446, 148.99177543823126, 0.9624999761581421, 0.0]	[2.1911459896677377, 2.1911459896677377, 149.19509617069127, 0.9624999761581421, 0.0]	[2.1912091655345267, 2.1912091655345267, 149.48598971800035, 0.9624999761581421, 0.0]	[2.1912905472312456, 2.1912905472312456, 149.05143075592716, 0.9616666436195374, 0.0]	[2.191237484230009, 2.191237484230009, 149.5468997962172, 0.9616666436195374, 0.0]	[2.1913369463796917, 2.1913369463796917, 149.6180422108804, 0.9616666436195374, 0.0]	[2.191285506150943, 2.191285506150943, 149.3163597366332, 0.9616666436195374, 0.0]	[2.1912066387607054, 2.1912066387607054, 149.38677885536129, 0.9608333110809326, 0.0]
8000	[2.1911768530329896, 2.1911768530329896, 148.89089173816575, 0.9633333086967468, 0.0]	[2.191128679292271, 2.191128679292271, 148.72363730659893, 0.9633333086967468, 0.0]	[2.191278974269106, 2.191278974269106, 148.5547794077723, 0.9624999761581421, 0.0]	[2.1911337414156256, 2.1911337414156256, 148.9056855110279, 0.9624999761581421, 0.0]	[2.1911869426143467, 2.1911869426143467, 149.2368712490549, 0.9616666436195374, 0.0]	[2.1912831969338655, 2.1912831969338655, 148.98031070485206, 0.9616666436195374, 0.0]	[2.191232722680154, 2.191232722680154, 149.19928702057422, 0.9616666436195374, 0.0]	[2.1913083987673403, 2.1913083987673403, 149.40443982975677, 0.9624999761581421, 0.0]	[2.1912696344624436, 2.1912696344624436, 149.2682405578144, 0.9624999761581421, 0.0]	[2.1912030038705463, 2.1912030038705463, 149.19321412164928, 0.9624999761581421, 0.0]
