	0	1	2	3	4	5	6	7	8	9
0	[8.159186185827192, 8.159186185827192, 2759.990668796845, 0.24833333492279053, 0.0]	[8.15498029348192, 8.15498029348192, 2760.5343461319962, 0.20666666328907013, 0.0]	[8.14987695863529, 8.14987695863529, 2759.57461651785, 0.24916666746139526, 0.0]	[8.158229974892464, 8.158229974892464, 2760.3355799971914, 0.26249998807907104, 0.0]	[8.15469126849195, 8.15469126849195, 2759.8576170996134, 0.25, 0.0]	[8.151123420738443, 8.151123420738443, 2759.7200050254346, 0.25, 0.0]	[8.156139026933538, 8.156139026933538, 2760.0745653293534, 0.24916666746139526, 0.0]	[8.163430034239505, 8.163430034239505, 2759.9742102343776, 0.25, 0.0]	[8.159890185564217, 8.159890185564217, 2759.7908571766884, 0.25083333253860474, 0.0]	[8.16011321844912, 8.16011321844912, 2760.597038987027, 0.23000000417232513, 0.0]
100	[1.9439312560343043, 1.9439312560343043, 1947.8932617414866, 0.4325000047683716, 0.0]	[1.9019891452555109, 1.9019891452555109, 1983.788963438894, 0.4091666638851166, 0.0]	[2.0021593382341303, 2.0021593382341303, 1998.6980138940394, 0.4116666615009308, 0.0]	[1.9073281807702311, 1.9073281807702311, 1989.2861546447045, 0.41749998927116394, 0.0]	[1.9399079628705689, 1.9399079628705689, 1965.9768946438203, 0.4216666519641876, 0.0]	[1.8594929054662617, 1.8594929054662617, 1912.9805365183977, 0.42916667461395264, 0.0]	[2.004778258953474, 2.004778258953474, 1987.7019002003165, 0.4091666638851166, 0.0]	[1.8799993643735646, 1.8799993643735646, 1927.6984849965402, 0.4283333420753479, 0.0]	[1.8619761446614795, 1.8619761446614795, 1976.8215341675568, 0.4166666567325592, 0.0]	[1.906989941772244, 1.906989941772244, 1942.965367877076, 0.4166666567325592, 0.0]
200	[1.9077596962834429, 1.9077596962834429, 1857.6656298966677, 0.4325000047683716, 0.0]	[1.8593271943493916, 1.8593271943493916, 1863.074460449568, 0.4399999976158142, 0.0]	[1.949552210245705, 1.949552210245705, 1849.3758822675104, 0.4325000047683716, 0.0]	[1.8532895563331244, 1.8532895563331244, 1847.586805097937, 0.4441666603088379, 0.0]	[1.8953399963315127, 1.8953399963315127, 1892.2563945629943, 0.4308333396911621, 0.0]	[1.8292905647373472, 1.8292905647373472, 1817.452581674119, 0.4449999928474426, 0.0]	[1.9536924479381574, 1.9536924479381574, 1854.7886654089345, 0.42500001192092896, 0.0]	[1.8337236335917952, 1.8337236335917952, 1817.9632116363648, 0.44583332538604736, 0.0]	[1.8352695739570852, 1.8352695739570852, 1840.3788241874781, 0.44083333015441895, 0.0]	[1.8541364086492622, 1.8541364086492622, 1804.964016738596, 0.4516666531562805, 0.0]
300	[1.8931151100247254, 1.8931151100247254, 1822.5838344081328, 0.4308333396911621, 0.0]	[1.8490977195621277, 1.8490977195621277, 1787.7135461193968, 0.4541666805744171, 0.0]	[1.9315122411418697, 1.9315122411418697, 1782.5028253600062, 0.4516666531562805, 0.0]	[1.8390069506658386, 1.8390069506658386, 1777.0311812537675, 0.4650000035762787, 0.0]	[1.8636962565939497, 1.8636962565939497, 1882.1746196087047, 0.4308333396911621, 0.0]	[1.8245553356509223, 1.8245553356509223, 1782.2279034241772, 0.4391666650772095, 0.0]	[1.9342734575199878, 1.9342734575199878, 1799.378392340358, 0.44749999046325684, 0.0]	[1.8247451012389855, 1.8247451012389855, 1782.5934212192542, 0.4416666626930237, 0.0]	[1.8272780599502556, 1.8272780599502556, 1797.6584621350821, 0.43666666746139526, 0.0]	[1.84111653047185, 1.84111653047185, 1760.1025531840182, 0.4516666531562805, 0.0]
400	[1.8823973923066606, 1.8823973923066606, 1810.1412701983086, 0.4325000047683716, 0.0]	[1.845336852223761, 1.845336852223761, 1742.1328895084346, 0.46833333373069763, 0.0]	[1.921935354616884, 1.921935354616884, 1755.98245077956, 0.4583333432674408, 0.0]	[1.8337535257006008, 1.8337535257006008, 1747.4944334829102, 0.45916667580604553, 0.0]	[1.8534228468203817, 1.8534228468203817, 1848.7126484337132, 0.43416666984558105, 0.0]	[1.822520636389412, 1.822520636389412, 1764.6898157545402, 0.4399999976158142, 0.0]	[1.9193823098919185, 1.9193823098919185, 1778.219758829628, 0.4466666579246521, 0.0]	[1.8208884247916617, 1.8208884247916617, 1768.866285366063, 0.4441666603088379, 0.0]	[1.8231455897191509, 1.8231455897191509, 1779.6865822380942, 0.4308333396911621, 0.0]	[1.835526996920563, 1.835526996920563, 1742.8192182371517, 0.4483333230018616, 0.0]
500	[1.8645029717823531, 1.8645029717823531, 1815.0606614448702, 0.44583332538604736, 0.0]	[1.8429720288866087, 1.8429720288866087, 1713.667405768795, 0.4749999940395355, 0.0]	[1.9143154148172752, 1.9143154148172752, 1747.2263766331807, 0.4658333361148834, 0.0]	[1.8310036330564368, 1.8310036330564368, 1730.9407643959378, 0.4650000035762787, 0.0]	[1.8486087670059144, 1.8486087670059144, 1828.9358209066081, 0.4325000047683716, 0.0]	[1.82140763788871, 1.82140763788871, 1754.2210416579983, 0.4416666626930237, 0.0]	[1.9090318500822414, 1.9090318500822414, 1766.7476213454593, 0.4441666603088379, 0.0]	[1.8190058318162723, 1.8190058318162723, 1761.1250664443241, 0.4391666650772095, 0.0]	[1.8209335612018565, 1.8209335612018565, 1769.6999066280077, 0.43416666984558105, 0.0]	[1.8322803428325312, 1.8322803428325312, 1735.1414733033005, 0.44333332777023315, 0.0]
600	[1.8529518798047524, 1.8529518798047524, 1798.104029524129, 0.44749999046325684, 0.0]	[1.8409470822781486, 1.8409470822781486, 1693.1444514227346, 0.47749999165534973, 0.0]	[1.9055583431119274, 1.9055583431119274, 1747.8514834701218, 0.460833340883255, 0.0]	[1.829403921731336, 1.829403921731336, 1720.7974011993522, 0.46166667342185974, 0.0]	[1.845529030333953, 1.845529030333953, 1813.9854356988756, 0.43416666984558105, 0.0]	[1.820682369745182, 1.820682369745182, 1747.8147011689666, 0.4424999952316284, 0.0]	[1.902144061911138, 1.902144061911138, 1759.5561748302505, 0.4441666603088379, 0.0]	[1.8176898076301475, 1.8176898076301475, 1755.4190160110154, 0.43833333253860474, 0.0]	[1.8194656010890495, 1.8194656010890495, 1762.4900548041, 0.4350000023841858, 0.0]	[1.830298695814452, 1.830298695814452, 1730.5256689607147, 0.44083333015441895, 0.0]
700	[1.8434687185247107, 1.8434687185247107, 1776.5300248845601, 0.4583333432674408, 0.0]	[1.8396073121073226, 1.8396073121073226, 1679.3869605138261, 0.476666659116745, 0.0]	[1.8975867475096153, 1.8975867475096153, 1745.5347194992655, 0.460833340883255, 0.0]	[1.828415929090148, 1.828415929090148, 1713.8425480670342, 0.46166667342185974, 0.0]	[1.8427749968539269, 1.8427749968539269, 1802.5050021115358, 0.4375, 0.0]	[1.8202014294370898, 1.8202014294370898, 1743.40889802873, 0.44083333015441895, 0.0]	[1.8972755724732369, 1.8972755724732369, 1754.8149465329898, 0.44083333015441895, 0.0]	[1.8168331977662284, 1.8168331977662284, 1751.1962223971946, 0.4391666650772095, 0.0]	[1.8184319650975362, 1.8184319650975362, 1757.2914444922808, 0.43666666746139526, 0.0]	[1.8290118588673223, 1.8290118588673223, 1726.9328000104974, 0.43833333253860474, 0.0]
800	[1.8375238532668885, 1.8375238532668885, 1759.9183316115923, 0.4675000011920929, 0.0]	[1.8384975146060345, 1.8384975146060345, 1670.8039819087992, 0.476666659116745, 0.0]	[1.8934602135042018, 1.8934602135042018, 1735.908156961525, 0.45500001311302185, 0.0]	[1.8277132947823425, 1.8277132947823425, 1707.9353743591828, 0.4650000035762787, 0.0]	[1.8411499850116106, 1.8411499850116106, 1792.047649633489, 0.4399999976158142, 0.0]	[1.8198036465317253, 1.8198036465317253, 1740.2445686475237, 0.4416666626930237, 0.0]	[1.8918728199839472, 1.8918728199839472, 1747.8380035028244, 0.44583332538604736, 0.0]	[1.816175875227399, 1.816175875227399, 1747.4572379678643, 0.4441666603088379, 0.0]	[1.8176002621163745, 1.8176002621163745, 1753.1422794751145, 0.43666666746139526, 0.0]	[1.828000824368668, 1.828000824368668, 1724.4350451701014, 0.4416666626930237, 0.0]
900	[1.8335748302630437, 1.8335748302630437, 1742.1944736187793, 0.4724999964237213, 0.0]	[1.8370755542001134, 1.8370755542001134, 1663.1361302643843, 0.47583332657814026, 0.0]	[1.890713050182434, 1.890713050182434, 1723.6140367195842, 0.4583333432674408, 0.0]	[1.8271773249881837, 1.8271773249881837, 1703.524481810612, 0.4625000059604645, 0.0]	[1.8393589861770254, 1.8393589861770254, 1783.4704234098772, 0.4466666579246521, 0.0]	[1.8194447800198286, 1.8194447800198286, 1738.7919422324705, 0.44333332777023315, 0.0]	[1.8868232681854347, 1.8868232681854347, 1740.2969883998862, 0.4483333230018616, 0.0]	[1.8155654536645762, 1.8155654536645762, 1744.4819618289944, 0.44333332777023315, 0.0]	[1.817033227416132, 1.817033227416132, 1749.762265069718, 0.4391666650772095, 0.0]	[1.8272393758462129, 1.8272393758462129, 1722.8199859380475, 0.44083333015441895, 0.0]
