Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_boot	0.9999999999999963	0.971	0.457	45.7%	0.127	29.798%	0.21857	0.971
OGG1_boot.1	0.9999999999999964	0.981	0.426	42.6%	0.109	26.01%	0.22558	0.981
OGG1_boot.2	0.9999999999999964	0.985	0.427	42.7%	0.103	24.644%	0.22677	0.985
OGG1_boot.3	0.999999999999997	0.987	0.428	42.8%	0.094	22.841%	0.23311	0.988
OGG1_boot.4	0.9999999999999968	0.988	0.343	34.3%	0.072	18.77%	0.18396	0.988
OGG1_boot.5	0.9999999999999962	0.98	0.442	44.2%	0.112	26.576%	0.22247	0.98
OGG1_boot.6	0.9999999999999967	0.984	0.382	38.2%	0.089	22.385%	0.19041	0.983
OGG1_boot.7	0.9999999999999969	0.983	0.412	41.2%	0.095	23.418%	0.23737	0.984
OGG1_boot.8	0.9999999999999968	0.979	0.438	43.8%	0.102	25.093%	0.25581	0.979
OGG1_boot.9	0.9999999999999969	0.989	0.391	39.1%	0.067	17.686%	0.23028	0.988
OGG1_boot.10	0.9999999999999967	0.987	0.369	36.9%	0.11	25.632%	0.17406	0.988
OGG1_boot.11	0.9999999999999967	0.993	0.331	33.1%	0.07	17.807%	0.16859	0.993
OGG1_boot.12	0.9999999999999967	0.986	0.407	40.7%	0.093	22.861%	0.21418	0.986
OGG1_boot.13	0.9999999999999964	0.983	0.402	40.2%	0.097	23.807%	0.2052	0.983
OGG1_boot.14	0.999999999999997	0.991	0.329	32.9%	0.066	17.201%	0.18928	0.991
OGG1_boot.15	0.9999999999999973	0.991	0.345	34.5%	0.06	16.009%	0.19934	0.99
OGG1_boot.16	0.9999999999999962	0.976	0.432	43.2%	0.123	28.663%	0.23043	0.977
OGG1_boot.17	0.9999999999999969	0.984	0.428	42.8%	0.093	23.032%	0.24024	0.984
OGG1_boot.18	0.999999999999997	0.99	0.371	37.1%	0.081	20.266%	0.21982	0.99
OGG1_boot.19	0.999999999999997	0.991	0.351	35.1%	0.067	17.419%	0.20309	0.991
OGG1_boot.20	0.9999999999999966	0.989	0.371	37.1%	0.078	19.785%	0.19083	0.989
OGG1_boot.21	0.9999999999999964	0.981	0.452	45.2%	0.109	25.992%	0.23741	0.981
OGG1_boot.22	0.999999999999997	0.99	0.35	35.0%	0.067	17.892%	0.19434	0.989
OGG1_boot.23	0.9999999999999962	0.985	0.394	39.4%	0.092	22.716%	0.21472	0.985
OGG1_boot.24	0.9999999999999966	0.983	0.406	40.6%	0.076	20.354%	0.23372	0.982
OGG1_boot.25	0.9999999999999969	0.985	0.413	41.3%	0.081	20.769%	0.24831	0.985
OGG1_boot.26	0.9999999999999964	0.982	0.419	41.9%	0.088	22.411%	0.22967	0.981
OGG1_boot.27	0.9999999999999968	0.989	0.365	36.5%	0.105	24.622%	0.211	0.99
OGG1_boot.28	0.9999999999999967	0.979	0.419	41.9%	0.094	23.763%	0.22071	0.978
OGG1_boot.29	0.9999999999999967	0.984	0.423	42.3%	0.093	22.972%	0.22886	0.984
OGG1_boot.30	0.9999999999999964	0.981	0.439	43.9%	0.12	27.781%	0.21495	0.982
OGG1_boot.31	0.9999999999999968	0.986	0.423	42.3%	0.101	24.202%	0.21494	0.986
OGG1_boot.32	0.9999999999999967	0.99	0.374	37.4%	0.075	19.038%	0.19004	0.99
OGG1_boot.33	0.9999999999999968	0.987	0.414	41.4%	0.092	22.482%	0.21017	0.988
OGG1_boot.34	0.9999999999999969	0.986	0.41	41.0%	0.082	20.85%	0.22433	0.986
OGG1_boot.35	0.9999999999999968	0.987	0.402	40.2%	0.08	20.38%	0.22815	0.987
OGG1_boot.36	0.9999999999999969	0.987	0.379	37.9%	0.088	21.757%	0.18667	0.988
OGG1_boot.37	0.9999999999999967	0.989	0.376	37.6%	0.086	21.211%	0.22791	0.99
OGG1_boot.38	0.9999999999999961	0.983	0.402	40.2%	0.104	24.945%	0.20493	0.984
OGG1_boot.39	0.999999999999997	0.987	0.412	41.2%	0.09	22.118%	0.24593	0.988
OGG1_boot.40	0.9999999999999966	0.984	0.391	39.1%	0.093	23.022%	0.21473	0.984
OGG1_boot.41	0.9999999999999964	0.985	0.426	42.6%	0.097	23.677%	0.21434	0.985
OGG1_boot.42	0.9999999999999969	0.988	0.385	38.5%	0.078	19.856%	0.20427	0.988
OGG1_boot.43	0.9999999999999968	0.985	0.415	41.5%	0.094	23.053%	0.22523	0.986
OGG1_boot.44	0.9999999999999964	0.989	0.341	34.1%	0.095	22.852%	0.19018	0.99
