NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	92.865	56.333	15.899	39.129	0.476	0.867	90000.0
2	95.822	59.066	16.435	40.321	0.49	0.859	130000.0
3	101.572	61.028	17.883	42.174	0.48	0.849	90000.0
4	94.157	56.952	16.313	39.583	0.474	0.865	60000.0
5	93.707	57.956	16.022	40.281	0.488	0.859	140000.0
6	92.874	57.11	15.944	39.816	0.48	0.862	50000.0
7	98.032	60.761	17.243	42.414	0.492	0.844	120000.0
8	95.933	57.644	16.556	39.894	0.476	0.862	150000.0
9	97.016	58.675	17.085	41.292	0.479	0.854	120000.0
10	95.354	58.52	16.331	40.496	0.48	0.859	70000.0
