Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_boot	0.9999999999999963	0.994	0.244	24.4%	0.049	11.497%	0.10616	0.994
OGG1_boot.1	0.9999999999999964	0.996	0.251	25.1%	0.043	10.261%	0.1491	0.996
OGG1_boot.2	0.9999999999999964	0.996	0.251	25.1%	0.045	10.767%	0.13158	0.995
OGG1_boot.3	0.999999999999997	0.996	0.251	25.1%	0.046	11.178%	0.12909	0.995
OGG1_boot.4	0.9999999999999968	0.997	0.217	21.7%	0.035	9.124%	0.10752	0.997
OGG1_boot.5	0.9999999999999962	0.997	0.237	23.7%	0.043	10.203%	0.1173	0.996
OGG1_boot.6	0.9999999999999967	0.996	0.229	22.9%	0.036	9.055%	0.11985	0.996
OGG1_boot.7	0.9999999999999969	0.995	0.252	25.2%	0.039	9.614%	0.15554	0.995
OGG1_boot.8	0.9999999999999968	0.989	0.294	29.4%	0.062	15.253%	0.16463	0.988
OGG1_boot.9	0.9999999999999969	0.994	0.276	27.6%	0.041	10.823%	0.16512	0.994
OGG1_boot.10	0.9999999999999967	0.996	0.255	25.5%	0.048	11.185%	0.12516	0.995
OGG1_boot.11	0.9999999999999967	0.997	0.219	21.9%	0.034	8.649%	0.11675	0.997
OGG1_boot.12	0.9999999999999967	0.997	0.2	20.0%	0.031	7.62%	0.12875	0.997
OGG1_boot.13	0.9999999999999964	0.995	0.25	25.0%	0.042	10.308%	0.15521	0.995
OGG1_boot.14	0.999999999999997	0.996	0.24	24.0%	0.036	9.382%	0.1469	0.996
OGG1_boot.15	0.9999999999999973	0.996	0.228	22.8%	0.034	9.072%	0.12299	0.996
OGG1_boot.16	0.9999999999999962	0.995	0.272	27.2%	0.05	11.652%	0.13492	0.995
OGG1_boot.17	0.9999999999999969	0.992	0.317	31.7%	0.06	14.859%	0.14955	0.992
OGG1_boot.18	0.999999999999997	0.994	0.286	28.6%	0.053	13.26%	0.14245	0.994
OGG1_boot.19	0.999999999999997	0.996	0.228	22.8%	0.037	9.619%	0.10853	0.996
OGG1_boot.20	0.9999999999999966	0.995	0.244	24.4%	0.04	10.146%	0.1273	0.995
OGG1_boot.21	0.9999999999999964	0.995	0.227	22.7%	0.041	9.777%	0.14215	0.995
OGG1_boot.22	0.999999999999997	0.996	0.233	23.3%	0.037	9.88%	0.13461	0.996
OGG1_boot.23	0.9999999999999962	0.996	0.203	20.3%	0.036	8.889%	0.11665	0.996
OGG1_boot.24	0.9999999999999966	0.994	0.285	28.5%	0.044	11.784%	0.16151	0.993
OGG1_boot.25	0.9999999999999969	0.995	0.24	24.0%	0.04	10.256%	0.13603	0.995
OGG1_boot.26	0.9999999999999964	0.995	0.241	24.1%	0.042	10.696%	0.11673	0.995
OGG1_boot.27	0.9999999999999968	0.996	0.262	26.2%	0.052	12.194%	0.13998	0.996
OGG1_boot.28	0.9999999999999967	0.996	0.248	24.8%	0.037	9.353%	0.14632	0.996
OGG1_boot.29	0.9999999999999967	0.997	0.216	21.6%	0.034	8.398%	0.13012	0.997
OGG1_boot.30	0.9999999999999964	0.996	0.237	23.7%	0.048	11.112%	0.11867	0.996
OGG1_boot.31	0.9999999999999968	0.995	0.283	28.3%	0.048	11.502%	0.1346	0.994
OGG1_boot.32	0.9999999999999967	0.995	0.245	24.5%	0.042	10.661%	0.121	0.995
OGG1_boot.33	0.9999999999999968	0.994	0.263	26.3%	0.048	11.73%	0.12711	0.994
OGG1_boot.34	0.9999999999999969	0.995	0.228	22.8%	0.04	10.171%	0.14566	0.995
OGG1_boot.35	0.9999999999999968	0.995	0.243	24.3%	0.039	9.935%	0.13784	0.995
OGG1_boot.36	0.9999999999999969	0.997	0.199	19.9%	0.031	7.664%	0.11009	0.997
OGG1_boot.37	0.9999999999999967	0.996	0.232	23.2%	0.041	10.112%	0.16054	0.996
OGG1_boot.38	0.9999999999999961	0.995	0.255	25.5%	0.043	10.314%	0.14003	0.995
OGG1_boot.39	0.999999999999997	0.993	0.291	29.1%	0.061	14.991%	0.13476	0.993
OGG1_boot.40	0.9999999999999966	0.997	0.222	22.2%	0.033	8.169%	0.1352	0.997
OGG1_boot.41	0.9999999999999964	0.997	0.236	23.6%	0.037	9.031%	0.13098	0.997
OGG1_boot.42	0.9999999999999969	0.995	0.252	25.2%	0.041	10.437%	0.15728	0.994
OGG1_boot.43	0.9999999999999968	0.993	0.262	26.2%	0.05	12.262%	0.13275	0.993
OGG1_boot.44	0.9999999999999964	0.996	0.247	24.7%	0.046	11.065%	0.13015	0.996
OGG1_boot.45	0.9999999999999969	0.995	0.245	24.5%	0.039	9.665%	0.15919	0.995
OGG1_boot.46	0.9999999999999967	0.995	0.228	22.8%	0.038	9.97%	0.14811	0.995
OGG1_boot.47	0.9999999999999977	0.997	0.219	21.9%	0.034	8.612%	0.10715	0.996
OGG1_boot.48	0.9999999999999978	0.998	0.191	19.1%	0.028	7.19%	0.09254	0.998
OGG1_boot.49	0.999999999999998	0.998	0.189	18.9%	0.027	7.132%	0.1002	0.997
OGG1_boot.50	0.9999999999999978	0.998	0.198	19.8%	0.028	6.849%	0.11009	0.998
OGG1_boot.51	0.9999999999999977	0.997	0.203	20.3%	0.034	8.175%	0.10135	0.997
OGG1_boot.52	0.9999999999999978	0.998	0.194	19.4%	0.03	7.215%	0.11275	0.997
OGG1_boot.53	0.999999999999998	0.996	0.223	22.3%	0.033	8.588%	0.10612	0.996
OGG1_boot.54	0.9999999999999978	0.996	0.224	22.4%	0.036	9.027%	0.11451	0.996
OGG1_boot.55	0.9999999999999981	0.996	0.24	24.0%	0.034	8.833%	0.12255	0.996
OGG1_boot.56	0.999999999999998	0.995	0.259	25.9%	0.042	10.514%	0.11636	0.995
OGG1_boot.57	0.9999999999999976	0.998	0.19	19.0%	0.029	7.179%	0.08454	0.998
OGG1_boot.58	0.9999999999999981	0.993	0.216	21.6%	0.047	11.553%	0.10539	0.993
OGG1_boot.59	0.9999999999999978	0.995	0.242	24.2%	0.041	10.353%	0.11989	0.995
OGG1_boot.60	0.9999999999999982	0.997	0.208	20.8%	0.03	7.918%	0.10992	0.997
OGG1_boot.61	0.9999999999999978	0.998	0.193	19.3%	0.025	6.38%	0.11374	0.998
