Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.84	0.59	59.0%	0.085	68.142%	0.32008	0.702
OGG1_0_real_train1	0.9999999999999968	0.998	0.165	16.5%	0.026	6.436%	0.07621	0.998
RNF168_0_real_train1	0.9999999999999989	0.85	0.59	59.0%	0.087	59.905%	0.29903	0.743
UNG_0_real_train1	0.9999999999999982	0.967	0.321	32.1%	0.051	25.424%	0.14381	0.956
ATP2B4_0_real_train1	0.9999999999999971	0.963	0.426	42.6%	0.065	26.906%	0.20859	0.955
ATP2B4_1_real_train1	0.9999999999999967	0.966	0.442	44.2%	0.075	26.841%	0.20315	0.961
MLH1_0_real_train1	0.9999999999999964	0.913	0.454	45.4%	0.08	42.098%	0.1347	0.882
MSH2_0_real_train1	0.999999999999996	0.925	0.392	39.2%	0.075	39.812%	0.11339	0.899
MSH6_0_real_train1	0.9999999999999951	0.943	0.344	34.4%	0.064	34.853%	0.08281	0.923
MSH6_1_real_train1	0.9999999999999969	0.943	0.309	30.9%	0.066	35.505%	0.08634	0.925
PMS1_0_real_train1	0.9999999999999964	0.976	0.293	29.3%	0.05	21.741%	0.12184	0.971
PMS2_0_real_train1	0.9999999999999952	0.92	0.331	33.1%	0.064	39.725%	0.09262	0.864
EXO1_0_multinomial_train1	0.999999999999996	0.821	0.616	61.6%	0.089	70.141%	0.33515	0.657
EXO1_0_multinomial_train1.1	0.9999999999999966	0.838	0.594	59.4%	0.085	67.303%	0.34322	0.694
EXO1_0_multinomial_train1.2	0.9999999999999962	0.814	0.624	62.4%	0.09	70.929%	0.34571	0.636
EXO1_0_multinomial_train1.3	0.9999999999999962	0.826	0.64	64.0%	0.09	67.632%	0.37025	0.676
EXO1_0_multinomial_train1.4	0.9999999999999961	0.778	0.68	68.0%	0.099	77.836%	0.4066	0.568
EXO1_0_multinomial_train1.5	0.9999999999999962	0.826	0.632	63.2%	0.089	68.772%	0.36536	0.675
EXO1_0_multinomial_train1.6	0.9999999999999959	0.811	0.647	64.7%	0.092	72.377%	0.38499	0.638
EXO1_0_multinomial_train1.7	0.9999999999999962	0.797	0.644	64.4%	0.095	75.553%	0.39185	0.604
EXO1_0_multinomial_train1.8	0.9999999999999964	0.826	0.594	59.4%	0.087	67.889%	0.3235	0.658
EXO1_0_multinomial_train1.9	0.9999999999999958	0.791	0.681	68.1%	0.096	73.196%	0.40006	0.596
