	0	1	2	3	4	5	6	7	8	9
0	[174.54261745412342, 8.169077530131007, 1663.735399239924, 0.2666666805744171, 0.0]	[174.51260385444903, 8.162501928970562, 1663.5010192547845, 0.24916666746139526, 0.0]	[174.5138349136405, 8.16787246010214, 1663.4596245353835, 0.25833332538604736, 0.0]	[174.51999521746498, 8.17236744442973, 1663.4762777303522, 0.2566666603088379, 0.0]	[174.5303631152313, 8.17304667863427, 1663.5731643659701, 0.25583332777023315, 0.0]	[174.50326890143734, 8.167656564810613, 1663.3561233662672, 0.29499998688697815, 0.0]	[174.50983741483037, 8.162253126808324, 1663.4758428802202, 0.25083333253860474, 0.0]	[174.50802641505203, 8.165487540898585, 1663.4253887415343, 0.27666667103767395, 0.0]	[174.49515780111648, 8.160894553828943, 1663.3426324728753, 0.25583332777023315, 0.0]	[174.52271635786457, 8.169820850990797, 1663.5289550687378, 0.2549999952316284, 0.0]
100	[3.5142400560072815, 2.4038530176908095, 11.103870383164718, 1.0, 0.0]	[3.6672311941852076, 2.3590772786702874, 13.081539155149203, 1.0, 0.0]	[3.560112327491633, 2.2312769114101485, 13.288354160814846, 1.0, 0.0]	[3.5463079524492134, 2.4098220958819168, 11.364858565672964, 1.0, 0.0]	[3.520785464889996, 2.303777160575624, 12.170083043143716, 1.0, 0.0]	[3.3888577566445415, 2.3571736201524383, 10.316841364921032, 1.0, 0.0]	[3.223654074813527, 2.269751874887528, 9.53902199925999, 1.0, 0.0]	[3.2883853205354754, 2.1942255447517973, 10.941597757836778, 1.0, 0.0]	[3.2347765025985766, 2.337444130672722, 8.973323719258545, 1.0, 0.0]	[3.300599253709048, 2.356114673699125, 9.444845800099227, 1.0, 0.0]
200	[2.9735658341034386, 2.28338883373532, 6.901770003681188, 1.0, 0.0]	[3.0951099585214448, 2.2635076209188285, 8.316023376026163, 1.0, 0.0]	[2.8641153587984647, 2.17756290679594, 6.865524520025245, 1.0, 0.0]	[2.9546897068737037, 2.267146842564459, 6.875428643092446, 1.0, 0.0]	[2.932064542548616, 2.2239886837775407, 7.080758587710752, 1.0, 0.0]	[2.926497897073813, 2.2326110070399756, 6.938868900338375, 1.0, 0.0]	[2.7812408041433687, 2.178715356283284, 6.025254478600844, 1.0, 0.0]	[2.7870063484635423, 2.106918822227185, 6.800875262363576, 1.0, 0.0]	[2.7549692863580546, 2.200199828274946, 5.547694580831086, 1.0, 0.0]	[2.8490656249592896, 2.2260654701777995, 6.230001547814899, 1.0, 0.0]
300	[2.7604770076301857, 2.2218206696032894, 5.386563380268964, 1.0, 0.0]	[2.874860626664612, 2.2145420071674047, 6.603186194972074, 1.0, 0.0]	[2.6508071227753183, 2.147719370932421, 5.030877518428973, 1.0, 0.0]	[2.733545576035481, 2.210942753585839, 5.226028224496419, 1.0, 0.0]	[2.733812837550453, 2.185141079350069, 5.486717582003838, 1.0, 0.0]	[2.726296562450049, 2.1810395021678612, 5.452570602821876, 1.0, 0.0]	[2.621077144795853, 2.1308752592224374, 4.9020188557341555, 1.0, 0.0]	[2.599679990987846, 2.0662111194739365, 5.3346887151390945, 1.0, 0.0]	[2.5956832816825273, 2.139438562381857, 4.562447193006703, 1.0, 0.0]	[2.668858770822014, 2.178036646116597, 4.9082212470541675, 1.0, 0.0]
400	[2.6359817503161285, 2.1820859964696377, 4.5389575384649055, 1.0, 0.0]	[2.7527057307840113, 2.183465724249112, 5.692400065348993, 1.0, 0.0]	[2.54542756087888, 2.1293931566774504, 4.160344042014294, 1.0, 0.0]	[2.5969944824649396, 2.1630765287169296, 4.339179537480101, 1.0, 0.0]	[2.626484341763648, 2.1601543904757263, 4.663299512879216, 1.0, 0.0]	[2.609221392901882, 2.138531903007575, 4.706894898943071, 1.0, 0.0]	[2.5525199849587477, 2.0526599207587255, 4.99860064200022, 1.0, 0.0]	[2.4929514018148087, 2.043085021078918, 4.498663807358904, 1.0, 0.0]	[2.5154331064700552, 2.1088230093344564, 4.066100971355988, 1.0, 0.0]	[2.5689856061257235, 2.145447159182703, 4.235384469430207, 1.0, 0.0]
500	[2.552287466833701, 2.155742440187751, 3.9654502664594973, 1.0, 0.0]	[2.665532989722114, 2.1640387042446396, 5.0149428547747394, 1.0, 0.0]	[2.483107530631507, 2.1174491331991643, 3.6565839743234294, 1.0, 0.0]	[2.5126883644048212, 2.1310192924334213, 3.8166907197140003, 1.0, 0.0]	[2.558053519217916, 2.142033887866005, 4.16019631351911, 1.0, 0.0]	[2.56196406558873, 2.071304392165973, 4.906596734227572, 1.0, 0.0]	[2.496094680128393, 2.024486427529873, 4.7160825259852, 1.0, 0.0]	[2.42701044390657, 2.0264430752284937, 4.00567368678076, 1.0, 0.0]	[2.4570970132024046, 2.09081290429146, 3.6628410891094454, 1.0, 0.0]	[2.501604397784099, 2.1203224680028123, 3.8128192978128648, 1.0, 0.0]
600	[2.493039983276813, 2.13553093847554, 3.575090448012726, 1.0, 0.0]	[2.6021611399411135, 2.1492655929315134, 4.528955470095999, 1.0, 0.0]	[2.4401792144283787, 2.1087487654086177, 3.3143044901976095, 1.0, 0.0]	[2.4580658988545725, 2.1117558302241672, 3.463100686304051, 1.0, 0.0]	[2.5116915598365126, 2.1239996365535343, 3.876919232829782, 1.0, 0.0]	[2.4952261670971616, 2.048115699793781, 4.471104673033807, 1.0, 0.0]	[2.43056039395699, 2.0122968242355173, 4.182635697214725, 1.0, 0.0]	[2.380268729241501, 2.0140078457031296, 3.6626088353837156, 1.0, 0.0]	[2.4148690099385455, 2.0774748337244695, 3.37394176214076, 1.0, 0.0]	[2.4154120960596894, 2.1061898477365233, 3.0922224832316614, 1.0, 0.0]
700	[2.450481704604015, 2.1195445487348334, 3.3093715586918138, 1.0, 0.0]	[2.552495575819956, 2.1366281087673795, 4.158674670525766, 1.0, 0.0]	[2.4090913467187347, 2.1006528034918484, 3.084385432268861, 1.0, 0.0]	[2.4207669338136855, 2.0964904698871707, 3.242764639265148, 1.0, 0.0]	[2.474411433965326, 2.102937634478194, 3.7147379948713173, 1.0, 0.0]	[2.4433550165513838, 2.0359077678049307, 4.074472487464529, 1.0, 0.0]	[2.3818514122068732, 2.001725346157566, 3.801260660493072, 1.0, 0.0]	[2.344761101833701, 2.0044378792962467, 3.403232225374545, 1.0, 0.0]	[2.3870507239498937, 2.0642936875098212, 3.2275703644007248, 1.0, 0.0]	[2.3726412725524804, 2.081516367425031, 2.911249051274493, 1.0, 0.0]
800	[2.4173881994796833, 2.1070640365981337, 3.103241628815498, 1.0, 0.0]	[2.510658316512945, 2.1267995549252063, 3.838587615877387, 1.0, 0.0]	[2.3857265028569112, 2.094115096821698, 2.916114060352132, 1.0, 0.0]	[2.3940001686685064, 2.084526724115076, 3.0947344455343044, 1.0, 0.0]	[2.4257568331621933, 2.1084145122424025, 3.1734232091979093, 1.0, 0.0]	[2.405233280848446, 2.0209389622112144, 3.842943186372316, 1.0, 0.0]	[2.342439790620858, 1.9941712808836516, 3.4826850973720633, 1.0, 0.0]	[2.3165315730052107, 1.9964838056305394, 3.200477673746712, 1.0, 0.0]	[2.3653495336594688, 2.05336518220858, 3.1198435145088848, 1.0, 0.0]	[2.3424240819214135, 2.0620323853515865, 2.8039169656982685, 1.0, 0.0]
900	[2.3902849009757547, 2.0979896543440386, 2.9229524663171618, 1.0, 0.0]	[2.477025305826081, 2.118307064296276, 3.5871824152980487, 1.0, 0.0]	[2.366714927240661, 2.0888548035622723, 2.7786012367838886, 1.0, 0.0]	[2.372916574195817, 2.0763308663941085, 2.9658570780170845, 1.0, 0.0]	[2.3946417776282476, 2.0990574034575626, 2.9558437417068513, 1.0, 0.0]	[2.3774035358787353, 2.004901552437526, 3.72501983441209, 1.0, 0.0]	[2.3101142162458226, 1.9885608887159287, 3.2155332752989403, 1.0, 0.0]	[2.2944419876167306, 1.9899895361633415, 3.0445245145338924, 1.0, 0.0]	[2.3444282534697534, 2.043293827295407, 3.011344261743461, 1.0, 0.0]	[2.3172191562958595, 2.0482196683077842, 2.6899948798807527, 1.0, 0.0]
