	0	1	2	3	4	5	6	7	8	9
0	[1.1285393496635423, 0.9899162940267873, 1.3862305563675508, 0.27250000834465027, 0.0]	[1.1298501331046247, 0.9912058974433553, 1.3864423566126947, 0.2608333230018616, 0.0]	[1.1285539787302623, 0.9899282589047137, 1.3862571982554872, 0.25999999046325684, 0.0]	[1.1291910532247176, 0.990568054958565, 1.3862299826615254, 0.27000001072883606, 0.0]	[1.1292331130933753, 0.9906095580638156, 1.3862355502955972, 0.2616666555404663, 0.0]	[1.1297299003039862, 0.9911148738904962, 1.3861502641348995, 0.27916666865348816, 0.0]	[1.1286888576827654, 0.9900597270144172, 1.3862913066834812, 0.2549999952316284, 0.0]	[1.1289834111802741, 0.9903553239473162, 1.3862808723295799, 0.24916666746139526, 0.0]	[1.1286909062038475, 0.9900618005238069, 1.3862910568004059, 0.2608333230018616, 0.0]	[1.1298087211903194, 0.9911930050100075, 1.386157161803118, 0.2783333361148834, 0.0]
100	[0.4836554516569056, 0.48257646478456395, 0.010789868723416737, 1.0, 0.0]	[0.49003965128310895, 0.4890418121671246, 0.00997839115984316, 1.0, 0.0]	[0.48730136193165285, 0.4865705479002345, 0.007308140314183157, 1.0, 0.0]	[0.48845414906603785, 0.4876800342059432, 0.007741148600946399, 1.0, 0.0]	[0.49065828787034094, 0.4898280442064883, 0.008302436638526662, 1.0, 0.0]	[0.5015612774328245, 0.5008133074614336, 0.007479699713909335, 1.0, 0.0]	[0.4914753134295184, 0.49071559241273177, 0.007597210167865983, 1.0, 0.0]	[0.487211653248761, 0.4862969598918053, 0.009146933569556542, 1.0, 0.0]	[0.4977965403411589, 0.49710932893970633, 0.006872114014525389, 1.0, 0.0]	[0.6358603839385866, 0.6351451681308546, 0.007152158077319707, 1.0, 0.0]
200	[0.4769829091225817, 0.4763341562095683, 0.006487529130133747, 1.0, 0.0]	[0.4816829467421858, 0.4810080032772931, 0.0067494346489272595, 1.0, 0.0]	[0.48016143698272057, 0.4797207537417083, 0.0044068324101228995, 1.0, 0.0]	[0.479923832685178, 0.47941045866065796, 0.005133740245200502, 1.0, 0.0]	[0.48124367240422516, 0.4807588499194449, 0.004848224847802675, 1.0, 0.0]	[0.48760885243061797, 0.4871397385028915, 0.00469113927726459, 1.0, 0.0]	[0.4828188968868264, 0.482364377205144, 0.004545196816823435, 1.0, 0.0]	[0.47807234947217087, 0.4774233263705571, 0.006490231016137321, 1.0, 0.0]	[0.48597348388962053, 0.48550414540686176, 0.004693384827587534, 1.0, 0.0]	[0.582509611811593, 0.581980902209829, 0.0052870960176394114, 1.0, 0.0]
300	[0.4736403976028169, 0.4731223151037708, 0.0051808249904610176, 1.0, 0.0]	[0.47721891813057726, 0.4766562323099053, 0.005626858206719654, 1.0, 0.0]	[0.47705739071813225, 0.4767069416643532, 0.003504490537790889, 1.0, 0.0]	[0.47647708765080965, 0.47606149540733533, 0.00415592243474325, 1.0, 0.0]	[0.4772027349791449, 0.4768345270000423, 0.003682079791026105, 1.0, 0.0]	[0.4825497891596163, 0.4821539487605114, 0.003958403991049679, 1.0, 0.0]	[0.4789412328358392, 0.4785894721878592, 0.0035176064798006007, 1.0, 0.0]	[0.47445274152967704, 0.4739111701891903, 0.005415713404867303, 1.0, 0.0]	[0.4811674109052936, 0.4807877974958973, 0.003796134093962912, 1.0, 0.0]	[0.5581048576297031, 0.5576476194704572, 0.004572381592459035, 1.0, 0.0]
400	[0.471692767019395, 0.47123980059360293, 0.004529664257920541, 1.0, 0.0]	[0.47425438156290467, 0.4737487533554874, 0.00505628207417296, 1.0, 0.0]	[0.4751026939649938, 0.4747968797899188, 0.0030581417507503966, 1.0, 0.0]	[0.47445680313442845, 0.47409406718999436, 0.0036273594443411612, 1.0, 0.0]	[0.47489931497021565, 0.4745834599815386, 0.0031585498867704944, 1.0, 0.0]	[0.47839786693841013, 0.4780264449310907, 0.0037142200731944556, 1.0, 0.0]	[0.47638945018849965, 0.47608491215505505, 0.003045380334445902, 1.0, 0.0]	[0.47230688394618275, 0.47182839569709084, 0.004784882490919106, 1.0, 0.0]	[0.4784237322977485, 0.47809360715860116, 0.003301251391473311, 1.0, 0.0]	[0.5401266505131626, 0.5396962281617966, 0.004304223513658694, 1.0, 0.0]
500	[0.470326416643146, 0.4699108433758173, 0.00415573267328732, 1.0, 0.0]	[0.4720497134396093, 0.4715812485728288, 0.004684648667804733, 1.0, 0.0]	[0.4737389459564116, 0.47346015955602927, 0.0027878640038232565, 1.0, 0.0]	[0.47299973046429133, 0.472671471279069, 0.0032825918522231454, 1.0, 0.0]	[0.4736749055474988, 0.4733912639523136, 0.0028364159518516844, 1.0, 0.0]	[0.4762721311608262, 0.4759276621248168, 0.0034446903600935126, 1.0, 0.0]	[0.4747233072226136, 0.4744453949953346, 0.0027791222727898846, 1.0, 0.0]	[0.4706842508965989, 0.47024196371597016, 0.00442287180628723, 1.0, 0.0]	[0.47625595160089024, 0.47595334759756763, 0.003026040033226143, 1.0, 0.0]	[0.5249324365477622, 0.5245067305099191, 0.004257060378431401, 1.0, 0.0]
600	[0.4693222511589424, 0.4689326192123751, 0.0038963194656725605, 1.0, 0.0]	[0.47044595050890675, 0.47000803528256063, 0.00437915226346102, 1.0, 0.0]	[0.47280139735808135, 0.4725410053556308, 0.0026039200245051635, 1.0, 0.0]	[0.47187246749605033, 0.47156713575416387, 0.003053317418864856, 1.0, 0.0]	[0.4724746701627633, 0.47221074871768454, 0.0026392144507872877, 1.0, 0.0]	[0.47475338051829646, 0.4744332737022946, 0.0032010681600187106, 1.0, 0.0]	[0.47347604417479483, 0.47321500916912235, 0.002610350056724953, 1.0, 0.0]	[0.46944007101411234, 0.46902501488979376, 0.004150561243185775, 1.0, 0.0]	[0.47477489029439623, 0.47449376149075323, 0.0028112880364302454, 1.0, 0.0]	[0.511941380391926, 0.5115219671606585, 0.0041941323126763515, 1.0, 0.0]
700	[0.468523869057085, 0.4681524057132085, 0.0037146334387647946, 1.0, 0.0]	[0.4691615517342428, 0.4687452265136557, 0.004163252205870844, 1.0, 0.0]	[0.4719866612637173, 0.4717392721010824, 0.002473891626349012, 1.0, 0.0]	[0.4709566014333277, 0.47066453677388453, 0.0029206465944314063, 1.0, 0.0]	[0.471481054353009, 0.47123105344270977, 0.002500009102992719, 1.0, 0.0]	[0.47344223526570006, 0.4731388943791283, 0.0030334088657177054, 1.0, 0.0]	[0.4724286683747185, 0.4721802678567391, 0.0024840051797938843, 1.0, 0.0]	[0.4684782395349976, 0.46808248605823594, 0.003957534767616833, 1.0, 0.0]	[0.47356927536250165, 0.47330326937814027, 0.0026600598436140118, 1.0, 0.0]	[0.5033089900436226, 0.5029053732454231, 0.004036167981995812, 1.0, 0.0]
800	[0.4677334432415115, 0.4673710731340722, 0.0036237010743929805, 1.0, 0.0]	[0.46812772113163126, 0.46772627602456696, 0.0040144510706428055, 1.0, 0.0]	[0.47130299463893016, 0.47106459430451364, 0.0023840033441652306, 1.0, 0.0]	[0.4701184226766133, 0.46983610552433747, 0.002823171522758199, 1.0, 0.0]	[0.4706063761409229, 0.4703652973986111, 0.002410787423117565, 1.0, 0.0]	[0.4723622311381618, 0.47207261207397594, 0.002896190641858152, 1.0, 0.0]	[0.4715801742223875, 0.4713411895052974, 0.0023898471709012156, 1.0, 0.0]	[0.46761071938331294, 0.46722792586106054, 0.0038279352225242583, 1.0, 0.0]	[0.4725226766621743, 0.47226641657673957, 0.002562600854347005, 1.0, 0.0]	[0.49520057873921386, 0.4947817109977959, 0.004188677414179981, 1.0, 0.0]
900	[0.46709230538071284, 0.4667392977023047, 0.003530076784081136, 1.0, 0.0]	[0.4673451979854594, 0.4669592403794893, 0.0038595760597007513, 1.0, 0.0]	[0.47064048688473475, 0.47040680696348347, 0.0023367992125129734, 1.0, 0.0]	[0.46939059845286285, 0.469115740321396, 0.0027485813146682437, 1.0, 0.0]	[0.4698218375667152, 0.4695862850367252, 0.0023555252998995863, 1.0, 0.0]	[0.47140515030920177, 0.4711260349537925, 0.00279115355409267, 1.0, 0.0]	[0.4709049810088333, 0.4706726996257244, 0.00232281383108958, 1.0, 0.0]	[0.46693949495591786, 0.4665686518552998, 0.0037084310061805156, 1.0, 0.0]	[0.471657303384254, 0.4714096071330213, 0.0024769625123264565, 1.0, 0.0]	[0.4885789249487555, 0.4881829440865767, 0.003959808621787966, 1.0, 0.0]
1000	[0.46652400222615437, 0.46617914244662695, 0.003448597795274013, 1.0, 0.0]	[0.46668480483654196, 0.4663102884571543, 0.00374516379387658, 1.0, 0.0]	[0.47007880419419845, 0.46985024312474477, 0.002285610694537049, 1.0, 0.0]	[0.46876188922112977, 0.46849339915200133, 0.002684900691284105, 1.0, 0.0]	[0.469428209980137, 0.4691983704499232, 0.0022983953021385338, 1.0, 0.0]	[0.4707192973390488, 0.4704506385594574, 0.0026865877959141434, 1.0, 0.0]	[0.4703126468839181, 0.4700859146261538, 0.0022673225776431803, 1.0, 0.0]	[0.46632123368470485, 0.465958951953451, 0.0036228173125383185, 1.0, 0.0]	[0.4710505469603729, 0.4708103943244378, 0.0024015263593512638, 1.0, 0.0]	[0.48544418060072797, 0.4850481017625009, 0.003960788382270791, 1.0, 0.0]
