Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
OGG1_boot	7.49E-02	4.33E-02	1.61E-01	7.05E-02	6.16E-01
OGG1_boot.1	5.44E-02	4.38E-02	5.73E-02	7.35E-02	6.83E-02
OGG1_boot.2	5.44E-02	4.27E-02	5.79E-02	7.35E-02	6.96E-02
OGG1_boot.3	7.87E-02	4.47E-02	1.70E-01	7.16E-02	5.22E-01
OGG1_boot.4	5.52E-02	4.27E-02	5.23E-02	7.22E-02	7.07E-02
OGG1_boot.5	5.41E-02	3.97E-02	5.88E-02	7.47E-02	6.89E-02
OGG1_boot.6	5.41E-02	4.22E-02	5.46E-02	7.26E-02	6.82E-02
OGG1_boot.7	5.41E-02	4.26E-02	5.59E-02	7.31E-02	6.86E-02
OGG1_boot.8	5.44E-02	4.19E-02	5.59E-02	7.30E-02	7.03E-02
OGG1_boot.9	5.48E-02	4.23E-02	5.16E-02	7.20E-02	6.99E-02
OGG1_boot.10	5.45E-02	3.81E-02	5.99E-02	7.44E-02	7.14E-02
OGG1_boot.11	7.85E-02	4.60E-02	1.63E-01	7.12E-02	6.15E-01
OGG1_boot.12	7.75E-02	4.46E-02	1.68E-01	7.07E-02	6.22E-01
OGG1_boot.13	5.42E-02	4.31E-02	5.56E-02	7.28E-02	6.80E-02
OGG1_boot.14	7.58E-02	4.70E-02	1.46E-01	7.09E-02	7.27E-01
OGG1_boot.15	7.62E-02	4.83E-02	1.41E-01	7.09E-02	7.75E-01
OGG1_boot.16	7.52E-02	4.31E-02	1.63E-01	7.09E-02	5.39E-01
OGG1_boot.17	7.71E-02	4.59E-02	1.52E-01	7.19E-02	5.51E-01
OGG1_boot.18	7.75E-02	4.59E-02	1.54E-01	7.20E-02	5.33E-01
OGG1_boot.19	5.49E-02	4.17E-02	5.31E-02	7.25E-02	7.12E-02
OGG1_boot.20	7.61E-02	4.60E-02	1.50E-01	7.11E-02	6.47E-01
OGG1_boot.21	5.41E-02	4.32E-02	5.84E-02	7.37E-02	6.89E-02
OGG1_boot.22	5.53E-02	4.32E-02	5.09E-02	7.20E-02	7.03E-02
OGG1_boot.23	7.82E-02	4.50E-02	1.67E-01	7.13E-02	6.01E-01
OGG1_boot.24	7.57E-02	4.84E-02	1.40E-01	7.09E-02	8.82E-01
OGG1_boot.25	5.46E-02	4.30E-02	5.31E-02	7.24E-02	6.90E-02
OGG1_boot.26	5.46E-02	4.32E-02	5.32E-02	7.25E-02	6.90E-02
OGG1_boot.27	5.47E-02	4.29E-02	5.95E-02	7.42E-02	7.12E-02
OGG1_boot.28	5.41E-02	4.15E-02	5.45E-02	7.27E-02	6.88E-02
OGG1_boot.29	7.77E-02	4.49E-02	1.67E-01	7.06E-02	6.38E-01
OGG1_boot.30	5.44E-02	4.55E-02	5.89E-02	7.39E-02	6.71E-02
OGG1_boot.31	7.82E-02	4.39E-02	1.73E-01	7.13E-02	5.14E-01
OGG1_boot.32	5.45E-02	4.24E-02	5.40E-02	7.27E-02	6.97E-02
OGG1_boot.33	7.83E-02	4.48E-02	1.69E-01	7.11E-02	5.52E-01
OGG1_boot.34	5.43E-02	4.23E-02	5.39E-02	7.25E-02	6.91E-02
OGG1_boot.35	5.42E-02	4.11E-02	5.44E-02	7.29E-02	7.01E-02
OGG1_boot.36	7.55E-02	4.48E-02	1.54E-01	7.07E-02	6.24E-01
OGG1_boot.37	5.45E-02	4.30E-02	5.55E-02	7.30E-02	6.96E-02
OGG1_boot.38	5.40E-02	3.82E-02	5.72E-02	7.35E-02	6.89E-02
OGG1_boot.39	7.94E-02	4.54E-02	1.67E-01	7.22E-02	4.94E-01
