Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
OGG1_boot	3.5e-322	2.96e-322	0.9999999999999999	3.4e-322	3.85e-322
OGG1_boot.1	4.4e-322	6.03e-322	1.0	5.8e-322	6.2e-322
OGG1_boot.2	5.3e-322	6.03e-322	0.9999999999999999	6.3e-322	6.13e-322
OGG1_boot.3	6.3e-322	7.76e-322	1.0	8.9e-322	6.87e-322
OGG1_boot.4	1.56e-321	2.836e-321	1.0	2.17e-321	1.85e-321
OGG1_boot.5	3.5e-322	4.45e-322	1.0	4.6e-322	5e-322
OGG1_boot.6	5.9e-322	6.67e-322	0.9999999999999999	6.37e-322	6.8e-322
OGG1_boot.7	4.7e-322	6.4e-322	1.0	6.77e-322	6.5e-322
OGG1_boot.8	6.6e-322	8.05e-322	1.0	8e-322	9e-322
OGG1_boot.9	1.17e-321	1.813e-321	1.0	1.39e-321	1.487e-321
OGG1_boot.10	4.15e-322	4.3e-322	1.0	5.5e-322	5.83e-322
OGG1_boot.11	8.8e-322	8.35e-322	1.0	1.156e-321	1.12e-321
OGG1_boot.12	4.64e-322	6.3e-322	1.0	6.1e-322	5.9e-322
OGG1_boot.13	4.64e-322	6.37e-322	1.0	6.13e-322	6.5e-322
OGG1_boot.14	9.34e-322	1.413e-321	0.9999999999999999	1.215e-321	1.245e-321
OGG1_boot.15	1.517e-321	2.406e-321	1.0	1.84e-321	1.784e-321
OGG1_boot.16	3.4e-322	4.35e-322	1.0	3.9e-322	4.35e-322
OGG1_boot.17	8.5e-322	1.616e-321	1.0	1.11e-321	1.077e-321
OGG1_boot.18	1.05e-321	1.304e-321	1.0	1.245e-321	1.635e-321
OGG1_boot.19	1.235e-321	1.576e-321	0.9999999999999999	1.54e-321	1.566e-321
OGG1_boot.20	6.87e-322	8.4e-322	1.0	9.63e-322	1e-321
OGG1_boot.21	3.5e-322	4.55e-322	1.0	4.6e-322	5.04e-322
OGG1_boot.22	1.85e-321	7.05e-321	1.0	2.554e-321	2.065e-321
OGG1_boot.23	5.63e-322	8e-322	1.0	6.77e-322	7.76e-322
OGG1_boot.24	1.11e-321	2.27e-321	1.0	1.304e-321	1.334e-321
OGG1_boot.25	9.1e-322	1.724e-321	1.0	1.19e-321	1.09e-321
OGG1_boot.26	9.04e-322	1.71e-321	1.0	1.31e-321	1.08e-321
OGG1_boot.27	5.04e-322	5.73e-322	1.0	6.57e-322	6.9e-322
OGG1_boot.28	6e-322	6.77e-322	1.0	7.8e-322	6.97e-322
OGG1_boot.29	4.7e-322	6.4e-322	1.0	6.77e-322	6e-322
OGG1_boot.30	3.36e-322	4.3e-322	1.0	4.9e-322	4.25e-322
OGG1_boot.31	4.4e-322	4.55e-322	0.9999999999999999	5.8e-322	6.13e-322
OGG1_boot.32	6.87e-322	1.01e-321	1.0	1.03e-321	1e-321
OGG1_boot.33	6.4e-322	7.8e-322	1.0	7.76e-322	6.97e-322
OGG1_boot.34	6.97e-322	1.02e-321	1.0	1.04e-321	8.84e-322
OGG1_boot.35	6.97e-322	8.5e-322	1.0	7.8e-322	9.5e-322
OGG1_boot.36	4.7e-322	4.8e-322	1.0	6.77e-322	6.5e-322
OGG1_boot.37	6.5e-322	7.9e-322	0.9999999999999999	8.5e-322	8.25e-322
OGG1_boot.38	4.45e-322	4.55e-322	0.9999999999999999	5.24e-322	5.1e-322
OGG1_boot.39	9.24e-322	1.26e-321	1.0	1.39e-321	1.29e-321
