NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	0.393	39.255	0.063	30.415	24.491	0.909	15000.0
2	0.393	39.285	0.063	30.344	1.911	0.909	15000.0
3	0.393	39.294	0.063	30.349	1.121	0.909	105000.0
4	0.393	39.294	0.063	30.349	1.119	0.909	105000.0
5	0.389	38.887	0.062	30.19	1.105	0.91	50000.0
6	0.393	39.292	0.063	30.349	1.957	0.909	105000.0
7	0.393	39.298	0.063	30.35	1.101	0.909	40000.0
8	0.389	38.898	0.062	30.198	1.069	0.91	15000.0
9	0.393	39.295	0.063	30.351	1.957	0.909	40000.0
10	0.393	39.294	0.063	30.35	1.959	0.909	105000.0
