	0	1	2	3	4	5	6	7	8	9
0	[1.1278189465502926, 0.989186159025428, 1.3863278752486459, 0.2574999928474426, 0.0]	[1.12746593559822, 0.9888459943731875, 1.3861994122503245, 0.27666667103767395, 0.0]	[1.1276967848305994, 0.9890671001703355, 1.3862968466026386, 0.27000001072883606, 0.0]	[1.1273589435222056, 0.9887440826677905, 1.386148608544151, 0.2874999940395355, 0.0]	[1.1288592760438854, 0.9902307494916607, 1.386285265522248, 0.2641666531562805, 0.0]	[1.126991713812669, 0.9883566820033828, 1.3863503180928622, 0.24666666984558105, 0.0]	[1.127038046981999, 0.9884288698134105, 1.386091771685884, 0.28333333134651184, 0.0]	[1.1268520090005654, 0.9882320147541851, 1.3861999424638036, 0.26750001311302185, 0.0]	[1.1284117682226653, 0.989785926252993, 1.3862584196967236, 0.2708333432674408, 0.0]	[1.126291323689549, 0.9876828982137659, 1.386084254757833, 0.29249998927116394, 0.0]
100	[0.31784491496457573, 0.3171551649544106, 0.0068975001016513965, 1.0, 0.0]	[0.31996303437475226, 0.3192731462445351, 0.006898881302171638, 1.0, 0.0]	[0.3101994443649473, 0.3090734446181639, 0.011259997467833805, 1.0, 0.0]	[0.3586852920589764, 0.35745935294769815, 0.012259391112782863, 1.0, 0.0]	[0.3042990321314394, 0.30335515701249544, 0.00943875118943961, 1.0, 0.0]	[0.3211725487727695, 0.32046621864435193, 0.007063301284175809, 1.0, 0.0]	[0.30105301484050095, 0.3001421277198139, 0.009108871206870237, 1.0, 0.0]	[0.3916340794753658, 0.3897289416960962, 0.019051377792696316, 1.0, 0.0]	[0.3751532220632003, 0.3727669446608328, 0.023862774023674444, 1.0, 0.0]	[0.3146887740575829, 0.31398514808455374, 0.007036259730291299, 1.0, 0.0]
200	[0.3058181345930499, 0.3053904340763309, 0.004277005167190079, 1.0, 0.0]	[0.3077686235562147, 0.3073543428320753, 0.004142807241394111, 1.0, 0.0]	[0.3018474805927232, 0.301268603835595, 0.005788767571281832, 1.0, 0.0]	[0.3111373443792076, 0.3104868156972379, 0.00650528681969664, 1.0, 0.0]	[0.2970463038469201, 0.29645595588444906, 0.005903479624710375, 1.0, 0.0]	[0.3079588016644782, 0.30750741521846964, 0.004513864460085766, 1.0, 0.0]	[0.29573236468368497, 0.2951808939589863, 0.005514707246987111, 1.0, 0.0]	[0.3563179962985335, 0.3552275191973101, 0.01090477101223388, 1.0, 0.0]	[0.360862827938133, 0.3594005308147037, 0.014622971234293292, 1.0, 0.0]	[0.30485898858380506, 0.304471744771812, 0.0038724381199305496, 1.0, 0.0]
300	[0.3011586060276069, 0.30083452851325987, 0.003240775143470378, 1.0, 0.0]	[0.3030903506394649, 0.3027790465751061, 0.003113040643587541, 1.0, 0.0]	[0.298908181755514, 0.2984672134145028, 0.004409683410112227, 1.0, 0.0]	[0.2989518584058479, 0.2985052879134917, 0.004465704923562305, 1.0, 0.0]	[0.2938566114351305, 0.29338932575815563, 0.004672856769748604, 1.0, 0.0]	[0.30269009752150366, 0.3023473151771041, 0.0034278234439954975, 1.0, 0.0]	[0.29336054760705277, 0.2929280933495391, 0.004324542575136637, 1.0, 0.0]	[0.34980453772716813, 0.34891875177375886, 0.008857859534092637, 1.0, 0.0]	[0.35087140856622756, 0.3497705356758483, 0.01100872890379258, 1.0, 0.0]	[0.30068256733215837, 0.3003936272901094, 0.002889400420490147, 1.0, 0.0]
400	[0.2983011417807378, 0.2980268492575007, 0.0027429252323708728, 1.0, 0.0]	[0.3001960701470372, 0.29993896606064907, 0.0025710408638815203, 1.0, 0.0]	[0.2969109389943567, 0.2965373375401181, 0.0037360145423863374, 1.0, 0.0]	[0.2953881850489189, 0.2950453467080136, 0.003428383409053289, 1.0, 0.0]	[0.291495753000842, 0.2910928965968177, 0.004028564040243067, 1.0, 0.0]	[0.2996467969595937, 0.2993633017034047, 0.002834952561890017, 1.0, 0.0]	[0.29191754485324223, 0.2915477744668071, 0.003697703864351495, 1.0, 0.0]	[0.3443332892201569, 0.34343759556433073, 0.008956936558261483, 1.0, 0.0]	[0.34097352863692976, 0.340019258460772, 0.009542701761577456, 1.0, 0.0]	[0.29827250870682903, 0.29803117476735325, 0.002413339394758045, 1.0, 0.0]
500	[0.29637772934431844, 0.2961346224726521, 0.002431068716663397, 1.0, 0.0]	[0.29841804287978374, 0.2981936892332561, 0.002243536465276063, 1.0, 0.0]	[0.2954098891157723, 0.29507464584645127, 0.0033524326932106883, 1.0, 0.0]	[0.29376817620597406, 0.2934822584836919, 0.0028591772228216037, 1.0, 0.0]	[0.2896498939187963, 0.2892773134462896, 0.00372580472506705, 1.0, 0.0]	[0.29756887764993284, 0.2973201040163257, 0.0024877363360715824, 1.0, 0.0]	[0.2908735746334855, 0.2905425623246384, 0.0033101230884711313, 1.0, 0.0]	[0.3396836656725265, 0.3388218517151384, 0.00861813957388116, 1.0, 0.0]	[0.33576463633994424, 0.3349296311857921, 0.008350051541521564, 1.0, 0.0]	[0.2966389123358368, 0.2964261037212096, 0.002128086146271911, 1.0, 0.0]
600	[0.2949697050848521, 0.294748931194073, 0.002207738907790722, 1.0, 0.0]	[0.297160279570027, 0.29695758968298785, 0.0020268988703916932, 1.0, 0.0]	[0.29423807702740756, 0.2939295739652978, 0.0030850306210980236, 1.0, 0.0]	[0.29261182729810487, 0.2923594326993137, 0.002523945987911979, 1.0, 0.0]	[0.2886221227033103, 0.2882788265681271, 0.0034329613518321446, 1.0, 0.0]	[0.29598233790405604, 0.295757048329587, 0.002252895744690236, 1.0, 0.0]	[0.28987064728464196, 0.2895592818130651, 0.003113654715768226, 1.0, 0.0]	[0.3357907131044016, 0.334966437461043, 0.008242756433586526, 1.0, 0.0]	[0.3289410863745342, 0.3281274974951207, 0.008135888794134516, 1.0, 0.0]	[0.2954842466397871, 0.2952909696887004, 0.0019327695108672094, 1.0, 0.0]
700	[0.29393018194426285, 0.293725686596175, 0.0020449534808788298, 1.0, 0.0]	[0.29613471964133287, 0.2959481340831935, 0.001865855581393685, 1.0, 0.0]	[0.29322283915875863, 0.2929333592612499, 0.0028947989750869843, 1.0, 0.0]	[0.29175115016748804, 0.29152111662334523, 0.00230033544142779, 1.0, 0.0]	[0.2879009977218133, 0.2875800548974761, 0.0032094282433720264, 1.0, 0.0]	[0.2948319009267193, 0.29462381854352426, 0.0020808238319503553, 1.0, 0.0]	[0.28913782315482206, 0.28884331340575226, 0.0029450974906983117, 1.0, 0.0]	[0.3326840538110173, 0.33187847239849766, 0.008055814125196036, 1.0, 0.0]	[0.32271050538030854, 0.3219211336942345, 0.007893716860740824, 1.0, 0.0]	[0.29439989440343667, 0.29421613931809065, 0.0018375508534599749, 1.0, 0.0]
800	[0.2931145081486969, 0.29292254332195333, 0.0019196482674357347, 1.0, 0.0]	[0.29524335019747167, 0.29506660724581, 0.0017674295166163541, 1.0, 0.0]	[0.29224997603236996, 0.2919718101215694, 0.002781659108005372, 1.0, 0.0]	[0.29110716338692816, 0.2908930282965765, 0.0021413509035168037, 1.0, 0.0]	[0.2873238453446509, 0.2870207301080293, 0.0030311523662156377, 1.0, 0.0]	[0.29388325817437594, 0.2936887851744093, 0.0019447299996665464, 1.0, 0.0]	[0.28855085795988483, 0.28826932047047354, 0.0028153748941126934, 1.0, 0.0]	[0.3298391367869557, 0.32909124289561037, 0.0074789389134530945, 1.0, 0.0]	[0.31772995875155147, 0.3169831473283221, 0.007468114232293462, 1.0, 0.0]	[0.2934889439300397, 0.29331179279589714, 0.0017715113414257667, 1.0, 0.0]
900	[0.2924217778317407, 0.29223885756724216, 0.0018292026449854256, 1.0, 0.0]	[0.294351616636219, 0.2941790986558601, 0.0017251798035891038, 1.0, 0.0]	[0.29111710264427076, 0.2908453530976236, 0.002717495466471513, 1.0, 0.0]	[0.29047367961011084, 0.290270511063495, 0.0020316854661583447, 1.0, 0.0]	[0.2868473156516203, 0.28655734597573085, 0.002899696758894607, 1.0, 0.0]	[0.29311074592572556, 0.2929260681834759, 0.0018467774224965117, 1.0, 0.0]	[0.2879575956953419, 0.2876833947384098, 0.0027420095693209312, 1.0, 0.0]	[0.32770687686387184, 0.32699642753783015, 0.007104493260416756, 1.0, 0.0]	[0.3130686236521451, 0.31239740370447744, 0.006712199476676532, 1.0, 0.0]	[0.29264135134635566, 0.2924680299799865, 0.0017332136636917083, 1.0, 0.0]
