Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ATP2B4_real_train_fold1	0.9999999999999967	0.983	0.362	36.2%	0.052	18.609%	0.16806	0.981
ATP2B4_real_train_fold1.1	0.999999999999998	0.975	0.4	40.0%	0.059	22.621%	0.26783	0.97
EXO1_real_train_fold1	0.9999999999999954	0.962	0.266	26.6%	0.036	28.874%	0.06705	0.897
MLH1_real_train_fold1	0.9999999999999959	0.986	0.197	19.7%	0.031	17.548%	0.04286	0.979
MSH6_real_train_fold1	0.9999999999999956	0.995	0.127	12.7%	0.019	10.458%	0.02584	0.993
MSH6_real_train_fold1.1	0.9999999999999957	0.992	0.153	15.3%	0.024	13.102%	0.03029	0.989
MSH6_real_train_fold1.2	0.9999999999999951	0.991	0.163	16.3%	0.025	13.614%	0.0329	0.988
OGG1_real_train_fold1	0.9999999999999978	0.998	0.183	18.3%	0.028	7.081%	0.07645	0.998
PMS1_real_train_fold1	0.9999999999999963	0.951	0.419	41.9%	0.066	30.898%	0.21401	0.937
PMS2_real_train_fold1	0.9999999999999952	0.867	0.517	51.7%	0.08	49.656%	0.19971	0.765
RNF168_real_train_fold1	0.9999999999999996	0.963	0.268	26.8%	0.037	27.293%	0.06698	0.915
UNG_real_train_fold1	0.9999999999999968	0.984	0.274	27.4%	0.037	18.206%	0.13368	0.98
ATP2B4_dirichlet_train_fold1	0.9999999999999977	0.958	0.572	57.2%	0.084	28.837%	0.42572	0.953
ATP2B4_dirichlet_train_fold1.1	0.9999999999999987	0.882	0.752	75.2%	0.149	47.63%	0.64793	0.868
ATP2B4_dirichlet_train_fold1.2	0.9999999999999982	0.902	0.714	71.4%	0.108	44.386%	0.65485	0.882
ATP2B4_dirichlet_train_fold1.3	0.9999999999999976	0.941	0.642	64.2%	0.113	34.054%	0.53833	0.934
ATP2B4_dirichlet_train_fold1.4	0.9999999999999989	0.935	0.696	69.6%	0.111	35.534%	0.58031	0.927
ATP2B4_dirichlet_train_fold1.5	0.9999999999999987	0.936	0.662	66.2%	0.119	35.129%	0.6192	0.93
ATP2B4_dirichlet_train_fold1.6	0.9999999999999986	0.88	0.772	77.2%	0.135	49.744%	0.7597	0.86
ATP2B4_dirichlet_train_fold1.7	0.999999999999999	0.921	0.599	59.9%	0.109	39.059%	0.48224	0.908
ATP2B4_dirichlet_train_fold1.8	0.9999999999999988	0.937	0.58	58.0%	0.1	35.327%	0.48866	0.927
ATP2B4_dirichlet_train_fold1.9	0.9999999999999992	0.934	0.662	66.2%	0.103	36.602%	0.60561	0.924
ATP2B4_dirichlet_train_fold1.10	0.9999999999999986	0.922	0.626	62.6%	0.11	38.814%	0.62125	0.91
ATP2B4_dirichlet_train_fold1.11	0.9999999999999979	0.948	0.58	58.0%	0.084	32.51%	0.44027	0.938
ATP2B4_dirichlet_train_fold1.12	0.9999999999999973	0.888	0.661	66.1%	0.119	46.945%	0.461	0.867
ATP2B4_dirichlet_train_fold1.13	0.999999999999999	0.918	0.738	73.8%	0.127	40.656%	0.59381	0.908
ATP2B4_dirichlet_train_fold1.14	0.9999999999999979	0.929	0.618	61.8%	0.103	37.104%	0.48525	0.917
ATP2B4_dirichlet_train_fold1.15	0.9999999999999981	0.869	0.735	73.5%	0.137	49.617%	0.60627	0.847
ATP2B4_dirichlet_train_fold1.16	0.9999999999999972	0.911	0.648	64.8%	0.099	41.533%	0.49399	0.89
ATP2B4_dirichlet_train_fold1.17	0.9999999999999977	0.882	0.751	75.1%	0.116	47.832%	0.61112	0.855
ATP2B4_dirichlet_train_fold1.18	0.9999999999999982	0.938	0.608	60.8%	0.103	34.709%	0.4863	0.929
ATP2B4_dirichlet_train_fold1.19	0.9999999999999989	0.902	0.711	71.1%	0.124	43.277%	0.67838	0.886
ATP2B4_dirichlet_train_fold1.20	0.9999999999999973	0.944	0.52	52.0%	0.095	32.879%	0.40431	0.936
ATP2B4_dirichlet_train_fold1.21	0.9999999999999991	0.911	0.739	73.9%	0.115	41.844%	0.61527	0.896
ATP2B4_dirichlet_train_fold1.22	0.9999999999999988	0.862	0.714	71.4%	0.137	50.904%	0.63158	0.837
ATP2B4_dirichlet_train_fold1.23	0.9999999999999978	0.971	0.485	48.5%	0.093	26.367%	0.30451	0.969
ATP2B4_dirichlet_train_fold1.24	0.9999999999999977	0.915	0.663	66.3%	0.109	40.943%	0.49752	0.901
ATP2B4_dirichlet_train_fold1.25	0.999999999999999	0.927	0.664	66.4%	0.108	38.153%	0.57698	0.916
ATP2B4_dirichlet_train_fold1.26	0.9999999999999989	0.897	0.682	68.2%	0.15	45.08%	0.5881	0.886
ATP2B4_dirichlet_train_fold1.27	0.9999999999999988	0.889	0.711	71.1%	0.114	46.127%	0.63416	0.864
ATP2B4_dirichlet_train_fold1.28	0.9999999999999987	0.908	0.703	70.3%	0.126	44.0%	0.78292	0.896
ATP2B4_dirichlet_train_fold1.29	0.9999999999999979	0.942	0.604	60.4%	0.102	33.754%	0.55366	0.934
ATP2B4_dirichlet_train_fold1.30	0.999999999999999	0.91	0.672	67.2%	0.109	41.592%	0.56283	0.893
ATP2B4_dirichlet_train_fold1.31	0.9999999999999979	0.758	0.883	88.3%	0.157	65.55%	0.74239	0.695
ATP2B4_dirichlet_train_fold1.32	0.9999999999999993	0.81	0.934	93.4%	0.146	58.804%	0.74324	0.767
ATP2B4_dirichlet_train_fold1.33	0.9999999999999976	0.942	0.59	59.0%	0.089	33.617%	0.46757	0.932
ATP2B4_dirichlet_train_fold1.34	0.9999999999999989	0.874	0.776	77.6%	0.121	48.405%	0.6373	0.847
ATP2B4_dirichlet_train_fold1.35	0.9999999999999984	0.897	0.761	76.1%	0.12	44.132%	5.67945	0.879
ATP2B4_dirichlet_train_fold1.36	0.9999999999999978	0.893	0.74	74.0%	0.133	47.22%	0.82019	0.877
ATP2B4_dirichlet_train_fold1.37	0.9999999999999989	0.925	0.701	70.1%	0.112	37.915%	0.64191	0.915
ATP2B4_dirichlet_train_fold1.38	0.999999999999999	0.906	0.692	69.2%	0.11	42.263%	0.61483	0.888
ATP2B4_dirichlet_train_fold1.39	0.9999999999999974	0.965	0.49	49.0%	0.075	26.267%	0.41965	0.96
ATP2B4_dirichlet_train_fold1.40	0.9999999999999973	0.947	0.59	59.0%	0.086	32.065%	0.47754	0.938
ATP2B4_dirichlet_train_fold1.41	0.9999999999999986	0.902	0.741	74.1%	0.117	43.305%	0.59842	0.885
ATP2B4_dirichlet_train_fold1.42	0.9999999999999981	0.91	0.727	72.7%	0.109	41.603%	0.60325	0.893
ATP2B4_dirichlet_train_fold1.43	0.9999999999999991	0.881	0.816	81.6%	0.134	47.618%	0.67122	0.861
ATP2B4_dirichlet_train_fold1.44	0.9999999999999989	0.923	0.627	62.7%	0.11	39.02%	0.58637	0.911
ATP2B4_dirichlet_train_fold1.45	0.9999999999999989	0.808	0.914	91.4%	0.157	59.106%	0.73557	0.771
ATP2B4_dirichlet_train_fold1.46	0.9999999999999989	0.917	0.695	69.5%	0.13	40.156%	0.68455	0.908
ATP2B4_dirichlet_train_fold1.47	0.9999999999999987	0.873	0.715	71.5%	0.119	48.638%	0.64088	0.844
ATP2B4_dirichlet_train_fold1.48	0.9999999999999977	0.936	0.643	64.3%	0.1	35.227%	0.49084	0.926
