Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
EXO1_0_real_train1	5.74E-03	0.00E+00	0.00E+00	6.24E-03	0.00E+00
OGG1_0_real_train1	3.87E-96	1.37E-03	4.09E-50	1.45E-02	1.11E-02
RNF168_0_real_train1	2.52E-03	0.00E+00	5.10E-03	5.62E-03	3.05E-03
UNG_0_real_train1	4.82E-02	3.90E-02	7.24E-04	9.25E-02	2.39E-02
ATP2B4_0_real_train1	3.57E-03	3.89E-03	3.01E-03	3.43E-03	4.59E-37
ATP2B4_1_real_train1	7.32E-141	3.15E-03	3.38E-03	6.01E-03	5.01E-03
MLH1_0_real_train1	0.00E+00	2.63E-03	1.76E-161	1.35E-03	1.45E-03
MSH2_0_real_train1	0.00E+00	1.59E-03	1.87E-81	7.38E-04	3.59E-04
MSH6_0_real_train1	0.00E+00	3.44E-03	1.74E-09	2.72E-03	1.16E-03
MSH6_1_real_train1	0.00E+00	2.22E-03	1.27E-03	0.00E+00	1.46E-03
PMS1_0_real_train1	0.00E+00	5.65E-02	3.50E-02	7.20E-02	1.21E-02
PMS2_0_real_train1	2.16E-02	2.43E-03	0.00E+00	1.01E-02	9.29E-04
EXO1_0_multinomial_train1	4.53E-03	0.00E+00	3.08E-155	4.36E-03	6.37E-04
RNF168_0_multinomial_train1	1.05E-03	0.00E+00	1.60E-03	2.71E-03	1.04E-03
RNF168_0_multinomial_train1.1	2.67E-03	0.00E+00	8.34E-04	4.20E-03	3.03E-03
EXO1_0_multinomial_train1.1	3.76E-03	3.81E-03	0.00E+00	2.37E-03	1.27E-03
RNF168_0_multinomial_train1.2	4.34E-03	0.00E+00	2.19E-03	5.95E-03	2.53E-03
RNF168_0_multinomial_train1.3	5.29E-03	0.00E+00	7.50E-03	1.11E-02	3.17E-03
RNF168_0_multinomial_train1.4	1.49E-03	4.69E-150	6.63E-03	3.66E-03	4.23E-03
RNF168_0_multinomial_train1.5	7.57E-03	0.00E+00	1.63E-03	8.20E-03	0.00E+00
RNF168_0_multinomial_train1.6	1.24E-02	0.00E+00	3.64E-54	1.25E-02	1.77E-03
RNF168_0_multinomial_train1.7	6.57E-03	0.00E+00	5.94E-130	8.02E-03	7.33E-04
RNF168_0_multinomial_train1.8	1.61E-03	0.00E+00	8.70E-03	4.27E-55	6.41E-03
EXO1_0_multinomial_train1.2	7.65E-03	0.00E+00	0.00E+00	8.26E-03	0.00E+00
EXO1_0_multinomial_train1.3	1.05E-03	6.47E-89	0.00E+00	0.00E+00	1.55E-03
RNF168_0_multinomial_train1.9	1.96E-03	0.00E+00	1.89E-03	2.83E-03	5.91E-04
EXO1_0_multinomial_train1.4	6.35E-03	0.00E+00	0.00E+00	6.51E-03	0.00E+00
EXO1_0_multinomial_train1.5	5.66E-03	4.57E-125	0.00E+00	6.29E-03	6.22E-83
EXO1_0_multinomial_train1.6	7.12E-03	0.00E+00	0.00E+00	7.52E-03	0.00E+00
EXO1_0_multinomial_train1.7	5.62E-03	1.53E-159	0.00E+00	5.98E-03	0.00E+00
EXO1_0_multinomial_train1.8	8.28E-03	0.00E+00	0.00E+00	9.10E-03	0.00E+00
RNF168_0_multinomial_train1.10	7.03E-03	0.00E+00	8.32E-03	7.24E-03	5.80E-03
EXO1_0_multinomial_train1.9	6.86E-04	1.81E-03	0.00E+00	7.64E-34	0.00E+00
RNF168_0_multinomial_train1.11	8.14E-03	0.00E+00	1.83E-03	1.02E-02	0.00E+00
RNF168_0_multinomial_train1.12	1.35E-03	3.41E-04	4.18E-03	3.27E-03	2.80E-03
EXO1_0_multinomial_train1.10	4.88E-03	4.94E-11	0.00E+00	5.08E-03	0.00E+00
EXO1_0_multinomial_train1.11	7.73E-03	5.04E-84	0.00E+00	8.56E-03	0.00E+00
RNF168_0_multinomial_train1.13	2.47E-03	7.32E-03	1.98E-03	0.00E+00	2.20E-03
RNF168_0_multinomial_train1.14	1.34E-03	0.00E+00	2.81E-03	3.95E-03	1.67E-03
RNF168_0_multinomial_train1.15	8.53E-03	1.19E-136	1.19E-101	9.77E-03	8.29E-04
RNF168_0_multinomial_train1.16	4.07E-04	0.00E+00	3.43E-03	9.41E-04	4.95E-03
EXO1_0_multinomial_train1.12	4.16E-03	0.00E+00	1.00E-116	2.31E-03	1.96E-03
RNF168_0_multinomial_train1.17	4.06E-03	0.00E+00	4.22E-03	1.56E-03	1.60E-03
EXO1_0_multinomial_train1.13	5.82E-03	0.00E+00	1.47E-24	4.34E-03	1.51E-03
RNF168_0_multinomial_train1.18	3.78E-03	0.00E+00	2.72E-03	1.13E-02	5.04E-03
EXO1_0_multinomial_train1.14	6.11E-03	0.00E+00	0.00E+00	6.62E-03	2.91E-66
RNF168_0_multinomial_train1.19	7.66E-04	0.00E+00	7.84E-126	0.00E+00	1.69E-03
RNF168_0_multinomial_train1.20	7.72E-03	0.00E+00	0.00E+00	8.09E-03	0.00E+00
EXO1_0_multinomial_train1.15	7.24E-03	0.00E+00	0.00E+00	7.88E-03	0.00E+00
RNF168_0_multinomial_train1.21	9.10E-03	0.00E+00	5.94E-10	5.20E-03	2.61E-03
RNF168_0_multinomial_train1.22	1.48E-03	0.00E+00	4.08E-03	4.24E-03	4.32E-03
EXO1_0_multinomial_train1.16	8.54E-03	0.00E+00	0.00E+00	8.93E-03	0.00E+00
EXO1_0_multinomial_train1.17	4.42E-03	6.29E-68	0.00E+00	4.89E-03	0.00E+00
RNF168_0_multinomial_train1.23	3.54E-03	0.00E+00	0.00E+00	3.43E-03	1.48E-03
EXO1_0_multinomial_train1.18	8.95E-03	0.00E+00	0.00E+00	9.62E-03	0.00E+00
RNF168_0_multinomial_train1.24	1.49E-03	0.00E+00	2.73E-03	9.51E-04	8.94E-154
RNF168_0_multinomial_train1.25	1.50E-03	0.00E+00	8.06E-03	6.32E-03	6.67E-144
RNF168_0_multinomial_train1.26	5.78E-03	0.00E+00	8.87E-04	7.22E-03	4.47E-39
RNF168_0_multinomial_train1.27	1.16E-03	0.00E+00	9.00E-03	4.02E-03	5.41E-03
RNF168_0_multinomial_train1.28	2.86E-03	0.00E+00	4.04E-04	4.32E-03	5.62E-27
EXO1_0_multinomial_train1.19	6.73E-03	3.18E-04	0.00E+00	7.16E-03	0.00E+00
RNF168_0_multinomial_train1.29	7.29E-03	0.00E+00	2.05E-03	1.05E-02	6.47E-29
EXO1_0_multinomial_train1.20	7.16E-03	0.00E+00	3.37E-04	8.42E-03	1.14E-34
RNF168_0_multinomial_train1.30	9.10E-04	0.00E+00	2.61E-03	3.75E-03	1.40E-03
RNF168_0_multinomial_train1.31	2.66E-03	0.00E+00	1.79E-03	2.24E-03	2.09E-48
RNF168_0_multinomial_train1.32	2.02E-03	0.00E+00	6.21E-04	3.97E-03	3.05E-03
RNF168_0_multinomial_train1.33	5.11E-03	0.00E+00	4.25E-03	2.90E-03	0.00E+00
EXO1_0_multinomial_train1.21	6.73E-03	0.00E+00	0.00E+00	6.81E-03	0.00E+00
RNF168_0_multinomial_train1.34	7.24E-04	0.00E+00	0.00E+00	2.76E-133	1.50E-03
EXO1_0_multinomial_train1.22	3.34E-03	3.99E-28	0.00E+00	4.58E-03	2.46E-60
EXO1_0_multinomial_train1.23	7.29E-03	0.00E+00	2.53E-131	7.83E-03	0.00E+00
RNF168_0_multinomial_train1.35	9.76E-03	0.00E+00	6.45E-03	1.60E-02	2.66E-03
RNF168_0_multinomial_train1.36	1.15E-03	0.00E+00	1.34E-03	2.58E-03	8.82E-04
EXO1_0_multinomial_train1.24	2.08E-03	0.00E+00	2.38E-03	1.41E-03	1.32E-03
RNF168_0_multinomial_train1.37	5.52E-03	0.00E+00	1.33E-03	7.80E-03	8.14E-103
EXO1_0_multinomial_train1.25	4.99E-03	2.39E-104	1.90E-03	6.27E-03	1.14E-03
RNF168_0_multinomial_train1.38	3.32E-03	0.00E+00	4.64E-03	0.00E+00	3.56E-03
EXO1_0_multinomial_train1.26	4.04E-03	3.60E-32	0.00E+00	4.66E-03	0.00E+00
EXO1_0_multinomial_train1.27	6.10E-03	0.00E+00	0.00E+00	6.68E-03	0.00E+00
EXO1_0_multinomial_train1.28	5.70E-03	0.00E+00	0.00E+00	5.83E-03	0.00E+00
EXO1_0_multinomial_train1.29	5.78E-03	0.00E+00	1.49E-38	6.44E-03	9.22E-32
EXO1_0_multinomial_train1.30	7.75E-03	0.00E+00	0.00E+00	8.17E-03	0.00E+00
RNF168_0_multinomial_train1.39	9.63E-03	0.00E+00	0.00E+00	8.99E-03	9.51E-04
RNF168_0_multinomial_train1.40	1.82E-03	0.00E+00	8.68E-03	9.68E-04	6.93E-03
