Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_boot	0.9999999999999963	0.991	0.257	25.7%	0.057	13.374%	0.1271	0.99
OGG1_boot.1	0.9999999999999964	0.992	0.247	24.7%	0.055	13.124%	0.128	0.991
OGG1_boot.2	0.9999999999999964	0.995	0.253	25.3%	0.045	10.767%	0.12968	0.994
OGG1_boot.3	0.999999999999997	0.996	0.25	25.0%	0.044	10.692%	0.12267	0.995
OGG1_boot.4	0.9999999999999968	0.993	0.214	21.4%	0.047	12.253%	0.10342	0.993
OGG1_boot.5	0.9999999999999962	0.996	0.21	21.0%	0.038	9.017%	0.09509	0.996
OGG1_boot.6	0.9999999999999967	0.995	0.228	22.8%	0.04	10.061%	0.1134	0.995
OGG1_boot.7	0.9999999999999969	0.995	0.245	24.5%	0.039	9.614%	0.13515	0.995
OGG1_boot.8	0.9999999999999968	0.989	0.29	29.0%	0.062	15.253%	0.15348	0.988
OGG1_boot.9	0.9999999999999969	0.995	0.253	25.3%	0.038	10.031%	0.14677	0.995
OGG1_boot.10	0.9999999999999967	0.994	0.22	22.0%	0.047	10.952%	0.0956	0.994
OGG1_boot.11	0.9999999999999967	0.997	0.216	21.6%	0.035	8.904%	0.11473	0.996
OGG1_boot.12	0.9999999999999967	0.997	0.185	18.5%	0.03	7.374%	0.10511	0.997
OGG1_boot.13	0.9999999999999964	0.994	0.259	25.9%	0.046	11.29%	0.12184	0.993
OGG1_boot.14	0.999999999999997	0.996	0.227	22.7%	0.036	9.382%	0.13308	0.995
OGG1_boot.15	0.9999999999999973	0.995	0.234	23.4%	0.038	10.139%	0.12682	0.995
OGG1_boot.16	0.9999999999999962	0.993	0.24	24.0%	0.049	11.418%	0.11186	0.993
OGG1_boot.17	0.9999999999999969	0.992	0.313	31.3%	0.058	14.364%	0.14266	0.991
OGG1_boot.18	0.999999999999997	0.995	0.263	26.3%	0.047	11.759%	0.12372	0.995
OGG1_boot.19	0.999999999999997	0.996	0.219	21.9%	0.038	9.879%	0.10411	0.995
OGG1_boot.20	0.9999999999999966	0.996	0.239	23.9%	0.037	9.385%	0.12001	0.996
OGG1_boot.21	0.9999999999999964	0.994	0.242	24.2%	0.045	10.73%	0.13037	0.994
OGG1_boot.22	0.999999999999997	0.995	0.253	25.3%	0.04	10.682%	0.13748	0.995
OGG1_boot.23	0.9999999999999962	0.996	0.211	21.1%	0.038	9.383%	0.10385	0.996
OGG1_boot.24	0.9999999999999966	0.994	0.277	27.7%	0.043	11.516%	0.15134	0.993
OGG1_boot.25	0.9999999999999969	0.995	0.248	24.8%	0.041	10.513%	0.13135	0.995
OGG1_boot.26	0.9999999999999964	0.99	0.272	27.2%	0.056	14.261%	0.12334	0.99
OGG1_boot.27	0.9999999999999968	0.995	0.231	23.1%	0.049	11.49%	0.10943	0.995
OGG1_boot.28	0.9999999999999967	0.991	0.274	27.4%	0.054	13.651%	0.13773	0.99
OGG1_boot.29	0.9999999999999967	0.996	0.219	21.9%	0.036	8.892%	0.11672	0.996
OGG1_boot.30	0.9999999999999964	0.995	0.234	23.4%	0.05	11.575%	0.10901	0.994
OGG1_boot.31	0.9999999999999968	0.995	0.253	25.3%	0.044	10.543%	0.11589	0.995
OGG1_boot.32	0.9999999999999967	0.995	0.223	22.3%	0.039	9.9%	0.10721	0.995
OGG1_boot.33	0.9999999999999968	0.995	0.25	25.0%	0.044	10.752%	0.116	0.994
OGG1_boot.34	0.9999999999999969	0.994	0.234	23.4%	0.042	10.679%	0.13636	0.994
OGG1_boot.35	0.9999999999999968	0.995	0.234	23.4%	0.04	10.19%	0.12555	0.995
OGG1_boot.36	0.9999999999999969	0.997	0.192	19.2%	0.032	7.912%	0.09539	0.997
OGG1_boot.37	0.9999999999999967	0.996	0.212	21.2%	0.038	9.372%	0.13278	0.996
OGG1_boot.38	0.9999999999999961	0.994	0.239	23.9%	0.045	10.794%	0.10598	0.994
OGG1_boot.39	0.999999999999997	0.993	0.285	28.5%	0.058	14.254%	0.13258	0.993
OGG1_boot.40	0.9999999999999966	0.996	0.244	24.4%	0.039	9.655%	0.11787	0.995
OGG1_boot.41	0.9999999999999964	0.997	0.228	22.8%	0.036	8.787%	0.12091	0.997
OGG1_boot.42	0.9999999999999969	0.995	0.233	23.3%	0.04	10.183%	0.13184	0.994
OGG1_boot.43	0.9999999999999968	0.992	0.253	25.3%	0.051	12.508%	0.1227	0.992
OGG1_boot.44	0.9999999999999964	0.996	0.217	21.7%	0.043	10.344%	0.09879	0.995
OGG1_boot.45	0.9999999999999969	0.995	0.234	23.4%	0.039	9.665%	0.13256	0.995
OGG1_boot.46	0.9999999999999967	0.995	0.234	23.4%	0.039	10.232%	0.13487	0.994
OGG1_boot.47	0.9999999999999977	0.996	0.218	21.8%	0.036	9.119%	0.10789	0.996
OGG1_boot.48	0.9999999999999978	0.997	0.196	19.6%	0.032	8.218%	0.08827	0.996
OGG1_boot.49	0.999999999999998	0.996	0.208	20.8%	0.035	9.245%	0.09591	0.996
OGG1_boot.50	0.9999999999999978	0.997	0.198	19.8%	0.033	8.072%	0.11215	0.997
OGG1_boot.51	0.9999999999999977	0.995	0.217	21.7%	0.041	9.859%	0.10138	0.995
OGG1_boot.52	0.9999999999999978	0.996	0.217	21.7%	0.037	8.899%	0.12657	0.996
OGG1_boot.53	0.999999999999998	0.995	0.22	22.0%	0.039	10.149%	0.1005	0.995
OGG1_boot.54	0.9999999999999978	0.996	0.215	21.5%	0.035	8.776%	0.10932	0.996
OGG1_boot.55	0.9999999999999981	0.995	0.246	24.6%	0.04	10.392%	0.12752	0.994
OGG1_boot.56	0.999999999999998	0.994	0.251	25.1%	0.044	11.015%	0.12189	0.994
OGG1_boot.57	0.9999999999999976	0.998	0.179	17.9%	0.028	6.931%	0.08422	0.998
OGG1_boot.58	0.9999999999999981	0.992	0.232	23.2%	0.051	12.536%	0.10847	0.992
OGG1_boot.59	0.9999999999999978	0.994	0.246	24.6%	0.045	11.363%	0.1113	0.994
OGG1_boot.60	0.9999999999999982	0.994	0.219	21.9%	0.04	10.558%	0.10596	0.994
OGG1_boot.61	0.9999999999999978	0.998	0.184	18.4%	0.025	6.38%	0.09934	0.998
OGG1_boot.62	0.9999999999999981	0.996	0.212	21.2%	0.035	9.265%	0.10481	0.995
OGG1_boot.63	0.9999999999999973	0.996	0.224	22.4%	0.036	9.084%	0.13169	0.996
OGG1_boot.64	0.999999999999998	0.996	0.198	19.8%	0.034	8.482%	0.10185	0.996
OGG1_boot.65	0.9999999999999984	0.994	0.236	23.6%	0.041	10.753%	0.115	0.994
OGG1_boot.66	0.999999999999998	0.994	0.226	22.6%	0.044	10.98%	0.11458	0.994
OGG1_boot.67	0.9999999999999977	0.995	0.242	24.2%	0.039	9.61%	0.11878	0.995
OGG1_boot.68	0.9999999999999982	0.993	0.22	22.0%	0.045	11.64%	0.08739	0.993
OGG1_boot.69	0.9999999999999976	0.996	0.22	22.0%	0.038	9.556%	0.09955	0.995
OGG1_boot.70	0.9999999999999976	0.996	0.216	21.6%	0.037	9.339%	0.09962	0.996
OGG1_boot.71	0.9999999999999977	0.998	0.175	17.5%	0.028	7.064%	0.0862	0.997
OGG1_boot.72	0.9999999999999978	0.996	0.229	22.9%	0.037	9.56%	0.10723	0.995
OGG1_boot.73	0.9999999999999976	0.997	0.2	20.0%	0.03	7.525%	0.1073	0.997
OGG1_boot.74	0.9999999999999981	0.991	0.256	25.6%	0.052	13.426%	0.1132	0.99
OGG1_boot.75	0.9999999999999974	0.996	0.212	21.2%	0.036	9.044%	0.12032	0.996
OGG1_boot.76	0.9999999999999971	0.996	0.204	20.4%	0.036	8.606%	0.09783	0.996
OGG1_boot.77	0.9999999999999977	0.998	0.183	18.3%	0.025	6.464%	0.09936	0.998
OGG1_boot.78	0.9999999999999976	0.997	0.187	18.7%	0.03	7.331%	0.1172	0.997
OGG1_boot.79	0.999999999999998	0.99	0.227	22.7%	0.057	14.388%	0.09453	0.989
OGG1_boot.80	0.9999999999999979	0.996	0.205	20.5%	0.035	8.829%	0.10352	0.996
OGG1_boot.81	0.9999999999999977	0.997	0.197	19.7%	0.034	8.283%	0.10119	0.997
OGG1_boot.82	0.9999999999999982	0.997	0.203	20.3%	0.034	8.457%	0.10094	0.997
OGG1_boot.83	0.9999999999999973	0.996	0.213	21.3%	0.034	8.586%	0.11276	0.996
OGG1_boot.84	0.9999999999999974	0.997	0.195	19.5%	0.03	7.435%	0.10007	0.997
OGG1_boot.85	0.9999999999999972	0.997	0.197	19.7%	0.031	7.557%	0.09715	0.997
OGG1_boot.86	0.9999999999999977	0.996	0.216	21.6%	0.032	8.26%	0.09957	0.996
OGG1_boot.87	0.9999999999999974	0.997	0.198	19.8%	0.031	7.947%	0.09089	0.997
OGG1_boot.88	0.999999999999998	0.997	0.205	20.5%	0.031	7.87%	0.09753	0.997
OGG1_boot.89	0.999999999999998	0.993	0.23	23.0%	0.048	12.07%	0.09631	0.993
OGG1_boot.90	0.9999999999999981	0.993	0.307	30.7%	0.056	14.231%	0.1844	0.993
OGG1_boot.91	0.9999999999999977	0.995	0.248	24.8%	0.04	10.03%	0.13276	0.995
