	0	1	2	3	4	5	6	7	8	9
0	[0.9904484297424067, 0.9904484297424067, 1.386374114105318, 0.2541666626930237, 0.0]	[0.9910954796707113, 0.9910954796707113, 1.3862599655451804, 0.2591666579246521, 0.0]	[0.9903754555143177, 0.9903754555143177, 1.3863116675277931, 0.25333333015441895, 0.0]	[0.9899577766398446, 0.9899577766398446, 1.3861658909410068, 0.2775000035762787, 0.0]	[0.9912981248446916, 0.9912981248446916, 1.386366172883941, 0.2133333384990692, 0.0]	[0.9911144501615105, 0.9911144501615105, 1.3862598046383878, 0.25, 0.0]	[0.9893925790337875, 0.9893925790337875, 1.3862921767632967, 0.25083333253860474, 0.0]	[0.9902104063153309, 0.9902104063153309, 1.3862343889939255, 0.26750001311302185, 0.0]	[0.9890574486469217, 0.9890574486469217, 1.3863551265688552, 0.24583333730697632, 0.0]	[0.9907953059568613, 0.9907953059568613, 1.3863102853111586, 0.2608333230018616, 0.0]
100	[0.44739918083989577, 0.44739918083989577, 0.6503328917282081, 0.784166693687439, 0.0]	[0.4411612865821107, 0.4411612865821107, 0.48072829024486224, 0.8125, 0.0]	[0.45063814050560447, 0.45063814050560447, 0.6021931267212085, 0.7325000166893005, 0.0]	[0.4512616759371633, 0.4512616759371633, 0.6680240102550401, 0.73416668176651, 0.0]	[0.44421305180142057, 0.44421305180142057, 0.5367831311622875, 0.7908333539962769, 0.0]	[0.44586612406770915, 0.44586612406770915, 0.5932392007341679, 0.753333330154419, 0.0]	[0.44100877378271386, 0.44100877378271386, 0.49315888554704324, 0.8016666769981384, 0.0]	[0.4470356338193849, 0.4470356338193849, 0.5686825915214169, 0.7850000262260437, 0.0]	[0.44728033084028906, 0.44728033084028906, 0.5591311732231226, 0.8116666674613953, 0.0]	[0.44997709370600575, 0.44997709370600575, 0.6457385393057016, 0.7808333039283752, 0.0]
200	[0.446947377102997, 0.446947377102997, 0.6097021041519216, 0.7916666865348816, 0.0]	[0.44030493964787615, 0.44030493964787615, 0.45796769301189044, 0.8141666650772095, 0.0]	[0.4490649911727221, 0.4490649911727221, 0.5950343567855845, 0.7308333516120911, 0.0]	[0.4491206764765922, 0.4491206764765922, 0.6361843695812847, 0.7391666769981384, 0.0]	[0.44157414913793863, 0.44157414913793863, 0.47775572104547326, 0.8050000071525574, 0.0]	[0.44379626536783434, 0.44379626536783434, 0.5491560947933533, 0.7508333325386047, 0.0]	[0.4401994534174273, 0.4401994534174273, 0.45775084415174416, 0.815833330154419, 0.0]	[0.4455725550460616, 0.4455725550460616, 0.5588188024326289, 0.7908333539962769, 0.0]	[0.44102042386224494, 0.44102042386224494, 0.4434172459270512, 0.82833331823349, 0.0]	[0.44815063490849044, 0.44815063490849044, 0.5609442408952231, 0.8016666769981384, 0.0]
300	[0.44685593975863, 0.44685593975863, 0.6004923600404105, 0.7866666913032532, 0.0]	[0.4401511626599881, 0.4401511626599881, 0.44859328484782474, 0.8208333253860474, 0.0]	[0.44851680020297907, 0.44851680020297907, 0.5772972337733534, 0.7333333492279053, 0.0]	[0.44845187377618356, 0.44845187377618356, 0.6183866020739339, 0.7475000023841858, 0.0]	[0.4407894096028903, 0.4407894096028903, 0.45403621597413263, 0.8125, 0.0]	[0.44156721775679525, 0.44156721775679525, 0.4938622882774479, 0.7866666913032532, 0.0]	[0.4400362257619678, 0.4400362257619678, 0.44623895148002, 0.8208333253860474, 0.0]	[0.4452385496839198, 0.4452385496839198, 0.5563393896213906, 0.7875000238418579, 0.0]	[0.4403745099012585, 0.4403745099012585, 0.43993761792280356, 0.8241666555404663, 0.0]	[0.44735698648162386, 0.44735698648162386, 0.5149016193375505, 0.8058333396911621, 0.0]
400	[0.4468194758080295, 0.4468194758080295, 0.5964697981010861, 0.7833333611488342, 0.0]	[0.4400890557152714, 0.4400890557152714, 0.4435570435981797, 0.8216666579246521, 0.0]	[0.44758290538874784, 0.44758290538874784, 0.5743406145846992, 0.7366666793823242, 0.0]	[0.4482281388822471, 0.4482281388822471, 0.6093197713707542, 0.7633333206176758, 0.0]	[0.44034045670838057, 0.44034045670838057, 0.4474478838486302, 0.8149999976158142, 0.0]	[0.4406957673005688, 0.4406957673005688, 0.46544781723002415, 0.809166669845581, 0.0]	[0.43997378836601664, 0.43997378836601664, 0.44053864954532607, 0.8241666555404663, 0.0]	[0.4450260426161185, 0.4450260426161185, 0.5552901022117103, 0.7925000190734863, 0.0]	[0.4401849404857756, 0.4401849404857756, 0.4384796058824992, 0.8233333230018616, 0.0]	[0.44475130098143817, 0.44475130098143817, 0.4589952406490935, 0.8125, 0.0]
500	[0.4468004182269883, 0.4468004182269883, 0.5944843958872664, 0.7791666388511658, 0.0]	[0.4400506201001556, 0.4400506201001556, 0.44065366331453154, 0.8216666579246521, 0.0]	[0.4460649928272982, 0.4460649928272982, 0.6002771662978358, 0.73416668176651, 0.0]	[0.4480774576050431, 0.4480774576050431, 0.6044991537101673, 0.7708333134651184, 0.0]	[0.44012725910866624, 0.44012725910866624, 0.4485930701897873, 0.815833330154419, 0.0]	[0.4404649064633587, 0.4404649064633587, 0.45606427827461155, 0.8183333277702332, 0.0]	[0.43994641369179494, 0.43994641369179494, 0.43711411515028564, 0.8241666555404663, 0.0]	[0.44480260014499046, 0.44480260014499046, 0.552105664211507, 0.7875000238418579, 0.0]	[0.44008330953870417, 0.44008330953870417, 0.436539330153009, 0.8258333206176758, 0.0]	[0.4430950653944718, 0.4430950653944718, 0.4337190243162024, 0.8208333253860474, 0.0]
600	[0.44679045388314326, 0.44679045388314326, 0.5931780986887631, 0.7791666388511658, 0.0]	[0.4400129536569315, 0.4400129536569315, 0.4386452119263742, 0.8241666555404663, 0.0]	[0.44559297403154613, 0.44559297403154613, 0.5713845328130867, 0.7633333206176758, 0.0]	[0.44793692772661126, 0.44793692772661126, 0.6009753610630774, 0.7774999737739563, 0.0]	[0.44005510953534116, 0.44005510953534116, 0.4471541236653676, 0.8191666603088379, 0.0]	[0.4403307503835838, 0.4403307503835838, 0.4496098770175648, 0.8191666603088379, 0.0]	[0.43992530310494765, 0.43992530310494765, 0.4352344557264083, 0.8241666555404663, 0.0]	[0.4444361365096547, 0.4444361365096547, 0.5463153841792373, 0.7883333563804626, 0.0]	[0.44003709998727253, 0.44003709998727253, 0.4351278400640393, 0.8258333206176758, 0.0]	[0.44138643410178624, 0.44138643410178624, 0.433261974012534, 0.8174999952316284, 0.0]
700	[0.446785768810984, 0.446785768810984, 0.5923091843047326, 0.7816666960716248, 0.0]	[0.4399938052906596, 0.4399938052906596, 0.437270936429094, 0.824999988079071, 0.0]	[0.44544969263916356, 0.44544969263916356, 0.5639111416145893, 0.7741666436195374, 0.0]	[0.4478519215982814, 0.4478519215982814, 0.5980444304909808, 0.7774999737739563, 0.0]	[0.44002215738105316, 0.44002215738105316, 0.4459475747255012, 0.8199999928474426, 0.0]	[0.4402307359234284, 0.4402307359234284, 0.44716999097897364, 0.8174999952316284, 0.0]	[0.43990861043104773, 0.43990861043104773, 0.4343431906277749, 0.8224999904632568, 0.0]	[0.4437145170443095, 0.4437145170443095, 0.535729921500108, 0.7741666436195374, 0.0]	[0.4400033341684329, 0.4400033341684329, 0.4344273919483533, 0.8241666555404663, 0.0]	[0.4408466825132459, 0.4408466825132459, 0.4292812672042763, 0.8208333253860474, 0.0]
800	[0.44678242799278883, 0.44678242799278883, 0.5916951374893278, 0.7816666960716248, 0.0]	[0.43997751884783154, 0.43997751884783154, 0.436177616969739, 0.824999988079071, 0.0]	[0.44530910263285506, 0.44530910263285506, 0.5617125974261974, 0.778333306312561, 0.0]	[0.44779424138355245, 0.44779424138355245, 0.5973651852301474, 0.7791666388511658, 0.0]	[0.4399938449773825, 0.4399938449773825, 0.4446168682982902, 0.8199999928474426, 0.0]	[0.44018811683137793, 0.44018811683137793, 0.4451885067418459, 0.8199999928474426, 0.0]	[0.43989621464450285, 0.43989621464450285, 0.4331661582832849, 0.8241666555404663, 0.0]	[0.44236957129995785, 0.44236957129995785, 0.5036494964460277, 0.7799999713897705, 0.0]	[0.43998194259713974, 0.43998194259713974, 0.4337355499521619, 0.8258333206176758, 0.0]	[0.4405938923962023, 0.4405938923962023, 0.42887327795804725, 0.8224999904632568, 0.0]
900	[0.44677873791646994, 0.44677873791646994, 0.5912932078536453, 0.7808333039283752, 0.0]	[0.4399633473462085, 0.4399633473462085, 0.43516986261600815, 0.8258333206176758, 0.0]	[0.4452327742205459, 0.4452327742205459, 0.5594785288469687, 0.7808333039283752, 0.0]	[0.4477608782250493, 0.4477608782250493, 0.5969657535081276, 0.7766666412353516, 0.0]	[0.43997022706064354, 0.43997022706064354, 0.4434707011457516, 0.8208333253860474, 0.0]	[0.4401313377496294, 0.4401313377496294, 0.44408503883455275, 0.8216666579246521, 0.0]	[0.43988550120891423, 0.43988550120891423, 0.4322786801578246, 0.824999988079071, 0.0]	[0.44116905986946886, 0.44116905986946886, 0.4698624302973235, 0.7983333468437195, 0.0]	[0.4399669138778822, 0.4399669138778822, 0.4330572780760318, 0.8266666531562805, 0.0]	[0.4404506781422762, 0.4404506781422762, 0.42824160900405217, 0.824999988079071, 0.0]
