Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
train1_EXO1_real	0.999999999999996	0.968	0.245	24.5%	0.033	26.455%	0.05281	0.918
train1_OGG1_real	0.9999999999999968	0.994	0.298	29.8%	0.073	18.071%	0.1234	0.994
train1_RNF168_real	0.9999999999999989	0.956	0.328	32.8%	0.043	29.608%	0.12302	0.913
train1_UNG_real	0.9999999999999982	0.852	0.634	63.4%	0.105	52.343%	0.39413	0.794
train1_ATP2B4_real	0.9999999999999971	0.977	0.376	37.6%	0.053	21.939%	0.18519	0.972
train1_ATP2B4_real.1	0.9999999999999967	0.984	0.372	37.2%	0.055	19.683%	0.16229	0.982
train1_MLH1_real	0.9999999999999964	0.972	0.265	26.5%	0.047	24.733%	0.05377	0.962
train1_MSH2_real	0.999999999999996	0.978	0.227	22.7%	0.042	22.295%	0.0443	0.971
train1_MSH6_real	0.9999999999999951	0.988	0.173	17.3%	0.03	16.337%	0.02568	0.985
train1_MSH6_real.1	0.9999999999999969	0.985	0.186	18.6%	0.034	18.29%	0.03706	0.98
train1_PMS1_real	0.9999999999999964	0.975	0.3	30.0%	0.052	22.61%	0.13004	0.968
train1_PMS2_real	0.9999999999999952	0.817	0.539	53.9%	0.094	58.346%	0.21037	0.676
train2_OGG1_real	0.9999999999999978	0.994	0.256	25.6%	0.065	16.438%	0.08633	0.995
train2_RNF168_real	0.9999999999999939	0.942	0.371	37.1%	0.05	34.064%	0.1598	0.889
train2_UNG_real	0.9999999999999956	0.872	0.579	57.9%	0.094	49.239%	0.2955	0.815
train2_ATP2B4_real	0.9999999999999958	0.987	0.272	27.2%	0.041	16.092%	0.11801	0.984
train2_ATP2B4_real.1	0.9999999999999964	0.976	0.351	35.1%	0.056	21.979%	0.16336	0.971
train2_MLH1_real	0.9999999999999958	0.979	0.222	22.2%	0.036	20.287%	0.04634	0.969
train2_MSH6_real	0.9999999999999959	0.986	0.17	17.0%	0.032	17.556%	0.03263	0.981
train2_MSH6_real.1	0.9999999999999962	0.989	0.172	17.2%	0.028	15.407%	0.02952	0.985
train2_PMS1_real	0.9999999999999992	0.966	0.369	36.9%	0.059	26.05%	0.17222	0.958
train2_PMS2_real	0.9999999999999968	0.78	0.657	65.7%	0.109	63.294%	0.28075	0.635
train3_EXO1_real	0.9999999999999948	0.972	0.229	22.9%	0.031	24.079%	0.04271	0.93
train3_OGG1_real	0.9999999999999979	0.993	0.303	30.3%	0.059	15.429%	0.12194	0.993
train3_RNF168_real	0.999999999999995	0.967	0.259	25.9%	0.035	25.796%	0.06391	0.923
train3_UNG_real	0.9999999999999968	0.886	0.587	58.7%	0.095	46.746%	0.33051	0.844
train3_ATP2B4_real	0.999999999999998	0.977	0.38	38.0%	0.056	21.471%	0.22917	0.972
train3_ATP2B4_real.1	0.9999999999999997	0.96	0.485	48.5%	0.076	28.286%	0.27657	0.953
train3_MLH1_real	0.9999999999999954	0.977	0.238	23.8%	0.04	21.753%	0.04821	0.968
train3_MSH2_real	0.9999999999999963	0.971	0.257	25.7%	0.05	25.738%	0.05339	0.963
train3_MSH6_real	0.9999999999999957	0.988	0.161	16.1%	0.03	16.378%	0.02672	0.984
train3_MSH6_real.1	0.9999999999999966	0.988	0.177	17.7%	0.029	15.925%	0.02819	0.984
train3_MSH6_real.2	0.9999999999999989	0.991	0.152	15.2%	0.029	15.558%	0.02668	0.989
train3_PMS1_real	0.9999999999999963	0.969	0.328	32.8%	0.053	24.812%	0.14883	0.959
train3_PMS2_real	0.9999999999999957	0.779	0.617	61.7%	0.107	63.058%	0.26607	0.626
