	0	1	2	3	4	5	6	7	8	9
0	[284.1488936884914, 8.159614791944291, 2759.892788965471, 0.25, 0.0]	[284.19366944180086, 8.155333441521734, 2760.383360002791, 0.2199999988079071, 0.0]	[284.09910847994723, 8.150637395853918, 2759.484710840933, 0.25, 0.0]	[284.1736192612553, 8.15842733148489, 2760.1519192977034, 0.27000001072883606, 0.0]	[284.1253525114334, 8.155108150815146, 2759.7024436061824, 0.25, 0.0]	[284.1100081086738, 8.151500849572745, 2759.5850725910104, 0.25, 0.0]	[284.1487474452205, 8.156412858875216, 2759.9233458634526, 0.25, 0.0]	[284.1481149000113, 8.163755724293326, 2759.84359175718, 0.25, 0.0]	[284.13062668304093, 8.160474847327475, 2759.7015183571343, 0.25083333253860474, 0.0]	[284.2029717494364, 8.16051306383756, 2760.4245868559883, 0.2475000023841858, 0.0]
100	[32.402083467332744, 10.728415781974208, 216.73667685358532, 0.9616666436195374, 0.0]	[28.13588656286523, 6.560321881016209, 215.75564681849022, 0.9608333110809326, 0.0]	[38.37942308624443, 4.295131321420285, 340.84291764824144, 0.9366666674613953, 0.0]	[35.09042000287177, 5.115770684127527, 299.74649318744235, 0.9483333230018616, 0.0]	[22.84059184372118, 6.83285280507674, 160.0773903864444, 0.9900000095367432, 0.0]	[23.720671219683027, 7.040233171681524, 166.804380480015, 0.9991666674613953, 0.0]	[21.15692576861772, 5.841430268058955, 153.15495500558765, 1.0, 0.0]	[32.35568926475471, 6.8977471334705225, 254.57942131284182, 0.9783333539962769, 0.0]	[20.303180526891033, 10.147313308305112, 101.55867218585921, 0.9908333420753479, 0.0]	[42.19245543349635, 12.914221449108302, 292.78233984388044, 0.9624999761581421, 0.0]
200	[19.41329589672853, 14.109203130735184, 53.04092765993347, 0.9941666722297668, 0.0]	[11.818022427605165, 4.506618611295891, 73.11403816309274, 0.9925000071525574, 0.0]	[28.371733992428503, 3.8536939360012084, 245.18040056427293, 0.9683333039283752, 0.0]	[16.28230227789566, 5.40814429353354, 108.74157984362121, 0.9991666674613953, 0.0]	[14.614739941023235, 5.551954007440362, 90.6278593358287, 0.9991666674613953, 0.0]	[16.63177632639994, 4.940942714971409, 116.90833611428529, 1.0, 0.0]	[17.294414881796623, 4.0583141403546525, 132.3610074144197, 0.987500011920929, 0.0]	[17.206129040516338, 4.969223886606302, 122.36905153910037, 1.0, 0.0]	[12.573532920661037, 7.498807459712112, 50.747254609489254, 0.996666669845581, 0.0]	[26.35294291187379, 7.354805344697989, 189.98137567175797, 0.9816666841506958, 0.0]
300	[11.800351410710684, 8.846379114052745, 29.539722966579387, 0.9941666722297668, 0.0]	[11.501800625492816, 4.270692276579107, 72.31108348913709, 0.9900000095367432, 0.0]	[20.659168007727896, 3.635731674037801, 170.23436333690094, 1.0, 0.0]	[13.179887588415305, 5.1051941710694395, 80.74693417345864, 0.9991666674613953, 0.0]	[11.586566624552786, 5.067154014266913, 65.19412610285872, 1.0, 0.0]	[13.911814581064071, 4.583130692749003, 93.28683888315068, 0.9975000023841858, 0.0]	[11.512499314025971, 3.7221638578760117, 77.9033545614996, 1.0, 0.0]	[13.000062044216818, 4.24841912735802, 87.51642916858798, 0.9983333349227905, 0.0]	[12.679801529711614, 6.307491946930008, 63.72309582781605, 0.9900000095367432, 0.0]	[11.761045122574789, 5.755599581116137, 60.05445541458651, 1.0, 0.0]
400	[13.809757579976404, 7.6353288602344715, 61.744287197419325, 0.9941666722297668, 0.0]	[10.090924372032159, 4.099736830949465, 59.91187541082694, 0.9975000023841858, 0.0]	[15.69620320282012, 3.6786354650459585, 120.17567737774161, 0.9991666674613953, 0.0]	[12.076483330035316, 5.152993775552268, 69.23489554483047, 0.9975000023841858, 0.0]	[10.245934291263573, 4.770097990483353, 54.75836300780219, 0.9983333349227905, 0.0]	[11.81378711561205, 4.19715167379557, 76.16635441816479, 0.9991666674613953, 0.0]	[9.557030503245656, 3.5607622348661687, 59.96268268379486, 1.0, 0.0]	[10.910720544571628, 3.9455246662192778, 69.65195878352351, 0.9991666674613953, 0.0]	[9.836934741544962, 6.07572215265525, 37.61212588889711, 0.9925000071525574, 0.0]	[13.33025852936951, 5.262367029565699, 80.67891499803811, 0.9983333349227905, 0.0]
500	[14.047130149805586, 7.021281779647756, 70.25848370157829, 0.9941666722297668, 0.0]	[8.904303876740782, 3.9706357225757727, 49.33668154165008, 1.0, 0.0]	[14.010062098455862, 3.748838306039537, 102.61223792416322, 0.9983333349227905, 0.0]	[11.27719159112166, 5.044501298481077, 62.32690292640582, 0.9983333349227905, 0.0]	[9.71054925927902, 4.576508555092776, 51.340407041862434, 1.0, 0.0]	[11.23111014716055, 4.075210517108294, 71.55899630052255, 0.9983333349227905, 0.0]	[9.629013653624925, 3.56103532370449, 60.679783299204345, 0.9991666674613953, 0.0]	[9.725487206274105, 3.9385812563915104, 57.86905949882595, 0.9991666674613953, 0.0]	[10.979124254983187, 5.213489146036069, 57.65635108947119, 0.9858333468437195, 0.0]	[12.540913141449904, 5.010779276581994, 75.30133864867909, 0.9983333349227905, 0.0]
600	[12.500219633700299, 6.652962465554987, 58.47257168145311, 0.9958333373069763, 0.0]	[9.133705482579746, 3.7778411578684175, 53.55864324711329, 0.9983333349227905, 0.0]	[12.543121555307184, 3.505097720142132, 90.38023835165052, 0.9916666746139526, 0.0]	[13.733931003363983, 5.300010542903898, 84.33920460460084, 0.9975000023841858, 0.0]	[9.275818939326019, 4.33156689929682, 49.442520400292, 1.0, 0.0]	[11.487051165907141, 4.177201630279742, 73.09849535627399, 0.996666669845581, 0.0]	[8.790949654233014, 3.488310029348519, 53.02639624884495, 0.9983333349227905, 0.0]	[8.615473327776488, 3.664191908864765, 49.512814189117236, 1.0, 0.0]	[8.5409249828687, 5.175262373233266, 33.656626096354344, 0.9950000047683716, 0.0]	[15.192189506911673, 5.047542026490115, 101.44647480421557, 0.9941666722297668, 0.0]
700	[12.470968004382701, 5.811023995055479, 66.59944009327222, 0.9941666722297668, 0.0]	[9.363435019177405, 3.8771037864706206, 54.863312327067845, 0.9991666674613953, 0.0]	[11.624104711353315, 3.372750678095959, 82.51354033257356, 0.9933333396911621, 0.0]	[10.973248269398418, 4.935622771823516, 60.37625497574901, 0.9983333349227905, 0.0]	[8.942279601995121, 4.295229611637064, 46.47049990358059, 1.0, 0.0]	[10.181470851660485, 4.000471777830646, 61.809990738298374, 0.996666669845581, 0.0]	[8.410737344980374, 3.495633269801626, 49.15104075178748, 0.9991666674613953, 0.0]	[8.498059780022455, 3.4975882838670143, 50.00471496155441, 0.9975000023841858, 0.0]	[7.882953177981646, 5.1253843557031855, 27.575688222784606, 0.996666669845581, 0.0]	[18.374399511287802, 5.942443933108865, 124.31955578178938, 0.9941666722297668, 0.0]
800	[13.63275862480812, 6.067647627793612, 75.65110997014509, 0.9941666722297668, 0.0]	[9.010676179528982, 3.798041004595853, 52.12635174933129, 0.9983333349227905, 0.0]	[15.330832488798587, 4.270166442211503, 110.60666046587083, 0.9958333373069763, 0.0]	[12.284754688291793, 5.14545969155558, 71.39294996736213, 0.9975000023841858, 0.0]	[8.376282669268655, 4.053825729340917, 43.22456939927737, 1.0, 0.0]	[11.62178151172666, 4.36863633499754, 72.53145176729119, 0.9975000023841858, 0.0]	[8.403457951354069, 3.553411149655511, 48.50046801698557, 1.0, 0.0]	[8.617150910914438, 3.571140061777613, 50.460108491368246, 0.9991666674613953, 0.0]	[17.514540883892046, 5.7439250055071716, 117.70615878384875, 0.996666669845581, 0.0]	[9.461925318838816, 4.415206095552176, 50.46719223286638, 0.9941666722297668, 0.0]
900	[12.103301433860034, 5.933671797548842, 61.69629636311191, 0.9941666722297668, 0.0]	[9.588851291538077, 3.6722268115628904, 59.166244799751865, 0.9983333349227905, 0.0]	[10.064904622875074, 3.3119815089534526, 67.52923113921622, 0.996666669845581, 0.0]	[10.995083467242381, 5.029705980318713, 59.653774869236685, 0.9983333349227905, 0.0]	[8.094355169017286, 3.9831310620210725, 41.11224106996213, 1.0, 0.0]	[10.03614342012239, 4.148564883228627, 58.87578536893762, 0.9975000023841858, 0.0]	[8.370755728308264, 3.6013264704341634, 47.694292578741, 0.9991666674613953, 0.0]	[10.26116072440485, 3.663501819106311, 65.97658905298537, 0.996666669845581, 0.0]	[14.688869341067925, 5.158364132029226, 95.305052090387, 0.9975000023841858, 0.0]	[10.107153274073465, 4.770868280587203, 53.3628499348626, 0.996666669845581, 0.0]
