Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
OGG1_boot	0.1799047471640506	3.3696414622867394e-254	3.549788911268305e-226	7.074290799030986e-53	9.254859717292438e-169	0.8200952528359494	1.411316358145423e-111
OGG1_boot.1	0.09957482008714624	1.6459005760510145e-169	3.48613e-318	1.6538985020666442e-81	1.0181727486960039e-119	0.6614568384874542	0.23896834142539952
OGG1_boot.2	0.06303226787200762	3.0550606638280264e-156	0.06175142763092592	0.1969654394443244	1.0757634814107766e-17	0.678250865052742	9.858413499383694e-41
OGG1_boot.3	0.06310944865709361	7.814086731598492e-103	1.0346844755613483e-93	0.024096979582562128	0.23062314429349526	0.6735488709086127	0.008621556558236423
OGG1_boot.4	1.8690502346167144e-40	1.2073045692627316e-125	0.020648639108946248	0.26574749351069726	0.1779963215928825	0.5356075457874739	1.684288758941474e-47
OGG1_boot.5	0.1520016536040237	0.03283298456107149	3.9367215368767464e-265	3.2164655247634306e-13	4.7651823585907795e-51	0.7673742144212369	0.04779114741334632
OGG1_boot.6	0.14795566271785343	5.829027635133973e-87	3.863431360133483e-28	0.13215818596727072	5.206418961844939e-33	0.6856086961602814	0.034277455154594516
OGG1_boot.7	0.13645912487842857	1.5417803035800332e-14	1.616190318490925e-27	0.08920760601630455	0.006971378268704894	0.7017612821766483	0.06560060865989817
OGG1_boot.8	0.0738093620764011	1.0079520970683652e-80	0.03325157760863091	0.2727620477996969	1.6110532627958223e-21	0.620177012515271	5.280804097888914e-51
OGG1_boot.9	0.0643045178089495	1.0867193872914616e-41	4.1556901676715085e-06	0.21559960782746723	0.12863251683208782	0.5794632204746057	0.011995981366721914
OGG1_boot.10	0.010522150708123535	0.05411766270541899	4.203863575858964e-96	5.588688250630676e-10	1.6116073334132327e-42	0.6763504807742216	0.2590097052533671
OGG1_boot.11	3.325e-321	1.3576060559027924e-104	8.629882476918939e-12	0.254741780479488	0.1754980558569316	0.5697574541519266	2.709503023909881e-06
OGG1_boot.12	0.12603148277442006	1.2148004135830148e-53	2.865898442336127e-44	0.08331427805332998	0.03602953586145468	0.7148130800429959	0.039811623267799315
OGG1_boot.13	0.11860069765677375	2.8912455111697456e-115	1.7745191681756998e-95	1.0725779543546435e-23	2.4719098927068573e-59	0.6843347501055101	0.19706455223771613
OGG1_boot.14	0.02871240886553196	6.1368294332577504e-77	2.9457663208964725e-93	0.1563651931266227	0.001544942880951365	0.5413078609902031	0.27206959413669085
OGG1_boot.15	0.003312337985386968	2.3439788396661865e-127	0.030327979190321097	0.2801738460446824	0.14784173301115905	0.5383441037684504	9.67754677337262e-21
OGG1_boot.16	0.19141454076591424	6.521259420975771e-12	5.248670584255e-312	1.8187310358258775e-31	2.24594300608055e-112	0.8081798402949065	0.00040561893265812657
OGG1_boot.17	0.08545848681791449	4.5794466033946755e-161	4.8150003937371176e-57	0.24992590057514946	0.0828084341912794	0.5818071784156569	1.0329242406599881e-24
OGG1_boot.18	1.0240524494717578e-84	1.763258102173435e-12	1.926760150866545e-177	0.20613538485988794	0.17390661802629856	0.5495592591332006	0.07039873797884975
OGG1_boot.19	0.0057251097145639245	3.766158103189284e-30	3.5873998188922764e-36	0.2774018886738576	0.16843175679125447	0.548441244820324	4.654629104935393e-29
OGG1_boot.20	0.06027851339367085	4.3697186863874786e-35	0.022657295913814903	0.24429821230902296	0.05655873171594915	0.6162072466675403	1.8836293633815228e-15
OGG1_boot.21	0.11136067147375563	1.6802006901614126e-114	0.025448724208423062	0.10432664659189228	9.359365480663676e-50	0.758863957725929	3.2275607419531208e-43
OGG1_boot.22	0.0567873752710413	1.0087616983681657e-123	7.937932591525124e-27	0.29814606993820253	0.1216847400468322	0.5233818147439242	2.2834667363740828e-29
OGG1_boot.23	0.10491975062634684	4.216914687955266e-81	9.891642399880281e-24	0.15731894609130534	0.06995398545578224	0.6678073178265655	1.1155905861612827e-26
