	0	1	2	3	4	5	6	7	8	9
0	[174.4975095954632, 8.167191396386798, 1663.3031819907642, 0.28583332896232605, 0.0]	[174.53325731004978, 8.179757974314647, 1663.5349933573511, 0.27666667103767395, 0.0]	[174.5255403537272, 8.182497618598688, 1663.4304273512848, 0.2658333480358124, 0.0]	[174.50833439030922, 8.169758287193199, 1663.3857610311602, 0.27416667342185974, 0.0]	[174.54070200590337, 8.176404487090343, 1663.64297518813, 0.2433333396911621, 0.0]	[174.5176169258752, 8.166089772242707, 1663.5152715363247, 0.25, 0.0]	[174.5401291377516, 8.189353289778882, 1663.5077584797268, 0.2524999976158142, 0.0]	[174.5262014706785, 8.175472758356763, 1663.5072871232173, 0.2708333432674408, 0.0]	[174.52773699401297, 8.179013665057793, 1663.4872332895516, 0.2641666531562805, 0.0]	[174.48454408598946, 8.170918717551045, 1663.136253684384, 0.27666667103767395, 0.0]
100	[3.884349229208482, 2.631588515614857, 12.527607135936247, 1.0, 0.0]	[3.806372656063213, 2.7662014192780946, 10.401712367851184, 1.0, 0.0]	[4.528527495258568, 3.9497512966140875, 5.787761986444801, 1.0, 0.0]	[3.6327393020015277, 2.7554857072971273, 8.772535947044002, 1.0, 0.0]	[4.451403691729672, 2.509116675604663, 19.422870161250092, 1.0, 0.0]	[3.4263006400658487, 2.5636799239249672, 8.626207161408812, 1.0, 0.0]	[3.533194604090795, 2.697049102171892, 8.361455019189032, 1.0, 0.0]	[5.0350367877244, 4.186576133506341, 8.484606542180595, 1.0, 0.0]	[4.986771717741231, 2.6344725172371346, 23.52299200504097, 1.0, 0.0]	[3.6039483952555855, 2.4803661676486235, 11.235822276069621, 1.0, 0.0]
200	[3.3369231380348103, 2.5368757479036876, 8.000473901311228, 1.0, 0.0]	[3.2669427398863906, 2.661093979975416, 6.058487599109746, 1.0, 0.0]	[3.7743543757176576, 3.390488125904972, 3.8386624981268542, 1.0, 0.0]	[3.1776379331506113, 2.6117194355378115, 5.659184976127996, 1.0, 0.0]	[3.340280733071791, 2.414100768840738, 9.26179964231053, 1.0, 0.0]	[3.0229504214031584, 2.494574042513003, 5.283763788901554, 1.0, 0.0]	[3.1016676449157288, 2.5658968686236094, 5.357707762921193, 1.0, 0.0]	[3.9194366127276803, 3.4699487481416647, 4.494878645860156, 1.0, 0.0]	[3.668852002733955, 2.532594852181682, 11.362571505522729, 1.0, 0.0]	[3.0438384779770624, 2.446409771451199, 5.974287065258632, 1.0, 0.0]
300	[3.115682686170855, 2.482110622412607, 6.335720637582481, 1.0, 0.0]	[3.064711025668449, 2.6030930857863623, 4.616179398820868, 1.0, 0.0]	[3.5886816242814836, 3.280486540465211, 3.0819508381627267, 1.0, 0.0]	[2.9823467516510607, 2.543305988327939, 4.390407633231214, 1.0, 0.0]	[3.0402187001381065, 2.3882365017973473, 6.51982198340759, 1.0, 0.0]	[2.8641170598334234, 2.4756858190526465, 3.8843124078077684, 1.0, 0.0]	[2.927108986261624, 2.5158772882807208, 4.112316979809032, 1.0, 0.0]	[3.6254629508225262, 3.2852594675196314, 3.4020348330289503, 1.0, 0.0]	[3.2562210353687533, 2.461490046230986, 7.947309891377674, 1.0, 0.0]	[2.890137709516207, 2.427056923311479, 4.630807862047279, 1.0, 0.0]
400	[2.9867512464562216, 2.4497715001347444, 5.369797463214773, 1.0, 0.0]	[2.9463015517698805, 2.5640641613882735, 3.8223739038160707, 1.0, 0.0]	[3.545508948139925, 3.2745499161059883, 2.709590320339366, 1.0, 0.0]	[2.872282558437546, 2.503699630329272, 3.68582928108274, 1.0, 0.0]	[2.8950243958225657, 2.3740549621182114, 5.2096943370435405, 1.0, 0.0]	[2.779535370256165, 2.461581945984665, 3.1795342427149986, 1.0, 0.0]	[2.8300871188109107, 2.4869762978078325, 3.4311082100307813, 1.0, 0.0]	[3.486121227719577, 3.180994446162143, 3.0512678155743433, 1.0, 0.0]	[3.0654325603527868, 2.432232173968677, 6.332003863841095, 1.0, 0.0]	[2.826998252238101, 2.4138999686296665, 4.130982836084348, 1.0, 0.0]
500	[2.903173974403341, 2.4277287599873305, 4.754452144160104, 1.0, 0.0]	[2.8678342388269495, 2.53350768898562, 3.343265498413299, 1.0, 0.0]	[3.4793931623895524, 3.2221534263290468, 2.5723973606050556, 1.0, 0.0]	[2.8002892874942646, 2.4771279100067534, 3.2316137748751137, 1.0, 0.0]	[2.8236433680576747, 2.3659817493505413, 4.576616187071334, 1.0, 0.0]	[2.7268647737884537, 2.4515308992229436, 2.753338745655102, 1.0, 0.0]	[2.766202520373711, 2.4673379170713465, 2.988646033023646, 1.0, 0.0]	[3.455037484307238, 3.165247912035113, 2.8978957227212465, 1.0, 0.0]	[2.963609265718185, 2.414667416631257, 5.48941849086928, 1.0, 0.0]	[2.7841543372071826, 2.4050308798530877, 3.7912345735409483, 1.0, 0.0]
600	[2.84494342414604, 2.412745077884333, 4.321983462617068, 1.0, 0.0]	[2.8112283669736073, 2.5101855117744627, 3.0104285519914464, 1.0, 0.0]	[3.4086888344430517, 3.1538135068462005, 2.548753275968511, 1.0, 0.0]	[2.749736596915215, 2.4593344700922732, 2.9040212682294158, 1.0, 0.0]	[2.775276186266783, 2.3607506670693756, 4.145255191974077, 1.0, 0.0]	[2.690954864356313, 2.4433734511645206, 2.4758141319179234, 1.0, 0.0]	[2.7217588154130583, 2.453870767239444, 2.678880481736143, 1.0, 0.0]	[3.39775717404931, 3.105148282690125, 2.92608891359185, 1.0, 0.0]	[2.8829706381945313, 2.401188347855566, 4.817822903389654, 1.0, 0.0]	[2.757731306445032, 2.3973430912707054, 3.603882151743266, 1.0, 0.0]
700	[2.803152068412084, 2.4008588561425412, 4.022932122695426, 1.0, 0.0]	[2.766606237897044, 2.4903975905555895, 2.762086473414545, 1.0, 0.0]	[3.334304925796269, 3.0748470268921153, 2.594578989041537, 1.0, 0.0]	[2.712045502471932, 2.446004644203379, 2.6604085826855313, 1.0, 0.0]	[2.7418872087062787, 2.357303929971602, 3.8458327873467684, 1.0, 0.0]	[2.667903697635435, 2.436182474791108, 2.3172122284432746, 1.0, 0.0]	[2.689092788429985, 2.443743194087005, 2.453495943429799, 1.0, 0.0]	[3.3231776148518244, 3.0214881637425, 3.016894511093243, 1.0, 0.0]	[2.833644326445863, 2.388101231939982, 4.455430945058808, 1.0, 0.0]	[2.7362884523432323, 2.391370511587343, 3.449179407558891, 1.0, 0.0]
800	[2.772201614204725, 2.3913343903321094, 3.808672238726158, 1.0, 0.0]	[2.731660639703655, 2.47502092773181, 2.566397119718451, 1.0, 0.0]	[3.2793096070593464, 3.00945626136499, 2.698533456943564, 1.0, 0.0]	[2.683253742788825, 2.435794784809349, 2.474589579794756, 1.0, 0.0]	[2.718717653047703, 2.3538325498861723, 3.6488510316153047, 1.0, 0.0]	[2.649653334498464, 2.4302720450118556, 2.193812894866081, 1.0, 0.0]	[2.664071549104678, 2.4357549727422083, 2.2831657636246954, 1.0, 0.0]	[3.251553288913445, 2.93893705221143, 3.1261623670201493, 1.0, 0.0]	[2.802620147949029, 2.37716323218469, 4.254569157643389, 1.0, 0.0]	[2.719238054771452, 2.386418368635872, 3.328196861355799, 1.0, 0.0]
900	[2.7486410191452872, 2.383349060106664, 3.6529195903862304, 1.0, 0.0]	[2.703535595782257, 2.4618325638172114, 2.4170303196504537, 1.0, 0.0]	[3.228511265951042, 2.946047886174094, 2.8246337977694798, 1.0, 0.0]	[2.6608392859617087, 2.4278225324339533, 2.330167535277553, 1.0, 0.0]	[2.6987092149752256, 2.3512208340344163, 3.474883809408092, 1.0, 0.0]	[2.6353623096605383, 2.425200541488741, 2.101617681717971, 1.0, 0.0]	[2.6443848542662174, 2.429285469122998, 2.150993851432195, 1.0, 0.0]	[3.215319429171422, 2.8979755607998983, 3.1734386837152364, 1.0, 0.0]	[2.773997711973042, 2.369501145876156, 4.044965660968858, 1.0, 0.0]	[2.707828119804876, 2.381132982393815, 3.2669513741106075, 1.0, 0.0]
