Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
OGG1_boot	0.07302527293670442	4.0102056903682754e-244	1.2909182128769881e-166	0.9269747270632956	9.557947894193984e-301	1.042e-321
OGG1_boot.1	0.13958097513175938	7.058080119379659e-209	7.354109535809257e-123	0.8604190248682406	4.472262250599356e-197	1.1350637675540872e-147
OGG1_boot.2	0.11656659266352096	1.9178684994474946e-87	2.4562510306045233e-15	0.8834334073364765	1.5346250611393452e-79	2.1922055706046129e-156
OGG1_boot.3	0.09207799063183843	1.1616827697198931e-100	0.06538541967410184	0.8425365896940598	1.0429196778225023e-47	7.424622215820736e-93
OGG1_boot.4	0.01768699548777615	2.3414472084298384e-07	0.14663222059853137	0.7233791120264423	0.11230143774252938	7.307612229426239e-75
OGG1_boot.5	0.10028689957047496	2.9980624613595835e-117	8.888597018617212e-161	0.899713100429525	1.7694770706230473e-170	5.95883311490288e-228
OGG1_boot.6	0.13912572611609952	2.155137538401645e-100	1.0967296082826278e-62	0.8608742738839004	6.755781156031193e-151	6.178249826793262e-170
OGG1_boot.7	0.12711532800683112	4.417490825586724e-88	2.8608791992578226e-50	0.8728846719931689	1.01039119619785e-120	3.9725523897824306e-158
OGG1_boot.8	0.14122946510816461	0.01216353535122868	4.91524273280229e-18	0.8466069995406068	1.9102469262376594e-52	7.677483847411764e-122
OGG1_boot.9	0.1478054374661043	0.0010818379975400575	0.042939862205364845	0.7930827874867112	0.015090074844279449	6.521697484598681e-33
OGG1_boot.10	0.10187032856062443	7.040016352055478e-38	1.0486289127341494e-71	0.8981296714393756	5.424918563104391e-71	3.5958453338629325e-68
OGG1_boot.11	2.801016229265602e-16	0.024077980912390665	0.10034052983675565	0.779951673908837	0.09562981534201637	7.957160880418041e-27
OGG1_boot.12	0.11711014717632476	7.858560744915825e-109	4.983319583744076e-43	0.8828898528236754	1.6183161483447894e-115	4.240775373136953e-148
OGG1_boot.13	0.13475989437313626	1.8123636858696292e-163	8.946820287348287e-67	0.8652401056268637	1.5159067454835727e-179	1.1236317720982395e-151
OGG1_boot.14	0.09364641035132673	0.0434970082737759	0.058423776925933424	0.8030273428414979	3.4647833766391974e-29	0.0014054616074661874
OGG1_boot.15	0.06830758894602092	5.32911285772924e-28	0.10560474711919643	0.7464663559414808	0.07962130799330201	6.097386390520271e-57
OGG1_boot.16	0.0975162674749401	4.6102418254054005e-203	3.3843670394078616e-255	0.9024837325250599	3.2027055767632195e-242	3.206267203708884e-305
OGG1_boot.17	0.15942163033488396	2.161190169083357e-44	0.029937102163921606	0.8106412675011945	3.40250285568455e-23	1.6961197371605615e-77
OGG1_boot.18	0.08931889466797482	5.481988950213423e-38	0.013839941722830148	0.7561369929030839	0.1407041707061112	3.018818798989172e-19
OGG1_boot.19	0.07109548870839219	1.7709822395627248e-14	0.051595772999851276	0.7462661288185697	0.13104260947316895	8.750840427217841e-75
OGG1_boot.20	0.09553040565412545	0.06025422017646126	0.017738409347903234	0.82647696482151	1.898272743483796e-31	1.4634182654700993e-73
OGG1_boot.21	0.0862050157314848	1.1142645291468813e-137	1.510338432441967e-82	0.9137949842685152	1.346705255494717e-161	1.3465436252131291e-239
OGG1_boot.22	0.04632670654598083	0.10836657319902933	0.11109632512069223	0.7342103951336701	6.275059238958298e-13	8.621810833388992e-64
OGG1_boot.23	0.11722408447951232	6.319658679355496e-37	0.022113661744148545	0.8606622537763391	1.2976424271538086e-73	1.504704793223952e-118
OGG1_boot.24	0.17056020711182787	0.038619402259556346	1.5714042761357646e-48	0.7908203906286158	1.1310180233796779e-60	1.0324050255193986e-129
OGG1_boot.25	0.12262797062514086	6.83928263830123e-27	0.07008188811457505	0.8072901412602841	8.038704458347646e-37	2.0642841615340036e-86
OGG1_boot.26	0.0455891181465088	4.352971060606041e-22	0.14172672840399175	0.7875015724736323	0.025182580975867206	7.70365929318977e-108
OGG1_boot.27	0.12373959357842883	4.332084445662368e-50	1.8001860918045449e-13	0.8762604063675208	1.103014522217324e-26	5.38703852925124e-11
OGG1_boot.28	0.054045547395886566	0.06533601914656188	0.030076445278230387	0.8505419881793211	3.0718087838682413e-60	1.1048104798636769e-195
OGG1_boot.29	0.12792805061316162	1.056704669455258e-142	2.562359519178319e-22	0.8720719493868385	4.834779040537749e-132	1.0473475401992558e-170
OGG1_boot.30	0.10242107733631477	1.1843662754420637e-278	1.1145518199518478e-55	0.8975789226636851	9.28376760434463e-235	6.208199841201182e-218
OGG1_boot.31	0.11127768140364792	3.7604970106964454e-30	3.825787938018608e-38	0.8887223185963521	4.193544353845607e-61	2.3871559218333876e-74
