Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
EXO1_0_real_train1	9.56E-04	2.92E-04	1.18E-03	4.39E-05	2.27E-04
OGG1_0_real_train1	1.07E-03	1.95E-04	1.33E-03	1.14E-04	2.00E-05
RNF168_0_real_train1	1.78E-03	3.57E-04	2.06E-03	1.94E-05	2.05E-04
UNG_0_real_train1	3.94E-03	2.81E-05	3.80E-03	0.00E+00	6.15E-04
ATP2B4_0_real_train1	6.23E-03	1.65E-04	6.28E-03	4.37E-05	2.05E-04
ATP2B4_1_real_train1	7.85E-03	7.66E-05	7.92E-03	4.80E-05	7.06E-66
MLH1_0_real_train1	3.45E-04	0.00E+00	5.93E-134	8.23E-05	1.72E-04
MSH2_0_real_train1	5.71E-04	0.00E+00	6.11E-04	9.36E-06	1.52E-04
MSH6_0_real_train1	5.71E-05	5.03E-05	7.79E-05	1.31E-05	9.06E-05
MSH6_1_real_train1	4.24E-04	1.36E-04	3.47E-04	5.18E-05	1.59E-04
PMS1_0_real_train1	7.18E-03	0.00E+00	7.11E-03	1.76E-05	1.70E-04
PMS2_0_real_train1	2.42E-04	3.41E-04	1.94E-04	7.12E-05	0.00E+00
EXO1_0_multinomial_train1	3.51E-04	3.12E-04	6.13E-04	6.10E-05	2.31E-04
RNF168_0_multinomial_train1	2.60E-03	2.99E-04	2.83E-03	3.09E-05	1.91E-04
RNF168_0_multinomial_train1.1	2.78E-03	3.72E-04	3.10E-03	0.00E+00	1.64E-04
EXO1_0_multinomial_train1.1	5.14E-04	3.04E-04	7.67E-04	5.11E-05	1.89E-04
RNF168_0_multinomial_train1.2	2.94E-03	3.78E-04	3.27E-03	5.36E-05	1.25E-04
RNF168_0_multinomial_train1.3	1.91E-03	2.92E-04	2.12E-03	3.16E-05	2.48E-04
RNF168_0_multinomial_train1.4	2.44E-03	3.39E-04	2.71E-03	2.20E-05	1.73E-04
RNF168_0_multinomial_train1.5	2.92E-03	3.11E-04	3.14E-03	0.00E+00	2.38E-04
RNF168_0_multinomial_train1.6	1.51E-03	3.48E-04	1.78E-03	0.00E+00	3.10E-04
RNF168_0_multinomial_train1.7	1.19E-03	3.45E-04	1.48E-03	1.93E-05	2.39E-04
RNF168_0_multinomial_train1.8	1.18E-03	3.97E-04	1.51E-03	1.80E-05	1.54E-04
EXO1_0_multinomial_train1.2	1.84E-03	2.86E-04	2.03E-03	4.03E-05	2.46E-04
EXO1_0_multinomial_train1.3	1.97E-04	3.35E-04	3.04E-04	5.24E-05	1.86E-04
RNF168_0_multinomial_train1.9	1.74E-03	3.58E-04	2.02E-03	0.00E+00	2.12E-04
EXO1_0_multinomial_train1.4	1.03E-03	2.84E-04	1.24E-03	4.32E-05	2.40E-04
EXO1_0_multinomial_train1.5	8.04E-04	2.90E-04	1.03E-03	4.80E-05	2.27E-04
EXO1_0_multinomial_train1.6	9.22E-04	3.11E-04	1.15E-03	9.99E-79	2.62E-04
EXO1_0_multinomial_train1.7	3.67E-04	2.94E-04	6.15E-04	4.20E-05	2.46E-04
EXO1_0_multinomial_train1.8	1.38E-03	2.50E-04	1.56E-03	4.13E-05	2.50E-04
RNF168_0_multinomial_train1.10	6.12E-04	3.15E-04	8.71E-04	0.00E+00	2.67E-04
EXO1_0_multinomial_train1.9	5.68E-04	3.53E-04	8.47E-04	3.09E-05	1.80E-04
RNF168_0_multinomial_train1.11	2.18E-03	3.23E-04	2.41E-03	2.16E-05	2.31E-04
RNF168_0_multinomial_train1.12	2.07E-03	3.65E-04	2.38E-03	2.83E-05	1.62E-04
EXO1_0_multinomial_train1.10	8.43E-04	2.97E-04	1.07E-03	3.62E-05	2.34E-04
EXO1_0_multinomial_train1.11	7.00E-04	2.88E-04	9.28E-04	3.81E-05	2.46E-04
RNF168_0_multinomial_train1.13	5.84E-04	3.24E-04	8.78E-04	8.43E-05	1.31E-04
RNF168_0_multinomial_train1.14	2.23E-03	3.33E-04	2.50E-03	2.61E-05	2.04E-04
RNF168_0_multinomial_train1.15	7.08E-04	3.61E-04	9.97E-04	3.52E-05	2.22E-04
RNF168_0_multinomial_train1.16	2.01E-03	3.56E-04	2.27E-03	4.42E-05	1.87E-04
EXO1_0_multinomial_train1.12	8.54E-04	3.30E-04	1.11E-03	2.03E-05	2.09E-04
RNF168_0_multinomial_train1.17	2.66E-03	3.50E-04	2.89E-03	5.99E-05	2.26E-04
EXO1_0_multinomial_train1.13	8.19E-04	2.77E-04	1.03E-03	5.82E-05	2.36E-04
RNF168_0_multinomial_train1.18	2.49E-03	3.21E-04	2.74E-03	0.00E+00	1.50E-04
EXO1_0_multinomial_train1.14	5.61E-04	2.86E-04	7.97E-04	5.44E-05	2.48E-04
RNF168_0_multinomial_train1.19	7.25E-04	3.76E-04	1.04E-03	3.38E-05	1.80E-04
RNF168_0_multinomial_train1.20	1.49E-03	3.24E-04	1.73E-03	9.83E-103	2.62E-04
EXO1_0_multinomial_train1.15	9.65E-04	2.90E-04	1.19E-03	4.50E-05	2.46E-04
RNF168_0_multinomial_train1.21	1.16E-03	3.81E-04	1.45E-03	5.00E-05	2.26E-04
