Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
EXO1_0_real_train1	3.38E-04	8.42E-47	9.99E-04	6.22E-04	6.96E-04
OGG1_0_real_train1	0.00E+00	1.05E-11	7.29E-03	1.86E-02	1.06E-02
RNF168_0_real_train1	3.33E-04	0.00E+00	1.15E-03	1.01E-03	3.71E-04
UNG_0_real_train1	3.40E-03	1.89E-03	1.47E-03	1.50E-02	1.26E-02
ATP2B4_0_real_train1	9.48E-04	1.84E-38	1.73E-03	2.59E-03	2.00E-03
ATP2B4_1_real_train1	0.00E+00	1.11E-03	4.56E-03	0.00E+00	6.67E-03
MLH1_0_real_train1	0.00E+00	1.21E-03	0.00E+00	8.46E-04	3.14E-04
MSH2_0_real_train1	0.00E+00	1.01E-03	0.00E+00	3.49E-04	7.40E-04
MSH6_0_real_train1	0.00E+00	1.11E-03	0.00E+00	1.19E-03	5.06E-04
MSH6_1_real_train1	0.00E+00	9.47E-04	0.00E+00	1.28E-03	7.84E-04
PMS1_0_real_train1	0.00E+00	5.11E-02	2.81E-03	1.31E-03	1.71E-03
PMS2_0_real_train1	3.74E-04	1.27E-03	3.38E-03	0.00E+00	2.66E-03
EXO1_0_dirichlet_train1	3.55E-04	0.00E+00	0.00E+00	0.00E+00	1.18E-03
RNF168_0_dirichlet_train1	1.02E-03	0.00E+00	1.73E-03	2.87E-03	0.00E+00
RNF168_0_dirichlet_train1.1	6.37E-04	0.00E+00	3.26E-137	0.00E+00	1.21E-03
EXO1_0_dirichlet_train1.1	4.19E-04	3.81E-04	1.42E-03	1.62E-03	6.77E-122
RNF168_0_dirichlet_train1.2	8.71E-04	0.00E+00	0.00E+00	0.00E+00	9.13E-04
RNF168_0_dirichlet_train1.3	4.06E-04	0.00E+00	0.00E+00	2.36E-53	7.66E-04
RNF168_0_dirichlet_train1.4	4.36E-04	0.00E+00	1.06E-03	2.05E-03	8.51E-04
RNF168_0_dirichlet_train1.5	6.33E-04	0.00E+00	0.00E+00	5.04E-04	0.00E+00
RNF168_0_dirichlet_train1.6	5.26E-04	0.00E+00	1.93E-03	1.51E-03	2.77E-03
RNF168_0_dirichlet_train1.7	2.98E-04	3.82E-04	9.49E-04	0.00E+00	1.24E-03
RNF168_0_dirichlet_train1.8	3.47E-04	0.00E+00	0.00E+00	1.29E-03	1.12E-03
EXO1_0_dirichlet_train1.2	5.57E-04	7.23E-04	0.00E+00	1.11E-03	9.24E-04
EXO1_0_dirichlet_train1.3	6.24E-04	3.80E-04	0.00E+00	5.20E-04	5.38E-04
RNF168_0_dirichlet_train1.9	8.22E-04	0.00E+00	8.63E-04	2.44E-03	9.74E-04
EXO1_0_dirichlet_train1.4	8.97E-04	0.00E+00	0.00E+00	8.09E-04	0.00E+00
EXO1_0_dirichlet_train1.5	4.03E-03	0.00E+00	0.00E+00	5.45E-03	1.39E-114
EXO1_0_dirichlet_train1.6	3.83E-04	0.00E+00	0.00E+00	5.32E-04	0.00E+00
EXO1_0_dirichlet_train1.7	6.26E-04	2.86E-04	0.00E+00	0.00E+00	0.00E+00
EXO1_0_dirichlet_train1.8	2.86E-03	1.78E-03	0.00E+00	4.69E-03	0.00E+00
RNF168_0_dirichlet_train1.10	3.37E-04	2.68E-04	9.48E-04	8.36E-04	2.52E-04
EXO1_0_dirichlet_train1.9	4.41E-04	4.06E-04	0.00E+00	0.00E+00	6.94E-04
RNF168_0_dirichlet_train1.11	3.11E-04	1.31E-04	1.01E-03	1.43E-03	1.50E-04
RNF168_0_dirichlet_train1.12	7.05E-04	0.00E+00	2.67E-03	3.11E-03	6.15E-04
EXO1_0_dirichlet_train1.10	6.68E-04	6.35E-51	6.56E-04	0.00E+00	1.23E-03
