Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
EXO1_0_real_train1	0.846041798187356	0.015096139171560982	6.51e-321	0.06145940602139238	3.903e-321	1.4274e-320	0.07186622668645186	0.005536429933238755	1.0445e-320
OGG1_0_real_train1	4.624e-321	0.003169013500242524	3.991229786609667e-143	0.044556570635589064	0.7357273365072947	0.05534130414450547	0.12324661862278097	1.52e-321	0.0379591565895871
RNF168_0_real_train1	0.7612891912764352	1.1394314259533881e-287	0.07954384260409052	0.012316041662818326	0.003250394726712291	0.02944107138315077	0.11415945834679267	1.93e-321	5.257e-321
UNG_0_real_train1	6.606e-321	1.56e-321	0.05932867742883276	0.8165219023095802	0.02310259134096599	0.07932417356799852	0.021722655352622633	1.5344791097053657e-60	1.625e-321
ATP2B4_0_real_train1	0.0002718397074689771	2.48e-321	0.5526976658669592	0.1585927340815926	0.050273327468048155	0.14572806022557744	0.053407431880927544	1.12e-321	0.03902894076942589
ATP2B4_1_real_train1	8.285e-321	0.03929726360314593	0.8637513373431597	2.643e-321	0.021618302349173543	0.03734653197568553	1.235e-321	0.03798656472883529	4.752277618672092e-274
MLH1_0_real_train1	0.00859422493573885	0.7116822349459205	1.68e-321	0.0017378652231282762	5.6e-322	0.20596548669643588	1.75e-321	0.0524466320943692	0.019573556104407364
MSH2_0_real_train1	0.013238568639319413	0.6784350490921117	4.377e-321	0.023071337370561988	1.897e-321	0.18560185436770854	2.515e-321	0.019042830557150153	0.0806103599731483
MSH6_0_real_train1	1.1116e-320	0.6557499659187116	3.45e-321	4.447e-321	1.077e-321	0.26126530631727335	2.31e-321	0.03859620274731569	0.04438852501669933
MSH6_1_real_train1	1.935e-320	0.6648275978686082	0.0359680357804705	3.99e-321	2.544e-321	0.26504103431231224	1e-321	0.034163329160221634	2.878387444363694e-09
PMS1_0_real_train1	1.0746e-320	0.09630600335213498	1.9e-321	0.014537411757548658	1.15e-321	0.03948326306991558	0.13005769391275265	0.3183928801779476	0.40122274772970035
PMS2_0_real_train1	3.616506711257701e-241	0.16811951558427413	1.79e-321	1.45e-321	4.84e-322	0.7889425695366309	3.26e-322	0.02191268287405465	0.0210252320050405
EXO1_0_multinomial_train1	0.8258340678158501	0.003803438988749356	2.396e-321	0.04466157476188841	2.56e-321	0.03484255682361723	0.05975693474628978	0.031101426863605116	1e-321
RNF168_0_multinomial_train1	0.7687317706895473	8.345e-321	0.15100123384845465	0.0012324945279096823	2.34e-321	7.935e-321	0.06882109696144632	3.11e-321	0.010213403972641932
RNF168_0_multinomial_train1.1	0.5816824249638904	6.47e-322	0.12804673924788232	2.036e-321	6.01e-321	0.10581422422352865	0.1789630438225325	1.11e-321	0.005493567742166172
EXO1_0_multinomial_train1.1	0.8346051332665639	0.06398821593111668	5.084e-321	7.8e-321	0.004623473509538651	6.97e-321	0.07568247525427757	0.021100702038503134	4.244e-321
RNF168_0_multinomial_train1.2	0.6705297370118052	0.0073805282230528565	0.13342198925268337	1.05e-321	4.284e-321	0.057341975949127995	0.1290304401728973	1.126e-321	0.0022953293904334534
RNF168_0_multinomial_train1.3	0.7358503027055876	0.04129253634579222	0.09314209858066974	0.07507684721210622	0.009294824642846327	1.85e-321	0.04534339051299794	1.383e-321	7.83e-321
RNF168_0_multinomial_train1.4	0.7068328324181851	0.01995698390066656	0.12705576977990338	3.567e-321	0.016043928557210554	0.0004494466631439165	0.12966103868089043	2.19e-321	1.88e-321
RNF168_0_multinomial_train1.5	0.7950705832393341	2.45e-321	1.69e-321	0.02652647531260347	5.04e-322	1.93e-321	0.10708042626937406	5.24e-322	0.07132251517868836
RNF168_0_multinomial_train1.6	0.7123099989882942	2.574e-321	2.297e-321	0.11042511683993218	0.032406229998750806	0.003035565438557189	0.11592636309523163	1.62e-321	0.02589672563923398
RNF168_0_multinomial_train1.7	0.7824064018381723	0.01684371020618985	5.82e-321	0.034335371729167785	5.88e-321	0.012443853517706447	0.15397066270876367	1.344e-321	1.625e-321
RNF168_0_multinomial_train1.8	0.7260076482120192	2.1e-321	0.008584841594145192	6.107e-321	0.06650992127856489	0.10342406834784207	0.08477060422616191	7.76e-321	0.010702916341266742
EXO1_0_multinomial_train1.2	0.8500342605451555	0.011259165578910362	2.26e-321	0.059145362384470844	6.1e-322	3.305e-321	0.04446878607669126	1.79e-321	0.03509242541477193
EXO1_0_multinomial_train1.3	0.8265128324833168	0.022399597480086148	1.73e-321	2.53e-321	4.195e-321	0.03181730590913411	0.08266383127030885	0.03660643285715429	7.8e-322
RNF168_0_multinomial_train1.9	0.8528149206313901	1.443e-321	0.07098053555190319	5.94746e-319	9.654e-321	3.17e-321	0.07620454381670673	2.115e-321	1.5226323401663776e-47
EXO1_0_multinomial_train1.4	0.8407426809575949	0.006872129532163188	3.864e-321	0.07084747691190423	1.793e-321	3.18e-321	0.08153771259833774	9.85e-321	7.340128524468002e-18
EXO1_0_multinomial_train1.5	0.8023154474783245	0.018087938722114123	3.18e-321	0.04956196472872772	1.635e-321	0.02570971096061121	0.08198396037023219	0.022340977739990137	4.254e-321
EXO1_0_multinomial_train1.6	0.8281910926937758	0.008891830265935298	2.39e-321	0.05830144744420859	1.245e-321	2.2e-321	0.10461562959608021	1.992e-320	3.765e-321
EXO1_0_multinomial_train1.7	0.7917339357942565	0.02020241238814743	2.085e-321	0.06313432736747471	2e-321	0.03388021294241649	0.08105152636932161	0.009997585138383188	1.304e-321
EXO1_0_multinomial_train1.8	0.75697752112771	0.0258533677825054	1.06e-320	0.12469961602795782	3.46e-321	2.796e-321	0.0901642607496108	4.445834999241387e-226	0.0023052343122160006
RNF168_0_multinomial_train1.10	0.7235845822022611	6.33e-321	2.71e-321	0.1221172387117459	0.09352181240540342	4.704e-321	0.06077636668058977	1.78e-321	1.275e-321
EXO1_0_multinomial_train1.9	0.8824719586358477	0.03782727876454072	1.003e-321	2.13e-321	6.57e-322	6.1350048431323535e-18	0.07970076259961144	9.54e-322	1.245e-321
RNF168_0_multinomial_train1.11	0.7974435261781113	0.010583785968731201	4.08e-321	0.06569342541398936	1.57e-321	0.016647273562278766	0.04883749166215727	1.33e-321	0.060794497214732124
RNF168_0_multinomial_train1.12	0.8022319623982395	0.03092988406352752	0.08829731382990998	4.02e-321	0.007850967347378474	4.664e-321	0.07068987236094458	7.56e-322	4.684329831995592e-105
