Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
OGG1_boot	2.5358583691365377e-145	0.04534358717787292	3.95e-322	0.015392868638481884	0.8381830008777696	0.10108054330587553
OGG1_boot.1	4.15e-321	0.046589894340296464	6.57e-322	0.018989509702099172	0.5309981416605881	0.40342245429701623
OGG1_boot.2	3.71e-321	0.03107469741909918	0.06235023990960871	0.02440037592410003	0.7739286726474351	0.10824601409975697
OGG1_boot.3	1.724e-321	0.06154137350622193	0.07387454898206224	1.5669691431709834e-41	0.675659528673367	0.18892454883834872
OGG1_boot.4	1.8290290374906987e-210	0.05778293963620642	0.15316736796822358	0.01525701812703665	0.7230199732469922	0.050772701021541036
OGG1_boot.5	0.021838044068135665	0.05275978698574613	7.66e-322	1.117e-321	0.6717969542202225	0.2536052147258956
OGG1_boot.6	0.017690785230216385	0.04528282377878949	0.002464349348230692	0.043575715319878465	0.708636463453661	0.182349862869224
OGG1_boot.7	3.46470917893986e-47	0.055494360298717196	0.011944694637357813	0.014795940539020476	0.6859100624599201	0.2318549420649842
OGG1_boot.8	2.386e-321	0.06370380198499859	0.07726590117250055	0.009882918456934663	0.7286243050040093	0.12052307338155688
OGG1_boot.9	4.723536591691965e-173	0.061317339504311126	0.09131586500851777	0.020222649741088648	0.6299762040520691	0.1971679416940134
OGG1_boot.10	2.609177472927367e-131	0.009089701695416811	0.034034141187118866	6.775378381696237e-05	0.5941032459666081	0.36270515736703923
OGG1_boot.11	7.607352380992957e-163	0.004206931403882379	0.13747283732735593	0.019127655810571628	0.662922061594683	0.17627051386350703
OGG1_boot.12	5.863454240550968e-87	0.048382496570381205	0.02008051524800859	0.013686497202865603	0.7127335716325081	0.20511691934623638
OGG1_boot.13	2.2793839645062e-222	0.026202725538530827	3.555905444186163e-203	0.05111515895259029	0.6083336313225132	0.3143484841863658
OGG1_boot.14	6.531204012790986e-19	0.050902797169213865	0.08188310475518776	0.011487833368935616	0.5888258242853346	0.2669004404213282
OGG1_boot.15	4.31e-321	0.049120243219198306	0.14209341387001187	0.01713991706117208	0.6628086969632214	0.12883772888639636
OGG1_boot.16	0.019102165447075513	0.04083118446031411	3.75e-322	1.107e-321	0.6479575239441929	0.2921091261484174
OGG1_boot.17	2.18e-321	0.0859563574021297	0.09360679664403802	0.0022985860319284773	0.6784967670096922	0.13964149291221145
OGG1_boot.18	3.24e-321	0.05606330045796844	0.12303795885958829	9.1e-322	0.5675766453602529	0.2533220953221906
OGG1_boot.19	0.0010156146497858017	0.05645966014009428	0.13464731800098836	4.027e-321	0.6556231535582407	0.15225425365089085
OGG1_boot.20	0.014302992738990135	0.03538050647866928	0.07882407232357229	0.014799150752948227	0.6615594813966527	0.19513379630916736
