Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
train1_EXO1_boot	999.9999999999999	0.922	396.684	39.668%	49.546	38.898%	0.13313	0.773
train1_RNF168_boot	999.9999999999998	0.851	634.582	63.458%	82.612	52.492%	0.37215	0.724
train1_RNF168_boot.1	1000.0	0.853	608.764	60.876%	80.994	52.909%	0.42357	0.725
train1_EXO1_boot.1	999.9999999999999	0.942	331.778	33.178%	42.844	33.649%	0.11366	0.829
train1_RNF168_boot.2	999.9999999999999	0.84	656.3	65.63%	86.116	54.273%	0.43853	0.706
train1_RNF168_boot.3	999.9999999999999	0.854	633.229	63.323%	81.27	52.042%	0.43207	0.727
train1_RNF168_boot.4	999.9999999999999	0.859	610.762	61.076%	84.542	51.58%	0.43982	0.76
train1_RNF168_boot.5	1000.0	0.874	568.359	56.836%	76.433	48.835%	0.34497	0.771
train1_RNF168_boot.6	1000.0	0.858	591.278	59.128%	83.223	51.324%	0.39843	0.751
train1_RNF168_boot.7	999.9999999999999	0.861	580.462	58.046%	80.265	51.893%	0.34753	0.746
train1_RNF168_boot.8	999.9999999999999	0.871	602.939	60.294%	78.576	49.098%	0.38769	0.771
train1_EXO1_boot.2	999.9999999999999	0.926	363.121	36.312%	48.17	38.109%	0.12426	0.779
train1_EXO1_boot.3	999.9999999999998	0.921	391.146	39.115%	51.389	39.243%	0.13546	0.792
train1_RNF168_boot.9	999.9999999999999	0.886	567.908	56.791%	74.2	46.413%	0.30979	0.8
train1_EXO1_boot.4	999.9999999999998	0.881	492.528	49.253%	63.024	47.735%	0.19626	0.68
train1_EXO1_boot.5	999.9999999999999	0.901	416.063	41.606%	56.517	43.757%	0.14692	0.718
train1_EXO1_boot.6	999.9999999999998	0.925	395.013	39.501%	50.308	38.665%	0.15503	0.802
train1_EXO1_boot.7	999.9999999999998	0.936	350.452	35.045%	44.659	35.574%	0.11948	0.803
train1_EXO1_boot.8	999.9999999999999	0.904	456.324	45.632%	58.58	43.936%	0.19806	0.768
train1_RNF168_boot.10	1000.0	0.885	547.23	54.723%	70.724	46.581%	0.31227	0.778
train1_EXO1_boot.9	999.9999999999999	0.905	430.113	43.011%	56.553	43.639%	0.16526	0.749
train1_RNF168_boot.11	1000.0	0.835	676.636	67.664%	88.508	55.187%	0.48236	0.702
train1_RNF168_boot.12	999.9999999999999	0.847	613.18	61.318%	86.026	53.108%	0.38775	0.73
train1_EXO1_boot.10	999.9999999999999	0.923	362.777	36.278%	49.038	38.627%	0.12909	0.768
train1_EXO1_boot.11	999.9999999999998	0.9	425.449	42.545%	56.658	44.4%	0.17948	0.716
train1_RNF168_boot.13	1000.0	0.858	555.546	55.555%	75.968	51.356%	0.32388	0.705
train1_RNF168_boot.14	999.9999999999998	0.828	621.685	62.168%	88.6	56.359%	0.42187	0.682
train1_RNF168_boot.15	999.9999999999999	0.835	650.539	65.054%	85.646	55.404%	0.43701	0.686
train1_RNF168_boot.16	1000.0	0.88	528.864	52.886%	74.259	47.446%	0.29159	0.78
train1_EXO1_boot.12	999.9999999999999	0.91	413.177	41.318%	53.006	41.83%	0.15102	0.731
train1_RNF168_boot.17	999.9999999999999	0.855	584.526	58.453%	79.733	51.845%	0.3352	0.722
train1_EXO1_boot.13	999.9999999999998	0.92	381.995	38.2%	52.333	40.433%	0.13949	0.796
train1_RNF168_boot.18	1000.0	0.845	624.411	62.441%	82.891	53.837%	0.38145	0.707
train1_EXO1_boot.14	999.9999999999998	0.932	362.578	36.258%	46.417	36.358%	0.13222	0.803
train1_RNF168_boot.19	1000.0	0.836	619.742	61.974%	88.105	55.052%	0.38826	0.704
train1_RNF168_boot.20	999.9999999999999	0.884	554.432	55.443%	73.009	46.804%	0.31596	0.785
train1_EXO1_boot.15	999.9999999999999	0.92	397.78	39.778%	51.28	39.276%	0.14962	0.779
train1_RNF168_boot.21	1000.0	0.899	558.79	55.879%	72.24	44.096%	0.36247	0.831
train1_RNF168_boot.22	999.9999999999998	0.855	582.367	58.237%	84.684	51.824%	0.34608	0.748
train1_EXO1_boot.16	999.9999999999998	0.902	420.084	42.008%	56.735	43.425%	0.1544	0.734
train1_EXO1_boot.17	999.9999999999999	0.928	364.796	36.48%	47.378	38.034%	0.14094	0.781
train1_RNF168_boot.23	999.9999999999999	0.881	587.949	58.795%	78.28	47.424%	0.36447	0.798
train1_EXO1_boot.18	999.9999999999999	0.914	388.21	38.821%	54.156	41.234%	0.14909	0.781
train1_RNF168_boot.24	999.9999999999998	0.853	605.921	60.592%	79.552	52.993%	0.4206	0.715
train1_RNF168_boot.25	1000.0	0.876	570.003	57.0%	78.591	48.218%	0.33826	0.786
train1_RNF168_boot.26	999.9999999999998	0.855	595.903	59.59%	85.969	52.477%	0.4799	0.755
train1_RNF168_boot.27	1000.0	0.844	639.378	63.938%	85.272	53.799%	0.43196	0.717
train1_RNF168_boot.28	999.9999999999999	0.859	621.604	62.16%	90.818	51.197%	0.42607	0.781
train1_EXO1_boot.19	1000.0	0.902	412.664	41.266%	55.221	43.425%	0.15382	0.695
train1_RNF168_boot.29	999.9999999999998	0.866	597.189	59.719%	78.968	50.012%	0.40184	0.757
train1_EXO1_boot.20	999.9999999999998	0.905	409.723	40.972%	56.386	43.351%	0.16563	0.752
train1_RNF168_boot.30	999.9999999999999	0.852	617.87	61.787%	82.358	52.389%	0.34964	0.725
train1_RNF168_boot.31	999.9999999999999	0.864	575.169	57.517%	74.263	50.424%	0.30479	0.716
train1_RNF168_boot.32	1000.0	0.889	516.103	51.61%	68.388	45.723%	0.28497	0.78
train1_RNF168_boot.33	999.9999999999999	0.825	661.315	66.132%	85.669	56.491%	0.38307	0.646
train1_EXO1_boot.21	999.9999999999999	0.932	354.595	35.46%	46.325	36.228%	0.11109	0.802
train1_RNF168_boot.34	1000.0	0.857	616.102	61.61%	86.386	52.204%	0.41648	0.761
train1_EXO1_boot.22	999.9999999999998	0.883	469.609	46.961%	61.228	47.537%	0.1917	0.661
train1_EXO1_boot.23	999.9999999999998	0.92	395.414	39.541%	49.953	39.654%	0.13058	0.755
train1_RNF168_boot.35	1000.0	0.869	607.183	60.718%	78.494	50.292%	0.4313	0.765
train1_RNF168_boot.36	1000.0	0.869	585.187	58.519%	74.787	49.521%	0.34337	0.743
train1_EXO1_boot.24	1000.0	0.929	381.005	38.1%	47.813	37.666%	0.13378	0.798
train1_RNF168_boot.37	999.9999999999998	0.87	593.078	59.308%	76.491	49.341%	0.3979	0.755
train1_EXO1_boot.25	1000.0	0.917	401.51	40.151%	52.349	40.792%	0.14087	0.772
train1_RNF168_boot.38	999.9999999999998	0.869	570.744	57.074%	72.663	49.493%	0.32174	0.727
train1_EXO1_boot.26	999.9999999999999	0.894	443.866	44.387%	58.667	45.481%	0.18678	0.702
train1_EXO1_boot.27	999.9999999999998	0.912	395.741	39.574%	53.61	41.041%	0.13354	0.758
train1_EXO1_boot.28	999.9999999999999	0.904	431.136	43.114%	56.04	43.774%	0.16711	0.736
train1_EXO1_boot.29	999.9999999999999	0.909	402.66	40.266%	55.36	42.844%	0.16908	0.761
train1_EXO1_boot.30	999.9999999999999	0.893	443.199	44.32%	58.939	45.568%	0.16627	0.699
train1_RNF168_boot.39	1000.0	0.833	665.71	66.571%	91.618	55.532%	0.48261	0.712
train1_RNF168_boot.40	1000.0	0.855	673.828	67.383%	90.244	52.271%	0.43939	0.77
train1_EXO1_boot.31	999.9999999999998	0.892	424.286	42.429%	58.955	45.789%	0.17066	0.693
train1_EXO1_boot.32	1000.0	0.905	434.275	43.427%	57.877	44.579%	0.16417	0.767
train1_EXO1_boot.33	999.9999999999998	0.894	448.683	44.868%	59.677	46.77%	0.18199	0.72
train1_RNF168_boot.41	1000.0	0.839	607.792	60.779%	88.931	54.562%	0.40974	0.716
train1_RNF168_boot.42	999.9999999999998	0.84	640.68	64.068%	84.292	54.621%	0.38671	0.698
train1_EXO1_boot.34	999.9999999999998	0.91	413.117	41.312%	53.353	41.771%	0.15309	0.737
train1_RNF168_boot.43	999.9999999999999	0.878	575.264	57.526%	76.595	48.143%	0.35286	0.783
train1_EXO1_boot.35	999.9999999999999	0.906	421.451	42.145%	53.63	42.564%	0.15666	0.704
train1_EXO1_boot.36	999.9999999999998	0.921	373.712	37.371%	50.525	39.356%	0.12996	0.773
train1_RNF168_boot.44	1000.0	0.896	530.457	53.046%	68.049	44.505%	0.25862	0.802
train1_EXO1_boot.37	999.9999999999999	0.918	418.642	41.864%	54.556	41.591%	0.16663	0.807
train1_RNF168_boot.45	1000.0	0.848	650.282	65.028%	83.568	53.364%	0.44487	0.719
train1_RNF168_boot.46	999.9999999999998	0.877	601.083	60.108%	77.282	48.035%	0.34802	0.784
train1_RNF168_boot.47	999.9999999999998	0.871	592.002	59.2%	80.684	49.077%	0.36619	0.78
train1_RNF168_boot.48	999.9999999999999	0.881	522.294	52.229%	72.137	47.344%	0.27971	0.771
train1_RNF168_boot.49	999.9999999999998	0.827	692.297	69.23%	90.145	57.374%	0.50178	0.69
train1_RNF168_boot.50	999.9999999999998	0.879	561.023	56.102%	78.9	47.776%	0.38356	0.794
train1_EXO1_boot.38	999.9999999999998	0.877	456.974	45.697%	61.697	48.611%	0.18083	0.625
