	0	1	2	3	4	5	6	7	8	9
0	[656.5507379055518, 11.901302963337082, 6446.494349422147, 0.11535714566707611, 0.0]	[656.5168738966888, 11.892297601385373, 6446.245762953034, 0.125, 0.0]	[656.4687913772774, 11.893065239583057, 6445.757261376943, 0.11357142776250839, 0.0]	[656.54169264498, 11.905674014081171, 6446.360186308987, 0.10964285582304001, 0.0]	[656.5064286536424, 11.901570275360738, 6446.0485837828155, 0.11821428686380386, 0.0]	[656.5340978796398, 11.899777448878549, 6446.343204307612, 0.12392856925725937, 0.0]	[656.514153538693, 11.89188048174978, 6446.222730569431, 0.1217857152223587, 0.0]	[656.5193814712267, 11.904799144962551, 6446.14582326264, 0.12035714089870453, 0.0]	[656.4927812727049, 11.88580429372151, 6446.069769789832, 0.13750000298023224, 0.0]	[656.5089638296463, 11.892359694083298, 6446.166041355629, 0.145357146859169, 0.0]
100	[457.6847826196175, 9.277878233817736, 4484.069043857998, 0.32107141613960266, 0.0]	[445.98649819833935, 8.265042029269273, 4377.2145616907, 0.3214285671710968, 0.0]	[480.3536062753401, 16.536005035154208, 4638.176012401858, 0.4025000035762787, 0.0]	[471.3298764919933, 10.812857893178965, 4605.170185988143, 0.3928571343421936, 0.0]	[643.1171857511936, 38.62683140948956, 6044.90354341704, 0.21785713732242584, 0.0]	[1299.9374808876603, 12.712552867998207, 12872.24928019662, 0.22035714983940125, 0.0]	[577.5835898192473, 18.011311141740435, 5595.722786775069, 0.2857142984867096, 0.0]	[450.93182057532374, 9.078480323664667, 4418.53340251659, 0.4285714328289032, 0.0]	[2743.2498993258682, 33.213911237520705, 27100.359880883472, 0.1785714328289032, 0.0]	[706.7653633625227, 11.927748943192181, 6948.376144193305, 0.2857142984867096, 0.0]
200	[585.0082376994417, 11.464008249905435, 5735.442294495362, 0.2142857164144516, 0.0]	[446.2438332788995, 8.74801573686821, 4374.958175420313, 0.4285714328289032, 0.0]	[445.76294461970144, 8.271565877946713, 4374.913787417547, 0.3214285671710968, 0.0]	[471.3298088356163, 10.812790236797419, 4605.170185988189, 0.3928571343421936, 0.0]	[518.7457765765985, 7.79250580893419, 5109.5327076766425, 0.3214285671710968, 0.0]	[447.90367549713676, 10.399205080014312, 4375.044704171224, 0.3214285671710968, 0.0]	[1873.5473799319134, 11.214204208550942, 18623.331757233624, 0.2142857164144516, 0.0]	[446.6517916473907, 9.160623368081918, 4374.9116827930875, 0.4285714328289032, 0.0]	[445.76270725751687, 8.27153958864766, 4374.911676688692, 0.3214285671710968, 0.0]	[469.7323300579769, 9.214046726619507, 4605.182833313574, 0.3928571343421936, 0.0]
300	[444.12814446387443, 8.141973294488846, 4359.861711693856, 0.3214285671710968, 0.0]	[446.2446960002277, 8.747992084058836, 4374.967039161688, 0.4285714328289032, 0.0]	[445.76266194574, 8.271225249340555, 4374.914366963994, 0.3214285671710968, 0.0]	[471.32913869878365, 10.812120099956932, 4605.170185988267, 0.3928571343421936, 0.0]	[750.355272154788, 8.92637814080157, 7414.288940139864, 0.3214285671710968, 0.0]	[624.6500988028836, 13.050849325767729, 6115.992494771158, 0.3214285671710968, 0.0]	[2051.403531898876, 19.68891521088629, 20317.146166879895, 0.2142857164144516, 0.0]	[446.65152277500175, 9.160354151012017, 4374.911686239897, 0.4285714328289032, 0.0]	[445.760850428633, 8.269682504501805, 4374.9116792413115, 0.3214285671710968, 0.0]	[469.7324371818718, 9.213714791567657, 4605.187223903041, 0.3928571343421936, 0.0]
400	[450.48789976308706, 8.382717736041679, 4421.051820270453, 0.34607142210006714, 0.0]	[446.24568581886496, 8.747770772159775, 4374.979150467052, 0.4285714328289032, 0.0]	[445.7623965970381, 8.270891671829531, 4374.915049252086, 0.3214285671710968, 0.0]	[471.3287857343229, 10.811767135482159, 4605.170185988407, 0.3928571343421936, 0.0]	[830.7945580936049, 8.3577705105923, 8224.367875830125, 0.3199999928474426, 0.0]	[448.4146747828854, 10.923386264955978, 4374.912885179294, 0.4285714328289032, 0.0]	[446.0707194664169, 8.567751449809004, 4375.029680166079, 0.4285714328289032, 0.0]	[446.65063995605317, 9.1594706995339, 4374.911692565192, 0.4285714328289032, 0.0]	[445.7569430840596, 8.265763500336448, 4374.911795837232, 0.3214285671710968, 0.0]	[469.73315575755845, 9.213105327866673, 4605.200504296918, 0.3928571343421936, 0.0]
500	[455.44874589618814, 9.220229488159177, 4462.285164080289, 0.29607143998146057, 0.0]	[446.24622455627707, 8.746433104515718, 4374.997914517613, 0.4285714328289032, 0.0]	[445.7620324152335, 8.270442293444468, 4374.91590121789, 0.3214285671710968, 0.0]	[471.3286058126599, 10.81158721379467, 4605.170185988652, 0.3928571343421936, 0.0]	[446.1550808945509, 8.200986404696417, 4379.540944898545, 0.3214285671710968, 0.0]	[448.41463333592935, 10.92331105384278, 4374.9132228208655, 0.4285714328289032, 0.0]	[473.45606114881014, 35.95735253039526, 4374.987086184148, 0.4285714328289032, 0.0]	[446.64997700168294, 9.158806726430072, 4374.911702752528, 0.4285714328289032, 0.0]	[445.7540344032024, 8.262841559677504, 4374.911928435249, 0.3214285671710968, 0.0]	[469.7340187864443, 9.212513339840793, 4605.215054466035, 0.3928571343421936, 0.0]
600	[380.66264622299127, 7.934650780959705, 3727.2799544203153, 0.4278571307659149, 0.0]	[446.24866404338877, 8.745059240246757, 4375.03604803142, 0.4285714328289032, 0.0]	[445.7615027808838, 8.269801980832556, 4374.917008000512, 0.3214285671710968, 0.0]	[471.32843639166197, 10.811417792701402, 4605.170185989606, 0.3928571343421936, 0.0]	[619.268947262426, 7.727513891546986, 6115.41433370879, 0.3214285671710968, 0.0]	[448.414546697282, 10.923172394738563, 4374.913743025434, 0.4285714328289032, 0.0]	[446.064244399149, 8.564853314231952, 4374.993910849171, 0.4285714328289032, 0.0]	[446.64949071903, 9.158318865283155, 4374.911718537468, 0.4285714328289032, 0.0]	[445.7524056742597, 8.26119726383711, 4374.912084104226, 0.3214285671710968, 0.0]	[469.73510516018774, 9.212047381701787, 4605.23057778486, 0.3928571343421936, 0.0]
700	[380.14248758379614, 7.906259416587329, 3722.362281672088, 0.4278571307659149, 0.0]	[446.25507019606675, 8.74331879791426, 4375.117513981525, 0.4285714328289032, 0.0]	[445.7608891984124, 8.269019401517454, 4374.918697968949, 0.3214285671710968, 0.0]	[471.3282703243214, 10.811251721058317, 4605.17018603263, 0.3928571343421936, 0.0]	[445.82411281319565, 8.18991623323068, 4376.341965799649, 0.3214285671710968, 0.0]	[448.4141808801118, 10.922593540117722, 4374.915873399941, 0.4285714328289032, 0.0]	[446.0634131304688, 8.563336934576135, 4375.000761958927, 0.4285714328289032, 0.0]	[446.6491143987776, 9.157940113117375, 4374.911742856602, 0.4285714328289032, 0.0]	[445.75134725700315, 8.26012566338183, 4374.912215936213, 0.3214285671710968, 0.0]	[469.7361567414164, 9.211656437667612, 4605.245003037488, 0.3928571343421936, 0.0]
800	[380.04297898863996, 7.901470687042609, 3721.4150830159733, 0.4278571307659149, 0.0]	[446.30170666944286, 8.739909029372557, 4375.617976400703, 0.4285714328289032, 0.0]	[445.7601500031087, 8.26811247554974, 4374.920375275589, 0.3214285671710968, 0.0]	[471.3280754637065, 10.811056852719409, 4605.170186109871, 0.3928571343421936, 0.0]	[445.74808652132936, 8.188116112609208, 4375.599704087202, 0.3214285671710968, 0.0]	[448.4139979705526, 10.922113075266141, 4374.918848952864, 0.4285714328289032, 0.0]	[446.0628388438677, 8.562059432361908, 4375.007794115058, 0.4285714328289032, 0.0]	[446.6526017515936, 9.15738473070823, 4374.952170208853, 0.4285714328289032, 0.0]	[445.75084865768383, 8.259617891638987, 4374.912307660448, 0.3214285671710968, 0.0]	[469.73723809427656, 9.211364467927252, 4605.258736263493, 0.3928571343421936, 0.0]
900	[379.9613992246073, 7.889127765137172, 3720.722714594701, 0.4278571307659149, 0.0]	[447.16175905401724, 8.564979576660535, 4385.967794773566, 0.41678571701049805, 0.0]	[445.75861720507925, 8.266339605685372, 4374.922775993939, 0.3214285671710968, 0.0]	[471.32786646997175, 10.810847841383168, 4605.170186285885, 0.3928571343421936, 0.0]	[445.72542951147904, 8.186685388907122, 4375.387441225719, 0.3214285671710968, 0.0]	[448.4138606484494, 10.921667489944463, 4374.921931585049, 0.4285714328289032, 0.0]	[446.06286070381145, 8.561336850895813, 4375.015238529156, 0.4285714328289032, 0.0]	[446.85119032899786, 9.149258658544904, 4377.019316704529, 0.4285714328289032, 0.0]	[445.750305965423, 8.259065292175551, 4374.912406732475, 0.3214285671710968, 0.0]	[469.738367350743, 9.211120183360476, 4605.272471673825, 0.3928571343421936, 0.0]
