	0	1	2	3	4	5	6	7	8	9
0	[284.1870796061045, 8.177031118506363, 2760.1004848759812, 0.2524999976158142, 0.0]	[284.1608435255057, 8.158596269900114, 2760.0224725560556, 0.25, 0.0]	[284.1518599364218, 8.157409997790525, 2759.9444993863126, 0.24166665971279144, 0.0]	[284.15565889899295, 8.157844368945792, 2759.9781453004716, 0.2475000023841858, 0.0]	[284.15408180660694, 8.153405178041846, 2760.006766285651, 0.24666666984558105, 0.0]	[284.12736654237955, 8.157203368243184, 2759.7016317413636, 0.25, 0.0]	[284.12497748953876, 8.163350709549476, 2759.6162677998927, 0.2516666650772095, 0.0]	[284.1208503387398, 8.155193690103658, 2759.656566486361, 0.25, 0.0]	[284.12364448473073, 8.161183284287477, 2759.6246120044325, 0.25, 0.0]	[284.14796830202374, 8.153618403547052, 2759.943498984767, 0.25083333253860474, 0.0]
100	[96.32375670438074, 6.8791870666930635, 894.4456963768768, 0.9016666412353516, 0.0]	[51.290867050738925, 10.60254291739908, 406.8832413333985, 0.8849999904632568, 0.0]	[54.32824472715236, 9.293476701120428, 450.3476802603193, 0.9175000190734863, 0.0]	[70.96004574585609, 6.5854926894499215, 643.7455305640617, 0.9024999737739563, 0.0]	[74.51793231715271, 10.294715367470465, 642.2321694968225, 0.8508333563804626, 0.0]	[53.7083207695221, 12.166994712278205, 415.41326057243896, 0.9391666650772095, 0.0]	[60.652015259039985, 5.74294173033456, 549.0907352870543, 0.9424999952316284, 0.0]	[73.20841203684977, 5.870768124800139, 673.3764391204962, 0.925000011920929, 0.0]	[120.5005871468944, 8.618976437296082, 1118.8161070959832, 0.5533333420753479, 0.0]	[50.64645359792375, 4.466512265789825, 461.7994133213393, 0.9100000262260437, 0.0]
200	[65.51410616694064, 11.636234074139411, 538.7787209280121, 0.887499988079071, 0.0]	[77.50960751935744, 10.930289554994859, 665.7931796436259, 0.8766666650772095, 0.0]	[57.67527092919436, 6.989940171048059, 506.85330758146296, 0.9283333420753479, 0.0]	[46.10664035980121, 5.318873014784649, 407.87767345016556, 0.9725000262260437, 0.0]	[38.361664522410045, 10.795128846760925, 275.6653567564912, 0.971666693687439, 0.0]	[53.20366704847553, 11.130753628304781, 420.72913420170744, 0.9275000095367432, 0.0]	[46.847319351858296, 4.996907370314254, 418.5041198154404, 0.9808333516120911, 0.0]	[40.47556643759678, 6.080119910718854, 343.95446526877924, 0.9925000071525574, 0.0]	[70.82171850020333, 8.0427679046233, 627.7895059558003, 0.8366666436195374, 0.0]	[38.64825377993242, 4.235383256546777, 344.1287052338564, 0.9766666889190674, 0.0]
300	[61.35746766686415, 9.936522371637105, 514.2094529522705, 0.8974999785423279, 0.0]	[35.057176869965225, 11.32950183641979, 237.27675033545432, 0.9616666436195374, 0.0]	[28.21727391173257, 7.746843338952546, 204.7043057278002, 0.9933333396911621, 0.0]	[53.979098329767766, 5.66374730622213, 483.15351023545634, 0.9725000262260437, 0.0]	[33.601335787781785, 10.801291861988792, 228.00043925792988, 0.9791666865348816, 0.0]	[63.70154811244641, 13.665206030385741, 500.3634208206067, 0.8675000071525574, 0.0]	[42.548756718296126, 4.739618910651006, 378.0913780764512, 0.9800000190734863, 0.0]	[35.794790345069856, 5.6941760993991855, 301.0061424567067, 0.9900000095367432, 0.0]	[48.67449310719386, 9.982921950447833, 386.9157115674603, 0.9558333158493042, 0.0]	[53.245179533028946, 5.124244064326548, 481.20935468702396, 0.9308333396911621, 0.0]
400	[353.4394547741732, 14.56882652444106, 3388.706282497321, 0.8650000095367432, 0.0]	[148.22234008939333, 7.485916750178091, 1407.3642333921523, 0.8766666650772095, 0.0]	[27.789744845087547, 7.0918486554047595, 206.97896189682785, 0.9925000071525574, 0.0]	[42.40394468711462, 5.114724339679602, 372.89220347435014, 0.9750000238418579, 0.0]	[29.71802519525091, 11.696560068932408, 180.21465126318498, 0.9866666793823242, 0.0]	[64.81648956162013, 20.818358094519088, 439.9813146710104, 0.82833331823349, 0.0]	[41.538852958428215, 4.634988190008827, 369.03864768419385, 0.9800000190734863, 0.0]	[121.44051511251106, 18.32101572763492, 1031.1949938487614, 0.8241666555404663, 0.0]	[31.816565187685043, 8.06215096027649, 237.54414227408552, 0.9850000143051147, 0.0]	[37.39254564735124, 4.215337648234113, 331.77207999117127, 0.9300000071525574, 0.0]
500	[80.69984564833541, 9.069048532520991, 716.3079711581441, 0.887499988079071, 0.0]	[125.7570167996394, 30.634710571017177, 951.2230622862221, 0.7825000286102295, 0.0]	[26.81415625570297, 6.672657781753193, 201.41498473949775, 0.9908333420753479, 0.0]	[43.538890672796256, 5.682988867309965, 378.55901805486286, 0.9708333611488342, 0.0]	[32.77938454705884, 12.515732302990177, 202.63652244068663, 0.9908333420753479, 0.0]	[94.48229604326532, 7.0791558023196, 874.0314024094571, 0.8316666483879089, 0.0]	[40.79249422865478, 4.619107420517119, 361.7338680813766, 0.9783333539962769, 0.0]	[303.1255707619741, 18.25470646023464, 2848.7086430173945, 0.7599999904632568, 0.0]	[29.161413429004174, 7.763210876714745, 213.98202552289428, 0.9850000143051147, 0.0]	[35.94550588215941, 4.317125581662401, 316.2838030049701, 0.9691666960716248, 0.0]
600	[35.45355973972995, 6.4728893206197124, 289.8067041911023, 0.9591666460037231, 0.0]	[52.86512024849507, 4.996676567147892, 478.6844368134717, 0.8708333373069763, 0.0]	[26.613465371449873, 6.500822730036385, 201.12642641413487, 0.9916666746139526, 0.0]	[39.124297893424526, 5.004070145466193, 341.2022774795833, 0.9783333539962769, 0.0]	[23.93657248036969, 12.44336799793524, 114.9320448243445, 0.9908333420753479, 0.0]	[32.561997406556785, 4.699466316313635, 278.6253109024315, 0.9541666507720947, 0.0]	[38.43445272993265, 4.524122583946827, 339.10330145985824, 0.965833306312561, 0.0]	[46.78534605155072, 5.260165113198148, 415.25180938352565, 0.9399999976158142, 0.0]	[23.25375671558797, 7.268492611152665, 159.85264104435305, 0.9891666769981384, 0.0]	[37.866677994440494, 4.680857422924881, 331.85820571515615, 0.9750000238418579, 0.0]
700	[22.87671640129226, 4.520634971290796, 183.5608143000146, 0.9691666960716248, 0.0]	[149.305773340757, 9.791015954102543, 1395.1475738665447, 0.9416666626930237, 0.0]	[25.523700968170072, 6.807522867454204, 187.16178100715868, 0.9891666769981384, 0.0]	[34.54279797085894, 4.690767326616257, 298.5203064424269, 0.9833333492279053, 0.0]	[25.003816423431577, 13.965547284833423, 110.38269138598153, 0.9908333420753479, 0.0]	[30.02709344770089, 4.516865427968615, 255.10228019732273, 0.9866666793823242, 0.0]	[34.17439315375939, 4.211767421057809, 299.6262573270158, 0.9816666841506958, 0.0]	[32.09835387970013, 4.699652751531713, 273.9870112816841, 0.9775000214576721, 0.0]	[20.860767683551156, 7.354011771296224, 135.0675591225493, 0.9916666746139526, 0.0]	[29.69360461088654, 4.038027024446601, 256.5557758643994, 0.9741666913032532, 0.0]
800	[20.54126735930981, 4.439693303972472, 161.01574055337338, 0.9791666865348816, 0.0]	[54.35815429664519, 5.119114789364852, 492.39039507280336, 0.9200000166893005, 0.0]	[25.70940446529655, 6.269067502037697, 194.40336963258852, 0.9908333420753479, 0.0]	[33.649758211877085, 4.94576766085085, 287.0399055102623, 0.98416668176651, 0.0]	[26.86000958829483, 13.860436678847911, 129.99572909446917, 0.9900000095367432, 0.0]	[27.27801087180808, 4.4028821896643695, 228.75128682143705, 0.9941666722297668, 0.0]	[30.739805919417556, 4.166754839635372, 265.7305107978218, 0.9858333468437195, 0.0]	[26.743730621549094, 4.6156513642487385, 221.28079257300357, 0.9925000071525574, 0.0]	[17.236493094062876, 6.565371529704035, 106.71121564358839, 0.9933333396911621, 0.0]	[30.588049298154214, 4.800031603504078, 257.88017694650136, 0.9733333587646484, 0.0]
900	[17.922047525248125, 4.491454331844378, 134.30593193403746, 0.9866666793823242, 0.0]	[51.90265911335927, 4.529225246897555, 473.73433866461716, 0.9449999928474426, 0.0]	[26.536459997795326, 6.256749282879988, 202.79710714915336, 0.9883333444595337, 0.0]	[30.415951308417043, 4.704685645749998, 257.11265662667046, 0.9908333420753479, 0.0]	[21.786323234189346, 12.5032694895741, 92.83053744615246, 0.9933333396911621, 0.0]	[25.01018948314162, 4.305132254251467, 207.0505722889015, 0.9941666722297668, 0.0]	[45.90748652441697, 5.832695537706581, 400.7479098671038, 0.9783333539962769, 0.0]	[25.474749802913376, 4.146773771030138, 213.27976031883236, 0.9858333468437195, 0.0]	[16.38222338327219, 6.15663712855582, 102.2558625471637, 0.9958333373069763, 0.0]	[28.80915398309191, 4.24040144038428, 245.6875254270763, 0.9708333611488342, 0.0]
