Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
OGG1_boot	7.2e-322	0.06711935096253258	0.9328806490374675	5.53e-322	6.47e-322	7.76e-322	2.4755403165537587e-255	6.47e-322
OGG1_boot.1	1.21e-321	0.10539477378251629	0.8946052262174838	1.013e-321	1.32e-321	1.33e-321	4.1564389995819664e-197	1.166e-321
OGG1_boot.2	2.895e-321	0.08073701919418103	0.9192629808058188	7.876843302010898e-286	4.193122306137289e-268	3.864e-321	8.871603042872492e-52	2.885e-321
OGG1_boot.3	2.67e-321	0.10799360274986794	0.8920063972501321	1.6021771591048426e-113	3.4907048458386278e-162	5.61e-321	4.09087042087485e-110	4.0912547334046826e-67
OGG1_boot.4	2.297482412399773e-250	0.012853445966664077	0.7732014194002589	4.254776020809582e-33	1.4867340531223355e-77	1.832385577098651e-130	0.026328244358550978	0.1876168902745261
OGG1_boot.5	1.24e-321	0.08320975976396927	0.9167902402360308	7.56e-322	1.16e-321	7.6e-322	1.8083959005654668e-146	1.097e-321
OGG1_boot.6	2.297e-321	0.10663548445301048	0.8933645155469896	1.57e-321	1.907e-321	1.96e-321	4.22127254975774e-40	1.69e-321
OGG1_boot.7	2.05e-321	0.0981295286016968	0.9018704713983033	1.596e-321	1.966e-321	1.75e-321	2.4891576586906665e-114	1.927e-321
OGG1_boot.8	4.53e-321	0.10300328254342872	0.86554741804809	5.795898230730914e-261	5.611174363903764e-155	4.5e-321	0.03144929940848136	3.206e-321
OGG1_boot.9	5.099304646495767e-56	0.10412154147754493	0.8418999382957567	3.3598881301038806e-16	0.017090984876743764	0.036028439853554355	5.997577755258916e-08	0.0008590355206223488
OGG1_boot.10	3.883e-321	0.06052756014851185	0.9394724398514882	2.436e-321	3.4614317189930287e-191	3.02e-321	4.5905760943809575e-54	2.623e-321
OGG1_boot.11	3.8183613897803834e-170	0.0006824551815303961	0.796619786961792	0.0887336033021255	3.2485726255421764e-28	2.9277462394786487e-58	0.0715308247982126	0.042433329756339365
OGG1_boot.12	2.06e-321	0.08932273619519313	0.9106772638048068	1.67e-321	1.784e-321	1.917e-321	1.052382320372724e-131	1.927e-321
OGG1_boot.13	1.665e-321	0.0983408765531532	0.901659123446847	1.655e-321	1.527e-321	2.05e-321	1.4978750134139463e-134	1.527e-321
OGG1_boot.14	5.054e-321	0.08716004181669751	0.7782673472752304	2.8952403709913145e-33	2.4250757908691604e-58	2.937381660697443e-206	0.13457261090806738	4.707834850455233e-15
OGG1_boot.15	2.329335403421334e-163	0.06337076838823683	0.7782750192358546	0.10252712355375773	6.171154976581959e-05	3.5413366439546345e-31	0.03806726770328862	0.017698109569096458
OGG1_boot.16	1.042e-321	0.07493249134738054	0.9250675086526194	6.03e-322	8.5e-322	7.46e-322	1.869755587050811e-216	7.16e-322
