Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
EXO1_0_real_train1	4.00E-04	0.00E+00	0.00E+00	3.98E-04	0.00E+00
OGG1_0_real_train1	1.15E-134	7.28E-04	3.46E-79	7.68E-04	2.74E-04
RNF168_0_real_train1	3.53E-04	0.00E+00	2.59E-04	3.99E-04	1.16E-04
UNG_0_real_train1	1.06E-03	1.23E-144	8.93E-04	1.03E-03	1.52E-03
ATP2B4_0_real_train1	6.62E-04	9.66E-116	1.67E-03	1.28E-03	1.33E-23
ATP2B4_1_real_train1	2.25E-125	4.95E-04	1.05E-03	0.00E+00	5.62E-04
MLH1_0_real_train1	0.00E+00	7.64E-04	0.00E+00	2.87E-49	0.00E+00
MSH2_0_real_train1	0.00E+00	7.25E-04	0.00E+00	4.25E-04	0.00E+00
MSH6_0_real_train1	0.00E+00	6.05E-04	7.03E-145	5.66E-101	3.80E-05
MSH6_1_real_train1	0.00E+00	3.40E-04	0.00E+00	0.00E+00	3.89E-05
PMS1_0_real_train1	0.00E+00	4.56E-02	1.97E-03	1.46E-03	5.77E-04
PMS2_0_real_train1	1.38E-04	2.02E-04	0.00E+00	0.00E+00	4.41E-05
EXO1_0_multinomial_train1	3.76E-04	0.00E+00	0.00E+00	3.67E-04	4.25E-05
RNF168_0_multinomial_train1	1.12E-03	0.00E+00	1.59E-03	2.28E-03	5.85E-04
RNF168_0_multinomial_train1.1	2.30E-04	0.00E+00	2.38E-04	1.66E-62	1.79E-04
EXO1_0_multinomial_train1.1	1.07E-03	6.99E-04	0.00E+00	2.21E-03	3.33E-04
RNF168_0_multinomial_train1.2	2.22E-04	0.00E+00	3.15E-04	0.00E+00	2.38E-04
RNF168_0_multinomial_train1.3	3.73E-04	0.00E+00	2.58E-04	3.40E-04	1.26E-04
RNF168_0_multinomial_train1.4	3.91E-04	0.00E+00	3.02E-04	4.42E-04	1.49E-04
RNF168_0_multinomial_train1.5	4.44E-04	0.00E+00	5.05E-04	6.26E-04	0.00E+00
RNF168_0_multinomial_train1.6	4.07E-04	0.00E+00	1.04E-83	2.55E-04	1.76E-04
RNF168_0_multinomial_train1.7	3.48E-04	0.00E+00	1.55E-143	3.45E-04	7.35E-15
RNF168_0_multinomial_train1.8	1.47E-04	0.00E+00	1.49E-14	3.80E-110	6.50E-05
EXO1_0_multinomial_train1.2	4.86E-04	0.00E+00	0.00E+00	5.19E-04	0.00E+00
EXO1_0_multinomial_train1.3	1.20E-04	8.04E-92	0.00E+00	0.00E+00	5.78E-05
RNF168_0_multinomial_train1.9	1.05E-03	0.00E+00	1.70E-03	2.29E-03	6.05E-04
EXO1_0_multinomial_train1.4	4.08E-04	0.00E+00	0.00E+00	4.18E-04	0.00E+00
EXO1_0_multinomial_train1.5	3.76E-04	3.95E-94	0.00E+00	3.69E-04	2.81E-76
EXO1_0_multinomial_train1.6	4.28E-04	0.00E+00	0.00E+00	4.41E-04	0.00E+00
EXO1_0_multinomial_train1.7	4.17E-04	2.53E-114	0.00E+00	4.18E-04	0.00E+00
EXO1_0_multinomial_train1.8	3.72E-04	0.00E+00	0.00E+00	4.06E-04	0.00E+00
RNF168_0_multinomial_train1.10	3.65E-04	0.00E+00	0.00E+00	2.62E-04	7.04E-05
EXO1_0_multinomial_train1.9	2.32E-04	1.84E-04	0.00E+00	0.00E+00	0.00E+00
RNF168_0_multinomial_train1.11	4.65E-04	0.00E+00	5.59E-04	4.73E-04	0.00E+00
RNF168_0_multinomial_train1.12	4.44E-04	3.35E-04	2.46E-04	3.93E-04	1.45E-04
EXO1_0_multinomial_train1.10	5.44E-04	1.14E-08	0.00E+00	5.68E-04	0.00E+00
EXO1_0_multinomial_train1.11	4.26E-04	1.46E-61	0.00E+00	4.41E-04	0.00E+00
RNF168_0_multinomial_train1.13	2.15E-04	1.66E-04	0.00E+00	0.00E+00	6.44E-05
RNF168_0_multinomial_train1.14	3.69E-04	0.00E+00	3.12E-04	4.34E-04	1.21E-04
RNF168_0_multinomial_train1.15	3.94E-04	7.79E-113	0.00E+00	2.83E-04	1.03E-04
RNF168_0_multinomial_train1.16	3.43E-04	0.00E+00	2.56E-04	3.63E-04	1.22E-04
EXO1_0_multinomial_train1.12	3.60E-04	0.00E+00	9.65E-147	3.45E-04	4.30E-05
RNF168_0_multinomial_train1.17	3.67E-04	0.00E+00	2.93E-04	3.68E-04	1.85E-04
EXO1_0_multinomial_train1.13	3.56E-04	0.00E+00	3.11E-121	3.29E-04	4.15E-05
RNF168_0_multinomial_train1.18	2.30E-04	0.00E+00	2.47E-04	2.15E-08	1.84E-04
EXO1_0_multinomial_train1.14	3.75E-04	0.00E+00	0.00E+00	3.69E-04	5.29E-68
RNF168_0_multinomial_train1.19	8.97E-05	0.00E+00	0.00E+00	0.00E+00	6.65E-05
RNF168_0_multinomial_train1.20	5.93E-04	0.00E+00	0.00E+00	6.22E-04	0.00E+00
EXO1_0_multinomial_train1.15	4.03E-04	0.00E+00	0.00E+00	4.09E-04	0.00E+00
RNF168_0_multinomial_train1.21	3.75E-04	0.00E+00	1.66E-137	2.72E-04	8.26E-05
RNF168_0_multinomial_train1.22	3.61E-04	0.00E+00	2.56E-04	3.43E-04	1.74E-04
EXO1_0_multinomial_train1.16	4.84E-04	0.00E+00	0.00E+00	5.41E-04	0.00E+00
EXO1_0_multinomial_train1.17	4.99E-04	7.25E-42	0.00E+00	5.00E-04	0.00E+00
RNF168_0_multinomial_train1.23	3.65E-04	0.00E+00	0.00E+00	3.31E-04	4.72E-05
EXO1_0_multinomial_train1.18	4.30E-04	0.00E+00	0.00E+00	4.84E-04	0.00E+00
RNF168_0_multinomial_train1.24	1.30E-04	0.00E+00	7.99E-05	8.05E-121	0.00E+00
RNF168_0_multinomial_train1.25	3.69E-04	0.00E+00	1.87E-04	4.60E-04	5.93E-150
RNF168_0_multinomial_train1.26	4.38E-04	0.00E+00	5.99E-04	5.51E-04	8.15E-76
RNF168_0_multinomial_train1.27	3.52E-04	0.00E+00	3.59E-04	3.67E-04	1.56E-04
RNF168_0_multinomial_train1.28	3.93E-04	0.00E+00	1.26E-04	4.52E-04	4.37E-29
EXO1_0_multinomial_train1.19	4.31E-04	3.15E-04	0.00E+00	5.56E-04	0.00E+00
RNF168_0_multinomial_train1.29	3.67E-04	0.00E+00	9.70E-05	3.53E-04	1.14E-80
EXO1_0_multinomial_train1.20	3.81E-04	0.00E+00	4.91E-102	3.86E-04	5.55E-100
RNF168_0_multinomial_train1.30	3.67E-04	0.00E+00	3.54E-04	4.57E-04	1.43E-04
RNF168_0_multinomial_train1.31	3.46E-04	0.00E+00	1.36E-04	3.83E-04	6.71E-52
RNF168_0_multinomial_train1.32	1.56E-03	0.00E+00	1.26E-03	2.55E-03	4.56E-04
RNF168_0_multinomial_train1.33	3.25E-04	0.00E+00	1.65E-04	3.39E-04	0.00E+00
EXO1_0_multinomial_train1.21	4.33E-04	0.00E+00	0.00E+00	4.56E-04	0.00E+00
RNF168_0_multinomial_train1.34	7.41E-05	0.00E+00	0.00E+00	0.00E+00	6.06E-05
EXO1_0_multinomial_train1.22	4.21E-04	1.69E-19	0.00E+00	3.93E-04	1.37E-42
