Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
EXO1_0_real_train1	1.02E-02	1.96E-03	4.82E-03	1.12E-02	1.49E-02
OGG1_0_real_train1	1.11E-03	7.59E-08	3.31E-02	1.71E-02	5.47E-02
RNF168_0_real_train1	8.54E-03	6.91E-03	8.73E-03	9.72E-03	2.84E-03
UNG_0_real_train1	3.28E-02	2.12E-03	1.20E-02	3.95E-02	6.47E-02
ATP2B4_0_real_train1	2.02E-03	6.00E-03	1.59E-02	1.43E-02	6.81E-03
ATP2B4_1_real_train1	1.09E-02	4.73E-03	9.36E-03	7.56E-03	1.29E-02
MLH1_0_real_train1	1.01E-02	8.35E-03	2.88E-03	8.91E-03	3.00E-02
MSH2_0_real_train1	8.63E-03	3.55E-03	1.59E-03	1.09E-02	2.56E-02
MSH6_0_real_train1	5.68E-03	5.64E-03	1.93E-03	6.74E-03	1.93E-02
MSH6_1_real_train1	4.40E-03	7.50E-03	2.83E-03	5.10E-03	1.89E-02
PMS1_0_real_train1	5.39E-03	4.63E-04	9.27E-03	2.05E-02	1.60E-02
PMS2_0_real_train1	7.73E-03	5.61E-03	1.96E-03	2.85E-03	3.93E-03
EXO1_0_dirichlet_train1	1.09E-02	6.06E-03	4.36E-03	5.00E-03	1.78E-02
RNF168_0_dirichlet_train1	7.56E-03	4.01E-03	4.21E-03	1.43E-02	1.34E-02
RNF168_0_dirichlet_train1.1	7.46E-03	1.22E-03	7.07E-03	3.13E-03	2.52E-03
EXO1_0_dirichlet_train1.1	5.36E-03	9.74E-04	3.91E-03	1.21E-02	1.10E-02
RNF168_0_dirichlet_train1.2	0.00E+00	4.49E-03	7.09E-03	6.89E-04	1.23E-02
RNF168_0_dirichlet_train1.3	1.16E-02	5.14E-03	8.73E-03	4.83E-03	3.94E-03
RNF168_0_dirichlet_train1.4	4.31E-03	6.99E-03	9.07E-03	5.14E-03	8.23E-03
RNF168_0_dirichlet_train1.5	2.36E-02	8.08E-03	8.69E-03	1.71E-02	2.82E-02
RNF168_0_dirichlet_train1.6	1.40E-03	6.54E-03	1.77E-02	1.78E-02	3.18E-03
RNF168_0_dirichlet_train1.7	4.27E-04	2.11E-03	3.78E-03	3.76E-03	1.12E-04
RNF168_0_dirichlet_train1.8	1.40E-02	1.39E-02	1.60E-02	3.41E-03	9.83E-03
EXO1_0_dirichlet_train1.2	1.60E-02	1.43E-02	9.03E-03	9.42E-03	4.23E-03
EXO1_0_dirichlet_train1.3	1.72E-02	3.45E-03	9.65E-04	1.44E-02	3.63E-02
RNF168_0_dirichlet_train1.9	1.10E-02	1.03E-02	1.53E-02	8.35E-03	1.92E-03
EXO1_0_dirichlet_train1.4	1.25E-02	3.64E-03	5.73E-03	1.59E-02	1.98E-02
EXO1_0_dirichlet_train1.5	1.53E-02	1.33E-03	4.37E-03	1.12E-02	2.46E-02
EXO1_0_dirichlet_train1.6	7.54E-03	4.06E-04	7.67E-03	1.66E-02	2.10E-02
EXO1_0_dirichlet_train1.7	5.74E-03	2.83E-03	2.69E-03	6.31E-03	6.01E-03
EXO1_0_dirichlet_train1.8	9.79E-03	2.05E-03	4.25E-04	1.17E-02	1.85E-02
RNF168_0_dirichlet_train1.10	8.50E-03	3.19E-03	5.75E-03	1.14E-02	1.08E-02
EXO1_0_dirichlet_train1.9	7.76E-03	5.87E-03	1.27E-03	6.42E-03	1.95E-02
RNF168_0_dirichlet_train1.11	8.49E-03	2.37E-03	4.25E-03	1.12E-02	1.35E-02
RNF168_0_dirichlet_train1.12	4.99E-03	7.77E-03	9.99E-03	1.38E-02	3.34E-03
EXO1_0_dirichlet_train1.10	7.19E-03	1.76E-03	2.76E-03	5.68E-03	7.66E-03
EXO1_0_dirichlet_train1.11	7.48E-03	7.06E-03	9.03E-03	1.26E-02	5.64E-03
RNF168_0_dirichlet_train1.13	1.30E-02	9.40E-03	7.23E-03	8.28E-03	5.31E-03
RNF168_0_dirichlet_train1.14	7.55E-03	4.41E-03	3.65E-03	8.86E-03	4.22E-03
RNF168_0_dirichlet_train1.15	1.65E-03	3.18E-03	5.06E-03	1.60E-02	8.07E-03
RNF168_0_dirichlet_train1.16	5.64E-03	1.11E-04	2.37E-03	1.72E-02	1.94E-02
EXO1_0_dirichlet_train1.12	1.03E-02	6.78E-03	2.31E-03	9.64E-03	2.37E-02
RNF168_0_dirichlet_train1.17	2.31E-03	1.03E-02	1.16E-02	8.18E-04	2.07E-02
EXO1_0_dirichlet_train1.13	8.12E-03	6.35E-03	5.29E-03	6.97E-03	3.45E-03
RNF168_0_dirichlet_train1.18	6.88E-03	3.81E-03	7.78E-03	5.31E-03	1.13E-03
EXO1_0_dirichlet_train1.14	4.48E-03	9.89E-03	8.54E-04	6.92E-03	1.97E-02
RNF168_0_dirichlet_train1.19	5.00E-03	5.78E-03	9.63E-03	3.84E-03	7.88E-03
RNF168_0_dirichlet_train1.20	1.71E-02	8.62E-03	1.43E-02	1.20E-02	8.93E-03
EXO1_0_dirichlet_train1.15	9.78E-03	3.79E-03	1.11E-04	1.86E-02	3.24E-02
RNF168_0_dirichlet_train1.21	9.16E-03	1.01E-02	7.39E-03	5.72E-03	1.61E-03
RNF168_0_dirichlet_train1.22	7.58E-03	1.55E-03	2.29E-03	1.30E-02	1.98E-02
EXO1_0_dirichlet_train1.16	7.81E-03	2.00E-03	2.56E-03	6.45E-03	1.32E-02
EXO1_0_dirichlet_train1.17	1.50E-02	2.10E-04	4.61E-04	1.94E-02	3.48E-02
RNF168_0_dirichlet_train1.23	8.18E-03	1.26E-02	1.53E-02	7.23E-03	9.71E-03
EXO1_0_dirichlet_train1.18	1.80E-02	1.34E-03	5.76E-03	1.79E-02	3.20E-02
RNF168_0_dirichlet_train1.24	7.69E-03	2.44E-03	5.40E-03	1.15E-02	1.11E-02
RNF168_0_dirichlet_train1.25	2.52E-89	8.04E-04	7.38E-04	9.41E-03	7.77E-03
RNF168_0_dirichlet_train1.26	1.48E-02	1.02E-02	1.06E-02	7.42E-03	3.53E-03
RNF168_0_dirichlet_train1.27	2.19E-03	1.27E-02	7.28E-03	7.18E-03	1.75E-02
RNF168_0_dirichlet_train1.28	5.29E-40	5.75E-03	5.18E-03	1.26E-02	3.54E-03
EXO1_0_dirichlet_train1.19	7.90E-03	1.28E-02	5.24E-03	9.99E-03	8.10E-04
RNF168_0_dirichlet_train1.29	4.74E-03	8.05E-03	9.65E-03	6.87E-03	4.71E-03
EXO1_0_dirichlet_train1.20	7.73E-03	1.19E-03	1.56E-03	1.28E-02	1.94E-02
RNF168_0_dirichlet_train1.30	6.84E-03	4.31E-04	3.47E-04	1.18E-02	3.02E-04
RNF168_0_dirichlet_train1.31	5.21E-03	8.45E-03	7.74E-03	4.61E-03	6.83E-03
RNF168_0_dirichlet_train1.32	3.06E-03	8.56E-05	4.07E-03	1.22E-02	9.05E-03
RNF168_0_dirichlet_train1.33	1.15E-02	7.19E-04	3.46E-03	1.11E-02	2.04E-02
EXO1_0_dirichlet_train1.21	3.14E-03	3.69E-03	2.32E-03	8.80E-03	1.15E-02
RNF168_0_dirichlet_train1.34	2.04E-03	7.56E-04	2.40E-03	5.61E-03	2.57E-03
EXO1_0_dirichlet_train1.22	6.11E-03	6.91E-03	7.18E-03	4.80E-03	3.41E-03
EXO1_0_dirichlet_train1.23	7.18E-03	8.16E-04	2.21E-03	1.25E-02	1.78E-02
RNF168_0_dirichlet_train1.35	9.07E-03	9.36E-03	1.29E-02	1.35E-02	3.78E-04
RNF168_0_dirichlet_train1.36	9.45E-04	1.82E-03	6.15E-03	1.72E-03	1.26E-02
EXO1_0_dirichlet_train1.24	3.81E-04	2.91E-03	6.30E-03	8.72E-03	1.92E-03
RNF168_0_dirichlet_train1.37	9.01E-03	5.38E-03	6.63E-03	7.10E-03	4.21E-03
EXO1_0_dirichlet_train1.25	1.21E-02	5.51E-03	7.31E-03	5.56E-03	5.84E-03
RNF168_0_dirichlet_train1.38	1.65E-02	2.77E-03	5.19E-03	1.49E-02	3.07E-02
EXO1_0_dirichlet_train1.26	7.00E-03	2.49E-03	3.98E-03	8.39E-03	1.63E-02
EXO1_0_dirichlet_train1.27	3.09E-03	1.21E-03	8.65E-04	1.29E-02	1.34E-02
EXO1_0_dirichlet_train1.28	3.78E-04	2.41E-03	3.88E-04	3.88E-03	3.93E-03
EXO1_0_dirichlet_train1.29	6.80E-03	1.63E-03	3.90E-03	1.12E-02	1.48E-02
EXO1_0_dirichlet_train1.30	8.52E-03	4.51E-03	4.85E-03	7.56E-03	7.03E-03
RNF168_0_dirichlet_train1.39	1.49E-02	1.05E-02	9.76E-03	1.09E-02	9.05E-03
RNF168_0_dirichlet_train1.40	1.13E-03	5.92E-03	5.84E-03	3.88E-03	8.18E-03
EXO1_0_dirichlet_train1.31	7.66E-03	5.45E-03	1.06E-02	4.64E-03	3.73E-03
EXO1_0_dirichlet_train1.32	1.45E-02	2.12E-03	1.28E-03	1.27E-02	2.90E-02
EXO1_0_dirichlet_train1.33	8.07E-03	6.94E-03	2.52E-03	9.09E-03	2.08E-02
RNF168_0_dirichlet_train1.41	1.02E-02	6.43E-03	7.06E-03	8.23E-03	6.72E-03
RNF168_0_dirichlet_train1.42	7.06E-03	1.50E-02	1.49E-02	3.50E-03	1.85E-02
EXO1_0_dirichlet_train1.34	2.89E-03	2.87E-03	1.14E-04	9.25E-03	1.27E-02
RNF168_0_dirichlet_train1.43	8.88E-03	8.38E-03	1.37E-02	7.77E-03	1.90E-03
EXO1_0_dirichlet_train1.35	9.65E-03	3.05E-03	4.91E-03	1.14E-02	1.35E-02
EXO1_0_dirichlet_train1.36	4.80E-03	6.96E-04	6.45E-03	1.02E-02	7.56E-03
RNF168_0_dirichlet_train1.44	4.80E-03	6.02E-03	7.09E-03	1.14E-02	1.64E-03
EXO1_0_dirichlet_train1.37	1.04E-02	7.70E-03	9.74E-03	7.30E-03	9.29E-04
RNF168_0_dirichlet_train1.45	2.07E-02	6.40E-03	7.55E-03	1.51E-02	2.56E-02
RNF168_0_dirichlet_train1.46	9.90E-03	5.01E-03	6.27E-03	1.77E-02	1.49E-02
RNF168_0_dirichlet_train1.47	4.03E-03	4.35E-03	1.06E-02	3.21E-03	1.43E-02
RNF168_0_dirichlet_train1.48	5.66E-03	4.02E-03	7.23E-03	2.41E-04	1.96E-02
RNF168_0_dirichlet_train1.49	1.03E-02	8.85E-03	7.04E-03	8.66E-03	3.36E-03
RNF168_0_dirichlet_train1.50	1.35E-03	1.18E-03	1.45E-03	1.10E-02	3.89E-03
EXO1_0_dirichlet_train1.38	8.13E-03	2.97E-03	1.05E-02	1.13E-02	8.33E-03
RNF168_0_dirichlet_train1.51	7.53E-03	6.39E-03	9.41E-03	1.69E-03	6.24E-03
RNF168_0_dirichlet_train1.52	3.86E-03	5.04E-03	1.25E-02	2.68E-03	1.08E-02
EXO1_0_dirichlet_train1.39	7.70E-03	7.78E-03	2.10E-03	4.83E-03	1.86E-03
EXO1_0_dirichlet_train1.40	1.27E-02	2.03E-03	4.63E-03	7.49E-03	1.51E-02
RNF168_0_dirichlet_train1.53	2.34E-05	1.07E-02	1.47E-02	5.96E-03	1.49E-02
EXO1_0_dirichlet_train1.41	9.46E-03	1.85E-03	3.15E-03	9.84E-03	1.82E-02
EXO1_0_dirichlet_train1.42	8.47E-03	4.55E-03	6.35E-04	7.36E-03	2.02E-02
RNF168_0_dirichlet_train1.54	0.00E+00	1.74E-02	1.67E-02	1.75E-02	2.10E-02
OGG1_0_dirichlet_train1	2.45E-03	2.27E-03	2.58E-02	9.24E-03	2.98E-02
UNG_0_dirichlet_train1	3.11E-02	4.98E-04	7.98E-03	4.17E-02	7.13E-02
UNG_0_dirichlet_train1.1	3.25E-02	2.52E-03	1.10E-02	3.62E-02	6.67E-02
UNG_0_dirichlet_train1.2	2.09E-02	2.27E-03	9.86E-03	4.39E-02	6.48E-02
OGG1_0_dirichlet_train1.1	0.00E+00	5.61E-03	2.07E-02	7.52E-03	3.97E-02
UNG_0_dirichlet_train1.3	2.85E-02	2.53E-03	8.82E-03	3.73E-02	6.05E-02
OGG1_0_dirichlet_train1.2	1.16E-88	4.04E-03	3.05E-02	1.55E-02	5.00E-02
OGG1_0_dirichlet_train1.3	1.13E-03	1.51E-02	3.72E-02	1.30E-02	6.57E-02
UNG_0_dirichlet_train1.4	1.36E-02	9.47E-03	1.79E-02	2.78E-02	1.77E-02
UNG_0_dirichlet_train1.5	7.08E-04	1.75E-03	1.62E-02	3.67E-02	2.95E-02
OGG1_0_dirichlet_train1.4	0.00E+00	0.00E+00	2.66E-02	1.89E-02	4.01E-02
OGG1_0_dirichlet_train1.5	2.87E-03	0.00E+00	2.39E-02	1.23E-02	3.73E-02
UNG_0_dirichlet_train1.6	3.70E-02	6.00E-03	6.88E-03	3.43E-02	7.74E-02
UNG_0_dirichlet_train1.7	2.81E-02	4.22E-03	7.89E-03	3.99E-02	6.88E-02
UNG_0_dirichlet_train1.8	3.35E-02	1.09E-02	8.12E-03	3.51E-02	7.80E-02
OGG1_0_dirichlet_train1.6	3.11E-04	0.00E+00	2.88E-02	2.20E-02	4.74E-02
UNG_0_dirichlet_train1.9	3.95E-02	8.47E-03	1.90E-02	4.82E-02	7.47E-02
OGG1_0_dirichlet_train1.7	3.31E-03	1.50E-03	2.60E-02	8.02E-03	4.40E-02
