	0	1	2	3	4	5	6	7	8	9
0	[174.69830249907287, 8.346449333027753, 1663.5185316604511, 0.2933333218097687, 0.0]	[174.6691968933457, 8.342726259622099, 1663.2647063372358, 0.27416667342185974, 0.0]	[174.69418521737856, 8.345053653169561, 1663.4913156420898, 0.2641666531562805, 0.0]	[174.69175789453436, 8.343695614837895, 1663.4806227969648, 0.24250000715255737, 0.0]	[174.69019177040374, 8.352397083879989, 1663.3779468652374, 0.2541666626930237, 0.0]	[174.70848803280973, 8.345694257328313, 1663.627937754814, 0.2475000023841858, 0.0]	[174.69250017808278, 8.348951346043316, 1663.4354883203946, 0.25, 0.0]	[174.69251308974341, 8.342617138606398, 1663.4989595113702, 0.2516666650772095, 0.0]	[174.67476279184686, 8.33838870180002, 1663.3637409004682, 0.2874999940395355, 0.0]	[174.6885033493753, 8.33574928157121, 1663.527540678041, 0.2566666603088379, 0.0]
100	[6.874971909970194, 4.377359142148014, 24.9761276782218, 1.0, 0.0]	[4.977443374684877, 4.106183798779336, 8.71259575905541, 1.0, 0.0]	[5.291120922915042, 4.052874595975991, 12.382463269390508, 1.0, 0.0]	[4.837276332928189, 4.0990105552292935, 7.382657776988953, 1.0, 0.0]	[5.72795119099876, 5.192459350790065, 5.354918402086954, 1.0, 0.0]	[4.882811676840792, 4.0656285946912165, 8.171830821495746, 1.0, 0.0]	[4.9678639251085706, 4.115465378398691, 8.52398546709879, 1.0, 0.0]	[4.893407042054202, 4.081379802645547, 8.12027239408655, 1.0, 0.0]	[7.044051249414456, 4.373837944552315, 26.702133048621413, 1.0, 0.0]	[5.224343307909319, 4.054138515094728, 11.702047928145905, 1.0, 0.0]
200	[5.881914095182682, 4.281619637942269, 16.002944572404132, 1.0, 0.0]	[4.555706518714945, 4.013541992289893, 5.421645264250515, 1.0, 0.0]	[4.826812334741926, 4.000099525313599, 8.267128094283265, 1.0, 0.0]	[4.488402665297436, 4.02563781422571, 4.627648510717257, 1.0, 0.0]	[5.135433243756469, 4.766407429739415, 3.690258140170543, 1.0, 0.0]	[4.5195348839539395, 3.9996395747951805, 5.19895309158759, 1.0, 0.0]	[4.567384505305869, 4.023972791989842, 5.434117133160264, 1.0, 0.0]	[4.518736779034531, 4.011611242488276, 5.07125536546255, 1.0, 0.0]	[6.139771153662658, 4.216286659194142, 19.23484494468516, 1.0, 0.0]	[4.753439640060018, 3.993289258142188, 7.6015038191782995, 1.0, 0.0]
300	[5.449277995999466, 4.230154547668818, 12.19123448330649, 1.0, 0.0]	[4.411642736958219, 3.9832576263209014, 4.2838511063731834, 1.0, 0.0]	[4.654735062063862, 3.9739985454304465, 6.807365166334154, 1.0, 0.0]	[4.367028834720499, 3.9939035265971885, 3.731253081233108, 1.0, 0.0]	[4.91384364082599, 4.603859600588249, 3.099840402377407, 1.0, 0.0]	[4.387350875170465, 3.9739839737176585, 4.133669014528058, 1.0, 0.0]	[4.419960245730128, 3.9938734301497885, 4.260868155803399, 1.0, 0.0]	[4.385440362381574, 3.9842336741101154, 4.012066882714582, 1.0, 0.0]	[5.221322525834312, 4.095277370124181, 11.260451557101309, 1.0, 0.0]	[4.584464620504388, 3.9616099703176495, 6.2285465018673865, 1.0, 0.0]
400	[5.21712469464653, 4.206608213852932, 10.105164807935974, 1.0, 0.0]	[4.336237060529863, 3.965942529697856, 3.7029453083200674, 1.0, 0.0]	[4.566210974942498, 3.950470896959194, 6.157400779833042, 1.0, 0.0]	[4.3046865734472775, 3.975053545844273, 3.2963302760300417, 1.0, 0.0]	[4.810835881024491, 4.534490448322914, 2.763454327015772, 1.0, 0.0]	[4.315759047706963, 3.961117234109231, 3.546418135977315, 1.0, 0.0]	[4.338201644236245, 3.975429181669416, 3.627724625668292, 1.0, 0.0]	[4.313893608073179, 3.9683898997189986, 3.4550370835417983, 1.0, 0.0]	[4.583804973123598, 4.02387445603345, 5.599305170901479, 1.0, 0.0]	[4.487476087828181, 3.9407528697201424, 5.467232181080391, 1.0, 0.0]
500	[5.098706257986821, 4.18418551513754, 9.145207428492812, 1.0, 0.0]	[4.2897528423337326, 3.9533607512639986, 3.363920910697337, 1.0, 0.0]	[4.5120616558837625, 3.9330931625624683, 5.789684933212946, 1.0, 0.0]	[4.261882045013613, 3.9622687576134785, 2.99613287400135, 1.0, 0.0]	[4.765545028487779, 4.509180601841221, 2.5636442664655803, 1.0, 0.0]	[4.271045304567133, 3.95167697410271, 3.193683304644231, 1.0, 0.0]	[4.285117241054788, 3.958813282503187, 3.263039585516012, 1.0, 0.0]	[4.2688954748407335, 3.9561855433396054, 3.127099315011278, 1.0, 0.0]	[4.389410157362339, 3.9994667276068543, 3.8994342975548495, 1.0, 0.0]	[4.426280743797294, 3.9255284181749817, 5.007523256223129, 1.0, 0.0]
600	[5.0241200092739335, 4.165852963379397, 8.582670458945366, 1.0, 0.0]	[4.254936147354881, 3.944341306153411, 3.105948412014694, 1.0, 0.0]	[4.460292262754737, 3.9202723230948417, 5.400199396598949, 1.0, 0.0]	[4.233866412546946, 3.952008200200142, 2.818582123468037, 1.0, 0.0]	[4.724019251328208, 4.491429318723547, 2.3258993260466094, 1.0, 0.0]	[4.239915604390886, 3.9434852950976143, 2.964303092932714, 1.0, 0.0]	[4.250160328483927, 3.9492574280195476, 3.0090290046437995, 1.0, 0.0]	[4.238841117154281, 3.9467278115013755, 2.9211330565290536, 1.0, 0.0]	[4.3127929998168355, 3.979879553281185, 3.3291344653565043, 1.0, 0.0]	[4.380551510821942, 3.9153432595536644, 4.652082512682774, 1.0, 0.0]
700	[4.942929682969639, 4.158009195300476, 7.8492048766916325, 1.0, 0.0]	[4.228799534061551, 3.9357958764653307, 2.930036575962203, 1.0, 0.0]	[4.4215969554632935, 3.909988194696144, 5.1160876076714965, 1.0, 0.0]	[4.213421066796559, 3.9445343061818976, 2.688867606146615, 1.0, 0.0]	[4.663514811241422, 4.44347233316303, 2.200424780783913, 1.0, 0.0]	[4.218608711546095, 3.936935943708004, 2.816727678380907, 1.0, 0.0]	[4.229148549438979, 3.947537843855324, 2.8161070558365484, 1.0, 0.0]	[4.217106433692441, 3.9396443824934773, 2.7746205119896397, 1.0, 0.0]	[4.275058228920796, 3.9596122375332294, 3.1544599138756633, 1.0, 0.0]	[4.351140663692638, 3.9066698554036345, 4.444708082890033, 1.0, 0.0]
800	[4.920379415504906, 4.147829194192079, 7.725502213128266, 1.0, 0.0]	[4.210217427893676, 3.931116552084077, 2.7910087580959932, 1.0, 0.0]	[4.391150483232754, 3.9010175357429144, 4.901329474898391, 1.0, 0.0]	[4.19774602046014, 3.9373363799616388, 2.6040964049850066, 1.0, 0.0]	[4.510641778362307, 4.277563131895876, 2.330786464664306, 1.0, 0.0]	[4.203292338151845, 3.931598090297354, 2.716942478544914, 1.0, 0.0]	[4.205045170665193, 3.9352267516850468, 2.6981841898014673, 1.0, 0.0]	[4.201246430302646, 3.932929049412528, 2.6831738089011825, 1.0, 0.0]	[4.240318382587386, 3.951160503687223, 2.8915787890016365, 1.0, 0.0]	[4.320580407849922, 3.900109323590085, 4.2047108425983755, 1.0, 0.0]
900	[4.887775871388671, 4.1370083986885655, 7.507674727001051, 1.0, 0.0]	[4.1955080027029785, 3.9273632932807474, 2.681447094222315, 1.0, 0.0]	[4.370955928142198, 3.8935250757498387, 4.774308523923598, 1.0, 0.0]	[4.185782006666877, 3.9310495721250214, 2.5473243454185637, 1.0, 0.0]	[4.365320271592002, 4.067653265474743, 2.976670061172589, 1.0, 0.0]	[4.190126093116538, 3.927543225208063, 2.625828679084751, 1.0, 0.0]	[4.189212160301981, 3.9284579021203037, 2.607542581816772, 1.0, 0.0]	[4.188383654649123, 3.9278325766038136, 2.605510780453095, 1.0, 0.0]	[4.214204596302994, 3.94202107351859, 2.7218352278440405, 1.0, 0.0]	[4.298143103359143, 3.894763428879768, 4.033796744793749, 1.0, 0.0]
