Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ATP2B4_real_train_fold1	0.9999999999999967	0.985	0.346	34.6%	0.051	18.252%	0.15479	0.982
ATP2B4_real_train_fold1.1	0.999999999999998	0.987	0.249	24.9%	0.036	16.006%	0.11437	0.984
MLH1_real_train_fold1	0.9999999999999964	0.976	0.237	23.7%	0.042	22.102%	0.04847	0.968
MSH2_real_train_fold1	0.999999999999996	0.984	0.191	19.1%	0.036	19.11%	0.03499	0.979
MSH6_real_train_fold1	0.9999999999999951	0.99	0.164	16.4%	0.026	14.159%	0.03795	0.986
MSH6_real_train_fold1.1	0.9999999999999957	0.989	0.143	14.3%	0.028	15.286%	0.03165	0.984
OGG1_real_train_fold1	0.9999999999999968	0.999	0.15	15.0%	0.022	5.446%	0.06755	0.999
PMS1_real_train_fold1	0.9999999999999992	0.917	0.537	53.7%	0.091	40.179%	0.30083	0.894
PMS2_real_train_fold1	0.9999999999999968	0.791	0.657	65.7%	0.105	60.972%	0.29756	0.651
RNF168_real_train_fold1	0.9999999999999939	0.966	0.306	30.6%	0.04	27.251%	0.11734	0.944
UNG_real_train_fold1	0.9999999999999968	0.981	0.249	24.9%	0.039	19.19%	0.1014	0.975
ATP2B4_multinomial_train_fold1	0.9999999999999972	0.954	0.493	49.3%	0.078	29.995%	0.29669	0.945
ATP2B4_multinomial_train_fold1.1	0.9999999999999983	0.953	0.497	49.7%	0.073	30.416%	0.28087	0.943
ATP2B4_multinomial_train_fold1.2	0.9999999999999979	0.973	0.385	38.5%	0.057	23.524%	0.21962	0.967
ATP2B4_multinomial_train_fold1.3	0.9999999999999973	0.968	0.476	47.6%	0.074	25.386%	0.29043	0.964
ATP2B4_multinomial_train_fold1.4	0.9999999999999977	0.967	0.396	39.6%	0.057	25.944%	0.23885	0.957
ATP2B4_multinomial_train_fold1.5	0.9999999999999978	0.974	0.364	36.4%	0.051	23.025%	0.20578	0.967
ATP2B4_multinomial_train_fold1.6	0.999999999999998	0.965	0.41	41.0%	0.065	26.435%	0.23098	0.957
ATP2B4_multinomial_train_fold1.7	0.9999999999999978	0.952	0.463	46.3%	0.068	30.92%	0.25674	0.938
ATP2B4_multinomial_train_fold1.8	0.9999999999999979	0.974	0.401	40.1%	0.056	22.563%	0.23739	0.969
ATP2B4_multinomial_train_fold1.9	0.999999999999998	0.958	0.47	47.0%	0.063	28.741%	0.27061	0.946
ATP2B4_multinomial_train_fold1.10	0.9999999999999981	0.965	0.406	40.6%	0.06	26.308%	0.21999	0.956
ATP2B4_multinomial_train_fold1.11	0.9999999999999971	0.981	0.381	38.1%	0.056	19.487%	0.25162	0.978
ATP2B4_multinomial_train_fold1.12	0.9999999999999978	0.962	0.492	49.2%	0.091	28.923%	0.32101	0.959
ATP2B4_multinomial_train_fold1.13	0.9999999999999976	0.97	0.34	34.0%	0.057	24.125%	0.21693	0.963
ATP2B4_multinomial_train_fold1.14	0.9999999999999976	0.969	0.488	48.8%	0.082	26.986%	0.2802	0.966
ATP2B4_multinomial_train_fold1.15	0.9999999999999972	0.953	0.484	48.4%	0.081	30.715%	0.289	0.945
ATP2B4_multinomial_train_fold1.16	0.9999999999999973	0.962	0.461	46.1%	0.076	27.805%	0.28673	0.955
ATP2B4_multinomial_train_fold1.17	0.9999999999999976	0.967	0.47	47.0%	0.074	26.549%	0.28151	0.963
ATP2B4_multinomial_train_fold1.18	0.9999999999999973	0.968	0.445	44.5%	0.071	25.982%	0.2759	0.963
ATP2B4_multinomial_train_fold1.19	0.9999999999999979	0.962	0.45	45.0%	0.061	27.477%	0.25516	0.952
ATP2B4_multinomial_train_fold1.20	0.9999999999999972	0.977	0.421	42.1%	0.061	22.37%	0.22873	0.973
ATP2B4_multinomial_train_fold1.21	0.9999999999999979	0.966	0.421	42.1%	0.059	25.783%	0.25342	0.957
ATP2B4_multinomial_train_fold1.22	0.999999999999998	0.978	0.357	35.7%	0.052	21.082%	0.2133	0.973
ATP2B4_multinomial_train_fold1.23	0.9999999999999976	0.964	0.539	53.9%	0.093	29.588%	0.32281	0.961
ATP2B4_multinomial_train_fold1.24	0.9999999999999973	0.966	0.472	47.2%	0.073	26.728%	0.29301	0.96
ATP2B4_multinomial_train_fold1.25	0.9999999999999981	0.967	0.398	39.8%	0.058	25.667%	0.23581	0.959
ATP2B4_multinomial_train_fold1.26	0.9999999999999982	0.927	0.516	51.6%	0.087	37.813%	0.29808	0.909
ATP2B4_multinomial_train_fold1.27	0.9999999999999982	0.952	0.47	47.0%	0.072	30.925%	0.22417	0.94
ATP2B4_multinomial_train_fold1.28	0.9999999999999978	0.962	0.411	41.1%	0.065	27.433%	0.21608	0.953
ATP2B4_multinomial_train_fold1.29	0.9999999999999976	0.958	0.535	53.5%	0.091	29.214%	0.34222	0.953
ATP2B4_multinomial_train_fold1.30	0.9999999999999978	0.946	0.46	46.0%	0.07	32.61%	0.26894	0.929
ATP2B4_multinomial_train_fold1.31	0.9999999999999974	0.973	0.468	46.8%	0.082	25.95%	0.25218	0.972
ATP2B4_multinomial_train_fold1.32	0.9999999999999977	0.943	0.508	50.8%	0.074	33.473%	0.29295	0.927
