Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.962	0.264	26.4%	0.035	28.058%	0.06472	0.895
OGG1_0_real_train1	0.9999999999999968	0.998	0.198	19.8%	0.035	8.664%	0.09557	0.998
RNF168_0_real_train1	0.9999999999999989	0.954	0.345	34.5%	0.044	30.297%	0.13498	0.908
UNG_0_real_train1	0.9999999999999982	0.96	0.358	35.8%	0.056	27.916%	0.18177	0.946
ATP2B4_0_real_train1	0.9999999999999971	0.979	0.384	38.4%	0.051	21.111%	0.19434	0.975
ATP2B4_1_real_train1	0.9999999999999967	0.986	0.365	36.5%	0.053	18.967%	0.16494	0.984
MLH1_0_real_train1	0.9999999999999964	0.977	0.251	25.1%	0.043	22.628%	0.05979	0.969
MSH2_0_real_train1	0.999999999999996	0.984	0.22	22.0%	0.038	20.172%	0.05073	0.98
MSH6_0_real_train1	0.9999999999999951	0.991	0.169	16.9%	0.027	14.704%	0.03167	0.988
MSH6_1_real_train1	0.9999999999999969	0.986	0.199	19.9%	0.032	17.215%	0.04548	0.982
PMS1_0_real_train1	0.9999999999999964	0.914	0.454	45.4%	0.094	40.872%	0.28898	0.892
PMS2_0_real_train1	0.9999999999999952	0.819	0.555	55.5%	0.093	57.725%	0.23651	0.672
EXO1_0_dirichlet_train1	0.9999999999999967	0.801	0.715	71.5%	0.1	60.915%	0.45352	0.656
RNF168_0_dirichlet_train1	0.9999999999999989	0.75	0.753	75.3%	0.105	66.865%	0.57581	0.513
RNF168_0_dirichlet_train1.1	0.9999999999999991	0.775	0.805	80.5%	0.115	63.391%	0.60052	0.645
EXO1_0_dirichlet_train1.1	0.9999999999999967	0.783	0.728	72.8%	0.104	62.207%	0.46764	0.621
RNF168_0_dirichlet_train1.2	0.999999999999999	0.771	0.852	85.2%	0.118	63.689%	0.64972	0.65
RNF168_0_dirichlet_train1.3	0.999999999999999	0.693	0.865	86.5%	0.122	72.933%	0.67404	0.447
RNF168_0_dirichlet_train1.4	0.999999999999999	0.833	0.687	68.7%	0.093	55.759%	0.46966	0.717
