Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.957	0.281	28.1%	0.038	30.463%	0.07257	0.881
OGG1_0_real_train1	0.9999999999999968	0.995	0.225	22.5%	0.045	11.139%	0.10723	0.995
RNF168_0_real_train1	0.9999999999999989	0.953	0.348	34.8%	0.044	30.297%	0.14068	0.906
UNG_0_real_train1	0.9999999999999982	0.951	0.406	40.6%	0.063	31.406%	0.21647	0.934
ATP2B4_0_real_train1	0.9999999999999971	0.979	0.388	38.8%	0.051	21.111%	0.19971	0.975
ATP2B4_1_real_train1	0.9999999999999967	0.985	0.342	34.2%	0.049	17.536%	0.1577	0.983
MLH1_0_real_train1	0.9999999999999964	0.981	0.23	23.0%	0.038	19.997%	0.0527	0.973
MSH2_0_real_train1	0.999999999999996	0.988	0.203	20.3%	0.031	16.456%	0.04514	0.983
MSH6_0_real_train1	0.9999999999999951	0.993	0.155	15.5%	0.023	12.525%	0.0313	0.989
MSH6_1_real_train1	0.9999999999999969	0.993	0.16	16.0%	0.023	12.373%	0.04154	0.99
PMS1_0_real_train1	0.9999999999999964	0.917	0.442	44.2%	0.092	40.003%	0.26822	0.895
PMS2_0_real_train1	0.9999999999999952	0.856	0.529	52.9%	0.083	51.518%	0.2215	0.744
EXO1_0_dirichlet_train1	0.9999999999999967	0.803	0.719	71.9%	0.1	60.915%	0.45398	0.664
RNF168_0_dirichlet_train1	0.9999999999999989	0.753	0.754	75.4%	0.105	66.865%	0.57575	0.528
RNF168_0_dirichlet_train1.1	0.9999999999999991	0.783	0.802	80.2%	0.113	62.289%	0.59881	0.66
EXO1_0_dirichlet_train1.1	0.9999999999999967	0.785	0.72	72.0%	0.104	62.207%	0.47347	0.626
RNF168_0_dirichlet_train1.2	0.999999999999999	0.786	0.834	83.4%	0.115	62.07%	0.62159	0.673
RNF168_0_dirichlet_train1.3	0.999999999999999	0.691	0.857	85.7%	0.123	73.531%	0.68462	0.444
RNF168_0_dirichlet_train1.4	0.999999999999999	0.835	0.676	67.6%	0.092	55.16%	0.47423	0.719
RNF168_0_dirichlet_train1.5	0.9999999999999989	0.769	0.744	74.4%	0.106	63.962%	0.56438	0.586
RNF168_0_dirichlet_train1.6	0.999999999999999	0.758	0.826	82.6%	0.121	65.412%	0.622	0.624
RNF168_0_dirichlet_train1.7	0.9999999999999991	0.827	0.717	71.7%	0.1	56.693%	0.47148	0.728
RNF168_0_dirichlet_train1.8	0.9999999999999989	0.721	0.818	81.8%	0.128	69.114%	0.74399	0.558
EXO1_0_dirichlet_train1.2	0.9999999999999964	0.705	0.813	81.3%	0.115	72.115%	0.51302	0.429
EXO1_0_dirichlet_train1.3	0.9999999999999969	0.807	0.67	67.0%	0.095	59.186%	0.39706	0.645
RNF168_0_dirichlet_train1.9	0.9999999999999989	0.787	0.797	79.7%	0.116	61.83%	0.6082	0.678
EXO1_0_dirichlet_train1.4	0.9999999999999969	0.759	0.723	72.3%	0.1	66.501%	0.49377	0.505
EXO1_0_dirichlet_train1.5	0.9999999999999969	0.712	0.76	76.0%	0.115	70.826%	0.49169	0.451
EXO1_0_dirichlet_train1.6	0.9999999999999969	0.793	0.687	68.7%	0.099	60.753%	0.39592	0.624
EXO1_0_dirichlet_train1.7	0.9999999999999969	0.699	0.784	78.4%	0.108	72.857%	0.49822	0.337
EXO1_0_dirichlet_train1.8	0.9999999999999969	0.774	0.694	69.4%	0.099	63.393%	0.47724	0.553
RNF168_0_dirichlet_train1.10	0.9999999999999991	0.701	0.825	82.5%	0.122	71.789%	0.68867	0.469
EXO1_0_dirichlet_train1.9	0.9999999999999969	0.695	0.815	81.5%	0.117	74.414%	0.60195	0.427
RNF168_0_dirichlet_train1.11	0.999999999999999	0.688	0.803	80.3%	0.128	72.822%	0.64799	0.461
RNF168_0_dirichlet_train1.12	0.999999999999999	0.821	0.667	66.7%	0.109	57.809%	0.44957	0.74
EXO1_0_dirichlet_train1.10	0.9999999999999969	0.747	0.75	75.0%	0.104	67.26%	0.4756	0.49
EXO1_0_dirichlet_train1.11	0.9999999999999969	0.757	0.697	69.7%	0.104	65.893%	0.43169	0.538
RNF168_0_dirichlet_train1.13	0.9999999999999989	0.771	0.8	80.0%	0.114	64.099%	0.64305	0.637
RNF168_0_dirichlet_train1.14	0.999999999999999	0.79	0.798	79.8%	0.116	61.71%	0.55077	0.688
RNF168_0_dirichlet_train1.15	0.999999999999999	0.779	0.786	78.6%	0.118	62.969%	0.58343	0.665
RNF168_0_dirichlet_train1.16	0.9999999999999991	0.704	0.754	75.4%	0.134	71.067%	0.66664	0.542
EXO1_0_dirichlet_train1.12	0.9999999999999961	0.786	0.692	69.2%	0.099	62.045%	0.42346	0.603
RNF168_0_dirichlet_train1.17	0.999999999999999	0.757	0.784	78.4%	0.111	65.44%	0.57329	0.581
EXO1_0_dirichlet_train1.13	0.9999999999999968	0.725	0.753	75.3%	0.115	68.754%	0.5006	0.5
RNF168_0_dirichlet_train1.18	0.999999999999999	0.661	0.82	82.0%	0.138	76.196%	0.82702	0.443
EXO1_0_dirichlet_train1.14	0.9999999999999971	0.744	0.781	78.1%	0.111	68.111%	0.53778	0.544
