	0	1	2	3	4	5	6	7	8	9
0	[6.156660012625781, 1.3011706383537343, 48.55489374272046, 0.11428571492433548, 0.0]	[6.155081361024777, 1.3011686107413734, 48.539127502834035, 0.11428571492433548, 0.0]	[6.152582567523817, 1.3010720047782236, 48.51510562745593, 0.2571428716182709, 0.0]	[6.1504968433951515, 1.30024505431041, 48.502517890847415, 0.17142857611179352, 0.0]	[6.158185350185186, 1.3013281193106978, 48.568572308744876, 0.17142857611179352, 0.0]	[6.150872155388818, 1.300733377349713, 48.50138778039104, 0.4285714328289032, 0.0]	[6.147711191842193, 1.3005538329539745, 48.47157358888219, 0.48571428656578064, 0.0]	[6.149584908182769, 1.3009764427001587, 48.4860846548261, 0.48571428656578064, 0.0]	[6.151551707356268, 1.3011255616913386, 48.50426145664929, 0.1428571492433548, 0.0]	[6.148138495457601, 1.3012012793240657, 48.46937216133534, 0.48571428656578064, 0.0]
100	[1.7033433581937385, 0.563411238867413, 11.399321193263257, 0.8571428656578064, 0.0]	[1.1770870136249734, 0.6062204323670567, 5.7086658125791665, 1.0, 0.0]	[1.7384097680957349, 0.5534652994388334, 11.849444686569015, 0.8571428656578064, 0.0]	[1.6575476879431412, 0.5215697960377047, 11.359778919054364, 0.9142857193946838, 0.0]	[1.1498978010461989, 0.6044046608481712, 5.454931401980275, 1.0, 0.0]	[1.7570215917838647, 0.5600034991043032, 11.970180926795615, 0.8571428656578064, 0.0]	[1.708284168186927, 0.5804527105760334, 11.278314576108937, 1.0, 0.0]	[1.171074688707554, 0.5851534749131905, 5.859212137943636, 1.0, 0.0]	[1.7277039397025935, 0.5874855533015856, 11.402183864010079, 0.8571428656578064, 0.0]	[1.6786601124297142, 0.5849240258246476, 10.937360866050666, 1.0, 0.0]
200	[1.5185722546729503, 0.5228611001517611, 9.957111545211891, 0.8857142925262451, 0.0]	[0.9015903837345416, 0.5106158231778948, 3.909745605566468, 1.0, 0.0]	[1.5227355709502026, 0.48798799254918246, 10.3474757840102, 0.8571428656578064, 0.0]	[1.298933600649182, 0.6187904361871973, 6.801431644619847, 1.0, 0.0]	[1.005030333336324, 0.6363982538169848, 3.6863207951933914, 1.0, 0.0]	[0.9424531905555498, 0.5280136017612881, 4.144395887942617, 1.0, 0.0]	[0.9773135576527283, 0.6255827340542262, 3.517308235985021, 1.0, 0.0]	[0.9278602862802514, 0.48313551386882014, 4.4472477241143125, 1.0, 0.0]	[1.2909103932225472, 0.774194455657444, 5.167159375651033, 1.0, 0.0]	[1.0575691244733534, 0.7257834694983282, 3.317856549750252, 1.0, 0.0]
300	[0.9400992991237622, 0.5680751275387257, 3.720241715850365, 1.0, 0.0]	[0.8100116415420033, 0.46914142332809206, 3.408702182139112, 1.0, 0.0]	[1.3799214943533569, 0.47862663134307226, 9.012948630102846, 0.8571428656578064, 0.0]	[0.9105294572697114, 0.6032321868510632, 3.072972704186482, 1.0, 0.0]	[0.8727485946170748, 0.6206949941738505, 2.520536004432243, 1.0, 0.0]	[0.8506715997141803, 0.6042207522530214, 2.4645084746115886, 1.0, 0.0]	[1.0012707570366794, 0.789010664841543, 2.1226009219513653, 1.0, 0.0]	[0.794761781268019, 0.46468370744165954, 3.300780738263594, 1.0, 0.0]	[0.9575835340406349, 0.646317498950199, 3.1126603509043598, 1.0, 0.0]	[0.9346839820708046, 0.6369098745411929, 2.977741075296117, 1.0, 0.0]
400	[0.9287366778788362, 0.74867574478404, 1.8006093309479614, 1.0, 0.0]	[0.9669705307829379, 0.7409139450971508, 2.2605658568578715, 1.0, 0.0]	[1.2739870459555873, 0.4858612086280216, 7.881258373275656, 0.8571428656578064, 0.0]	[0.7979534397578951, 0.5684425829559878, 2.295108568019073, 1.0, 0.0]	[0.951098286695934, 0.7846706103254036, 1.664276763705303, 1.0, 0.0]	[0.7728136869600467, 0.5777523991444593, 1.950612878155874, 1.0, 0.0]	[0.9835511938648338, 0.8172750304849833, 1.6627616337985045, 1.0, 0.0]	[0.8888951698830518, 0.6687861435930427, 2.2010902629000917, 1.0, 0.0]	[0.8017393494621493, 0.5842290315097698, 2.1751031795237954, 1.0, 0.0]	[0.8253974716309838, 0.591901947690488, 2.334955239404957, 1.0, 0.0]
500	[0.9489518091979028, 0.8070403122768934, 1.419114969210094, 1.0, 0.0]	[0.9486987996792771, 0.7595338507653526, 1.8916494891392448, 1.0, 0.0]	[0.9266289729258472, 0.5059693889110404, 4.2065958401480685, 1.0, 0.0]	[0.8150479272325422, 0.5311931358076015, 2.838547914249407, 1.0, 0.0]	[0.9412077037621173, 0.8025013634972626, 1.387063402648546, 1.0, 0.0]	[0.9357617163033112, 0.816103257656557, 1.196584586467541, 1.0, 0.0]	[0.963277950915836, 0.823170096576424, 1.401078543394119, 1.0, 0.0]	[0.9405645698230436, 0.7608620218045958, 1.7970254801844776, 1.0, 0.0]	[0.7339974886334908, 0.555383284417289, 1.7861420421620182, 1.0, 0.0]	[0.7518245751311307, 0.5597794326808891, 1.9204514245024153, 1.0, 0.0]
600	[0.935965716556564, 0.8144261485468179, 1.2153956800974612, 1.0, 0.0]	[0.932813739112594, 0.7695598979193047, 1.6325384119328934, 1.0, 0.0]	[0.7069856872362194, 0.46495728636840106, 2.4202840086781827, 1.0, 0.0]	[0.7791068858899758, 0.5181951923686302, 2.609116935213456, 1.0, 0.0]	[0.9296128778258961, 0.8091048405893368, 1.2050803723655916, 1.0, 0.0]	[0.9267788636193076, 0.8232249279633937, 1.0355393565591389, 1.0, 0.0]	[0.9453923944713907, 0.8229097897052685, 1.2248260476612214, 1.0, 0.0]	[0.9246669950430595, 0.7700254786452438, 1.5464151639781565, 1.0, 0.0]	[0.6879729571098459, 0.5344812202313476, 1.5349173687849826, 1.0, 0.0]	[0.7003869211035091, 0.5362612599991647, 1.6412566110434434, 1.0, 0.0]
700	[0.9220253340919088, 0.8138742347174296, 1.0815109937447922, 1.0, 0.0]	[0.9190926026577676, 0.7747163407632044, 1.4437626189456316, 1.0, 0.0]	[0.6500855778266285, 0.45581905124041205, 1.9426652658621641, 1.0, 0.0]	[0.7502892156608606, 0.5078523344713757, 2.4243688118948494, 1.0, 0.0]	[0.9184198184085148, 0.8107518256660681, 1.0766799274244678, 1.0, 0.0]	[0.9116098818965347, 0.8190620751296241, 0.9254780676691051, 1.0, 0.0]	[0.9302703744319184, 0.8201470060355659, 1.1012336839635248, 1.0, 0.0]	[0.9111584092234285, 0.774755666845858, 1.3640274237757053, 1.0, 0.0]	[0.6506705166211351, 0.5156895993880944, 1.3498091723304055, 1.0, 0.0]	[0.6637047291697461, 0.5181465011675274, 1.4555822800221874, 1.0, 0.0]
800	[0.9095287444542716, 0.8110871879010192, 0.9844155655325237, 1.0, 0.0]	[0.9070503790068781, 0.7769991326716876, 1.3005124633519052, 1.0, 0.0]	[0.6178949470949727, 0.44926894361653164, 1.686260034784411, 1.0, 0.0]	[0.7271532221696801, 0.49967859736542436, 2.2747462480425584, 1.0, 0.0]	[0.90822500000198, 0.8095525135700343, 0.9867248643194575, 1.0, 0.0]	[0.8989628091223151, 0.814510021112109, 0.8445278801020601, 1.0, 0.0]	[0.917176521461738, 0.8164642426541703, 1.007122788075677, 1.0, 0.0]	[0.8994369268699608, 0.7768323167830945, 1.226046100868663, 1.0, 0.0]	[0.6232301463344143, 0.501909968100377, 1.2132017823403722, 1.0, 0.0]	[0.6360704775236872, 0.5053552916168396, 1.3071518590684765, 1.0, 0.0]
900	[0.898298807292687, 0.807204321599609, 0.9109448569307802, 1.0, 0.0]	[0.8963394897636694, 0.7774897857151725, 1.1884970404849686, 1.0, 0.0]	[0.6656313328300382, 0.42017596399015394, 2.454553688398842, 1.0, 0.0]	[0.708258199576014, 0.4931487402963197, 2.151094592796943, 1.0, 0.0]	[0.8984906634961365, 0.8073500645102766, 0.9114059898585993, 1.0, 0.0]	[0.8881345380355161, 0.8098831970196968, 0.7825134101581925, 1.0, 0.0]	[0.9056843843267376, 0.8123603511355967, 0.9332403319114093, 1.0, 0.0]	[0.8891073864790549, 0.7772357754737602, 1.1187161100529466, 1.0, 0.0]	[0.6025389221890861, 0.49150927294750474, 1.1102964924158139, 1.0, 0.0]	[0.6127090879151403, 0.49446813952051105, 1.1824094839462926, 1.0, 0.0]
