Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.961	0.273	27.3%	0.037	29.662%	0.07401	0.901
OGG1_0_real_train1	0.9999999999999968	0.998	0.19	19.0%	0.034	8.416%	0.08683	0.998
RNF168_0_real_train1	0.9999999999999989	0.959	0.331	33.1%	0.041	28.231%	0.12629	0.918
UNG_0_real_train1	0.9999999999999982	0.968	0.315	31.5%	0.05	24.925%	0.14415	0.957
ATP2B4_0_real_train1	0.9999999999999971	0.982	0.346	34.6%	0.046	19.041%	0.17148	0.978
ATP2B4_1_real_train1	0.9999999999999967	0.993	0.262	26.2%	0.035	12.526%	0.12072	0.992
MLH1_0_real_train1	0.9999999999999964	0.984	0.187	18.7%	0.034	17.892%	0.03722	0.978
MSH2_0_real_train1	0.999999999999996	0.993	0.141	14.1%	0.023	12.209%	0.02985	0.99
MSH6_0_real_train1	0.9999999999999951	0.987	0.156	15.6%	0.03	16.337%	0.03166	0.981
MSH6_1_real_train1	0.9999999999999969	0.987	0.17	17.0%	0.03	16.139%	0.04355	0.981
PMS1_0_real_train1	0.9999999999999964	0.955	0.385	38.5%	0.068	29.567%	0.17166	0.944
PMS2_0_real_train1	0.9999999999999952	0.931	0.265	26.5%	0.06	37.242%	0.08605	0.885
EXO1_0_multinomial_train1	0.9999999999999962	0.947	0.319	31.9%	0.043	33.759%	0.09503	0.864
RNF168_0_multinomial_train1	0.999999999999999	0.902	0.509	50.9%	0.066	43.19%	0.26903	0.816
RNF168_0_multinomial_train1.1	0.999999999999999	0.904	0.55	55.0%	0.072	42.793%	0.32538	0.845
EXO1_0_multinomial_train1.1	0.9999999999999961	0.946	0.32	32.0%	0.043	33.363%	0.10137	0.862
RNF168_0_multinomial_train1.2	0.9999999999999989	0.894	0.537	53.7%	0.074	44.898%	0.3134	0.822
RNF168_0_multinomial_train1.3	0.9999999999999989	0.891	0.544	54.4%	0.072	45.574%	0.34179	0.804
RNF168_0_multinomial_train1.4	0.999999999999999	0.937	0.44	44.0%	0.057	35.098%	0.22529	0.896
RNF168_0_multinomial_train1.5	0.999999999999999	0.879	0.534	53.4%	0.074	47.952%	0.29071	0.773
RNF168_0_multinomial_train1.6	0.9999999999999989	0.898	0.545	54.5%	0.075	44.533%	0.3021	0.838
RNF168_0_multinomial_train1.7	0.9999999999999991	0.889	0.532	53.2%	0.069	45.936%	0.27939	0.781
RNF168_0_multinomial_train1.8	0.999999999999999	0.913	0.488	48.8%	0.064	40.756%	0.26981	0.845
EXO1_0_multinomial_train1.2	0.999999999999996	0.943	0.345	34.5%	0.045	34.033%	0.11692	0.862
EXO1_0_multinomial_train1.3	0.9999999999999962	0.935	0.35	35.0%	0.047	36.752%	0.11955	0.832
