	0	1	2	3	4	5	6	7	8	9
0	[284.1160978690931, 8.154766382115993, 2759.613314869771, 0.25, 0.0]	[284.15839315213964, 8.162349433496084, 2759.9604371864352, 0.2541666626930237, 0.0]	[284.14411707190504, 8.165087480219011, 2759.79029591686, 0.25, 0.0]	[284.14215765553473, 8.160314307661704, 2759.8184334787306, 0.24916666746139526, 0.0]	[284.1506792653164, 8.163476326468448, 2759.872029388479, 0.25, 0.0]	[284.14725050736183, 8.160291272695707, 2759.869592346661, 0.25, 0.0]	[284.1836122793177, 8.168250935651278, 2760.1536134366643, 0.25, 0.0]	[284.135566576274, 8.158326064447113, 2759.7724051182686, 0.24916666746139526, 0.0]	[284.1225696714202, 8.146133672505583, 2759.7643599891458, 0.2549999952316284, 0.0]	[284.0755394732771, 8.147612306371972, 2759.2792716690515, 0.24916666746139526, 0.0]
100	[95.98108003384147, 7.139397532071632, 888.4168250176983, 0.8675000071525574, 0.0]	[82.3453383372475, 10.983172749775306, 713.6216558747219, 0.8733333349227905, 0.0]	[184.66392213631195, 18.962269208331918, 1657.0165292798001, 0.5975000262260437, 0.0]	[92.5809930624551, 8.631677269297985, 839.4931579315711, 0.8383333086967468, 0.0]	[99.01122872435731, 6.707872380765902, 923.033563435914, 0.8141666650772095, 0.0]	[62.95747652732591, 4.685915801005169, 582.7156072632074, 0.9291666746139526, 0.0]	[140.83456478919885, 7.882149331805579, 1329.5241545739327, 0.8075000047683716, 0.0]	[55.9856292980338, 17.536648164215432, 384.4898113381837, 0.9466666579246521, 0.0]	[79.05497371833597, 6.015508793700658, 730.3946492463531, 0.8791666626930237, 0.0]	[137.00812192082802, 6.079396767983276, 1309.2872515284473, 0.7708333134651184, 0.0]
200	[69.20678304595005, 6.058703976029702, 631.4807906992035, 0.8799999952316284, 0.0]	[74.845375196399, 9.637612590618078, 652.0776260578093, 0.8833333253860474, 0.0]	[215.48977753554792, 17.033117661720773, 1984.5665987382713, 0.4483333230018616, 0.0]	[62.56912088496044, 4.947288700338626, 576.2183218462181, 0.9016666412353516, 0.0]	[54.7441238878843, 6.564434881404162, 481.79689006480135, 0.8833333253860474, 0.0]	[47.96370421967171, 4.672107970002857, 432.9159624966885, 0.9416666626930237, 0.0]	[86.70665267273006, 5.326043814795135, 813.8060885793493, 0.8833333253860474, 0.0]	[66.17056979494086, 19.936203977932266, 462.3436581700859, 0.9608333110809326, 0.0]	[70.55328769364839, 5.8952013713675, 646.5808632228088, 0.8475000262260437, 0.0]	[85.44752491123333, 6.314345709095516, 791.3317920213781, 0.8266666531562805, 0.0]
300	[45.88010780577052, 7.242987900569095, 386.3711990520142, 0.9599999785423279, 0.0]	[75.98548825877323, 9.452976586567129, 665.325116722061, 0.9166666865348816, 0.0]	[74.66487069273812, 4.79733743571146, 698.6753325702666, 0.800000011920929, 0.0]	[54.06352752509279, 5.043342944663734, 490.2018458042905, 0.9208333492279053, 0.0]	[58.20508126300015, 11.164494773609402, 470.4058648939075, 0.940833330154419, 0.0]	[42.97737888669944, 4.748817119600597, 382.2856176709884, 0.9466666579246521, 0.0]	[136.76395565144455, 8.57462659842847, 1281.8932905301608, 0.9150000214576721, 0.0]	[40.70248307899207, 22.196852354805625, 185.05630724186443, 0.9758333563804626, 0.0]	[58.8553805044349, 6.32232931915448, 525.3305118528042, 0.8958333134651184, 0.0]	[53.049188768775274, 4.762807697733168, 482.86381071042103, 0.9800000190734863, 0.0]
400	[41.69818049623827, 7.593588973454153, 341.0459152278412, 0.9641666412353516, 0.0]	[49.35992917131626, 10.513299961850946, 388.4662920946531, 0.8991666436195374, 0.0]	[69.08226630584687, 5.116711170413357, 639.6555513543351, 0.8349999785423279, 0.0]	[50.935197630652574, 5.05129027741689, 458.8390735323568, 0.9191666841506958, 0.0]	[43.87902533485784, 10.462535742106274, 334.16489592751566, 0.9300000071525574, 0.0]	[52.63499773667746, 10.498958137825111, 421.36039598852346, 0.9558333158493042, 0.0]	[49.327613781813795, 4.435896203761295, 448.917175780525, 0.9258333444595337, 0.0]	[41.34392558928347, 24.293755577398503, 170.50170011884964, 0.9833333492279053, 0.0]	[52.66910906984175, 5.991054352447917, 466.7805471739383, 0.9166666865348816, 0.0]	[43.732465439318624, 4.680747694810321, 390.517177445083, 0.9858333468437195, 0.0]
500	[37.237554374224516, 7.86173302939177, 293.75821344832747, 0.9666666388511658, 0.0]	[175.43580182962432, 12.941525494361045, 1624.9427633526327, 0.8433333039283752, 0.0]	[63.85728038409406, 5.202377141201137, 586.5490324289292, 0.8333333134651184, 0.0]	[45.132516423596, 4.816805914145987, 403.15710509450014, 0.9125000238418579, 0.0]	[38.81691859417477, 11.546639035440606, 272.70279558734165, 0.9574999809265137, 0.0]	[42.49701313448325, 4.690458920480649, 378.06554214002597, 0.95333331823349, 0.0]	[59.065031103964635, 5.037185129995234, 540.278459739694, 0.9166666865348816, 0.0]	[43.566105391313464, 23.9337986997511, 196.3230669156236, 0.9783333539962769, 0.0]	[58.25148685274703, 9.06177838908961, 491.89708463657416, 0.9141666889190674, 0.0]	[37.495547045095456, 4.348549393437879, 331.4699765165758, 0.9800000190734863, 0.0]
600	[35.0069320898735, 7.961682930631414, 270.45249159242087, 0.9700000286102295, 0.0]	[98.60901034203708, 11.606556838500769, 870.0245350353631, 0.7366666793823242, 0.0]	[59.56241564900268, 4.873136645223964, 546.8927900377871, 0.8500000238418579, 0.0]	[45.11286658177669, 5.074112016710761, 400.38754565065926, 0.9241666793823242, 0.0]	[27.53478871823802, 13.162557748283355, 143.72230969954663, 0.9674999713897705, 0.0]	[35.71045430565481, 4.567084579813234, 311.4336972584157, 0.9583333134651184, 0.0]	[59.805534945727835, 5.7926710447915175, 540.1286390093632, 0.9483333230018616, 0.0]	[35.83176309759878, 23.57830365712023, 122.53459440478547, 0.9908333420753479, 0.0]	[49.071922139966475, 6.118527982266518, 429.5339415769995, 0.8675000071525574, 0.0]	[34.786892914365964, 4.145065634892777, 306.4182727947319, 0.9900000095367432, 0.0]
700	[41.20157743297505, 8.307489170046573, 328.9408826292848, 0.9733333587646484, 0.0]	[155.26780750616098, 15.255910470209152, 1400.1189703595182, 0.7900000214576721, 0.0]	[61.4183359192334, 4.834358079116196, 565.839778401172, 0.846666693687439, 0.0]	[45.44291198790786, 5.168855050305569, 402.7405693760229, 0.925000011920929, 0.0]	[25.966659694460343, 13.257680208180815, 127.08979486279527, 0.9683333039283752, 0.0]	[34.42303341216639, 4.610817429719253, 298.12215982447134, 0.9858333468437195, 0.0]	[41.356805747426534, 4.529977517503447, 368.26828229923086, 0.9458333253860474, 0.0]	[34.47794966523683, 21.048805884243162, 134.29143780993667, 0.987500011920929, 0.0]	[24.70389209002891, 8.942902653635803, 157.60989436393106, 0.965833306312561, 0.0]	[33.733428075046966, 4.122717602178178, 296.1071047286879, 0.9908333420753479, 0.0]
800	[36.47328126884711, 7.860165202216863, 286.13116066630243, 0.9725000262260437, 0.0]	[89.90794334749775, 8.119481238630682, 817.8846210886705, 0.8083333373069763, 0.0]	[59.9419167139812, 4.858043923829216, 550.8387279015199, 0.8475000262260437, 0.0]	[42.46664578400533, 4.887883667263436, 375.78762116741893, 0.925000011920929, 0.0]	[25.755139247220985, 13.765148793846162, 119.89990453374823, 0.9591666460037231, 0.0]	[33.59264043015889, 4.6215056354639525, 289.71134794694933, 0.9933333396911621, 0.0]	[39.459869742304896, 4.55001850508076, 349.0985123722414, 0.9466666579246521, 0.0]	[33.99229220998233, 19.988237471604457, 140.04054738377872, 0.9858333468437195, 0.0]	[21.53428781762196, 10.025063852670556, 115.092239649514, 0.9641666412353516, 0.0]	[33.44310264095652, 4.142552269130571, 293.00550371825943, 0.9900000095367432, 0.0]
900	[34.469628407962425, 7.903081768595783, 265.6654663936664, 0.9733333587646484, 0.0]	[53.53021337090651, 8.184377779425635, 453.45835591480875, 0.8358333110809326, 0.0]	[56.616252716166976, 4.621896335244924, 519.9435638092204, 0.8349999785423279, 0.0]	[43.705978352664445, 4.976369881761335, 387.29608470903105, 0.925000011920929, 0.0]	[26.981707313841788, 13.581831082245602, 133.99876231596187, 0.9524999856948853, 0.0]	[35.55124502134769, 4.954529545468127, 305.96715475879563, 0.9900000095367432, 0.0]	[47.30536378240713, 5.436959974708801, 418.68403807698326, 0.9491666555404663, 0.0]	[34.07873103291682, 20.208129548190556, 138.70601484726268, 0.9833333492279053, 0.0]	[18.974434908277132, 9.85940194352328, 91.15032964753854, 0.9691666960716248, 0.0]	[34.562074339530895, 4.79616121280588, 297.65913126725013, 0.9850000143051147, 0.0]
