Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
EXO1_0_real_train1	3.06e-322	0.857609986747553	2.7207030518529638e-241	0.0009614867531114571	0.08425887685537235	0.05652188847284145	0.0006477611711218396	1.04e-321
OGG1_0_real_train1	0.03260580856237414	2.036e-321	1.8370969826485716e-160	1.4210036022385297e-245	0.15312846977017916	1.6314889178409991e-09	0.8142657200359579	6.198477020138026e-240
RNF168_0_real_train1	2.9e-322	0.7296625201562945	0.025074108303422785	0.026165731773896854	0.2084130272369261	0.01068461252945976	1.3861468192177643e-165	1.566e-321
UNG_0_real_train1	8.799782872659495e-232	1.0783497832111794e-116	0.10268099553264638	0.8359993387683319	3.147629768955491e-82	1.22e-321	0.061319665699021725	4.8361781704343156e-95
ATP2B4_0_real_train1	2.39e-321	9.813005757480905e-106	0.1063171871282948	0.2878065331723813	0.6058762026148141	7.708450973397414e-08	3.0990093502637597e-77	5.9792132883646614e-176
ATP2B4_1_real_train1	0.050170726974514045	2.0906971769806365e-200	0.03040499565342264	0.03438711918743118	0.7261058931903778	0.15893126499425436	4.0084146929932504e-143	1.5818256493145017e-141
MLH1_0_real_train1	0.6802495232884511	0.19737341057841543	0.07945448008315843	0.03161199912096744	1.0509554845040984e-89	0.0007108483324399635	0.010599738596567666	1.4788216921611617e-18
MSH2_0_real_train1	0.5712217294510742	4.8039840497264725e-34	0.06699502418729258	0.09065059358528746	0.02781222047715951	0.0037707119137032428	6.563636927947803e-192	0.23954972038548303
MSH6_0_real_train1	0.6402497661594537	0.0001085452958645959	0.20249083885588778	0.043381743977666684	0.04721762064395125	5.519811913760471e-85	1.0520916976124548e-19	0.0665514850671761
MSH6_1_real_train1	0.6074436457790584	8.437581176439923e-33	0.1930267203211352	1.9428096182469196e-55	0.049673823511448466	1.83e-321	0.012828930032804184	0.13702688035555377
PMS1_0_real_train1	0.06675746403652495	2.1453685018706134e-269	3.444e-321	3.682526465233938e-64	9.852013988772979e-141	0.9161333802076772	0.017109155755797748	4.667554246564961e-233
PMS2_0_real_train1	0.055409311511486495	6.2901546460344474e-145	0.8592242738645061	0.0206592068450623	0.04284559596513791	0.009391533657715272	0.012470078156091866	2.2431488302295004e-90
EXO1_0_multinomial_train1	3.1e-322	0.8851898250389265	1.972457139363231e-106	0.0022770195189801574	0.07369927954652004	3.399280590657118e-49	0.03883387589557319	1.057e-321
EXO1_0_multinomial_train1.1	6.13e-322	0.8311155324699019	1.8533467766396821e-66	0.05410485854333327	0.05809151681439879	0.05668809217236605	1.7541447643843e-309	1.393e-321
EXO1_0_multinomial_train1.2	3e-322	0.8521562850727712	0.004349743871038983	5.1526655512616863e-23	8.917583261494194e-08	0.11700462073839622	0.026489261141961092	1.042e-321
EXO1_0_multinomial_train1.3	2.87e-322	0.8281783040955619	3.33e-321	0.07126970903005116	0.06913423736236785	0.008475841540231732	0.022941907971787447	1.31e-321
EXO1_0_multinomial_train1.4	3.2e-322	0.8647918704123558	3.666e-321	0.019056075854908542	1.2393351674924518e-13	0.07740316907709964	0.038748884655511975	1.097e-321
EXO1_0_multinomial_train1.5	3e-322	0.7959435447305835	3.473e-321	0.046675357528426796	0.021403640019380863	0.13597745772160882	5.52107e-318	1.02e-321
EXO1_0_multinomial_train1.6	6.27e-322	0.9025880409939989	1.011557223396002e-206	1.1198160714705672e-244	0.018930351905180186	1.5133518796046959e-92	0.07848160710082075	1.413e-321
EXO1_0_multinomial_train1.7	3.2e-322	0.8611419384256205	2.747e-321	0.014712157305692223	3.1841146806062196e-23	0.09268764389257969	0.03145826037610751	1.097e-321
EXO1_0_multinomial_train1.8	2.9e-322	0.8540131173330796	0.017844220376463462	1.3242483599534812e-27	1.0150361319149051e-23	0.09319403121191244	0.03494863107854463	1.33e-321
EXO1_0_multinomial_train1.9	2.9e-322	0.8798279612797801	2.05e-321	0.0054303398282094135	0.05818624018553295	0.05655545870647755	1.1563766181330709e-74	9.93e-322
EXO1_0_multinomial_train1.10	2.96e-322	0.8222854972544932	8.462546383998499e-106	0.0531701389766893	1.928038679384568e-62	0.08388948706462432	0.04065487670419305	1.344e-321
EXO1_0_multinomial_train1.11	3.16e-322	0.7904133691055031	3.62e-321	0.0041177200590248805	0.04694460644287441	0.15162171097706234	0.006902593415535064	1.433e-321
EXO1_0_multinomial_train1.12	3.16e-322	0.8238217396049448	1.489799164895789e-279	2.4582466789575313e-185	0.106906297631174	0.06429016100301164	0.0049818017608695	1.077e-321
EXO1_0_multinomial_train1.13	3.2e-322	0.7751401521888481	0.05581227688276448	0.06482603445717196	0.07012537566074022	0.034096160810475194	1.5802238555168087e-100	1.07e-321
EXO1_0_multinomial_train1.14	3.1e-322	0.8573632341513558	7.94005482805249e-178	2.7632702515952914e-06	0.015817798314470808	0.10598352556001496	0.020832678703906846	1.06e-321
EXO1_0_multinomial_train1.15	5.93e-322	0.8666840878432096	1.2521963623831891e-136	0.04370556690421361	0.0637040842924415	0.025906260960135232	2.4599236800659854e-52	1.354e-321
EXO1_0_multinomial_train1.16	3e-322	0.8931986228969444	4.5437866868083e-134	3.3712547724288697e-77	0.10680137710305555	7.44426983057935e-35	1.963664112560573e-35	1.03e-321
EXO1_0_multinomial_train1.17	5.73e-322	0.8782862449135477	7.096679154165064e-143	0.03535899175498103	0.046540700496713744	0.03981406283475769	1.926422126093668e-17	1.31e-321
EXO1_0_multinomial_train1.18	3.26e-322	0.8259160602532819	2.3697568992492863e-110	2.132432899666042e-132	0.11906210918366289	0.044082024885209736	0.010939805677845627	1.107e-321
EXO1_0_multinomial_train1.19	2.9e-322	0.8951666417540284	2.45e-321	5.811821120493072e-31	0.07870080962952467	0.009562471560010562	0.01657007705643652	9.93e-322
EXO1_0_multinomial_train1.20	3.06e-322	0.8687181959203848	3.03e-321	0.007058522493519476	1.0257857486195306e-08	0.0662460469607127	0.05797722436752536	1.042e-321
EXO1_0_multinomial_train1.21	6.13e-322	0.9069107562273463	2.16e-321	1.1108691921892542e-109	0.02708266824593399	0.02994614224919344	0.036060433277526276	1.403e-321
EXO1_0_multinomial_train1.22	5.83e-322	0.7944510843863735	5.254806781033026e-245	0.023942443402018038	0.02351685101266536	0.1416287401392236	0.01646088105971962	1.314e-321
EXO1_0_multinomial_train1.23	3.26e-322	0.7855712717096752	8.147809030694977e-242	0.09683268909100687	0.028914772019644326	0.08709990770181852	0.0015813594778550444	1.1e-321
EXO1_0_multinomial_train1.24	2.9e-322	0.8819217629275441	5.509520339699547e-196	0.05052266872878316	6.1747851667495195e-06	0.010602533068879655	0.056946860489626334	1.314e-321
EXO1_0_multinomial_train1.25	3e-322	0.8371534891485741	9.523594588050492e-32	0.012900238267872052	0.03746636018788736	0.11247991239566647	2.7433866730170253e-181	1.38e-321
EXO1_0_multinomial_train1.26	2.9e-322	0.8488365883892576	2.546154331476246e-09	0.025556564873751308	0.07015698343476987	0.05544986075606682	5.561036925506536e-271	1.324e-321
EXO1_0_multinomial_train1.27	3.06e-322	0.8742169168429336	3.54e-321	0.07347331708353148	0.02174558549481301	2.8050929246689205e-23	0.030564180578721928	1.057e-321
EXO1_0_multinomial_train1.28	5.4e-322	0.8307779888308808	8.262244753185446e-144	0.025604916306218934	0.028291098371003222	0.11532599649189702	6.269983907e-315	1.225e-321
EXO1_0_multinomial_train1.29	2.9e-322	0.8602712734244355	5.2840323249160195e-99	5.4856806623776206e-95	0.017849667872203996	0.12187905870336044	4.927568250206959e-192	1.013e-321
EXO1_0_multinomial_train1.30	3.1e-322	0.8976623828785399	3.44e-321	1.5409690646337325e-185	0.06919977706901363	7.634647147227465e-38	0.033137840052446334	1.393e-321
EXO1_0_multinomial_train1.31	3.1e-322	0.8785238117494314	6.549732348777754e-103	0.011010941149553201	0.05930368105118416	0.04313801363549445	0.008023552414336827	1.06e-321
EXO1_0_multinomial_train1.32	2.9e-322	0.8905301212859482	2.479325355078645e-237	0.044288414220813824	0.01720589354771008	4.021706598353197e-34	0.04797557094552799	1e-321
EXO1_0_multinomial_train1.33	2.77e-322	0.8644423804837194	1.349369522070317e-217	1.9970293545891095e-179	9.458040477564968e-18	0.08089512513748068	0.054662494378799956	1.26e-321
EXO1_0_multinomial_train1.34	3e-322	0.8192445980796939	3.47e-321	0.049641221907961705	0.059909151634515	0.06277077914071352	0.008434249237115932	1.03e-321
EXO1_0_multinomial_train1.35	6.27e-322	0.8311783877889801	3.094242993222789e-203	0.032695858860255854	0.10426247139761678	0.03186328195314737	6.008286423147498e-32	1.413e-321
EXO1_0_multinomial_train1.36	3.2e-322	0.8460339758422377	2.654227088438628e-187	1.8803703982513585e-178	0.06463175701558736	0.08504873982405621	0.004285527318118716	1.1e-321
EXO1_0_multinomial_train1.37	6.1e-322	0.8369594354914318	3.834e-321	1.0536107095009214e-53	0.12124734548765743	0.040191974396308706	0.00160124462460209	1.374e-321
EXO1_0_multinomial_train1.38	2.96e-322	0.8874820399413599	0.00010010264573667539	1.4702052497785397e-115	0.1007079103970551	0.011709947015848309	4.358312893476449e-248	1.003e-321
EXO1_0_multinomial_train1.39	3.1e-322	0.8833265524030168	8.253808602945635e-114	1.9231612985369325e-34	0.10464533818255671	0.012028109414426436	3.8825918018659895e-68	1.047e-321
EXO1_0_multinomial_train1.40	3.16e-322	0.7390291731553915	0.035086936776488616	0.05290629545650517	0.07125629705302065	0.101721297558594	3.9414580549648365e-156	1.077e-321
