Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.959	0.278	27.8%	0.038	30.463%	0.07396	0.898
OGG1_0_real_train1	0.9999999999999968	0.999	0.15	15.0%	0.023	5.694%	0.06826	0.999
RNF168_0_real_train1	0.9999999999999989	0.956	0.34	34.0%	0.043	29.608%	0.13313	0.911
UNG_0_real_train1	0.9999999999999982	0.963	0.328	32.8%	0.054	26.919%	0.15118	0.95
ATP2B4_0_real_train1	0.9999999999999971	0.982	0.349	34.9%	0.048	19.869%	0.166	0.978
ATP2B4_1_real_train1	0.9999999999999967	0.978	0.416	41.6%	0.069	24.693%	0.19153	0.978
MLH1_0_real_train1	0.9999999999999964	0.987	0.176	17.6%	0.031	16.313%	0.0295	0.981
MSH2_0_real_train1	0.999999999999996	0.992	0.145	14.5%	0.025	13.271%	0.02637	0.989
MSH6_0_real_train1	0.9999999999999951	0.994	0.12	12.0%	0.02	10.892%	0.01863	0.992
MSH6_1_real_train1	0.9999999999999969	0.993	0.146	14.6%	0.022	11.835%	0.0331	0.99
PMS1_0_real_train1	0.9999999999999964	0.982	0.265	26.5%	0.044	19.132%	0.10452	0.978
PMS2_0_real_train1	0.9999999999999952	0.801	0.586	58.6%	0.098	60.829%	0.25076	0.644
EXO1_0_multinomial_train1	0.9999999999999962	0.945	0.312	31.2%	0.043	33.759%	0.09446	0.86
RNF168_0_multinomial_train1	0.999999999999999	0.9	0.507	50.7%	0.067	43.844%	0.27626	0.812
RNF168_0_multinomial_train1.1	0.999999999999999	0.894	0.553	55.3%	0.075	44.576%	0.33466	0.827
EXO1_0_multinomial_train1.1	0.9999999999999961	0.943	0.324	32.4%	0.044	34.139%	0.10167	0.855
RNF168_0_multinomial_train1.2	0.9999999999999989	0.893	0.55	55.0%	0.074	44.898%	0.32717	0.819
RNF168_0_multinomial_train1.3	0.9999999999999989	0.889	0.546	54.6%	0.072	45.574%	0.34683	0.8
RNF168_0_multinomial_train1.4	0.999999999999999	0.932	0.453	45.3%	0.059	36.329%	0.23034	0.887
RNF168_0_multinomial_train1.5	0.999999999999999	0.871	0.556	55.6%	0.076	49.248%	0.30274	0.755
RNF168_0_multinomial_train1.6	0.9999999999999989	0.893	0.563	56.3%	0.077	45.721%	0.31282	0.827
RNF168_0_multinomial_train1.7	0.9999999999999991	0.873	0.555	55.5%	0.073	48.599%	0.29928	0.749
RNF168_0_multinomial_train1.8	0.999999999999999	0.91	0.489	48.9%	0.065	41.393%	0.27751	0.838
EXO1_0_multinomial_train1.2	0.999999999999996	0.943	0.342	34.2%	0.045	34.033%	0.11605	0.861
EXO1_0_multinomial_train1.3	0.9999999999999962	0.93	0.358	35.8%	0.049	38.316%	0.12031	0.821
RNF168_0_multinomial_train1.9	0.999999999999999	0.885	0.529	52.9%	0.07	46.351%	0.29797	0.776
EXO1_0_multinomial_train1.4	0.9999999999999966	0.932	0.339	33.9%	0.048	37.89%	0.1099	0.825
EXO1_0_multinomial_train1.5	0.9999999999999964	0.936	0.361	36.1%	0.047	36.801%	0.11522	0.836
EXO1_0_multinomial_train1.6	0.999999999999996	0.935	0.372	37.2%	0.047	35.94%	0.12491	0.839
EXO1_0_multinomial_train1.7	0.9999999999999961	0.926	0.371	37.1%	0.05	39.646%	0.1241	0.808
EXO1_0_multinomial_train1.8	0.999999999999996	0.932	0.354	35.4%	0.049	38.182%	0.11233	0.836
RNF168_0_multinomial_train1.10	0.9999999999999989	0.895	0.536	53.6%	0.07	44.601%	0.31843	0.812
EXO1_0_multinomial_train1.9	0.9999999999999964	0.938	0.332	33.2%	0.046	35.389%	0.11848	0.839
RNF168_0_multinomial_train1.11	0.9999999999999988	0.887	0.506	50.6%	0.069	46.132%	0.28438	0.775
RNF168_0_multinomial_train1.12	0.999999999999999	0.909	0.48	48.0%	0.067	41.776%	0.25962	0.843
EXO1_0_multinomial_train1.10	0.9999999999999959	0.915	0.404	40.4%	0.054	42.036%	0.13993	0.78
EXO1_0_multinomial_train1.11	0.9999999999999963	0.94	0.327	32.7%	0.045	35.196%	0.11881	0.849
RNF168_0_multinomial_train1.13	0.9999999999999989	0.901	0.51	51.0%	0.063	43.52%	0.28827	0.791
RNF168_0_multinomial_train1.14	0.999999999999999	0.906	0.508	50.8%	0.066	42.099%	0.31269	0.83
RNF168_0_multinomial_train1.15	0.9999999999999989	0.883	0.54	54.0%	0.071	46.79%	0.28154	0.774
RNF168_0_multinomial_train1.16	0.9999999999999989	0.895	0.528	52.8%	0.07	44.381%	0.29245	0.812
EXO1_0_multinomial_train1.12	0.9999999999999957	0.932	0.351	35.1%	0.05	37.705%	0.12961	0.838
RNF168_0_multinomial_train1.17	0.999999999999999	0.917	0.499	49.9%	0.065	40.107%	0.24609	0.858
EXO1_0_multinomial_train1.13	0.9999999999999964	0.918	0.399	39.9%	0.054	41.748%	0.14461	0.798
