Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
OGG1_boot	5.49E-02	3.68E-02	4.46E-02	2.64E-02	6.75E-02
OGG1_boot.1	5.28E-02	3.40E-02	4.30E-02	2.50E-02	6.39E-02
OGG1_boot.2	5.22E-02	3.57E-02	4.26E-02	2.49E-02	6.35E-02
OGG1_boot.3	5.12E-02	3.45E-02	4.18E-02	2.44E-02	6.22E-02
OGG1_boot.4	4.65E-02	3.21E-02	3.80E-02	2.34E-02	5.52E-02
OGG1_boot.5	5.44E-02	3.55E-02	4.42E-02	2.63E-02	6.66E-02
OGG1_boot.6	4.98E-02	3.35E-02	4.06E-02	2.37E-02	6.04E-02
OGG1_boot.7	5.11E-02	3.43E-02	4.16E-02	2.42E-02	6.22E-02
OGG1_boot.8	5.01E-02	3.40E-02	4.09E-02	2.38E-02	6.06E-02
OGG1_boot.9	4.64E-02	3.16E-02	3.79E-02	2.27E-02	5.56E-02
OGG1_boot.10	5.41E-02	3.62E-02	4.41E-02	2.56E-02	6.58E-02
OGG1_boot.11	4.80E-02	3.31E-02	3.90E-02	2.35E-02	5.72E-02
OGG1_boot.12	5.15E-02	3.47E-02	4.19E-02	2.45E-02	6.26E-02
OGG1_boot.13	5.11E-02	3.40E-02	4.16E-02	2.43E-02	6.17E-02
OGG1_boot.14	4.74E-02	3.21E-02	3.86E-02	2.32E-02	5.69E-02
OGG1_boot.15	4.56E-02	3.15E-02	3.72E-02	2.30E-02	5.41E-02
OGG1_boot.16	5.56E-02	3.62E-02	4.52E-02	2.71E-02	6.82E-02
OGG1_boot.17	4.93E-02	3.29E-02	4.04E-02	2.38E-02	5.95E-02
OGG1_boot.18	4.79E-02	3.23E-02	3.76E-02	2.27E-02	5.69E-02
OGG1_boot.19	4.69E-02	3.23E-02	3.81E-02	2.32E-02	5.60E-02
OGG1_boot.20	4.89E-02	3.35E-02	3.99E-02	2.37E-02	5.92E-02
OGG1_boot.21	5.32E-02	3.61E-02	4.33E-02	2.52E-02	6.50E-02
OGG1_boot.22	4.54E-02	3.07E-02	3.72E-02	2.24E-02	5.39E-02
OGG1_boot.23	5.06E-02	3.43E-02	4.13E-02	2.41E-02	6.16E-02
OGG1_boot.24	4.60E-02	3.05E-02	3.77E-02	2.19E-02	5.57E-02
OGG1_boot.25	4.79E-02	3.20E-02	3.92E-02	2.31E-02	5.79E-02
OGG1_boot.26	4.79E-02	3.24E-02	3.92E-02	2.29E-02	5.74E-02
OGG1_boot.27	5.33E-02	3.60E-02	4.34E-02	2.54E-02	6.46E-02
OGG1_boot.28	4.92E-02	3.37E-02	4.01E-02	2.35E-02	5.99E-02
OGG1_boot.29	5.08E-02	3.43E-02	4.14E-02	2.41E-02	6.17E-02
OGG1_boot.30	5.47E-02	3.63E-02	4.45E-02	2.59E-02	6.64E-02
OGG1_boot.31	5.24E-02	3.54E-02	4.27E-02	2.49E-02	6.36E-02
OGG1_boot.32	4.88E-02	3.34E-02	3.98E-02	2.36E-02	5.89E-02
OGG1_boot.33	5.09E-02	3.48E-02	4.15E-02	2.44E-02	6.17E-02
OGG1_boot.34	4.86E-02	3.34E-02	3.97E-02	2.36E-02	5.87E-02
OGG1_boot.35	4.91E-02	3.35E-02	4.00E-02	2.34E-02	5.96E-02
OGG1_boot.36	5.09E-02	3.45E-02	4.15E-02	2.42E-02	6.19E-02
OGG1_boot.37	5.03E-02	3.42E-02	4.10E-02	2.43E-02	6.07E-02
OGG1_boot.38	5.27E-02	3.53E-02	4.29E-02	2.50E-02	6.41E-02
OGG1_boot.39	4.84E-02	3.29E-02	3.79E-02	2.32E-02	5.76E-02
OGG1_boot.40	5.07E-02	3.30E-02	4.14E-02	2.39E-02	6.13E-02
OGG1_boot.41	5.14E-02	3.40E-02	4.20E-02	2.44E-02	6.25E-02
OGG1_boot.42	4.88E-02	3.32E-02	3.98E-02	2.35E-02	5.90E-02
OGG1_boot.43	5.06E-02	3.46E-02	4.13E-02	2.42E-02	6.13E-02
OGG1_boot.44	5.18E-02	3.51E-02	4.22E-02	2.48E-02	6.27E-02
OGG1_boot.45	5.08E-02	3.40E-02	4.13E-02	2.41E-02	6.16E-02
OGG1_boot.46	4.67E-02	3.22E-02	3.81E-02	2.33E-02	5.61E-02
OGG1_boot.47	4.89E-02	3.36E-02	3.99E-02	2.37E-02	5.92E-02
OGG1_boot.48	4.84E-02	3.30E-02	3.95E-02	2.34E-02	5.85E-02
OGG1_boot.49	4.64E-02	3.21E-02	3.80E-02	2.30E-02	5.60E-02
OGG1_boot.50	5.22E-02	3.51E-02	4.24E-02	2.47E-02	6.37E-02
OGG1_boot.51	5.24E-02	3.57E-02	4.27E-02	2.49E-02	6.40E-02
OGG1_boot.52	5.30E-02	3.60E-02	4.31E-02	2.52E-02	6.50E-02
OGG1_boot.53	4.70E-02	3.25E-02	3.85E-02	2.35E-02	5.65E-02
OGG1_boot.54	4.96E-02	3.39E-02	4.04E-02	2.39E-02	6.00E-02
OGG1_boot.55	4.77E-02	3.26E-02	3.89E-02	2.31E-02	5.76E-02
OGG1_boot.56	4.97E-02	3.38E-02	4.04E-02	2.40E-02	6.01E-02
OGG1_boot.57	5.07E-02	3.46E-02	4.13E-02	2.42E-02	6.16E-02
OGG1_boot.58	5.11E-02	3.48E-02	4.16E-02	2.43E-02	6.22E-02
OGG1_boot.59	4.88E-02	3.34E-02	3.98E-02	2.36E-02	5.88E-02
OGG1_boot.60	4.64E-02	3.20E-02	3.79E-02	2.29E-02	5.58E-02
OGG1_boot.61	4.90E-02	3.36E-02	4.00E-02	2.35E-02	5.96E-02
OGG1_boot.62	4.64E-02	3.20E-02	3.79E-02	2.30E-02	5.59E-02
OGG1_boot.63	5.01E-02	3.36E-02	4.08E-02	2.38E-02	6.09E-02
OGG1_boot.64	5.07E-02	3.44E-02	4.12E-02	2.41E-02	6.18E-02
OGG1_boot.65	4.65E-02	3.22E-02	3.81E-02	2.34E-02	5.60E-02
OGG1_boot.66	5.03E-02	3.43E-02	4.09E-02	2.40E-02	6.12E-02
OGG1_boot.67	5.12E-02	3.49E-02	4.17E-02	2.44E-02	6.25E-02
OGG1_boot.68	4.80E-02	3.29E-02	3.92E-02	2.30E-02	5.84E-02
OGG1_boot.69	5.01E-02	3.36E-02	4.07E-02	2.39E-02	6.06E-02
OGG1_boot.70	4.99E-02	3.33E-02	4.06E-02	2.37E-02	6.04E-02
OGG1_boot.71	4.95E-02	3.37E-02	4.04E-02	2.37E-02	5.99E-02
OGG1_boot.72	4.84E-02	3.29E-02	3.94E-02	2.31E-02	5.87E-02
OGG1_boot.73	5.04E-02	3.40E-02	4.10E-02	2.40E-02	6.12E-02
OGG1_boot.74	4.80E-02	3.29E-02	3.91E-02	2.31E-02	5.81E-02
OGG1_boot.75	4.99E-02	3.35E-02	4.07E-02	2.38E-02	6.04E-02
OGG1_boot.76	5.28E-02	3.54E-02	4.30E-02	2.50E-02	6.41E-02
OGG1_boot.77	4.82E-02	3.28E-02	3.93E-02	2.32E-02	5.83E-02
OGG1_boot.78	5.17E-02	3.49E-02	4.21E-02	2.45E-02	6.28E-02
OGG1_boot.79	4.93E-02	3.37E-02	4.01E-02	2.36E-02	5.99E-02
OGG1_boot.80	4.95E-02	3.38E-02	4.03E-02	2.37E-02	6.00E-02
OGG1_boot.81	5.13E-02	3.51E-02	4.18E-02	2.45E-02	6.23E-02
OGG1_boot.82	5.01E-02	3.43E-02	4.08E-02	2.41E-02	6.07E-02
OGG1_boot.83	4.97E-02	3.39E-02	4.05E-02	2.38E-02	6.05E-02
OGG1_boot.84	5.07E-02	3.42E-02	4.13E-02	2.41E-02	6.14E-02
OGG1_boot.85	5.14E-02	3.47E-02	4.19E-02	2.45E-02	6.22E-02
OGG1_boot.86	4.80E-02	3.30E-02	3.92E-02	2.33E-02	5.81E-02
OGG1_boot.87	4.89E-02	3.31E-02	3.98E-02	2.33E-02	5.92E-02
OGG1_boot.88	4.91E-02	3.36E-02	4.01E-02	2.36E-02	5.96E-02
OGG1_boot.89	4.95E-02	3.39E-02	4.03E-02	2.36E-02	6.00E-02
OGG1_boot.90	4.42E-02	3.07E-02	3.25E-02	2.21E-02	5.04E-02
OGG1_boot.91	5.01E-02	3.39E-02	4.08E-02	2.38E-02	6.08E-02
OGG1_boot.92	4.84E-02	3.32E-02	3.94E-02	2.34E-02	5.84E-02
OGG1_boot.93	4.55E-02	3.14E-02	3.53E-02	2.25E-02	5.32E-02
OGG1_boot.94	4.17E-02	2.92E-02	3.00E-02	2.14E-02	4.67E-02
OGG1_boot.95	4.49E-02	3.09E-02	3.47E-02	2.21E-02	5.25E-02
OGG1_boot.96	4.08E-02	2.89E-02	2.88E-02	2.14E-02	4.49E-02
OGG1_boot.97	4.76E-02	3.26E-02	3.88E-02	2.30E-02	5.74E-02
OGG1_boot.98	4.71E-02	3.21E-02	3.56E-02	2.26E-02	5.48E-02
OGG1_boot.99	4.08E-02	2.87E-02	2.93E-02	2.13E-02	4.54E-02
OGG1_boot.100	4.83E-02	3.32E-02	3.94E-02	2.35E-02	5.83E-02
OGG1_boot.101	4.95E-02	3.33E-02	4.04E-02	2.36E-02	6.00E-02
OGG1_boot.102	4.57E-02	3.15E-02	3.70E-02	2.29E-02	5.42E-02
OGG1_boot.103	4.48E-02	3.10E-02	3.66E-02	2.24E-02	5.33E-02
OGG1_boot.104	5.16E-02	3.52E-02	4.21E-02	2.46E-02	6.28E-02
OGG1_boot.105	4.02E-02	2.82E-02	3.00E-02	2.15E-02	4.55E-02
OGG1_boot.106	4.18E-02	2.92E-02	3.09E-02	2.13E-02	4.74E-02
OGG1_boot.107	4.56E-02	3.14E-02	3.48E-02	2.25E-02	5.31E-02
OGG1_boot.108	4.62E-02	3.17E-02	3.61E-02	2.22E-02	5.46E-02
OGG1_boot.109	4.71E-02	3.22E-02	3.69E-02	2.29E-02	5.57E-02
OGG1_boot.110	4.44E-02	3.04E-02	3.37E-02	2.17E-02	5.15E-02
OGG1_boot.111	4.26E-02	2.90E-02	3.34E-02	2.19E-02	4.95E-02
OGG1_boot.112	4.45E-02	3.11E-02	3.63E-02	2.33E-02	5.28E-02
OGG1_boot.113	4.69E-02	3.22E-02	3.63E-02	2.27E-02	5.53E-02
OGG1_boot.114	4.88E-02	3.34E-02	3.93E-02	2.33E-02	5.85E-02
OGG1_boot.115	4.62E-02	3.17E-02	3.59E-02	2.24E-02	5.44E-02
OGG1_boot.116	3.92E-02	2.75E-02	2.95E-02	2.07E-02	4.42E-02
OGG1_boot.117	4.82E-02	3.32E-02	3.87E-02	2.35E-02	5.74E-02
OGG1_boot.118	4.69E-02	3.22E-02	3.73E-02	2.28E-02	5.58E-02
OGG1_boot.119	4.79E-02	3.29E-02	3.91E-02	2.36E-02	5.76E-02
OGG1_boot.120	4.67E-02	3.21E-02	3.80E-02	2.33E-02	5.58E-02
OGG1_boot.121	4.62E-02	3.18E-02	3.48E-02	2.26E-02	5.36E-02
OGG1_boot.122	4.70E-02	3.20E-02	3.70E-02	2.25E-02	5.58E-02
OGG1_boot.123	5.13E-02	3.41E-02	4.18E-02	2.43E-02	6.22E-02
OGG1_boot.124	4.49E-02	3.08E-02	3.26E-02	2.20E-02	5.09E-02
OGG1_boot.125	4.37E-02	3.02E-02	3.57E-02	2.19E-02	5.17E-02
OGG1_boot.126	4.66E-02	3.20E-02	3.58E-02	2.24E-02	5.48E-02
OGG1_boot.127	4.64E-02	3.19E-02	3.78E-02	2.31E-02	5.55E-02
OGG1_boot.128	4.35E-02	3.01E-02	3.24E-02	2.16E-02	4.99E-02
OGG1_boot.129	4.11E-02	2.88E-02	2.99E-02	2.13E-02	4.59E-02
OGG1_boot.130	4.64E-02	3.18E-02	3.66E-02	2.23E-02	5.50E-02
OGG1_boot.131	4.04E-02	2.84E-02	2.93E-02	2.15E-02	4.53E-02
OGG1_boot.132	4.12E-02	2.89E-02	2.99E-02	2.14E-02	4.60E-02
OGG1_boot.133	4.52E-02	3.12E-02	3.42E-02	2.21E-02	5.25E-02
OGG1_boot.134	4.65E-02	3.20E-02	3.59E-02	2.25E-02	5.47E-02
OGG1_boot.135	4.78E-02	3.28E-02	3.89E-02	2.34E-02	5.74E-02
OGG1_boot.136	4.82E-02	3.31E-02	3.82E-02	2.33E-02	5.74E-02
OGG1_boot.137	5.26E-02	3.51E-02	4.11E-02	2.49E-02	6.30E-02
OGG1_boot.138	4.91E-02	3.37E-02	3.99E-02	2.37E-02	5.92E-02
OGG1_real	5.07E-02	3.44E-02	4.14E-02	2.42E-02	6.16E-02
OGG1_real.1	4.96E-02	3.38E-02	4.04E-02	2.37E-02	6.01E-02
OGG1_real.2	4.57E-02	3.14E-02	3.57E-02	2.24E-02	5.37E-02
UNG_boot	3.93E-02	3.95E-02	2.77E-02	6.52E-02	4.22E-02
UNG_boot.1	3.76E-02	3.72E-02	2.69E-02	6.22E-02	3.97E-02
UNG_boot.2	3.84E-02	3.78E-02	2.57E-02	6.29E-02	3.95E-02
UNG_boot.3	3.56E-02	3.57E-02	2.52E-02	5.93E-02	3.72E-02
UNG_boot.4	3.84E-02	3.75E-02	2.56E-02	6.21E-02	4.01E-02
UNG_boot.5	3.50E-02	3.54E-02	2.45E-02	5.81E-02	3.67E-02
UNG_boot.6	3.87E-02	3.75E-02	2.56E-02	6.25E-02	4.05E-02
UNG_boot.7	4.13E-02	4.07E-02	2.86E-02	6.80E-02	4.36E-02
UNG_boot.8	3.41E-02	3.29E-02	2.41E-02	5.58E-02	3.48E-02
UNG_boot.9	3.73E-02	3.68E-02	2.49E-02	6.09E-02	3.80E-02
UNG_boot.10	3.70E-02	3.68E-02	2.59E-02	6.12E-02	3.77E-02
UNG_boot.11	3.81E-02	3.75E-02	2.67E-02	6.26E-02	3.90E-02
UNG_boot.12	4.00E-02	3.94E-02	2.73E-02	6.58E-02	4.19E-02
UNG_boot.13	3.62E-02	3.58E-02	2.56E-02	5.98E-02	3.84E-02
UNG_boot.14	4.20E-02	4.09E-02	2.91E-02	6.92E-02	4.43E-02
UNG_boot.15	3.90E-02	3.85E-02	2.71E-02	6.43E-02	4.13E-02
UNG_boot.16	3.92E-02	3.86E-02	2.64E-02	6.43E-02	4.10E-02
UNG_boot.17	3.60E-02	3.58E-02	2.50E-02	5.94E-02	3.74E-02
UNG_boot.18	3.47E-02	3.45E-02	2.42E-02	5.74E-02	3.58E-02
UNG_boot.19	3.82E-02	3.67E-02	2.64E-02	6.25E-02	4.01E-02
UNG_boot.20	3.59E-02	3.57E-02	2.54E-02	5.94E-02	3.69E-02
UNG_boot.21	3.93E-02	3.87E-02	2.61E-02	6.39E-02	4.15E-02
UNG_boot.22	4.04E-02	4.01E-02	2.83E-02	6.68E-02	4.30E-02
UNG_boot.23	3.90E-02	3.83E-02	2.61E-02	6.38E-02	4.03E-02
UNG_boot.24	4.14E-02	4.05E-02	2.88E-02	6.84E-02	4.39E-02
UNG_boot.25	3.59E-02	3.55E-02	2.53E-02	5.92E-02	3.67E-02
UNG_boot.26	3.59E-02	3.54E-02	2.38E-02	5.85E-02	3.69E-02
UNG_boot.27	3.61E-02	3.63E-02	2.55E-02	5.99E-02	3.89E-02
UNG_boot.28	3.48E-02	3.42E-02	2.45E-02	5.69E-02	3.50E-02
UNG_boot.29	3.94E-02	3.91E-02	2.76E-02	6.50E-02	4.19E-02
UNG_boot.30	3.81E-02	3.78E-02	2.64E-02	6.30E-02	3.93E-02
UNG_boot.31	4.10E-02	4.04E-02	2.83E-02	6.75E-02	4.34E-02
UNG_boot.32	3.79E-02	3.72E-02	2.49E-02	6.13E-02	3.95E-02
UNG_boot.33	3.75E-02	3.70E-02	2.52E-02	6.11E-02	3.96E-02
UNG_boot.34	3.76E-02	3.73E-02	2.64E-02	6.23E-02	3.88E-02
UNG_boot.35	4.16E-02	4.11E-02	2.82E-02	6.83E-02	4.39E-02
UNG_boot.36	3.86E-02	3.81E-02	2.68E-02	6.39E-02	4.00E-02
UNG_boot.37	3.43E-02	3.25E-02	2.43E-02	5.55E-02	3.44E-02
UNG_boot.38	4.17E-02	4.07E-02	2.79E-02	6.81E-02	4.39E-02
UNG_boot.39	3.99E-02	3.92E-02	2.68E-02	6.55E-02	4.16E-02
UNG_boot.40	3.42E-02	3.41E-02	2.41E-02	5.64E-02	3.50E-02
UNG_boot.41	4.23E-02	4.18E-02	2.91E-02	6.99E-02	4.49E-02
UNG_boot.42	3.85E-02	3.81E-02	2.67E-02	6.38E-02	4.10E-02
UNG_boot.43	3.51E-02	3.48E-02	2.45E-02	5.79E-02	3.59E-02
UNG_boot.44	3.71E-02	3.66E-02	2.52E-02	6.09E-02	3.78E-02
UNG_boot.45	3.88E-02	3.86E-02	2.66E-02	6.41E-02	4.07E-02
UNG_boot.46	3.99E-02	3.96E-02	2.77E-02	6.63E-02	4.16E-02
UNG_boot.47	3.98E-02	3.91E-02	2.68E-02	6.53E-02	4.16E-02
UNG_boot.48	3.76E-02	3.75E-02	2.63E-02	6.23E-02	3.93E-02
UNG_boot.49	3.60E-02	3.54E-02	2.36E-02	5.84E-02	3.69E-02
UNG_boot.50	3.84E-02	3.79E-02	2.65E-02	6.30E-02	4.07E-02
UNG_boot.51	3.68E-02	3.51E-02	2.55E-02	6.00E-02	3.84E-02
UNG_boot.52	3.92E-02	3.80E-02	2.70E-02	6.42E-02	4.12E-02
UNG_boot.53	3.71E-02	3.56E-02	2.61E-02	6.07E-02	3.83E-02
UNG_boot.54	3.99E-02	3.90E-02	2.75E-02	6.53E-02	4.19E-02
UNG_boot.55	3.73E-02	3.60E-02	2.57E-02	6.10E-02	3.87E-02
UNG_boot.56	3.79E-02	3.66E-02	2.63E-02	6.20E-02	4.00E-02
UNG_boot.57	3.71E-02	3.50E-02	2.59E-02	6.03E-02	3.85E-02
UNG_boot.58	3.64E-02	3.45E-02	2.54E-02	5.93E-02	3.78E-02
UNG_boot.59	3.64E-02	3.60E-02	2.53E-02	6.00E-02	3.78E-02
UNG_boot.60	3.57E-02	3.41E-02	2.49E-02	5.82E-02	3.66E-02
UNG_boot.61	3.72E-02	3.51E-02	2.59E-02	6.04E-02	3.88E-02
UNG_boot.62	3.99E-02	3.74E-02	2.77E-02	6.44E-02	4.18E-02
UNG_boot.63	3.94E-02	3.75E-02	2.73E-02	6.40E-02	4.14E-02
UNG_boot.64	3.95E-02	3.91E-02	2.72E-02	6.53E-02	4.17E-02
UNG_boot.65	3.70E-02	3.53E-02	2.59E-02	6.05E-02	3.82E-02
UNG_boot.66	3.75E-02	3.62E-02	2.62E-02	6.14E-02	3.86E-02
UNG_boot.67	3.52E-02	3.42E-02	2.45E-02	5.79E-02	3.65E-02
UNG_boot.68	3.66E-02	3.46E-02	2.53E-02	5.94E-02	3.82E-02
