	0	1	2	3	4	5	6	7	8	9
0	[8.338958773179172, 8.338958773179172, 1663.516506933213, 0.24666666984558105, 0.0]	[8.34135575323785, 8.34135575323785, 1663.6225324759685, 0.2574999928474426, 0.0]	[8.340215597079107, 8.340215597079107, 1663.5840275656046, 0.25833332538604736, 0.0]	[8.342373704673124, 8.342373704673124, 1663.4532114370495, 0.2708333432674408, 0.0]	[8.335570035132436, 8.335570035132436, 1663.451032498203, 0.2633333206176758, 0.0]	[8.336374130119713, 8.336374130119713, 1663.3000786882544, 0.2758333384990692, 0.0]	[8.349112964289759, 8.349112964289759, 1663.540623859706, 0.28333333134651184, 0.0]	[8.347250790100816, 8.347250790100816, 1663.5751431568883, 0.2408333271741867, 0.0]	[8.346986922815637, 8.346986922815637, 1663.5459827019408, 0.2408333271741867, 0.0]	[8.339659940878256, 8.339659940878256, 1663.5808609835021, 0.23499999940395355, 0.0]
100	[3.7342113203136327, 3.7342113203136327, 630.6044606862749, 0.7699999809265137, 0.0]	[3.7509279607203108, 3.7509279607203108, 727.7793006023695, 0.7875000238418579, 0.0]	[3.7589232519282647, 3.7589232519282647, 737.197172938405, 0.7425000071525574, 0.0]	[3.725434068675262, 3.725434068675262, 634.7236198132356, 0.79666668176651, 0.0]	[3.7488177812667685, 3.7488177812667685, 609.6771810159772, 0.7875000238418579, 0.0]	[3.726512744230925, 3.726512744230925, 630.8785531612876, 0.7883333563804626, 0.0]	[3.6975888706856304, 3.6975888706856304, 517.7364682700318, 0.8391666412353516, 0.0]	[3.7150915732725034, 3.7150915732725034, 528.1164347499614, 0.8508333563804626, 0.0]	[3.753618654297694, 3.753618654297694, 743.0689107366671, 0.7983333468437195, 0.0]	[3.7188083602087207, 3.7188083602087207, 510.86135100810435, 0.846666693687439, 0.0]
200	[3.722956571990932, 3.722956571990932, 606.6482563644724, 0.7866666913032532, 0.0]	[3.7390889286853635, 3.7390889286853635, 679.7723585039987, 0.7649999856948853, 0.0]	[3.742443404803647, 3.742443404803647, 664.4399875183126, 0.7450000047683716, 0.0]	[3.719590378810992, 3.719590378810992, 596.5854176547288, 0.8149999976158142, 0.0]	[3.7276060981440917, 3.7276060981440917, 586.2364940819834, 0.7933333516120911, 0.0]	[3.7209132383268995, 3.7209132383268995, 599.3591807995704, 0.8058333396911621, 0.0]	[3.6843482718775853, 3.6843482718775853, 459.2694308016104, 0.8600000143051147, 0.0]	[3.6964091361905, 3.6964091361905, 442.9396453550794, 0.8766666650772095, 0.0]	[3.7433545704316997, 3.7433545704316997, 645.5801132549159, 0.8291666507720947, 0.0]	[3.690861795201735, 3.690861795201735, 423.8934625656143, 0.875, 0.0]
300	[3.7201289515095635, 3.7201289515095635, 597.4042230133191, 0.8041666746139526, 0.0]	[3.7308315512707098, 3.7308315512707098, 643.1603354236549, 0.7566666603088379, 0.0]	[3.7299639972953, 3.7299639972953, 613.0169705813487, 0.7649999856948853, 0.0]	[3.7178039650298094, 3.7178039650298094, 582.0007932355288, 0.8208333253860474, 0.0]	[3.722220968085472, 3.722220968085472, 574.4942337959848, 0.8149999976158142, 0.0]	[3.7190915754470653, 3.7190915754470653, 586.1705023460432, 0.8183333277702332, 0.0]	[3.682603715283885, 3.682603715283885, 441.6584981111003, 0.8616666793823242, 0.0]	[3.6900223404965162, 3.6900223404965162, 411.2089359141279, 0.8758333325386047, 0.0]	[3.71035382553661, 3.71035382553661, 520.2251948984783, 0.8433333039283752, 0.0]	[3.685542850779595, 3.685542850779595, 416.2038892845139, 0.8683333396911621, 0.0]
400	[3.7190553889910243, 3.7190553889910243, 593.2741939277902, 0.8066666722297668, 0.0]	[3.722639144286449, 3.722639144286449, 639.7926760632488, 0.7541666626930237, 0.0]	[3.7216788847555478, 3.7216788847555478, 600.9487663879536, 0.7833333611488342, 0.0]	[3.7167474056961534, 3.7167474056961534, 573.6846073053141, 0.8241666555404663, 0.0]	[3.7196005906087812, 3.7196005906087812, 566.4344874950913, 0.8258333206176758, 0.0]	[3.7178784410442574, 3.7178784410442574, 577.7838093387755, 0.8216666579246521, 0.0]	[3.6819218145497263, 3.6819218145497263, 433.22922721198006, 0.862500011920929, 0.0]	[3.6862502991050694, 3.6862502991050694, 406.2282104927702, 0.8741666674613953, 0.0]	[3.686482858188464, 3.686482858188464, 452.96047445447095, 0.8458333611488342, 0.0]	[3.6830812896081397, 3.6830812896081397, 417.07752030886627, 0.8683333396911621, 0.0]
500	[3.7186381377463786, 3.7186381377463786, 590.9342535430699, 0.8083333373069763, 0.0]	[3.719044856677892, 3.719044856677892, 610.1124056238027, 0.7858333587646484, 0.0]	[3.719848290668825, 3.719848290668825, 577.1672888729827, 0.8025000095367432, 0.0]	[3.716110490987095, 3.716110490987095, 567.8242076608724, 0.82833331823349, 0.0]	[3.7181393209444824, 3.7181393209444824, 561.0828450708489, 0.8274999856948853, 0.0]	[3.7171291511138267, 3.7171291511138267, 571.9968379692755, 0.824999988079071, 0.0]	[3.6815227925112377, 3.6815227925112377, 428.2905142621953, 0.8641666769981384, 0.0]	[3.6833304163750955, 3.6833304163750955, 408.66805556961253, 0.8683333396911621, 0.0]	[3.6845351454411386, 3.6845351454411386, 437.5184065811371, 0.85916668176651, 0.0]	[3.6820167916023903, 3.6820167916023903, 417.97295074836563, 0.8641666769981384, 0.0]
600	[3.7183525733353586, 3.7183525733353586, 589.3500389266326, 0.809166669845581, 0.0]	[3.717579902770366, 3.717579902770366, 588.606229826039, 0.8075000047683716, 0.0]	[3.7184915271930192, 3.7184915271930192, 569.1523379052275, 0.815833330154419, 0.0]	[3.7157122675342724, 3.7157122675342724, 563.948707816649, 0.8308333158493042, 0.0]	[3.717358050438499, 3.717358050438499, 558.5036267425346, 0.8308333158493042, 0.0]	[3.7165603144216384, 3.7165603144216384, 567.328176640661, 0.8266666531562805, 0.0]	[3.68111852523805, 3.68111852523805, 424.45641718335696, 0.8650000095367432, 0.0]	[3.6822694323258904, 3.6822694323258904, 412.73138361294764, 0.8658333420753479, 0.0]	[3.6828258639207903, 3.6828258639207903, 431.200349313351, 0.8616666793823242, 0.0]	[3.681657194521899, 3.681657194521899, 417.7932244208969, 0.8616666793823242, 0.0]
700	[3.718216441727845, 3.718216441727845, 588.5319992823855, 0.8066666722297668, 0.0]	[3.71669482541893, 3.71669482541893, 576.192668071874, 0.8149999976158142, 0.0]	[3.7171275686620717, 3.7171275686620717, 568.0435984212838, 0.8183333277702332, 0.0]	[3.7154637341270322, 3.7154637341270322, 561.370749484189, 0.8308333158493042, 0.0]	[3.716688026067174, 3.716688026067174, 556.8815374748315, 0.8324999809265137, 0.0]	[3.71589697912202, 3.71589697912202, 563.4426422327257, 0.82833331823349, 0.0]	[3.6809370787628723, 3.6809370787628723, 421.94779014372466, 0.8675000071525574, 0.0]	[3.681665330450424, 3.681665330450424, 414.90398464430876, 0.8658333420753479, 0.0]	[3.6821983891926005, 3.6821983891926005, 429.4222985855015, 0.862500011920929, 0.0]	[3.6811837500278677, 3.6811837500278677, 418.20849665085507, 0.8650000095367432, 0.0]
800	[3.718107201822645, 3.718107201822645, 588.4047642095139, 0.8058333396911621, 0.0]	[3.71632403111336, 3.71632403111336, 569.4450610816441, 0.8191666603088379, 0.0]	[3.7165095622542714, 3.7165095622542714, 565.2079496937944, 0.8224999904632568, 0.0]	[3.7152785063220155, 3.7152785063220155, 559.2807148479174, 0.8308333158493042, 0.0]	[3.716346993663444, 3.716346993663444, 555.6516287767045, 0.8324999809265137, 0.0]	[3.715586614488281, 3.715586614488281, 560.8294234234693, 0.8308333158493042, 0.0]	[3.680723376617752, 3.680723376617752, 420.2561632692406, 0.8666666746139526, 0.0]	[3.681400014176, 3.681400014176, 416.2742762313934, 0.8675000071525574, 0.0]	[3.6818064629508847, 3.6818064629508847, 427.513014193637, 0.8641666769981384, 0.0]	[3.680895338624936, 3.680895338624936, 418.3834149163468, 0.8666666746139526, 0.0]
900	[3.717854581892763, 3.717854581892763, 589.0037027854156, 0.8041666746139526, 0.0]	[3.7160835474694944, 3.7160835474694944, 564.7690604697356, 0.8224999904632568, 0.0]	[3.716048161073084, 3.716048161073084, 563.1570256556147, 0.8258333206176758, 0.0]	[3.7151780431444297, 3.7151780431444297, 557.7196019384598, 0.8299999833106995, 0.0]	[3.7161639380100833, 3.7161639380100833, 555.2968951363067, 0.8341666460037231, 0.0]	[3.7154090980810794, 3.7154090980810794, 559.1804833332233, 0.8299999833106995, 0.0]	[3.680582851018494, 3.680582851018494, 419.1305877475676, 0.8675000071525574, 0.0]	[3.6812712546205653, 3.6812712546205653, 416.4527113687334, 0.8675000071525574, 0.0]	[3.6814547853872455, 3.6814547853872455, 424.8495468338202, 0.8666666746139526, 0.0]	[3.6807269306269013, 3.6807269306269013, 418.12910738709127, 0.8675000071525574, 0.0]
