Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.962	0.264	26.4%	0.035	28.058%	0.06476	0.895
OGG1_0_real_train1	0.9999999999999968	0.998	0.198	19.8%	0.035	8.664%	0.09519	0.998
RNF168_0_real_train1	0.9999999999999989	0.954	0.345	34.5%	0.044	30.297%	0.13498	0.908
UNG_0_real_train1	0.9999999999999982	0.96	0.358	35.8%	0.056	27.916%	0.1818	0.946
ATP2B4_0_real_train1	0.9999999999999971	0.979	0.384	38.4%	0.052	21.525%	0.1945	0.975
ATP2B4_1_real_train1	0.9999999999999967	0.986	0.364	36.4%	0.052	18.609%	0.16523	0.984
MLH1_0_real_train1	0.9999999999999964	0.977	0.251	25.1%	0.043	22.628%	0.05976	0.969
MSH2_0_real_train1	0.999999999999996	0.984	0.22	22.0%	0.038	20.172%	0.05071	0.981
MSH6_0_real_train1	0.9999999999999951	0.991	0.168	16.8%	0.027	14.704%	0.03165	0.988
MSH6_1_real_train1	0.9999999999999969	0.987	0.198	19.8%	0.032	17.215%	0.04521	0.982
PMS1_0_real_train1	0.9999999999999964	0.914	0.453	45.3%	0.094	40.872%	0.28917	0.892
PMS2_0_real_train1	0.9999999999999952	0.82	0.554	55.4%	0.092	57.105%	0.23553	0.674
EXO1_0_dirichlet_train1	0.9999999999999967	0.801	0.715	71.5%	0.1	60.915%	0.45329	0.656
RNF168_0_dirichlet_train1	0.9999999999999989	0.75	0.753	75.3%	0.105	66.865%	0.57659	0.514
RNF168_0_dirichlet_train1.1	0.9999999999999991	0.775	0.805	80.5%	0.115	63.391%	0.60006	0.645
EXO1_0_dirichlet_train1.1	0.9999999999999967	0.783	0.727	72.7%	0.104	62.207%	0.46792	0.621
RNF168_0_dirichlet_train1.2	0.999999999999999	0.771	0.852	85.2%	0.118	63.689%	0.64924	0.65
RNF168_0_dirichlet_train1.3	0.999999999999999	0.693	0.865	86.5%	0.122	72.933%	0.67373	0.447
RNF168_0_dirichlet_train1.4	0.999999999999999	0.833	0.687	68.7%	0.093	55.759%	0.46951	0.717
RNF168_0_dirichlet_train1.5	0.9999999999999989	0.742	0.796	79.6%	0.111	66.979%	0.59884	0.53
RNF168_0_dirichlet_train1.6	0.999999999999999	0.74	0.842	84.2%	0.124	67.034%	0.64017	0.592
RNF168_0_dirichlet_train1.7	0.9999999999999991	0.815	0.74	74.0%	0.103	58.393%	0.48184	0.707
RNF168_0_dirichlet_train1.8	0.9999999999999989	0.708	0.852	85.2%	0.131	70.734%	0.76847	0.536
EXO1_0_dirichlet_train1.2	0.9999999999999964	0.694	0.816	81.6%	0.117	73.369%	0.51521	0.407
EXO1_0_dirichlet_train1.3	0.9999999999999969	0.805	0.673	67.3%	0.095	59.186%	0.39189	0.64
RNF168_0_dirichlet_train1.9	0.9999999999999989	0.774	0.821	82.1%	0.119	63.429%	0.62242	0.657
EXO1_0_dirichlet_train1.4	0.9999999999999969	0.762	0.714	71.4%	0.099	65.836%	0.48106	0.512
EXO1_0_dirichlet_train1.5	0.9999999999999969	0.699	0.776	77.6%	0.117	72.058%	0.51063	0.417
EXO1_0_dirichlet_train1.6	0.9999999999999969	0.786	0.697	69.7%	0.101	61.981%	0.40042	0.61
EXO1_0_dirichlet_train1.7	0.9999999999999969	0.695	0.794	79.4%	0.109	73.532%	0.50343	0.322
EXO1_0_dirichlet_train1.8	0.9999999999999969	0.77	0.708	70.8%	0.1	64.033%	0.47862	0.542
RNF168_0_dirichlet_train1.10	0.9999999999999991	0.706	0.823	82.3%	0.121	71.201%	0.6754	0.476
EXO1_0_dirichlet_train1.9	0.9999999999999969	0.687	0.819	81.9%	0.118	75.05%	0.60769	0.406
RNF168_0_dirichlet_train1.11	0.999999999999999	0.69	0.802	80.2%	0.128	72.822%	0.64362	0.464
RNF168_0_dirichlet_train1.12	0.999999999999999	0.816	0.676	67.6%	0.11	58.339%	0.45217	0.732
EXO1_0_dirichlet_train1.10	0.9999999999999969	0.758	0.724	72.4%	0.101	65.32%	0.45258	0.512
EXO1_0_dirichlet_train1.11	0.9999999999999969	0.755	0.698	69.8%	0.104	65.893%	0.43053	0.528
RNF168_0_dirichlet_train1.13	0.9999999999999989	0.771	0.8	80.0%	0.114	64.099%	0.63503	0.638
RNF168_0_dirichlet_train1.14	0.999999999999999	0.778	0.78	78.0%	0.119	63.306%	0.54038	0.679
RNF168_0_dirichlet_train1.15	0.999999999999999	0.759	0.831	83.1%	0.122	65.103%	0.58457	0.634
RNF168_0_dirichlet_train1.16	0.9999999999999991	0.707	0.756	75.6%	0.133	70.537%	0.63688	0.544
EXO1_0_dirichlet_train1.12	0.9999999999999961	0.788	0.702	70.2%	0.099	62.045%	0.42909	0.604
RNF168_0_dirichlet_train1.17	0.999999999999999	0.755	0.788	78.8%	0.112	66.029%	0.57249	0.577
EXO1_0_dirichlet_train1.13	0.9999999999999968	0.73	0.744	74.4%	0.114	68.156%	0.48588	0.508
RNF168_0_dirichlet_train1.18	0.999999999999999	0.662	0.812	81.2%	0.137	75.643%	0.82525	0.44
EXO1_0_dirichlet_train1.14	0.9999999999999971	0.758	0.757	75.7%	0.107	65.656%	0.50445	0.564
RNF168_0_dirichlet_train1.19	0.9999999999999989	0.809	0.717	71.7%	0.103	58.938%	0.50317	0.69
RNF168_0_dirichlet_train1.20	0.999999999999999	0.852	0.677	67.7%	0.093	52.701%	0.48317	0.768
EXO1_0_dirichlet_train1.15	0.9999999999999964	0.739	0.678	67.8%	0.103	69.508%	0.47104	0.454
RNF168_0_dirichlet_train1.21	0.9999999999999991	0.73	0.861	86.1%	0.129	68.626%	0.66984	0.586
RNF168_0_dirichlet_train1.22	0.999999999999999	0.703	0.772	77.2%	0.124	71.401%	0.57466	0.487
EXO1_0_dirichlet_train1.16	0.9999999999999967	0.803	0.638	63.8%	0.087	60.397%	0.34852	0.559
EXO1_0_dirichlet_train1.17	0.9999999999999967	0.732	0.725	72.5%	0.109	68.952%	0.43317	0.48
RNF168_0_dirichlet_train1.23	0.9999999999999989	0.715	0.766	76.6%	0.123	70.07%	0.57153	0.516
EXO1_0_dirichlet_train1.18	0.9999999999999964	0.832	0.625	62.5%	0.086	55.743%	0.38998	0.676
RNF168_0_dirichlet_train1.24	0.999999999999999	0.767	0.761	76.1%	0.112	63.86%	0.598	0.615
RNF168_0_dirichlet_train1.25	0.999999999999999	0.772	0.824	82.4%	0.123	63.575%	0.60237	0.667
RNF168_0_dirichlet_train1.26	0.9999999999999989	0.704	0.854	85.4%	0.124	70.859%	0.68071	0.488
RNF168_0_dirichlet_train1.27	0.999999999999999	0.752	0.807	80.7%	0.113	65.784%	0.56847	0.573
RNF168_0_dirichlet_train1.28	0.9999999999999991	0.804	0.755	75.5%	0.119	59.833%	0.52697	0.727
EXO1_0_dirichlet_train1.19	0.9999999999999969	0.772	0.681	68.1%	0.101	63.519%	0.44028	0.565
RNF168_0_dirichlet_train1.29	0.9999999999999991	0.746	0.821	82.1%	0.118	66.606%	0.64536	0.581
EXO1_0_dirichlet_train1.20	0.9999999999999963	0.756	0.737	73.7%	0.099	66.163%	0.42128	0.483
RNF168_0_dirichlet_train1.30	0.9999999999999989	0.79	0.765	76.5%	0.107	61.226%	0.53201	0.655
RNF168_0_dirichlet_train1.31	0.999999999999999	0.686	0.916	91.6%	0.127	72.833%	0.75441	0.447
RNF168_0_dirichlet_train1.32	0.9999999999999991	0.777	0.74	74.0%	0.106	63.337%	0.4939	0.615
RNF168_0_dirichlet_train1.33	0.999999999999999	0.732	0.818	81.8%	0.115	68.35%	0.61821	0.524
EXO1_0_dirichlet_train1.21	0.9999999999999966	0.761	0.719	71.9%	0.111	66.303%	0.52709	0.598
RNF168_0_dirichlet_train1.34	0.9999999999999991	0.686	0.905	90.5%	0.131	72.877%	0.67058	0.471
EXO1_0_dirichlet_train1.22	0.9999999999999967	0.763	0.679	67.9%	0.095	65.518%	0.38	0.462
EXO1_0_dirichlet_train1.23	0.9999999999999959	0.782	0.651	65.1%	0.088	63.57%	0.36964	0.471
RNF168_0_dirichlet_train1.35	0.9999999999999991	0.839	0.665	66.5%	0.097	54.353%	0.4492	0.75
RNF168_0_dirichlet_train1.36	0.999999999999999	0.784	0.713	71.3%	0.107	62.148%	0.50425	0.638
EXO1_0_dirichlet_train1.24	0.9999999999999967	0.738	0.775	77.5%	0.12	67.286%	0.55879	0.571
RNF168_0_dirichlet_train1.37	0.999999999999999	0.766	0.866	86.6%	0.121	64.67%	0.61541	0.653
EXO1_0_dirichlet_train1.25	0.9999999999999967	0.67	0.758	75.8%	0.124	74.9%	0.52328	0.371
RNF168_0_dirichlet_train1.38	0.9999999999999992	0.638	0.839	83.9%	0.158	77.215%	0.69564	0.464
EXO1_0_dirichlet_train1.26	0.9999999999999971	0.75	0.719	71.9%	0.101	66.601%	0.45641	0.477
EXO1_0_dirichlet_train1.27	0.9999999999999964	0.664	0.869	86.9%	0.132	74.994%	0.57825	0.414
EXO1_0_dirichlet_train1.28	0.9999999999999966	0.754	0.756	75.6%	0.099	66.117%	0.46245	0.476
EXO1_0_dirichlet_train1.29	0.9999999999999971	0.741	0.741	74.1%	0.108	67.808%	0.46785	0.502
EXO1_0_dirichlet_train1.30	0.9999999999999969	0.791	0.663	66.3%	0.092	61.651%	0.39788	0.553
RNF168_0_dirichlet_train1.39	0.999999999999999	0.733	0.832	83.2%	0.116	68.226%	0.63283	0.532
RNF168_0_dirichlet_train1.40	0.999999999999999	0.792	0.735	73.5%	0.101	60.885%	0.52236	0.633
EXO1_0_dirichlet_train1.31	0.9999999999999961	0.829	0.598	59.8%	0.09	56.588%	0.37923	0.691
EXO1_0_dirichlet_train1.32	0.9999999999999969	0.758	0.738	73.8%	0.111	64.943%	0.47407	0.583
EXO1_0_dirichlet_train1.33	0.9999999999999964	0.794	0.713	71.3%	0.103	60.818%	0.46524	0.649
RNF168_0_dirichlet_train1.41	0.9999999999999991	0.744	0.811	81.1%	0.111	66.781%	0.54949	0.535
RNF168_0_dirichlet_train1.42	0.999999999999999	0.739	0.79	79.0%	0.117	67.279%	0.56512	0.555
EXO1_0_dirichlet_train1.34	0.9999999999999962	0.724	0.713	71.3%	0.103	70.139%	0.50132	0.38
RNF168_0_dirichlet_train1.43	0.9999999999999991	0.779	0.757	75.7%	0.111	62.984%	0.49214	0.641
EXO1_0_dirichlet_train1.35	0.9999999999999971	0.764	0.68	68.0%	0.092	66.098%	0.39578	0.431
EXO1_0_dirichlet_train1.36	0.9999999999999967	0.837	0.643	64.3%	0.092	54.876%	0.43416	0.726
RNF168_0_dirichlet_train1.44	0.9999999999999991	0.797	0.731	73.1%	0.115	60.967%	0.54302	0.7
EXO1_0_dirichlet_train1.37	0.999999999999997	0.761	0.708	70.8%	0.102	65.441%	0.43429	0.528
RNF168_0_dirichlet_train1.45	0.9999999999999991	0.774	0.76	76.0%	0.111	63.346%	0.51437	0.632
RNF168_0_dirichlet_train1.46	0.9999999999999992	0.755	0.797	79.7%	0.131	66.026%	0.6509	0.651
RNF168_0_dirichlet_train1.47	0.9999999999999991	0.828	0.705	70.5%	0.101	56.14%	0.51888	0.732
RNF168_0_dirichlet_train1.48	0.999999999999999	0.813	0.745	74.5%	0.107	58.428%	0.56479	0.713
RNF168_0_dirichlet_train1.49	0.999999999999999	0.79	0.819	81.9%	0.105	61.496%	0.5531	0.65
RNF168_0_dirichlet_train1.50	0.999999999999999	0.709	0.841	84.1%	0.117	71.238%	0.64969	0.46
EXO1_0_dirichlet_train1.38	0.9999999999999962	0.803	0.71	71.0%	0.097	61.153%	0.41816	0.652
RNF168_0_dirichlet_train1.51	0.999999999999999	0.786	0.729	72.9%	0.109	61.903%	0.56705	0.652
RNF168_0_dirichlet_train1.52	0.9999999999999991	0.85	0.678	67.8%	0.101	52.685%	0.45279	0.783
EXO1_0_dirichlet_train1.39	0.999999999999996	0.738	0.706	70.6%	0.099	68.758%	0.44393	0.399
EXO1_0_dirichlet_train1.40	0.999999999999997	0.721	0.758	75.8%	0.112	69.647%	0.47461	0.46
RNF168_0_dirichlet_train1.53	0.999999999999999	0.808	0.726	72.6%	0.101	58.961%	0.47775	0.682
EXO1_0_dirichlet_train1.41	0.9999999999999969	0.794	0.719	71.9%	0.093	61.292%	0.46279	0.586
EXO1_0_dirichlet_train1.42	0.9999999999999967	0.74	0.721	72.1%	0.112	67.447%	0.56309	0.527
RNF168_0_dirichlet_train1.54	0.9999999999999991	0.809	0.824	82.4%	0.127	58.792%	0.58284	0.746
OGG1_0_dirichlet_train1	0.9999999999999973	0.978	0.426	42.6%	0.081	21.199%	0.29869	0.976
UNG_0_dirichlet_train1	0.9999999999999981	0.834	0.712	71.2%	0.115	55.632%	0.54169	0.773
UNG_0_dirichlet_train1.1	0.9999999999999984	0.846	0.686	68.6%	0.116	53.473%	0.48139	0.798
UNG_0_dirichlet_train1.2	0.9999999999999984	0.931	0.545	54.5%	0.085	37.343%	0.3701	0.915
OGG1_0_dirichlet_train1.1	0.999999999999997	0.968	0.475	47.5%	0.085	25.137%	0.39311	0.965
UNG_0_dirichlet_train1.3	0.9999999999999987	0.867	0.686	68.6%	0.111	50.048%	0.49056	0.828
OGG1_0_dirichlet_train1.2	0.9999999999999973	0.983	0.409	40.9%	0.071	18.477%	0.32766	0.982
OGG1_0_dirichlet_train1.3	0.9999999999999978	0.976	0.428	42.8%	0.081	22.172%	0.27361	0.974
UNG_0_dirichlet_train1.4	0.9999999999999981	0.88	0.647	64.7%	0.103	47.815%	0.48735	0.843
UNG_0_dirichlet_train1.5	0.9999999999999988	0.924	0.642	64.2%	0.1	39.741%	0.40432	0.911
OGG1_0_dirichlet_train1.4	0.999999999999998	0.986	0.457	45.7%	0.109	22.306%	0.27646	0.986
OGG1_0_dirichlet_train1.5	0.9999999999999978	0.977	0.479	47.9%	0.086	21.684%	0.34641	0.975
UNG_0_dirichlet_train1.6	0.9999999999999983	0.702	0.813	81.3%	0.166	71.516%	0.61013	0.61
UNG_0_dirichlet_train1.7	0.999999999999998	0.891	0.608	60.8%	0.095	45.782%	0.44511	0.854
UNG_0_dirichlet_train1.8	0.9999999999999981	0.871	0.647	64.7%	0.108	49.139%	0.40874	0.832
OGG1_0_dirichlet_train1.6	0.9999999999999979	0.991	0.343	34.3%	0.061	13.62%	0.27664	0.991
UNG_0_dirichlet_train1.9	0.9999999999999986	0.891	0.625	62.5%	0.103	45.671%	0.47871	0.862
OGG1_0_dirichlet_train1.7	0.9999999999999978	0.992	0.349	34.9%	0.059	15.673%	0.21385	0.992
UNG_0_dirichlet_train1.10	0.9999999999999984	0.821	0.698	69.8%	0.122	57.163%	0.52144	0.761
OGG1_0_dirichlet_train1.8	0.9999999999999978	0.977	0.489	48.9%	0.091	22.258%	0.42847	0.975
UNG_0_dirichlet_train1.11	0.9999999999999984	0.871	0.68	68.0%	0.117	49.294%	0.48414	0.84
OGG1_0_dirichlet_train1.9	0.9999999999999982	0.982	0.485	48.5%	0.081	20.327%	0.3792	0.981
OGG1_0_dirichlet_train1.10	0.9999999999999973	0.981	0.434	43.4%	0.082	19.493%	0.39109	0.98
OGG1_0_dirichlet_train1.11	0.9999999999999973	0.955	0.567	56.7%	0.094	29.589%	0.50998	0.95
UNG_0_dirichlet_train1.12	0.9999999999999981	0.86	0.713	71.3%	0.109	50.907%	0.4775	0.814
UNG_0_dirichlet_train1.13	0.999999999999998	0.871	0.653	65.3%	0.102	49.305%	0.42247	0.825
UNG_0_dirichlet_train1.14	0.9999999999999983	0.841	0.699	69.9%	0.114	54.463%	0.55065	0.787
OGG1_0_dirichlet_train1.12	0.9999999999999979	0.976	0.493	49.3%	0.086	22.321%	0.35846	0.974
OGG1_0_dirichlet_train1.13	0.999999999999998	0.987	0.348	34.8%	0.068	16.309%	0.24289	0.986
UNG_0_dirichlet_train1.15	0.9999999999999986	0.909	0.621	62.1%	0.097	42.374%	0.44119	0.886
UNG_0_dirichlet_train1.16	0.9999999999999986	0.796	0.725	72.5%	0.137	60.552%	0.51853	0.736
UNG_0_dirichlet_train1.17	0.9999999999999987	0.877	0.648	64.8%	0.117	48.078%	0.42096	0.849
OGG1_0_dirichlet_train1.14	0.9999999999999974	0.967	0.476	47.6%	0.084	25.899%	0.33248	0.964
UNG_0_dirichlet_train1.18	0.9999999999999987	0.862	0.645	64.5%	0.114	50.647%	0.48872	0.822
