	0	1	2	3	4	5	6	7	8	9
0	[656.488728751333, 11.894326694112669, 6445.944020572203, 0.1128571406006813, 0.0]	[656.5470788537571, 11.901234206745569, 6446.458446470115, 0.1103571429848671, 0.0]	[656.5302935222977, 11.894592542419586, 6446.357009798781, 0.1217857152223587, 0.0]	[656.530426248068, 11.895661110241498, 6446.347651378265, 0.10964285582304001, 0.0]	[656.4999254271079, 11.894285595916706, 6446.056398311912, 0.11821428686380386, 0.0]	[656.4545010117375, 11.893851939853775, 6445.606490718837, 0.13428571820259094, 0.0]	[656.4882939951179, 11.889524484210154, 6445.987695109077, 0.12464285641908646, 0.0]	[656.5166506532795, 11.899132973134346, 6446.175176801451, 0.12357142567634583, 0.0]	[656.4705551670195, 11.891781485408949, 6445.787736816105, 0.12142857164144516, 0.0]	[656.4844109164235, 11.889836995957806, 6445.945739204656, 0.12392856925725937, 0.0]
100	[664.7442788056551, 25.557532108790404, 6391.867466968647, 0.5578571557998657, 0.0]	[474.4916688947659, 13.019434673136004, 4614.722342216299, 0.3157142996788025, 0.0]	[1854.1088252518393, 16.165163540893552, 18379.43661710946, 0.38678571581840515, 0.0]	[2028.4519398640755, 23.08840582169195, 20053.635340423833, 0.38749998807907104, 0.0]	[1275.0646985510714, 36.31469868508977, 12387.499998659816, 0.10785714536905289, 0.0]	[485.6600454078965, 16.576306118762133, 4690.837392891343, 0.2817857265472412, 0.0]	[755.5948893043598, 22.211964984346636, 7333.829243200131, 0.4285714328289032, 0.0]	[377.321306498432, 8.34228237279897, 3689.7902412563303, 0.5357142686843872, 0.0]	[461.8319197811152, 8.009913640603457, 4538.220061405117, 0.3214285671710968, 0.0]	[443.74529951254596, 7.986495569097422, 4357.588039434485, 0.3214285671710968, 0.0]
200	[470.80395046714074, 11.204285253683672, 4595.9966521345705, 0.4350000023841858, 0.0]	[375.7766653152848, 7.349106962180342, 3684.2755835310445, 0.4285714328289032, 0.0]	[376.4912506439422, 8.033061511105014, 3684.5818913283715, 0.4285714328289032, 0.0]	[666.9985700231008, 8.93772513161254, 6580.6084489148825, 0.4285714328289032, 0.0]	[375.8935494970222, 7.341584349031295, 3685.519651479909, 0.4285714328289032, 0.0]	[1208.159844079512, 22.889419800189334, 11852.704242793225, 0.37142857909202576, 0.0]	[406.83003286372775, 18.610133147946865, 3882.1989971578087, 0.4285714328289032, 0.0]	[376.99242570631907, 8.337914638112238, 3686.5451106820683, 0.5357142686843872, 0.0]	[375.89957796904974, 7.349745326806968, 3685.4983264224275, 0.4285714328289032, 0.0]	[399.0376107810698, 7.52963844850507, 3915.079723325647, 0.3928571343421936, 0.0]
300	[378.8401266986089, 10.426473942149471, 3684.136527564594, 0.5357142686843872, 0.0]	[375.77522111705974, 7.347502858259649, 3684.277182588001, 0.4285714328289032, 0.0]	[376.48055510823815, 8.031835266872367, 3684.4871984136576, 0.4285714328289032, 0.0]	[1533.2682702698758, 8.451103285480656, 15248.17166984395, 0.4285714328289032, 0.0]	[375.84581995785635, 7.339727099286605, 3685.060928585697, 0.4285714328289032, 0.0]	[376.0444104449513, 7.560090048678569, 3684.8432039627273, 0.4285714328289032, 0.0]	[448.4379109261872, 9.334449661337416, 4391.034612648497, 0.43714284896850586, 0.0]	[376.91512250346005, 8.336201097355119, 3685.7892140610493, 0.5357142686843872, 0.0]	[375.84147034233257, 7.348992992884653, 3684.9247734944793, 0.4285714328289032, 0.0]	[399.0240225379314, 7.528851385468408, 3914.95171152463, 0.3928571343421936, 0.0]
400	[444.323503673112, 13.4105980180706, 4309.129056550414, 0.5357142686843872, 0.0]	[375.77471651084016, 7.346650768126424, 3684.280657427137, 0.4285714328289032, 0.0]	[376.47270567310625, 8.029452518084362, 3684.4325315502183, 0.4285714328289032, 0.0]	[376.0852162128361, 7.671601285897473, 3684.136149269386, 0.4285714328289032, 0.0]	[375.83270609786854, 7.337351907865581, 3684.9535419000294, 0.4285714328289032, 0.0]	[376.0197994899236, 7.5592133071774965, 3684.605861827461, 0.4285714328289032, 0.0]	[384.1566684127069, 7.223665962564315, 3769.330024501425, 0.4285714328289032, 0.0]	[376.8816710580744, 8.334364679771287, 3685.4730637830307, 0.5357142686843872, 0.0]	[375.83427052921434, 7.3478095859061, 3684.8646094330825, 0.4285714328289032, 0.0]	[399.0183769025192, 7.527826605951452, 3914.905502965677, 0.3928571343421936, 0.0]
500	[480.5664887943689, 26.33972528392055, 4542.267635104484, 0.5357142686843872, 0.0]	[375.77439625525886, 7.3453083806265145, 3684.290878746323, 0.4285714328289032, 0.0]	[376.4668548326418, 8.02708229130123, 3684.3977254134056, 0.4285714328289032, 0.0]	[376.0840362080948, 7.67042119944862, 3684.1361500864614, 0.4285714328289032, 0.0]	[375.8288031155651, 7.334293802060697, 3684.945093135044, 0.4285714328289032, 0.0]	[376.0087182334995, 7.55870527508543, 3684.5001295841403, 0.4285714328289032, 0.0]	[376.12441479497124, 7.3482308401423575, 3687.7618395482887, 0.4285714328289032, 0.0]	[376.8631104026128, 8.332809403656672, 3685.3030099895614, 0.5357142686843872, 0.0]	[606.7991128001967, 9.327321804926203, 5974.717909952704, 0.260357141494751, 0.0]	[399.0196764459839, 7.525589002094573, 3914.940874438893, 0.3928571343421936, 0.0]
600	[530.0352763664057, 10.08489901487855, 5199.503773515271, 0.5350000262260437, 0.0]	[375.77449281634864, 7.343774043511392, 3684.307187728372, 0.4285714328289032, 0.0]	[376.4627094942538, 8.02531562837169, 3684.3739386588204, 0.4285714328289032, 0.0]	[376.0816864149129, 7.668071085777829, 3684.13615329135, 0.4285714328289032, 0.0]	[375.82895453760034, 7.331823841795521, 3684.9713069580475, 0.4285714328289032, 0.0]	[376.004147213303, 7.55757385930029, 3684.4657335400266, 0.4285714328289032, 0.0]	[375.85046551028074, 7.344907080448932, 3685.055584298318, 0.4285714328289032, 0.0]	[376.8520973513182, 8.331396311601145, 3685.20701039717, 0.5357142686843872, 0.0]	[384.1242103476664, 10.516940542176707, 3736.0726980548966, 0.4285714328289032, 0.0]	[399.03099716500606, 7.522797862282501, 3915.081993027235, 0.3928571343421936, 0.0]
700	[399.4436783550612, 8.052324863445355, 3913.9135349161584, 0.5357142686843872, 0.0]	[375.7743132257571, 7.34140695284794, 3684.3290627290917, 0.4285714328289032, 0.0]	[376.4587744843481, 8.023051466956499, 3684.357230173916, 0.4285714328289032, 0.0]	[376.0800728679788, 7.666456954114715, 3684.1361591386403, 0.4285714328289032, 0.0]	[375.8312081120253, 7.330199477862646, 3685.010086341626, 0.4285714328289032, 0.0]	[376.00089752835544, 7.556701735385516, 3684.441957929699, 0.4285714328289032, 0.0]	[375.81384322688547, 7.343897391416625, 3684.699458354688, 0.4285714328289032, 0.0]	[376.8449727774111, 8.33024240680257, 3685.1473037060846, 0.5357142686843872, 0.0]	[375.84355879916643, 7.348647229452406, 3684.94911569714, 0.4285714328289032, 0.0]	[399.1640359914587, 7.5153226875297525, 3916.4871330392893, 0.3928571343421936, 0.0]
800	[575.7989576886512, 10.299396025547686, 5654.995616631035, 0.5357142686843872, 0.0]	[375.77313199632664, 7.339098067626481, 3684.3403392870014, 0.4285714328289032, 0.0]	[376.4559487085191, 8.021291775418865, 3684.346569331002, 0.4285714328289032, 0.0]	[376.0779900656624, 7.664215270032755, 3684.137747956296, 0.4285714328289032, 0.0]	[375.8358388672537, 7.328585557447649, 3685.0725330980604, 0.4285714328289032, 0.0]	[375.9984127176041, 7.555085013009768, 3684.4332770459428, 0.4285714328289032, 0.0]	[375.7996300007636, 7.342581578028931, 3684.5704842273462, 0.4285714328289032, 0.0]	[376.83956634382395, 8.329275011543396, 3685.1029133228053, 0.5357142686843872, 0.0]	[375.81635576214256, 7.346913737680911, 3684.6944202446166, 0.4285714328289032, 0.0]	[658.4552619773859, 9.123199255079276, 6493.320627223066, 0.22607143223285675, 0.0]
900	[1687.5350597965885, 12.402967854172022, 16751.320919424164, 0.4285714328289032, 0.0]	[375.7715389241549, 7.336226601115537, 3684.353123230394, 0.4285714328289032, 0.0]	[376.4537385769757, 8.019652874007793, 3684.340857029679, 0.4285714328289032, 0.0]	[376.07570838670864, 7.661868141928469, 3684.138402447801, 0.4285714328289032, 0.0]	[375.8459736309706, 7.327062412751373, 3685.189112182192, 0.4285714328289032, 0.0]	[375.99688106726165, 7.552872063231029, 3684.440090040306, 0.4285714328289032, 0.0]	[375.79223344960604, 7.341436455972755, 3684.5079699363328, 0.4285714328289032, 0.0]	[376.8354038690415, 8.32861819057772, 3685.067856784637, 0.5357142686843872, 0.0]	[375.8049422524535, 7.346011499031421, 3684.5893075342206, 0.4285714328289032, 0.0]	[599.6979159980297, 20.32009798598631, 5793.778180120434, 0.3132142722606659, 0.0]
