Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F
EXO1_0_real_train1	2.707e-321	1.0	3.982753191416916e-39	3.573116018525281e-172	1.616e-321	2.903198079800804e-153
OGG1_0_real_train1	0.08402229565628322	6.176195471862049e-43	4.634636761070627e-44	0.8668120292984829	0.044793362206244296	0.004372312838989765
RNF168_0_real_train1	9.04e-322	0.9573178145791794	1.7891152313679058e-275	0.04268218542082048	1.49e-321	1.0257099052080947e-154
UNG_0_real_train1	0.03287964270792744	1.7501739577091558e-133	0.09338900482355152	6.498071732441304e-222	3.1081356481452527e-308	0.8737313524685211
ATP2B4_0_real_train1	1.08e-321	0.12713198117533542	0.08804007674329817	0.21483606003207903	0.21562408961747656	0.3543677924318108
ATP2B4_1_real_train1	1.84e-321	3.1360556563504407e-56	0.12244989251061489	0.2540963049417452	0.45841903674915174	0.16503476579848822
MLH1_0_real_train1	0.9848667309637255	5.864882975108182e-284	4.2424090442966777e-131	0.0006912934898783826	0.01444197554639616	2.095e-321
MSH2_0_real_train1	0.9372364352946861	9.618318312124221e-216	9.049802879808333e-75	2.6730980314540915e-263	0.06276356469913197	6.181760589027559e-12
MSH6_0_real_train1	0.8685741560801002	8.714893e-318	0.10540507615717458	0.016075878833712486	0.009944888929012708	1.6077617285229088e-247
MSH6_1_real_train1	0.8496797801421596	1.655e-321	0.12369277877444798	0.026627441083392475	1.625e-321	1.83e-321
PMS1_0_real_train1	0.16287267804794076	3.00838612916722e-98	5.708305058922916e-85	5.14e-322	0.8371273219520592	5.910454988224953e-51
PMS2_0_real_train1	6.8e-322	2.6e-321	0.9692144904678923	0.030785509532107846	3.7120640545545003e-253	2.57e-321
EXO1_0_multinomial_train1	2.367e-321	0.9706362410305354	0.019424658879174658	0.009939100090289898	1.36e-321	8.74836755934774e-185
EXO1_0_multinomial_train1.1	3.11e-321	0.9481802574329645	0.03280482974799846	9.5e-322	1.64e-321	0.019014912819037118
EXO1_0_multinomial_train1.2	2.317e-321	0.985090102172134	0.014909897827866034	1.413e-321	1.36e-321	2.5792511748499926e-265
EXO1_0_multinomial_train1.3	2.2e-321	0.9737480388496653	8.887228472939715e-177	1.8094441583670016e-17	1.744e-321	0.02625196115033471
EXO1_0_multinomial_train1.4	1.635e-321	1.0	4.056e-321	1.47e-321	1.13e-321	2.647016663814997e-236
EXO1_0_multinomial_train1.5	1.853e-321	0.9943306000236315	4.1e-321	8.84e-322	2.05e-321	0.005669399976368457
EXO1_0_multinomial_train1.6	4.05e-321	0.9363696113777927	0.044174996350386894	0.019455392271820332	1.1e-321	2.485e-321
EXO1_0_multinomial_train1.7	3.76e-321	1.0	7.229785301470857e-156	1.507e-321	1.453e-321	1.2079946885447682e-202
EXO1_0_multinomial_train1.8	2.213e-321	0.9523655213864246	0.04763447861357537	2.095e-321	1.334e-321	1.0506404034475325e-226
EXO1_0_multinomial_train1.9	2.233e-321	1.0	9.429049841918543e-271	6.7e-322	7.8e-322	2.584e-321
EXO1_0_multinomial_train1.10	3.004e-321	0.9907551889752865	1.349336379611204e-48	1.910786629097432e-142	2.075e-321	0.009244811024713554
EXO1_0_multinomial_train1.11	2.367e-321	0.9773495390288764	5.20486491907816e-245	0.005350576104368677	8.683633820657536e-118	0.017299884866754912
EXO1_0_multinomial_train1.12	2.806e-321	0.9824860304323201	3.592173770070078e-56	0.017513969567679775	2.5454554570672628e-300	1.6704267814427554e-221
EXO1_0_multinomial_train1.13	1.99e-321	0.8784275397014509	0.0849715766418826	2e-321	2.02e-321	0.036600883656666486
EXO1_0_multinomial_train1.14	2.816e-321	0.9954213713709219	0.004578628629077933	1.705e-321	1.69e-321	8.519934911426718e-188
EXO1_0_multinomial_train1.15	7.934104532678471e-298	0.9630603956385937	0.03693960436140631	1.196e-321	1.374e-321	5.737406634892623e-65
EXO1_0_multinomial_train1.16	2.317e-321	0.976355383392351	0.023644616607649004	3.014621252532244e-241	1.097e-321	1.8111170061385706e-265
