	0	1	2	3	4	5	6	7	8	9
0	[174.53447587130222, 8.17719955301566, 1663.5727631828654, 0.23666666448116302, 0.0]	[174.51744347663256, 8.168191199494968, 1663.492522771376, 0.2616666555404663, 0.0]	[174.52291875974487, 8.171161315887458, 1663.517574438574, 0.2475000023841858, 0.0]	[174.5218104589805, 8.181459984119103, 1663.4035047486138, 0.28999999165534973, 0.0]	[174.52098041258515, 8.176445211004323, 1663.4453520158079, 0.2683333456516266, 0.0]	[174.53693477438128, 8.1761301525147, 1663.6080462186655, 0.24833333492279053, 0.0]	[174.5245463386189, 8.171719285546882, 1663.52827053072, 0.2708333432674408, 0.0]	[174.52004013710422, 8.17981518614046, 1663.4022495096374, 0.2800000011920929, 0.0]	[174.5055024342157, 8.16260635004855, 1663.4289608416716, 0.27166667580604553, 0.0]	[174.5301951636481, 8.1732730149754, 1663.569221486727, 0.25333333015441895, 0.0]
100	[46.85593017397118, 4.8273660173885755, 420.285641565826, 0.75, 0.0]	[495.95515927153144, 5.8363345900806225, 4901.188246814508, 0.7041666507720947, 0.0]	[48.1298387426935, 3.7783095660926493, 443.5152917660085, 0.75, 0.0]	[83.25095385861684, 6.1277721327126216, 771.2318172590421, 0.75, 0.0]	[417.8174551588322, 10.914886664908718, 4069.025684939235, 0.75, 0.0]	[494.6799820369145, 13.511246193774957, 4811.687358431395, 0.5, 0.0]	[47.732524507309115, 3.9980715482710276, 437.34452959038083, 0.75, 0.0]	[23.366196106288804, 3.652378601567522, 197.1381750472128, 0.9066666960716248, 0.0]	[93.77443613121102, 13.488327979248488, 802.8610815196254, 0.75, 0.0]	[21.666276111395813, 3.6517998513495153, 180.14476260046297, 0.9300000071525574, 0.0]
200	[46.18829849130517, 4.314641865810324, 418.7365662549484, 0.75, 0.0]	[48.45918605204865, 6.023184383171142, 424.3600166887751, 0.75, 0.0]	[47.05531333906078, 3.7342455258774168, 433.21067813183356, 0.75, 0.0]	[64.58117287428585, 9.874636918819316, 547.0653595546654, 0.75, 0.0]	[1034.3240725128069, 10.220980145804687, 10241.03092367002, 0.75, 0.0]	[59.12169955308214, 16.334792368472144, 427.8690718460999, 0.75, 0.0]	[46.571068859659064, 3.9550194441628226, 426.1604941549624, 0.75, 0.0]	[22.04543378948989, 3.946998828710808, 180.98434960779085, 0.9474999904632568, 0.0]	[224.55953825283413, 7.24737601768731, 2173.121622351468, 0.75, 0.0]	[19.136930959226508, 3.7767024235380675, 153.60228535688438, 0.9383333325386047, 0.0]
300	[45.93005338942591, 4.104041901966081, 418.26011487459823, 0.75, 0.0]	[133.26975845423704, 11.62895177916758, 1216.4080667506946, 0.5, 0.0]	[46.678886566333674, 3.711827974191073, 429.670585921426, 0.75, 0.0]	[117.36993649801433, 5.883636202476672, 1114.8630029553765, 0.746666669845581, 0.0]	[171.0002444636579, 4.753457933906331, 1662.4678652975156, 0.75, 0.0]	[915.8226573833219, 23.83263999805304, 8919.900173852688, 0.5, 0.0]	[46.460614120276986, 3.899233598580093, 425.6138052169689, 0.75, 0.0]	[19.77890665866895, 4.220504790684416, 155.58401867984537, 0.9833333492279053, 0.0]	[54.39067463728974, 3.8905332299844324, 505.001414073053, 0.75, 0.0]	[15.101990974773749, 3.7223362228696426, 113.79654751904104, 0.9583333134651184, 0.0]
400	[45.81260169731142, 4.0078952054817485, 418.0470649182967, 0.75, 0.0]	[193.52998789885208, 5.734269151290542, 1877.9571874756155, 0.6208333373069763, 0.0]	[46.42168536584579, 3.697168885892658, 427.24516479953127, 0.75, 0.0]	[465.5593779924726, 8.96092935541052, 4565.98448637062, 0.75, 0.0]	[55.2361413589161, 13.454039668428234, 417.82101690487866, 1.0, 0.0]	[47.85049414764477, 5.940287997593162, 419.1020615005161, 0.75, 0.0]	[46.39531015138615, 3.8652230402232655, 425.30087111162885, 0.75, 0.0]	[11.91835420145059, 3.7191642731688748, 81.99189928281714, 0.9833333492279053, 0.0]	[81.93135533493768, 13.856506191440689, 680.7484914349699, 0.5, 0.0]	[11.514696479105542, 3.434072658718883, 80.80623820386658, 0.9674999713897705, 0.0]
500	[45.7351849208037, 3.939553694393572, 417.9563122641012, 0.75, 0.0]	[117.66759489183907, 9.946683383264565, 1077.209115085745, 0.6208333373069763, 0.0]	[46.285162143701925, 3.683738701957541, 426.01423441744384, 0.75, 0.0]	[862.9762277337567, 11.049960093697301, 8519.262676400593, 0.75, 0.0]	[655.4680188916544, 10.37610828117196, 6450.919106104825, 0.75, 0.0]	[408.71277671985644, 15.494725285372995, 3932.180514344834, 0.5, 0.0]	[46.23721017768632, 3.839840561692883, 423.9736961599344, 0.75, 0.0]	[11.807186608324075, 3.7294816555396793, 80.77704952784396, 0.98416668176651, 0.0]	[49.19340212208691, 3.5396898410368323, 456.5371228105007, 0.75, 0.0]	[10.25535744246651, 3.363987562231828, 68.91369880234681, 0.9725000262260437, 0.0]
600	[45.68559954785869, 3.900895599033369, 417.8470394882532, 0.75, 0.0]	[1345.7750859520506, 17.575460924443266, 13281.996250276074, 0.5, 0.0]	[46.21660214876279, 3.66659688923148, 425.5000525953131, 0.75, 0.0]	[234.280322465312, 10.862638901176714, 2234.1768356413527, 0.75, 0.0]	[60.823686099379216, 19.051094161611868, 417.7259193776735, 1.0, 0.0]	[102.6994350078883, 5.895300139699274, 968.0413486818902, 0.6208333373069763, 0.0]	[46.05331997577682, 3.8304207898131652, 422.22899185963655, 0.75, 0.0]	[13.395912505882887, 3.880615352977764, 95.15297152905121, 0.9858333468437195, 0.0]	[47.65115135577155, 5.910253749593821, 417.4089760617773, 0.75, 0.0]	[7.996007009798332, 3.465894791330037, 45.30112218468294, 0.9866666793823242, 0.0]
700	[45.664079337014755, 3.8833386818126123, 417.8074065520214, 0.75, 0.0]	[157.87877434933608, 7.717320670387218, 1501.6145367894887, 0.75, 0.0]	[46.14610769577136, 3.6589654832749394, 424.87142212496417, 0.75, 0.0]	[169.3406200279741, 5.163746377571739, 1641.7687365040235, 0.75, 0.0]	[206.90927361814371, 6.292469821664588, 2006.1680379647912, 0.75, 0.0]	[48.2724199956533, 5.95254702567356, 423.1987296997974, 0.75, 0.0]	[45.98478152601815, 3.8147525126878947, 421.70029013330253, 0.75, 0.0]	[37.24654458211545, 5.772738005306832, 314.73806576808613, 0.9908333420753479, 0.0]	[78.33148762122377, 4.62344998145907, 737.0803763976469, 0.75, 0.0]	[7.907774474635424, 3.5755841056551305, 43.32190368980294, 0.9900000095367432, 0.0]
800	[45.63845133921019, 3.860047925386477, 417.78403413823713, 0.75, 0.0]	[242.10129137196728, 5.645404160015849, 2364.558872119514, 0.6208333373069763, 0.0]	[46.11317719233006, 3.648751309738322, 424.6442588259174, 0.75, 0.0]	[340.0636659120765, 12.478013642561665, 3275.8565226951478, 0.75, 0.0]	[56.715430140548726, 14.851609803481773, 418.6382033706695, 1.0, 0.0]	[47.58798746377178, 5.922147504710143, 416.65839959061634, 0.75, 0.0]	[45.921644160845624, 3.8025742248300656, 421.1906993601555, 0.75, 0.0]	[7.750641369876389, 3.781181346323186, 39.694600235532036, 0.9983333349227905, 0.0]	[47.83349284466819, 5.902141257027474, 419.31351587640717, 0.75, 0.0]	[6.820168658564457, 3.2595915269190088, 35.60577131645448, 0.9891666769981384, 0.0]
900	[45.625285215200634, 3.8477973986493232, 417.7748781655131, 0.75, 0.0]	[82.08525639003138, 13.822356766874554, 682.6289962315683, 0.5, 0.0]	[46.05323382980738, 3.6375615052296397, 424.15672324577736, 0.75, 0.0]	[232.50665341822216, 5.581864570217226, 2269.2478884800494, 0.75, 0.0]	[83.34686775037197, 5.068680489481525, 782.7818726089045, 0.75, 0.0]	[47.584171688812965, 5.918403800946928, 416.65767887866036, 0.75, 0.0]	[45.88495502732537, 3.79910182705377, 420.85853200271595, 0.75, 0.0]	[8.832903732014895, 3.771034076693529, 50.618696553213645, 0.9975000023841858, 0.0]	[81.30506996535414, 4.764372364540063, 765.4069760081406, 0.75, 0.0]	[6.014065631470649, 3.266123199465559, 27.479424320050896, 0.9916666746139526, 0.0]
