	0	1	2	3	4	5	6	7	8	9
0	[174.51319253665142, 8.17220347148823, 1663.409890651632, 0.2683333456516266, 0.0]	[174.51912530138281, 8.174330768844595, 1663.447945325382, 0.27916666865348816, 0.0]	[174.52735341452598, 8.168245718234338, 1663.5910769629163, 0.24916666746139526, 0.0]	[174.51080520789637, 8.173718460300552, 1663.370867475958, 0.29499998688697815, 0.0]	[174.5446478465338, 8.177291360066349, 1663.673564864674, 0.23499999940395355, 0.0]	[174.53968891757938, 8.180797200378946, 1663.5889171720044, 0.2524999976158142, 0.0]	[174.521495651981, 8.171522652654286, 1663.4997299932672, 0.2800000011920929, 0.0]	[174.52799137003734, 8.175689785843414, 1663.5230158419392, 0.28166666626930237, 0.0]	[174.52357912283333, 8.173456627896506, 1663.501224949368, 0.2574999928474426, 0.0]	[174.51899983102047, 8.174879771569955, 1663.441200594505, 0.25083333253860474, 0.0]
100	[3.4472276753900988, 2.611938038353616, 8.352896370364824, 1.0, 0.0]	[3.735936106717788, 2.588030314173229, 11.479057925445588, 1.0, 0.0]	[3.8751914995521233, 2.6491472593499124, 12.260442402022107, 1.0, 0.0]	[4.332737291262998, 2.7776982547103586, 15.550390365526393, 1.0, 0.0]	[3.662345737368823, 2.524230518884686, 11.381152184841373, 1.0, 0.0]	[3.4571007044609825, 2.616625768539116, 8.404749359218668, 1.0, 0.0]	[4.631439859162847, 4.093545571596275, 5.378942875665718, 1.0, 0.0]	[3.6484098706693278, 2.621251630556064, 10.271582401132637, 1.0, 0.0]	[3.3797045048688688, 2.5798235824674007, 7.998809224014678, 1.0, 0.0]	[3.620776743066147, 2.4767369263556347, 11.440398167105123, 1.0, 0.0]
200	[3.034008308957286, 2.5209964983028605, 5.130118106544256, 1.0, 0.0]	[3.1915726323227482, 2.485042089159694, 7.065305431630544, 1.0, 0.0]	[3.314515572321781, 2.541999171134762, 7.725164011870193, 1.0, 0.0]	[3.3817058891160916, 2.5907904782370292, 7.909154108790622, 1.0, 0.0]	[3.1782684327290878, 2.463590044373527, 7.146783883555608, 1.0, 0.0]	[3.001211020474599, 2.5265889246857367, 4.746220957888622, 1.0, 0.0]	[3.9851543913182765, 3.5626631678303333, 4.22491223487943, 1.0, 0.0]	[3.1563874692354164, 2.5201454118926203, 6.362420573427959, 1.0, 0.0]	[2.9813572170486324, 2.508779267824253, 4.725779492243792, 1.0, 0.0]	[3.131400691960788, 2.4377842397046456, 6.936164522561423, 1.0, 0.0]
300	[2.872548535590228, 2.4888877020892632, 3.836608335009645, 1.0, 0.0]	[3.0102513257741013, 2.4501246099196945, 5.601267158544065, 1.0, 0.0]	[3.119449646989627, 2.4899587191632615, 6.294909278263654, 1.0, 0.0]	[3.172257701332956, 2.5359759865420903, 6.362817147908656, 1.0, 0.0]	[3.0018576105613217, 2.4356306768565212, 5.662269337048003, 1.0, 0.0]	[2.8432775555454763, 2.4913990003353965, 3.518785552100799, 1.0, 0.0]	[3.6842137817586034, 3.299723546682684, 3.8449023507591926, 1.0, 0.0]	[2.9744628072910726, 2.478549558995896, 4.959132482951768, 1.0, 0.0]	[2.83595247267074, 2.481415822185144, 3.5453665048559584, 1.0, 0.0]	[2.9626612562646617, 2.4192357356584884, 5.434255206061734, 1.0, 0.0]
400	[2.7861329237689807, 2.4718626869412015, 3.1427023682777904, 1.0, 0.0]	[2.9106287253713785, 2.429356932003507, 4.812717933678712, 1.0, 0.0]	[2.9965490762449507, 2.4560291440395776, 5.405199322053733, 1.0, 0.0]	[3.0497488793094387, 2.498734103604998, 5.510147757044405, 1.0, 0.0]	[2.9051441157386693, 2.4198265316658545, 4.853175840728149, 1.0, 0.0]	[2.761652378660341, 2.469729892840089, 2.9192248582025213, 1.0, 0.0]	[3.4747128210018645, 3.1388197274936807, 3.358930935081838, 1.0, 0.0]	[2.8748622680635707, 2.453334482340159, 4.215277857234116, 1.0, 0.0]	[2.7593450201667453, 2.464621908399044, 2.9472311176770125, 1.0, 0.0]	[2.8783109803314932, 2.406034189673409, 4.7227679065808434, 1.0, 0.0]
500	[2.732900641485473, 2.460975017136159, 2.7192562434931418, 1.0, 0.0]	[2.846159576690403, 2.415480707206102, 4.306788694843008, 1.0, 0.0]	[2.9146273668678697, 2.433081656739057, 4.815457101288125, 1.0, 0.0]	[2.979117625337287, 2.4682067230963898, 5.109109022408971, 1.0, 0.0]	[2.848142510504186, 2.4075900640039714, 4.405524465002149, 1.0, 0.0]	[2.7133193523891492, 2.456387027458927, 2.569323249302221, 1.0, 0.0]	[3.382289848489209, 3.070612100463479, 3.116777480257303, 1.0, 0.0]	[2.811333176640322, 2.435580938771382, 3.7575223786894005, 1.0, 0.0]	[2.711816141834803, 2.4530269696766274, 2.587891721581755, 1.0, 0.0]	[2.823154795290705, 2.3967812988252413, 4.2637349646546365, 1.0, 0.0]
600	[2.6971960479862647, 2.4545043887416242, 2.4269165924464056, 1.0, 0.0]	[2.800405675725672, 2.406063158469192, 3.9434251725647975, 1.0, 0.0]	[2.856757146722404, 2.4166073539633217, 4.401497927590822, 1.0, 0.0]	[2.9189578351683623, 2.4455639106803613, 4.733939244880009, 1.0, 0.0]	[2.807131804887954, 2.3981427296661173, 4.089890752218368, 1.0, 0.0]	[2.68094501729642, 2.4468098062021766, 2.341352110942438, 1.0, 0.0]	[3.3162304133622857, 3.0193777587661383, 2.9685265459614723, 1.0, 0.0]	[2.7662540732535335, 2.4226979336297374, 3.435561396237962, 1.0, 0.0]	[2.679307879759794, 2.4441103876209835, 2.351974921388105, 1.0, 0.0]	[2.783267845324872, 2.389586315240176, 3.9368153008469546, 1.0, 0.0]
700	[2.6724727532865993, 2.447462111420745, 2.250106418658542, 1.0, 0.0]	[2.767507104892629, 2.398646104602446, 3.6886100029018287, 1.0, 0.0]	[2.813766049543701, 2.4048016916891934, 4.089643578545075, 1.0, 0.0]	[2.871155459205683, 2.427347608249088, 4.4380785095659485, 1.0, 0.0]	[2.7766557417505724, 2.3904871583199965, 3.861685834305758, 1.0, 0.0]	[2.6574493908853287, 2.4385093453294004, 2.1894004555592836, 1.0, 0.0]	[3.2626491515810323, 2.974450745389906, 2.8819840619112664, 1.0, 0.0]	[2.731364813619973, 2.4134286165687495, 3.1793619705122333, 1.0, 0.0]	[2.6565895161365507, 2.4366804520807266, 2.1990906405582433, 1.0, 0.0]	[2.7535336652178657, 2.3841708025986286, 3.6936286261923708, 1.0, 0.0]
800	[2.656908200145425, 2.441450932726999, 2.154572674184262, 1.0, 0.0]	[2.7430592262076408, 2.392964194655975, 3.5009503155166564, 1.0, 0.0]	[2.7803146330172037, 2.3951034069882624, 3.8521122602894105, 1.0, 0.0]	[2.8323653214451214, 2.413740076466743, 4.186252449783784, 1.0, 0.0]	[2.7521932867145606, 2.3850091216127813, 3.6718416510177914, 1.0, 0.0]	[2.641852359311949, 2.4305794886155816, 2.1127287069636767, 1.0, 0.0]	[3.2372919034121157, 2.956037578223463, 2.812543251886527, 1.0, 0.0]	[2.704414486507997, 2.406486738750019, 2.9792774775797772, 1.0, 0.0]	[2.641947232303327, 2.4295728941869403, 2.123743381163867, 1.0, 0.0]	[2.7304943073754337, 2.379795574183146, 3.5069873319228755, 1.0, 0.0]
900	[2.642515123768237, 2.435560233962873, 2.069548898053639, 1.0, 0.0]	[2.7263129229103598, 2.3870059013351983, 3.3930702157516133, 1.0, 0.0]	[2.754607332878739, 2.387100500539783, 3.6750683233895556, 1.0, 0.0]	[2.8007681622347365, 2.403135580725251, 3.9763258150948575, 1.0, 0.0]	[2.732990866856093, 2.3802751133602302, 3.5271575349586284, 1.0, 0.0]	[2.629730044694657, 2.4233566189275635, 2.0637342576709354, 1.0, 0.0]	[3.2208752410715515, 2.946915742013397, 2.739594990581542, 1.0, 0.0]	[2.683524917146437, 2.401121366129448, 2.8240355101698884, 1.0, 0.0]	[2.629432102545573, 2.42347926425464, 2.0595283829093294, 1.0, 0.0]	[2.7124777296061096, 2.3761263299069255, 3.3635139969918413, 1.0, 0.0]
