	0	1	2	3	4	5	6	7	8	9
0	[174.68420443739288, 8.339650524357838, 1663.4455391303502, 0.2524999976158142, 0.0]	[174.6923853117657, 8.345826347360429, 1663.4655896440524, 0.2849999964237213, 0.0]	[174.69155675034133, 8.348351785107196, 1663.4320496523414, 0.27666667103767395, 0.0]	[174.69440345616755, 8.34420124586785, 1663.502022102997, 0.27416667342185974, 0.0]	[174.67911056546308, 8.346218254982732, 1663.3289231048032, 0.32083332538604736, 0.0]	[174.70228197471602, 8.343229583601135, 1663.5905239111487, 0.23499999940395355, 0.0]	[174.7057387776726, 8.34926079179086, 1663.564779858817, 0.24916666746139526, 0.0]	[174.68222903867195, 8.341925542783207, 1663.4030349588875, 0.2658333480358124, 0.0]	[174.6809277401674, 8.332492165836946, 1663.4843557433041, 0.24666666984558105, 0.0]	[174.69144598934113, 8.334084439648601, 1663.5736154969254, 0.2574999928474426, 0.0]
100	[4.9672874137846525, 4.117758917631348, 8.495284961533041, 1.0, 0.0]	[4.965411778462136, 4.076084668174647, 8.89327110287489, 1.0, 0.0]	[5.227189361972475, 4.076796954598837, 11.503924073736378, 1.0, 0.0]	[5.427033456282927, 4.082544700454689, 13.444887558282371, 1.0, 0.0]	[6.0944831600979565, 4.086907909058412, 20.075752510395446, 1.0, 0.0]	[4.941826019574572, 4.133736703709666, 8.080893158649054, 1.0, 0.0]	[5.51788291249079, 4.253524382909678, 12.643585295811118, 1.0, 0.0]	[4.91825067894989, 4.098320078633127, 8.199306003167628, 1.0, 0.0]	[4.952321700164544, 4.100827554268111, 8.514941458964326, 1.0, 0.0]	[4.923542724505311, 4.101042909037914, 8.224998154673969, 1.0, 0.0]
200	[4.58149490949805, 4.035456710483747, 5.460381990143031, 1.0, 0.0]	[4.551169895656032, 4.005859036703544, 5.453108589524874, 1.0, 0.0]	[4.773131253726376, 4.01457848616496, 7.585527675614163, 1.0, 0.0]	[4.837499127713167, 4.010570333939346, 8.269287937738216, 1.0, 0.0]	[5.178146759463014, 4.010834456194934, 11.673123032680799, 1.0, 0.0]	[4.584070125599845, 4.032165206582164, 5.51904919017681, 1.0, 0.0]	[4.82154743855427, 4.0316169762526295, 7.8993046230164055, 1.0, 0.0]	[4.541418235935936, 4.0237239977344865, 5.176942382014493, 1.0, 0.0]	[4.560868005089116, 4.021028923729231, 5.398390813598846, 1.0, 0.0]	[4.538967003080527, 4.026244129652146, 5.127228734283813, 1.0, 0.0]
300	[4.436891662546312, 3.9991438918191013, 4.377477707272106, 1.0, 0.0]	[4.404304150437326, 3.9784417270420973, 4.258624233952286, 1.0, 0.0]	[4.614294152251448, 3.9850923915707943, 6.292017606806532, 1.0, 0.0]	[4.672342250209554, 3.9815131940196533, 6.9082905618990065, 1.0, 0.0]	[4.788408967950264, 3.9675835931362364, 8.20825374814028, 1.0, 0.0]	[4.4385772489142665, 3.9980272113139113, 4.40550037600355, 1.0, 0.0]	[4.625709288429166, 3.9700057140291767, 6.557035743999894, 1.0, 0.0]	[4.403260756718604, 3.994012153980487, 4.092486027381165, 1.0, 0.0]	[4.41530472425352, 3.988587217907223, 4.267175063462972, 1.0, 0.0]	[4.400113365989777, 3.997086494635722, 4.030268713540549, 1.0, 0.0]
400	[4.359284013586721, 3.9794246932805866, 3.7985932030613445, 1.0, 0.0]	[4.324921371871609, 3.9622670683958994, 3.6265430347570913, 1.0, 0.0]	[4.538087340107108, 3.9641932680145895, 5.738940720925186, 1.0, 0.0]	[4.574401095822789, 3.9649296986146854, 6.094713972081032, 1.0, 0.0]	[4.648210921709317, 3.9484202589434685, 6.997906627658484, 1.0, 0.0]	[4.361796882935283, 3.9785685750747644, 3.8322830786051854, 1.0, 0.0]	[4.520500736189325, 3.9554236964242384, 5.650770397650865, 1.0, 0.0]	[4.3280074894181375, 3.9768122785774973, 3.5119521084064043, 1.0, 0.0]	[4.337023060246179, 3.970696111358844, 3.6632694888733455, 1.0, 0.0]	[4.328158077024354, 3.9784216514519404, 3.4973642557241416, 1.0, 0.0]
500	[4.310824291742258, 3.9644971342675057, 3.46327157474752, 1.0, 0.0]	[4.274991387687858, 3.9495546834912036, 3.2543670419665434, 1.0, 0.0]	[4.476373040658424, 3.9492329604248426, 5.271400802335815, 1.0, 0.0]	[4.512434386681471, 3.952077600857238, 5.603567858242328, 1.0, 0.0]	[4.573556479316357, 3.9357305064357293, 6.378259728806281, 1.0, 0.0]	[4.308944394961056, 3.9648544506152463, 3.4408994434580955, 1.0, 0.0]	[4.461431408992061, 3.9416064124608243, 5.198249965312368, 1.0, 0.0]	[4.280192972424992, 3.9647251715447114, 3.154678008802801, 1.0, 0.0]	[4.287811915429383, 3.958144766923378, 3.2966714850600476, 1.0, 0.0]	[4.281521331535713, 3.965236674004105, 3.162846575316085, 1.0, 0.0]
600	[4.273748469563475, 3.953863328859096, 3.198851407043783, 1.0, 0.0]	[4.2422556991636595, 3.940058200649955, 3.0219749851370423, 1.0, 0.0]	[4.427300314974219, 3.933413283473812, 4.938870315004075, 1.0, 0.0]	[4.480117270809752, 3.939739803474977, 5.403774673347754, 1.0, 0.0]	[4.51503340706911, 3.926103280989172, 5.889301260799381, 1.0, 0.0]	[4.27179204427902, 3.9543114539708966, 3.1748059030812357, 1.0, 0.0]	[4.416133785658258, 3.934838837273096, 4.812949483851621, 1.0, 0.0]	[4.248566784566836, 3.9544390840810593, 2.941277004857766, 1.0, 0.0]	[4.252332388537222, 3.9482531406581116, 3.0407924787911065, 1.0, 0.0]	[4.248546892177013, 3.955114156555143, 2.9343273562187004, 1.0, 0.0]
700	[4.247434318999604, 3.9461439951721746, 3.012903238274288, 1.0, 0.0]	[4.219649546109314, 3.9329557665530257, 2.8669377955628796, 1.0, 0.0]	[4.385281173303373, 3.9228805528320003, 4.624006204713728, 1.0, 0.0]	[4.4420035018026685, 3.9257460044690236, 5.1625749733364525, 1.0, 0.0]	[4.4719460006713065, 3.915831191033129, 5.56114809638177, 1.0, 0.0]	[4.2454724081953135, 3.945498903749031, 2.9997350444628297, 1.0, 0.0]	[4.400794519995237, 3.92504912198675, 4.75745398008487, 1.0, 0.0]	[4.226435156854149, 3.946445916156972, 2.7998924069717663, 1.0, 0.0]	[4.228916549237143, 3.9406273049238987, 2.8828924431324365, 1.0, 0.0]	[4.226125945708439, 3.9470449475324814, 2.7908099817595806, 1.0, 0.0]
800	[4.226690440540673, 3.9394736742939003, 2.872167662467727, 1.0, 0.0]	[4.203135726351791, 3.9273647659731994, 2.7577096037859126, 1.0, 0.0]	[4.356535056884301, 3.912484028508498, 4.4405102837580275, 1.0, 0.0]	[4.410017530640147, 3.9168224782570196, 4.931950523831274, 1.0, 0.0]	[4.4369612627242585, 3.9072942719757675, 5.2966699074849055, 1.0, 0.0]	[4.224026453359179, 3.938672452993727, 2.8535400036545195, 1.0, 0.0]	[4.368052077415929, 3.90790027388386, 4.601518035320691, 1.0, 0.0]	[4.208365122401067, 3.9401908843753164, 2.6817423802575036, 1.0, 0.0]	[4.209562049710371, 3.9346070749423783, 2.749549747679923, 1.0, 0.0]	[4.207560434633709, 3.9408226666480144, 2.667377679856949, 1.0, 0.0]
900	[4.210515222165734, 3.93324622436057, 2.772689978051634, 1.0, 0.0]	[4.190704668663009, 3.9222137139026025, 2.6849095476040583, 1.0, 0.0]	[4.338996342872229, 3.904925806326957, 4.340705365452719, 1.0, 0.0]	[4.387010638489054, 3.9086247787134427, 4.783858597756107, 1.0, 0.0]	[4.411550563440919, 3.8991301297147207, 5.124204337261981, 1.0, 0.0]	[4.2072596223679115, 3.9332827062105986, 2.7397691615731263, 1.0, 0.0]	[4.350175675281554, 3.8963803506199968, 4.537953246615574, 1.0, 0.0]	[4.19291729572315, 3.934238701565858, 2.5867859415729235, 1.0, 0.0]	[4.195819964708128, 3.9295097259611684, 2.6631023874695976, 1.0, 0.0]	[4.193544538654959, 3.9342517027280874, 2.5929283592687193, 1.0, 0.0]
