Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
EXO1_0_real_train1	0.999999999999996	0.93	0.35	35.0%	0.049	39.282%	0.09454	0.821
OGG1_0_real_train1	0.9999999999999968	0.998	0.222	22.2%	0.044	10.892%	0.10311	0.998
RNF168_0_real_train1	0.9999999999999989	0.903	0.468	46.8%	0.063	43.379%	0.20181	0.804
UNG_0_real_train1	0.9999999999999982	0.965	0.336	33.6%	0.053	26.421%	0.14763	0.953
ATP2B4_0_real_train1	0.9999999999999971	0.978	0.367	36.7%	0.051	21.111%	0.18143	0.973
ATP2B4_1_real_train1	0.9999999999999967	0.983	0.381	38.1%	0.057	20.399%	0.16193	0.981
MLH1_0_real_train1	0.9999999999999964	0.989	0.171	17.1%	0.028	14.734%	0.0374	0.985
MSH2_0_real_train1	0.999999999999996	0.994	0.135	13.5%	0.021	11.147%	0.0288	0.991
MSH6_0_real_train1	0.9999999999999951	0.993	0.137	13.7%	0.022	11.981%	0.02403	0.99
MSH6_1_real_train1	0.9999999999999969	0.991	0.166	16.6%	0.026	13.987%	0.03979	0.987
PMS1_0_real_train1	0.9999999999999964	0.976	0.304	30.4%	0.052	22.61%	0.12988	0.971
PMS2_0_real_train1	0.9999999999999952	0.991	0.145	14.5%	0.022	13.655%	0.02289	0.985
EXO1_0_multinomial_train1	0.999999999999996	0.91	0.398	39.8%	0.056	44.133%	0.11781	0.772
EXO1_0_multinomial_train1.1	0.9999999999999966	0.915	0.38	38.0%	0.054	42.757%	0.1254	0.785
EXO1_0_multinomial_train1.2	0.9999999999999962	0.905	0.397	39.7%	0.057	44.921%	0.13148	0.754
EXO1_0_multinomial_train1.3	0.9999999999999962	0.904	0.438	43.8%	0.059	44.336%	0.14841	0.773
EXO1_0_multinomial_train1.4	0.9999999999999961	0.88	0.453	45.3%	0.064	50.318%	0.16131	0.691
EXO1_0_multinomial_train1.5	0.9999999999999962	0.91	0.396	39.6%	0.056	43.272%	0.13965	0.778
EXO1_0_multinomial_train1.6	0.9999999999999959	0.908	0.408	40.8%	0.056	44.056%	0.13888	0.768
EXO1_0_multinomial_train1.7	0.9999999999999962	0.89	0.441	44.1%	0.061	48.513%	0.15496	0.713
EXO1_0_multinomial_train1.8	0.9999999999999964	0.915	0.377	37.7%	0.054	42.138%	0.11428	0.782
EXO1_0_multinomial_train1.9	0.9999999999999958	0.893	0.457	45.7%	0.061	46.51%	0.16525	0.732
EXO1_0_multinomial_train1.10	0.9999999999999962	0.905	0.43	43.0%	0.058	44.369%	0.14143	0.768
EXO1_0_multinomial_train1.11	0.9999999999999961	0.914	0.392	39.2%	0.055	43.245%	0.1251	0.791
EXO1_0_multinomial_train1.12	0.9999999999999959	0.908	0.412	41.2%	0.057	44.57%	0.14063	0.775
EXO1_0_multinomial_train1.13	0.9999999999999958	0.898	0.417	41.7%	0.059	46.556%	0.14642	0.738
EXO1_0_multinomial_train1.14	0.9999999999999958	0.888	0.441	44.1%	0.062	48.327%	0.15867	0.714
EXO1_0_multinomial_train1.15	0.9999999999999959	0.921	0.363	36.3%	0.052	41.273%	0.12696	0.797
EXO1_0_multinomial_train1.16	0.9999999999999967	0.909	0.408	40.8%	0.056	43.936%	0.13122	0.767
