Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
OGG1_boot	4.64e-322	0.9999999999999999	9.4e-322	4.74e-322	3.85e-322	1.1053832877378574e-207	3.5e-322
OGG1_boot.1	7.95e-322	1.0	2.7369484529383376e-141	1.643945160830992e-202	7.95e-322	6.686268395871483e-101	7.2e-322
OGG1_boot.2	7.9e-322	0.9999999999999999	2.554e-321	1.1445664898724283e-193	8.84e-322	4.5192614898711394e-117	8.05e-322
OGG1_boot.3	1.13e-321	0.9957186117598439	0.004281388240156201	1.2992006555544074e-79	5.9526180772494144e-207	7.4877715021303e-83	5.91567010489624e-274
OGG1_boot.4	1.3722368144487925e-158	0.9504744489185257	0.04952555108117233	3.020012469114363e-13	3.1810211646074884e-29	8.19457197540508e-46	2.709142847995994e-90
OGG1_boot.5	6.23e-322	1.0	1.58e-321	1.4897392267288882e-293	4.84e-322	2.4945537894311728e-145	6.2e-322
OGG1_boot.6	1.047e-321	0.9999999999999999	9.517827011812288e-84	5.406232857970052e-200	9.83e-322	2.550357595721091e-104	8.9e-322
OGG1_boot.7	1.01e-321	1.0	3.2112662052947657e-237	8.207727340814503e-196	8.4e-322	4.9368619891225076e-113	8.55e-322
OGG1_boot.8	1.51e-321	0.9960945455491189	0.003905454450881095	2.2454792288160975e-150	5.4885375332061875e-235	5.364834802913861e-90	4.439674545527825e-215
OGG1_boot.9	6.294001964265035e-249	0.9562521704756008	0.04374782952439925	6.969371644284042e-79	1.0698771131709267e-145	3.433372009000843e-59	9.20593962419698e-152
OGG1_boot.10	7.5e-322	1.0	1.21e-321	1.623606183419837e-211	6.5e-322	6.540555867616635e-105	7.6e-322
OGG1_boot.11	9.300413220338227e-167	1.0	3.519831083101636e-69	1.064654389783526e-25	1.0108736930934228e-49	1.7708778803407433e-37	7.510143327248808e-87
OGG1_boot.12	8.3e-322	1.0	3.024e-321	5.381719305515101e-201	8.3e-322	9.664865507744878e-121	8.5e-322
OGG1_boot.13	8.35e-322	1.0	7.345519823945325e-163	1.9158825564737884e-196	8.3e-322	1.233010205165725e-105	7.56e-322
OGG1_boot.14	1.1991757734677472e-267	0.9722591233070427	0.027740876692957363	4.204735016056588e-62	7.020857621095542e-150	2.1589326089954556e-48	5.954853428346515e-179
OGG1_boot.15	2.0818625587642016e-186	0.952570749855129	0.04742925014487086	3.5160737862544865e-32	3.4981892822422803e-57	8.465440112627324e-45	3.299406984488437e-98
OGG1_boot.16	4.55e-322	1.0	1.225e-321	4.64e-322	3.75e-322	8.570021279525678e-164	4.3e-322
OGG1_boot.17	1.59e-321	0.958404469216009	0.041595530783991086	9.589941926657127e-98	1.069066959278729e-187	1.9068338358819978e-75	2.8009085699377646e-201
OGG1_boot.18	1.1393567204986462e-128	0.9722763153793361	0.027723684620663935	3.125946691885851e-21	2.0418748053215067e-68	8.337954231260437e-37	2.9139694610711615e-71
OGG1_boot.19	2.9604964555060254e-113	0.9658859709510266	0.0341140290489735	2.5170079393002123e-35	5.244147434119203e-61	1.0018560569644074e-43	5.920731951985651e-72
OGG1_boot.20	1.6226602485390587e-271	0.993982573043736	0.006017426956263954	1.0816090267763247e-103	2.215911975504368e-188	1.8981674093919587e-68	2.544629382350736e-180
OGG1_boot.21	6.3e-322	1.0	1.275e-321	1.009680543756628e-301	4.94e-322	8.524082518860432e-158	5.34e-322
OGG1_boot.22	5.1977225006592706e-192	0.9286823049949229	0.07131769500507706	4.725177532344555e-49	6.348231825809324e-96	9.247234503619329e-52	4.868025748493046e-122
OGG1_boot.23	1.176e-321	1.0	2.637147187421912e-61	4.224474060978415e-143	1.2315803676256132e-275	3.215744729567575e-100	5.151938780912212e-293
OGG1_boot.24	3.7638870524574586e-290	0.9444165430932494	0.0555834569067507	2.426926665636749e-157	2.246484021817731e-280	3.706524381581689e-86	1.3610446203774473e-221
OGG1_boot.25	1.53e-321	0.9605232705600288	0.039476729439971214	1.8350994463377188e-101	9.33498263553366e-199	4.0836482024057914e-84	3.496997383230518e-228
OGG1_boot.26	1.71e-321	0.9661538869374755	0.03384611306252452	2.9666901019200918e-52	1.3239598324897943e-125	9.01112830622508e-78	4.787354211304908e-202
OGG1_boot.27	1.057e-321	1.0	2.75e-321	2.7408383737615886e-127	1.9767776233212144e-280	1.460609737096215e-80	5.6883526500396796e-269
OGG1_boot.28	1.423e-321	1.0	1.047822022520747e-210	2.861849438478704e-164	4.615668053904652e-298	2.7365638778244015e-108	2.4184874509249167e-286
OGG1_boot.29	8.4e-322	1.0	3.343666492279655e-154	1.0631450611642845e-183	9.5e-322	1.965064302854839e-113	8.6e-322
OGG1_boot.30	4.45e-322	1.0	2.105e-321	4.832975586138898e-251	5.6e-322	4.925866685257599e-149	5.04e-322
OGG1_boot.31	9.5e-322	0.9999999999999999	1.917e-321	6.752620409822303e-189	8.9e-322	2.5947991943530536e-102	2.86e-321
OGG1_boot.32	1.3464306298746e-311	0.993421520168378	0.006578479831622017	2.9428694646626403e-54	6.47420292899757e-150	3.521421531872699e-51	7.456774660246799e-177
OGG1_boot.33	1.15e-321	1.0	2.3075676549735595e-86	5.240011771605836e-116	2.8006739509587284e-252	1.0734563179888221e-76	3.781674668077805e-262
OGG1_boot.34	1.784e-321	0.9999999999999871	1.3001477735255398e-14	1.4553659260084955e-49	9.014466061230487e-135	1.564742593286918e-72	5.919478858103363e-210
OGG1_boot.35	7.120649870439756e-299	1.0	2.570575966084068e-116	2.0745576308464018e-144	7.597867979200789e-248	1.930560446162181e-81	3.920231639023046e-192
OGG1_boot.36	1.01e-321	1.0	2.036e-321	1.4209654245988945e-190	8.4e-322	9.802868065730597e-108	9.5e-322
OGG1_boot.37	1.49e-321	0.9951316984125164	0.004868301587483744	6.045214506980674e-75	1.4007189961036287e-183	5.798527363986353e-70	2.831674240541783e-232
