Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
EXO1_0_real_train1	0.9278131622370402	1.1309156282845246e-44	0.04060130151767433	6.087647351821796e-178	1.6e-321	0.031585536232948984	8.905190886228365e-68	1.0178747379635366e-207	1.2336362964945776e-11
OGG1_0_real_train1	6.797275496250707e-07	0.056000647325204794	4.302274658868057e-11	0.014570826611907648	0.8680666357688632	1.7294609232678341e-07	0.060011794679685676	4.089624515059085e-23	0.0013492428976740049
RNF168_0_real_train1	0.8748947458350829	0.011929279494254355	7.966705382351033e-39	0.0024790797650514366	0.014080847834444655	0.04394480735982675	8.838289278706824e-50	0.0526712397113398	1.246188072241718e-28
UNG_0_real_train1	1.0019061668777073e-306	0.014193052918027483	2.708312436256787e-192	0.06563615416896271	0.03323987924612674	0.886930913630887	5.771945829577863e-153	3.5995904408784916e-11	4.398011535304104e-92
ATP2B4_0_real_train1	3.092246951973528e-20	0.0034325384823221407	1.5020919786725753e-91	0.105738509285144	0.07152123623515882	0.2073166171556775	8.124865045598776e-52	0.6119910988416974	1.880594956887045e-33
ATP2B4_1_real_train1	1.86e-321	0.09341408963794724	1.6969150341648823e-56	0.014383517982332611	0.07826350925643182	1.0236803824814192e-244	8.164157622016703e-24	0.8139388831232883	9.535673522690183e-112
MLH1_0_real_train1	3.0867301957707334e-97	7.901008878322014e-18	0.976321905881514	0.007673058898208606	0.016005035220277446	7.258498244587488e-118	2.366745024692457e-24	3.1368504213576454e-30	1.0996037349292255e-29
MSH2_0_real_train1	1.1846682092342406e-42	0.6041905248631914	1.2208895711450618e-09	0.010067693827896938	2.21e-321	0.015033102257103562	0.03271528987436558	4.175795898741185e-112	0.337993387956553
MSH6_0_real_train1	0.013673980825424674	0.7659062841296206	0.113427088525987	0.06925574990552104	0.00987881534180004	0.0052793402493754235	0.022490984468609882	1.2656106374500455e-09	8.775528805085044e-05
MSH6_1_real_train1	0.00997821919197356	0.8888809578206454	4.220163082764812e-13	0.07726077000666794	0.023880052978923434	3.5980375714754177e-56	2.2e-321	1.134104388732096e-111	1.3676116083017878e-12
PMS1_0_real_train1	5.11208390333652e-198	8.13854021199352e-56	0.002669126620122312	0.023716324622202148	0.021003465213734102	4.585492231490328e-99	0.9526110835439414	5.730699765159664e-93	2.6353826474660932e-74
PMS2_0_real_train1	3.745097446336632e-254	0.039305173275612934	8.09912931640786e-55	0.8519457831184655	0.009594493673151362	0.03012917524490966	0.00818901031174625	0.06083636437611451	2.444585570175498e-65
EXO1_0_multinomial_train1	0.9489687358734541	8.848351204904507e-35	0.02838724046872333	1.403436641075404e-43	0.00012621277703528437	0.022517810880787435	2.95316497810329e-225	2.642707113838181e-178	3.839221534022319e-42
EXO1_0_multinomial_train1.1	0.8659230135141315	6.61710954609882e-13	0.06229760317972214	0.0022350678834291084	6.2e-322	0.06954431542205544	3.709233722355257e-118	8.415483721205898e-247	5.1145672394338655e-28
EXO1_0_multinomial_train1.2	0.930127291659927	1.2457510480501626e-127	0.03670323141551103	0.008557242907465101	8.1e-322	0.024612234017096928	2.0103868873429617e-88	1.97e-321	6.851542323838147e-84
EXO1_0_multinomial_train1.3	0.8868301325247888	8.355632766509848e-56	1.0546653451571175e-91	3.49e-321	2.8104677127e-314	0.07131082563365174	8.639176898323508e-189	1.7929721085831612e-239	0.04185904184155954
EXO1_0_multinomial_train1.4	0.9838612129821096	5.5559704934588116e-232	7.789805493939506e-103	3.325e-321	6.1e-322	0.016138787017890382	3.5272407339691596e-291	1.24e-321	1.9922974542976496e-98
EXO1_0_multinomial_train1.5	0.8911117162193891	9.273037763286e-86	1.50556868390342e-42	3.246e-321	5.73e-322	0.06671226632645531	5.2462959068015066e-08	4.599704059723832e-286	0.04217596499119656
EXO1_0_multinomial_train1.6	0.9354891887249664	0.05350408721351105	0.0016842721272920102	7.269568020929939e-183	0.009322451934230029	6.670682171685666e-194	2.79e-321	2.3576015574244175e-282	4.592021299194582e-16
EXO1_0_multinomial_train1.7	0.9199858801077416	1.2566304730619605e-113	0.049308597790078644	2.994e-321	8.65e-322	0.030705522102179316	4.49777216289815e-135	1.833e-321	2.440777174420964e-16
