Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G
EXO1_0_real_train1	0.8757201358658229	0.006905914311913663	0.10721668490157298	2.9555259958756973e-170	0.004326756414886954	0.005830508505803418	1.103310632402238e-65
OGG1_0_real_train1	6.96e-321	0.03109505694789422	0.055693003254675674	4.2e-321	0.9036465713585348	6.625988768437318e-118	0.009565368438895288
RNF168_0_real_train1	0.7882488725237216	4.783e-321	0.05375457201322332	0.14628145589206445	0.011715099570990819	4.397e-321	1.97e-321
UNG_0_real_train1	1.5884e-320	2.095e-321	0.8084942395818404	0.168355468266914	2.5080169590632273e-85	1.606e-321	0.023150292151245547
ATP2B4_0_real_train1	7.643e-321	1.136e-321	0.20841493155709687	0.6410343316182241	0.08016213683624324	0.00013535462149760047	0.0702532453669383
ATP2B4_1_real_train1	1.487e-321	2.297e-321	2.56e-321	0.5557256550262015	1.623597924928603e-96	0.1701435704161196	0.27413077455767904
MLH1_0_real_train1	6.86e-321	0.8957253283874982	0.08035067519793355	1.42e-321	1.265e-321	9.63e-321	0.02392399641456823
MSH2_0_real_train1	6.44e-321	0.8371180648791637	0.1135862013390019	9.72e-321	0.0012344112016297337	0.048061322580204624	3.64e-321
MSH6_0_real_train1	2.186e-320	0.8951978561748605	0.03768697358754065	0.04085047717276077	0.005150672523697687	0.013841651032572615	0.00727236950856771
MSH6_1_real_train1	2.2122830100809315e-113	0.9144495796732591	0.014179124938591364	0.03739416257365765	0.015505732274876114	1.937e-321	0.018471400539615893
PMS1_0_real_train1	3.696e-321	0.1424107987643338	4.234e-321	9.4e-322	9.14e-322	0.6967078866830926	0.16088131455257376
PMS2_0_real_train1	0.4342853703234388	0.4534178803412382	3.06e-322	0.11229674933532312	5.2e-322	5.83e-322	6.2e-322
EXO1_0_multinomial_train1	0.8939996885574171	5.780598231916167e-307	0.07824136784145314	8.177e-321	2.497111231017236e-75	2.717e-321	0.0277589436011298
RNF168_0_multinomial_train1	0.7282218648585618	2.895e-321	0.05349893355307272	0.19329792912712604	6.937e-321	0.0016010185096592131	0.023380253951580283
RNF168_0_multinomial_train1.1	0.6862622879863487	1.003e-321	5.04e-321	0.3137377120136513	2.787e-321	1.79e-321	8.4e-322
