	0	1	2	3	4	5	6	7	8	9
0	[8.161116555991125, 8.161116555991125, 2760.2173657551557, 0.25, 0.0]	[8.153790385337706, 8.153790385337706, 2759.7770229419775, 0.2524999976158142, 0.0]	[8.153900194083503, 8.153900194083503, 2760.220913971659, 0.2516666650772095, 0.0]	[8.15003048680812, 8.15003048680812, 2759.831329625782, 0.25, 0.0]	[8.158829946215008, 8.158829946215008, 2760.003772073247, 0.24500000476837158, 0.0]	[8.151911357156456, 8.151911357156456, 2759.7609900240664, 0.2516666650772095, 0.0]	[8.15144978600446, 8.15144978600446, 2759.8645968881983, 0.25083333253860474, 0.0]	[8.157174939408314, 8.157174939408314, 2759.7771287960272, 0.25, 0.0]	[8.149456276250866, 8.149456276250866, 2760.429471055819, 0.2175000011920929, 0.0]	[8.154715765224752, 8.154715765224752, 2759.6127134434005, 0.25, 0.0]
100	[1.938071123542159, 1.938071123542159, 2006.4833597723143, 0.40833333134651184, 0.0]	[2.0458494765798902, 2.0458494765798902, 2008.9564643144931, 0.39750000834465027, 0.0]	[2.026718003930449, 2.026718003930449, 2027.658732959347, 0.3858333230018616, 0.0]	[1.996235332421558, 1.996235332421558, 1997.0350964588197, 0.4033333361148834, 0.0]	[1.9293187742777558, 1.9293187742777558, 2001.6078855206542, 0.41583332419395447, 0.0]	[1.9725892854860145, 1.9725892854860145, 2010.3069330223339, 0.4166666567325592, 0.0]	[2.027033138214742, 2.027033138214742, 1995.7436604203185, 0.40583333373069763, 0.0]	[1.9839779756743707, 1.9839779756743707, 2033.8762231646579, 0.3916666805744171, 0.0]	[2.042192814262654, 2.042192814262654, 2010.0804467433006, 0.39916667342185974, 0.0]	[1.9253550063345333, 1.9253550063345333, 2017.4861859724606, 0.3958333432674408, 0.0]
200	[1.914381631551277, 1.914381631551277, 1890.6920484708066, 0.4308333396911621, 0.0]	[1.9990681749800199, 1.9990681749800199, 1910.941958164674, 0.4050000011920929, 0.0]	[1.9788477599719105, 1.9788477599719105, 1914.6519697960125, 0.41749998927116394, 0.0]	[1.968605030247365, 1.968605030247365, 1917.9415360221021, 0.414166659116745, 0.0]	[1.902824485566557, 1.902824485566557, 1925.2088768533088, 0.4216666519641876, 0.0]	[1.9181408329574698, 1.9181408329574698, 1859.1554449431458, 0.4449999928474426, 0.0]	[1.9969328580184977, 1.9969328580184977, 1928.0255714182535, 0.4333333373069763, 0.0]	[1.9184254281760753, 1.9184254281760753, 1949.4987707209234, 0.4091666638851166, 0.0]	[2.0008330476708474, 2.0008330476708474, 1920.286651194799, 0.41333332657814026, 0.0]	[1.900292245639727, 1.900292245639727, 1938.3059391704137, 0.4091666638851166, 0.0]
300	[1.9051245932083138, 1.9051245932083138, 1814.190097340436, 0.4483333230018616, 0.0]	[1.9917047560493397, 1.9917047560493397, 1874.1697500089717, 0.41083332896232605, 0.0]	[1.9660419745572213, 1.9660419745572213, 1870.3872943108531, 0.4208333194255829, 0.0]	[1.9592168114296953, 1.9592168114296953, 1880.9303116782858, 0.4258333444595337, 0.0]	[1.8977376743923755, 1.8977376743923755, 1889.026075771205, 0.4208333194255829, 0.0]	[1.9042611604250719, 1.9042611604250719, 1792.9802092430314, 0.4583333432674408, 0.0]	[1.9699716106593763, 1.9699716106593763, 1880.7256754724176, 0.4416666626930237, 0.0]	[1.9097108095802438, 1.9097108095802438, 1914.6665709424888, 0.41333332657814026, 0.0]	[1.9877330048992417, 1.9877330048992417, 1873.2005710747062, 0.4191666543483734, 0.0]	[1.8960958286158, 1.8960958286158, 1899.155044784036, 0.414166659116745, 0.0]
400	[1.9003531175776291, 1.9003531175776291, 1763.7712517724226, 0.4558333456516266, 0.0]	[1.9883968652499975, 1.9883968652499975, 1857.218842544025, 0.4191666543483734, 0.0]	[1.9568174998271723, 1.9568174998271723, 1845.6849060290474, 0.4216666519641876, 0.0]	[1.953336065372156, 1.953336065372156, 1854.8234296170422, 0.42916667461395264, 0.0]	[1.8956647237861273, 1.8956647237861273, 1867.7918331395945, 0.4208333194255829, 0.0]	[1.8999939835361936, 1.8999939835361936, 1754.8543855639514, 0.46666666865348816, 0.0]	[1.9575137431149838, 1.9575137431149838, 1840.5901857565614, 0.44749999046325684, 0.0]	[1.9065085214214137, 1.9065085214214137, 1895.77142378169, 0.4099999964237213, 0.0]	[1.9821381514841052, 1.9821381514841052, 1847.8365029051477, 0.4266666769981384, 0.0]	[1.894237278571196, 1.894237278571196, 1874.0072355796756, 0.4091666638851166, 0.0]
500	[1.8969119812373165, 1.8969119812373165, 1736.6103077874486, 0.46166667342185974, 0.0]	[1.9858182826743043, 1.9858182826743043, 1849.0896837657738, 0.4266666769981384, 0.0]	[1.9507960731042413, 1.9507960731042413, 1832.1209509166424, 0.42750000953674316, 0.0]	[1.9492611923101333, 1.9492611923101333, 1837.322051558612, 0.4300000071525574, 0.0]	[1.8945719131680843, 1.8945719131680843, 1853.306031234847, 0.41999998688697815, 0.0]	[1.897380260841094, 1.897380260841094, 1734.5418833571282, 0.46916666626930237, 0.0]	[1.950572696598119, 1.950572696598119, 1814.6350056533743, 0.4516666531562805, 0.0]	[1.9045348228152656, 1.9045348228152656, 1883.5312863622867, 0.4116666615009308, 0.0]	[1.9781143257780773, 1.9781143257780773, 1829.638844235984, 0.4325000047683716, 0.0]	[1.8933088345840219, 1.8933088345840219, 1857.0571335946051, 0.4091666638851166, 0.0]
600	[1.895332205326349, 1.895332205326349, 1722.7163186329922, 0.46416667103767395, 0.0]	[1.9831310223976697, 1.9831310223976697, 1842.585047970547, 0.43833333253860474, 0.0]	[1.9473332307325835, 1.9473332307325835, 1819.7967833551556, 0.4308333396911621, 0.0]	[1.9460947980464278, 1.9460947980464278, 1826.1434895204852, 0.42916667461395264, 0.0]	[1.8938939491935058, 1.8938939491935058, 1843.4183162270688, 0.4208333194255829, 0.0]	[1.8957562549185618, 1.8957562549185618, 1723.178660915566, 0.4675000011920929, 0.0]	[1.945942052579949, 1.945942052579949, 1801.4338462164928, 0.4541666805744171, 0.0]	[1.9029894427424077, 1.9029894427424077, 1875.1183501345258, 0.4124999940395355, 0.0]	[1.9745824440037452, 1.9745824440037452, 1818.509129637093, 0.4283333420753479, 0.0]	[1.8927646615386495, 1.8927646615386495, 1844.5153878485555, 0.4099999964237213, 0.0]
700	[1.8942331698628585, 1.8942331698628585, 1715.766839125276, 0.46416667103767395, 0.0]	[1.9804719029234923, 1.9804719029234923, 1835.588701591673, 0.4375, 0.0]	[1.9451505309932982, 1.9451505309932982, 1809.7044538698585, 0.43416666984558105, 0.0]	[1.9429548139605306, 1.9429548139605306, 1819.6875775037656, 0.4308333396911621, 0.0]	[1.8933890353981284, 1.8933890353981284, 1836.073703400266, 0.4208333194255829, 0.0]	[1.894741104785782, 1.894741104785782, 1716.4806128995317, 0.4699999988079071, 0.0]	[1.9429396516049044, 1.9429396516049044, 1793.711820266694, 0.4508333206176758, 0.0]	[1.9017192347801435, 1.9017192347801435, 1868.8170548538246, 0.41749998927116394, 0.0]	[1.969932722814967, 1.969932722814967, 1808.8233534465835, 0.4300000071525574, 0.0]	[1.892407896795188, 1.892407896795188, 1834.8215643382298, 0.41749998927116394, 0.0]
800	[1.8934823767311568, 1.8934823767311568, 1713.6012674698115, 0.46666666865348816, 0.0]	[1.9766252055919518, 1.9766252055919518, 1825.8587699184363, 0.4350000023841858, 0.0]	[1.9433347707905253, 1.9433347707905253, 1801.0200751703833, 0.4350000023841858, 0.0]	[1.9393538184283292, 1.9393538184283292, 1816.3236064391986, 0.4375, 0.0]	[1.8930168671105494, 1.8930168671105494, 1830.484352762235, 0.4241666793823242, 0.0]	[1.8939991528142326, 1.8939991528142326, 1713.5392898114737, 0.4675000011920929, 0.0]	[1.9407504786427667, 1.9407504786427667, 1786.8677149928817, 0.4508333206176758, 0.0]	[1.900673844896715, 1.900673844896715, 1864.5478749482868, 0.4183333218097687, 0.0]	[1.963516381814382, 1.963516381814382, 1798.8824728138395, 0.43166667222976685, 0.0]	[1.8921484543209046, 1.8921484543209046, 1827.1499772118427, 0.41749998927116394, 0.0]
900	[1.8930288393368637, 1.8930288393368637, 1711.5611218521626, 0.4650000035762787, 0.0]	[1.9713900955917978, 1.9713900955917978, 1810.7717156586243, 0.44749999046325684, 0.0]	[1.9421552193314808, 1.9421552193314808, 1794.933154555249, 0.43833333253860474, 0.0]	[1.9317250465641638, 1.9317250465641638, 1824.612088154401, 0.4325000047683716, 0.0]	[1.8927234013396619, 1.8927234013396619, 1826.534468220324, 0.42750000953674316, 0.0]	[1.8934649750465928, 1.8934649750465928, 1712.5657670635496, 0.4658333361148834, 0.0]	[1.9390510714200049, 1.9390510714200049, 1784.147147101256, 0.44999998807907104, 0.0]	[1.8998428965679954, 1.8998428965679954, 1862.1223092840962, 0.41749998927116394, 0.0]	[1.9577337525725358, 1.9577337525725358, 1790.8581630977549, 0.43166667222976685, 0.0]	[1.8919199845579842, 1.8919199845579842, 1820.7722028703142, 0.42250001430511475, 0.0]
