	0	1	2	3	4	5	6	7	8	9
0	[11.88931217078872, 11.88931217078872, 6445.621096271872, 0.10607142746448517, 0.0]	[11.89903063244336, 11.89903063244336, 6446.064498937971, 0.1014285683631897, 0.0]	[11.903037768329149, 11.903037768329149, 6446.50865957538, 0.12357142567634583, 0.0]	[11.896201701240594, 11.896201701240594, 6446.681498867299, 0.1128571406006813, 0.0]	[11.896027395630394, 11.896027395630394, 6446.734929326286, 0.09964285790920258, 0.0]	[11.892279088510366, 11.892279088510366, 6446.400115470657, 0.11142857372760773, 0.0]	[11.904768147916242, 11.904768147916242, 6446.280108031083, 0.09928571432828903, 0.0]	[11.892966782218819, 11.892966782218819, 6446.177510731619, 0.1014285683631897, 0.0]	[11.879344364303309, 11.879344364303309, 6446.405297111174, 0.09714286029338837, 0.0]	[11.882805812504241, 11.882805812504241, 6446.145015105161, 0.10999999940395355, 0.0]
100	[3.3541306526065098, 3.3541306526065098, 1741.805327250324, 0.7928571701049805, 0.0]	[3.141069678492726, 3.141069678492726, 1396.6372709709096, 0.8342857360839844, 0.0]	[3.1208075819961176, 3.1208075819961176, 1355.8204523107713, 0.8264285922050476, 0.0]	[3.1676229773373077, 3.1676229773373077, 1472.50627433201, 0.8267857432365417, 0.0]	[3.1425558744991635, 3.1425558744991635, 1464.2963822088968, 0.8360714316368103, 0.0]	[3.141045423601522, 3.141045423601522, 1492.8311546927762, 0.8089285492897034, 0.0]	[3.1682411193735693, 3.1682411193735693, 1442.3911823372027, 0.8278571367263794, 0.0]	[3.1275676145445472, 3.1275676145445472, 1366.0360737254448, 0.8371428847312927, 0.0]	[3.200780252102932, 3.200780252102932, 1473.4887971123196, 0.8160714507102966, 0.0]	[3.2829074963255507, 3.2829074963255507, 1477.4867194822584, 0.831428587436676, 0.0]
200	[3.299868342764349, 3.299868342764349, 1483.314243274252, 0.8239285945892334, 0.0]	[3.124669472257996, 3.124669472257996, 1096.8784934915607, 0.8607142567634583, 0.0]	[3.1108540122161132, 3.1108540122161132, 1106.2441183217259, 0.8642857074737549, 0.0]	[3.124594326825862, 3.124594326825862, 1182.4241138920083, 0.8482142686843872, 0.0]	[3.125791507162825, 3.125791507162825, 1195.8972958108584, 0.864642858505249, 0.0]	[3.1177146827694804, 3.1177146827694804, 1148.328870472551, 0.8321428298950195, 0.0]	[3.12172295764312, 3.12172295764312, 1156.7812014280726, 0.8632143139839172, 0.0]	[3.1159150512561498, 3.1159150512561498, 1072.6686926341495, 0.8707143068313599, 0.0]	[3.1536443011256883, 3.1536443011256883, 1176.9897592485438, 0.8660714030265808, 0.0]	[3.1624412564043016, 3.1624412564043016, 1277.3143642178254, 0.8460714221000671, 0.0]
300	[3.2805563789072476, 3.2805563789072476, 1305.1550956866815, 0.8471428751945496, 0.0]	[3.120967078810963, 3.120967078810963, 979.9696433468546, 0.8792856931686401, 0.0]	[3.1084310266895083, 3.1084310266895083, 1009.0019837566565, 0.8746428489685059, 0.0]	[3.1139779130638785, 3.1139779130638785, 1072.3404460553188, 0.8739285469055176, 0.0]	[3.1152620631995607, 3.1152620631995607, 1082.0448683156624, 0.8839285969734192, 0.0]	[3.1147395124421395, 3.1147395124421395, 1007.8340348308075, 0.8667857050895691, 0.0]	[3.112271780659008, 3.112271780659008, 1040.892233012896, 0.8778571486473083, 0.0]	[3.1131929727266483, 3.1131929727266483, 964.3445290907933, 0.8810714483261108, 0.0]	[3.1236122074844097, 3.1236122074844097, 1031.8105907508134, 0.8846428394317627, 0.0]	[3.1263825849055427, 3.1263825849055427, 1109.6540300175975, 0.8810714483261108, 0.0]
400	[3.216705644609835, 3.216705644609835, 1069.8812923111814, 0.8753571510314941, 0.0]	[3.1181755878938198, 3.1181755878938198, 911.5026343613777, 0.8867856860160828, 0.0]	[3.1072806261638353, 3.1072806261638353, 950.0606944209308, 0.8832142949104309, 0.0]	[3.1117893027118773, 3.1117893027118773, 1001.4032059863648, 0.8778571486473083, 0.0]	[3.11073381915967, 3.11073381915967, 994.9418796238367, 0.8842856884002686, 0.0]	[3.11392669908209, 3.11392669908209, 928.751183048112, 0.8792856931686401, 0.0]	[3.109747164885657, 3.109747164885657, 971.5130318528611, 0.885357141494751, 0.0]	[3.1114658709244405, 3.1114658709244405, 907.4149578775639, 0.8860714435577393, 0.0]	[3.1138850851030266, 3.1138850851030266, 952.8394479054382, 0.8971428275108337, 0.0]	[3.1206500011880216, 3.1206500011880216, 1015.3665439355881, 0.8910714387893677, 0.0]
500	[3.182275965792135, 3.182275965792135, 970.7603045756251, 0.8889285922050476, 0.0]	[3.117225394287591, 3.117225394287591, 863.2444197390084, 0.8914285898208618, 0.0]	[3.1069606567223276, 3.1069606567223276, 906.4562671548597, 0.8889285922050476, 0.0]	[3.110204801496438, 3.110204801496438, 949.4602837226787, 0.8892857432365417, 0.0]	[3.10894808613963, 3.10894808613963, 935.725841702997, 0.8899999856948853, 0.0]	[3.1133541366529784, 3.1133541366529784, 876.5212017879037, 0.8846428394317627, 0.0]	[3.108761607631719, 3.108761607631719, 923.0352138375838, 0.8932142853736877, 0.0]	[3.1101054661137604, 3.1101054661137604, 873.3900560241892, 0.8889285922050476, 0.0]	[3.109959571133638, 3.109959571133638, 903.1481942528058, 0.8960714340209961, 0.0]	[3.117609425946721, 3.117609425946721, 957.6506647295182, 0.8935714364051819, 0.0]
600	[3.1627325508634083, 3.1627325508634083, 910.8607269546937, 0.8896428346633911, 0.0]	[3.116679722391038, 3.116679722391038, 828.9059930482852, 0.8935714364051819, 0.0]	[3.1068469993509122, 3.1068469993509122, 873.1682911159602, 0.8953571319580078, 0.0]	[3.1088895486755255, 3.1088895486755255, 908.643568283779, 0.8928571343421936, 0.0]	[3.108361649348522, 3.108361649348522, 893.3913753307963, 0.8949999809265137, 0.0]	[3.112921114851905, 3.112921114851905, 839.104865213403, 0.8860714435577393, 0.0]	[3.1082140452574953, 3.1082140452574953, 886.7102402267642, 0.8974999785423279, 0.0]	[3.108991524391876, 3.108991524391876, 850.5840263691794, 0.893928587436676, 0.0]	[3.108814534846414, 3.108814534846414, 867.8294986380984, 0.897857129573822, 0.0]	[3.116921213291734, 3.116921213291734, 913.1962769448567, 0.8974999785423279, 0.0]
700	[3.136435731795914, 3.136435731795914, 866.2441931375827, 0.8899999856948853, 0.0]	[3.114285901422132, 3.114285901422132, 801.5580573767731, 0.8949999809265137, 0.0]	[3.1067774249596956, 3.1067774249596956, 846.9305779926922, 0.8953571319580078, 0.0]	[3.1083381389308395, 3.1083381389308395, 876.5177139500984, 0.8953571319580078, 0.0]	[3.107687142830047, 3.107687142830047, 861.581806131332, 0.8992857336997986, 0.0]	[3.11252620722307, 3.11252620722307, 812.8682803254662, 0.8889285922050476, 0.0]	[3.107699717306039, 3.107699717306039, 857.8759396336209, 0.8974999785423279, 0.0]	[3.108057952199468, 3.108057952199468, 833.6061372172403, 0.8960714340209961, 0.0]	[3.108386481364672, 3.108386481364672, 840.9539358506909, 0.8996428847312927, 0.0]	[3.1123568629894143, 3.1123568629894143, 878.4178004230084, 0.9003571271896362, 0.0]
800	[3.1205142694720642, 3.1205142694720642, 840.495531547841, 0.8960714340209961, 0.0]	[3.1133259554066606, 3.1133259554066606, 780.6810927689501, 0.8949999809265137, 0.0]	[3.1067248007561283, 3.1067248007561283, 825.6105745160087, 0.8967857360839844, 0.0]	[3.1080826393160144, 3.1080826393160144, 850.6277828812196, 0.8985714316368103, 0.0]	[3.1073631924317286, 3.1073631924317286, 837.7286257994091, 0.9007142782211304, 0.0]	[3.112139648632536, 3.112139648632536, 792.3496252197821, 0.891785740852356, 0.0]	[3.1074427315635007, 3.1074427315635007, 834.9053945866676, 0.8992857336997986, 0.0]	[3.107495059857035, 3.107495059857035, 817.8349369527346, 0.8974999785423279, 0.0]	[3.108145904077296, 3.108145904077296, 820.047612646356, 0.8992857336997986, 0.0]	[3.1115427741732105, 3.1115427741732105, 851.0677553675596, 0.9039285778999329, 0.0]
900	[3.1158265108463667, 3.1158265108463667, 821.7923943016478, 0.8992857336997986, 0.0]	[3.112553544520602, 3.112553544520602, 768.9712814677637, 0.895714282989502, 0.0]	[3.106686930390188, 3.106686930390188, 807.8193106803903, 0.897857129573822, 0.0]	[3.1079531194407535, 3.1079531194407535, 829.6896170078932, 0.8992857336997986, 0.0]	[3.107175154263271, 3.107175154263271, 817.7823936855258, 0.8999999761581421, 0.0]	[3.111772136241862, 3.111772136241862, 777.3006673103641, 0.8928571343421936, 0.0]	[3.1072839227691786, 3.1072839227691786, 815.9572735071836, 0.8992857336997986, 0.0]	[3.107204822809947, 3.107204822809947, 802.0726978139703, 0.9003571271896362, 0.0]	[3.107943066250602, 3.107943066250602, 802.9581674914413, 0.9003571271896362, 0.0]	[3.1112447247423085, 3.1112447247423085, 828.7842095029578, 0.9060714244842529, 0.0]
