	0	1	2	3	4	5	6	7	8	9
0	[174.52509071912738, 8.172540617315608, 1663.5255010181177, 0.23416666686534882, 0.0]	[174.5221316994686, 8.177623205849944, 1663.4450849361863, 0.3058333396911621, 0.0]	[174.53741953359184, 8.17244501934587, 1663.6497451424596, 0.24250000715255737, 0.0]	[174.52854883766105, 8.171730762882977, 1663.5681807477804, 0.27666667103767395, 0.0]	[174.5035856208197, 8.171052186157624, 1663.3253343466208, 0.2849999964237213, 0.0]	[174.5116020358336, 8.173692729973556, 1663.3790930586001, 0.3008333444595337, 0.0]	[174.52382371881617, 8.170310346776674, 1663.5351337203947, 0.21166667342185974, 0.0]	[174.52416856603412, 8.177285396675082, 1663.4688316935903, 0.27250000834465027, 0.0]	[174.50845555491443, 8.168203734520139, 1663.4025182039427, 0.2800000011920929, 0.0]	[174.50104398652402, 8.16940558022762, 1663.3163840629638, 0.273333340883255, 0.0]
100	[4.886009015420016, 3.120834447572741, 17.65174567847275, 1.0, 0.0]	[5.802597222043472, 3.1741103360509877, 26.284868859924842, 1.0, 0.0]	[5.063808809252489, 3.951791314840037, 11.120174944124521, 1.0, 0.0]	[5.627835818740568, 3.266237215827009, 23.61598602913559, 1.0, 0.0]	[5.178190135454999, 4.177377016766888, 10.008131186881103, 1.0, 0.0]	[5.048329056371451, 4.106397107911422, 9.41931948460029, 1.0, 0.0]	[5.878812908637679, 3.094960928875261, 27.838519797624176, 1.0, 0.0]	[4.8575028897554136, 3.9265881908672626, 9.309146988881507, 1.0, 0.0]	[5.0583960378407875, 4.131907079523928, 9.264889583168593, 1.0, 0.0]	[4.692245565829629, 4.134074929714632, 5.581706361149966, 1.0, 0.0]
200	[4.100845481641326, 3.0464198841719607, 10.544255974693652, 1.0, 0.0]	[4.64813656374395, 3.065240717816355, 15.828958459275949, 1.0, 0.0]	[4.197426028083233, 3.479284857372305, 7.18141170710928, 1.0, 0.0]	[4.716116703403737, 3.1257521275580427, 15.903645758456936, 1.0, 0.0]	[4.342538357579667, 3.5704844960255384, 7.7205386155412885, 1.0, 0.0]	[4.241671765274268, 3.6091084555270343, 6.325633097472339, 1.0, 0.0]	[4.797025610796908, 2.988777457238471, 18.08248153558437, 1.0, 0.0]	[4.219035641734825, 3.487243807772588, 7.317918339622369, 1.0, 0.0]	[4.274580154176617, 3.6308618684256464, 6.437182857509697, 1.0, 0.0]	[3.836998854306623, 3.544694982714834, 2.9230387159178877, 1.0, 0.0]
300	[3.850658643390653, 3.0047473575617354, 8.459112858289174, 1.0, 0.0]	[4.209549612313778, 3.01946495893032, 11.900846533834578, 1.0, 0.0]	[3.8943128041840076, 3.3032051276129564, 5.911076765710513, 1.0, 0.0]	[4.4095214099956035, 3.0528962707630374, 13.566251392325656, 1.0, 0.0]	[3.956629297446165, 3.3322505241621907, 6.243787732839742, 1.0, 0.0]	[3.959881749213788, 3.431347869187813, 5.285338800259752, 1.0, 0.0]	[4.353012813822119, 2.9491949768309276, 14.038178369911911, 1.0, 0.0]	[3.8821988576583526, 3.2959903306694738, 5.862085269888787, 1.0, 0.0]	[3.9772548479195926, 3.4380126141085894, 5.392422338110034, 1.0, 0.0]	[3.6154571980966734, 3.395462302378066, 2.199948957186077, 1.0, 0.0]
400	[3.7110557275098737, 2.979796619565568, 7.312591079443054, 1.0, 0.0]	[3.98250041864764, 2.981921313077824, 10.005791055698158, 1.0, 0.0]	[3.708479193214731, 3.1838018992928148, 5.24677293921916, 1.0, 0.0]	[4.2298897124735975, 3.0028618841520607, 12.270278283215367, 1.0, 0.0]	[3.7645177906330876, 3.2169854589848224, 5.475323316482653, 1.0, 0.0]	[3.7878919374351208, 3.312383580909447, 4.755083565256738, 1.0, 0.0]	[4.107575480365025, 2.9172604632306616, 11.90315017134363, 1.0, 0.0]	[3.7087509802866454, 3.1858317576365325, 5.229192226501129, 1.0, 0.0]	[3.7886251561051374, 3.3019464733966997, 4.866786827084379, 1.0, 0.0]	[3.542901152175098, 3.3571794136418487, 1.8572173853324914, 1.0, 0.0]
500	[3.6108391693657893, 2.9577539803979915, 6.530851889677978, 1.0, 0.0]	[3.879007356247812, 2.9471858174426404, 9.318215388051712, 1.0, 0.0]	[3.6040976840140515, 3.115410416280182, 4.886872677338695, 1.0, 0.0]	[4.112556387784814, 2.9626293954868728, 11.499269922979412, 1.0, 0.0]	[3.6499033094436975, 3.1367097204591294, 5.131935889845679, 1.0, 0.0]	[3.657950079737771, 3.210150093974936, 4.477999857628351, 1.0, 0.0]	[3.9380335553069736, 2.906634222178695, 10.313993331282788, 1.0, 0.0]	[3.6026825474096285, 3.1247288699040943, 4.779536775055339, 1.0, 0.0]	[3.6379088918421747, 3.184959616285085, 4.529492755570898, 1.0, 0.0]	[3.4733903905388335, 3.301359474567872, 1.720309159709616, 1.0, 0.0]
600	[3.5420944608688503, 2.9442420996559484, 5.97852361212902, 1.0, 0.0]	[3.817859746972716, 2.922766122420087, 8.950936245526286, 1.0, 0.0]	[3.535298169606653, 3.0768553258021223, 4.5844284380453075, 1.0, 0.0]	[4.035338137877973, 2.927455045336815, 11.07883092541158, 1.0, 0.0]	[3.566099247690739, 3.0829002550804065, 4.831989926103324, 1.0, 0.0]	[3.5615815381734275, 3.136802933424711, 4.247786047487163, 1.0, 0.0]	[3.831810934283381, 2.893298615632135, 9.385123186512457, 1.0, 0.0]	[3.531681842764395, 3.0850928473046326, 4.465889954597622, 1.0, 0.0]	[3.5712413265928804, 3.1387174162094578, 4.325239103834226, 1.0, 0.0]	[3.4020683643329868, 3.2357953983259184, 1.6627296600706831, 1.0, 0.0]
700	[3.490551214037052, 2.932625130651356, 5.579260833856958, 1.0, 0.0]	[3.7737569115721747, 2.897835405449012, 8.759215061231629, 1.0, 0.0]	[3.492934608661833, 3.0405476609584534, 4.523869477033796, 1.0, 0.0]	[3.957922616140509, 2.8966935106314065, 10.612291055091024, 1.0, 0.0]	[3.5170140881537466, 3.0586930719372205, 4.58321016216526, 1.0, 0.0]	[3.5151018551592355, 3.1070201017120853, 4.080817534471502, 1.0, 0.0]	[3.764484205634504, 2.8795482856471035, 8.849359199874003, 1.0, 0.0]	[3.4967369488735742, 3.0607701439639072, 4.359668049096671, 1.0, 0.0]	[3.5513179789379015, 3.1287411963605525, 4.225767825773492, 1.0, 0.0]	[3.3457093820253876, 3.17917282911082, 1.6653655291456755, 1.0, 0.0]
800	[3.4516115034081976, 2.9224377262831793, 5.291737771250183, 1.0, 0.0]	[3.735498358130002, 2.871640491579344, 8.638578665506577, 1.0, 0.0]	[3.4508192107385174, 3.016208001530604, 4.346112092079137, 1.0, 0.0]	[3.8838216480308763, 2.8741581751028864, 10.096634729279899, 1.0, 0.0]	[3.480797197028521, 3.0377835199458776, 4.430136770826433, 1.0, 0.0]	[3.49788853266536, 3.0999981836539643, 3.9789034901139555, 1.0, 0.0]	[3.7378406706191005, 2.8626281329471794, 8.752125376719212, 1.0, 0.0]	[3.468709473901684, 3.044652397160597, 4.240570767410872, 1.0, 0.0]	[3.537236579925823, 3.1166282343729588, 4.206083455528643, 1.0, 0.0]	[3.3155713961838975, 3.1511642957072925, 1.6440710047660516, 1.0, 0.0]
900	[3.420931847761152, 2.913315796345633, 5.076160514155191, 1.0, 0.0]	[3.697144338643667, 2.8587431546829194, 8.384011839607476, 1.0, 0.0]	[3.4302239388163054, 2.9909236121727005, 4.3930032664360485, 1.0, 0.0]	[3.8075570414130664, 2.855243857608062, 9.523131838050041, 1.0, 0.0]	[3.427867996406282, 3.004534242155278, 4.233337542510038, 1.0, 0.0]	[3.4660524707735583, 3.0718951477891174, 3.94157322984441, 1.0, 0.0]	[3.695920639175536, 2.8454242158670096, 8.504964233085266, 1.0, 0.0]	[3.4460990625982157, 3.034720753011135, 4.113783095870806, 1.0, 0.0]	[3.5207752570617568, 3.1031759126688176, 4.175993443929389, 1.0, 0.0]	[3.314087634395238, 3.1539645955522024, 1.6012303884303538, 1.0, 0.0]
