Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
OGG1_boot	0.9999999999999963	0.993	0.265	26.5%	0.049	11.497%	0.1234	0.993
OGG1_boot.1	0.9999999999999964	0.994	0.246	24.6%	0.049	11.692%	0.1288	0.993
OGG1_boot.2	0.9999999999999964	0.994	0.272	27.2%	0.048	11.485%	0.14776	0.994
OGG1_boot.3	0.999999999999997	0.995	0.257	25.7%	0.045	10.935%	0.13743	0.995
OGG1_boot.4	0.9999999999999968	0.992	0.228	22.8%	0.052	13.556%	0.11682	0.991
OGG1_boot.5	0.9999999999999962	0.997	0.216	21.6%	0.037	8.78%	0.11599	0.997
OGG1_boot.6	0.9999999999999967	0.996	0.237	23.7%	0.038	9.558%	0.12871	0.995
OGG1_boot.7	0.9999999999999969	0.996	0.245	24.5%	0.038	9.367%	0.15189	0.995
OGG1_boot.8	0.9999999999999968	0.987	0.306	30.6%	0.067	16.483%	0.18649	0.986
OGG1_boot.9	0.9999999999999969	0.994	0.27	27.0%	0.041	10.823%	0.16054	0.994
OGG1_boot.10	0.9999999999999967	0.995	0.237	23.7%	0.047	10.952%	0.12277	0.995
OGG1_boot.11	0.9999999999999967	0.996	0.221	22.1%	0.037	9.412%	0.12555	0.996
OGG1_boot.12	0.9999999999999967	0.997	0.203	20.3%	0.031	7.62%	0.12931	0.997
OGG1_boot.13	0.9999999999999964	0.995	0.25	25.0%	0.042	10.308%	0.14436	0.995
OGG1_boot.14	0.999999999999997	0.996	0.231	23.1%	0.036	9.382%	0.15111	0.995
OGG1_boot.15	0.9999999999999973	0.994	0.246	24.6%	0.041	10.939%	0.136	0.994
OGG1_boot.16	0.9999999999999962	0.996	0.245	24.5%	0.044	10.253%	0.12268	0.995
OGG1_boot.17	0.9999999999999969	0.991	0.328	32.8%	0.06	14.859%	0.15781	0.99
OGG1_boot.18	0.999999999999997	0.995	0.267	26.7%	0.048	12.009%	0.52259	0.994
OGG1_boot.19	0.999999999999997	0.995	0.231	23.1%	0.04	10.399%	0.11557	0.995
OGG1_boot.20	0.9999999999999966	0.995	0.262	26.2%	0.041	10.4%	0.13491	0.995
OGG1_boot.21	0.9999999999999964	0.994	0.246	24.6%	0.045	10.73%	0.15196	0.994
OGG1_boot.22	0.999999999999997	0.994	0.262	26.2%	0.044	11.75%	0.14892	0.993
OGG1_boot.23	0.9999999999999962	0.995	0.213	21.3%	0.041	10.123%	0.12918	0.995
OGG1_boot.24	0.9999999999999966	0.993	0.299	29.9%	0.046	12.319%	0.17073	0.992
OGG1_boot.25	0.9999999999999969	0.994	0.259	25.9%	0.045	11.538%	0.15	0.993
OGG1_boot.26	0.9999999999999964	0.988	0.286	28.6%	0.062	15.789%	0.1454	0.987
OGG1_boot.27	0.9999999999999968	0.996	0.233	23.3%	0.046	10.787%	0.41717	0.996
OGG1_boot.28	0.9999999999999967	0.989	0.296	29.6%	0.059	14.915%	0.16792	0.989
OGG1_boot.29	0.9999999999999967	0.996	0.21	21.0%	0.034	8.398%	0.13318	0.996
OGG1_boot.30	0.9999999999999964	0.997	0.218	21.8%	0.041	9.492%	0.11146	0.997
OGG1_boot.31	0.9999999999999968	0.995	0.265	26.5%	0.045	10.783%	0.13051	0.994
OGG1_boot.32	0.9999999999999967	0.995	0.229	22.9%	0.04	10.154%	0.13326	0.994
OGG1_boot.33	0.9999999999999968	0.994	0.256	25.6%	0.046	11.241%	0.13062	0.994
OGG1_boot.34	0.9999999999999969	0.993	0.246	24.6%	0.045	11.442%	0.1492	0.993
OGG1_boot.35	0.9999999999999968	0.994	0.26	26.0%	0.043	10.954%	0.14861	0.993
OGG1_boot.36	0.9999999999999969	0.997	0.212	21.2%	0.033	8.159%	0.11637	0.997
OGG1_boot.37	0.9999999999999967	0.997	0.217	21.7%	0.037	9.126%	0.15603	0.996
OGG1_boot.38	0.9999999999999961	0.995	0.238	23.8%	0.042	10.074%	0.12531	0.995
OGG1_boot.39	0.999999999999997	0.993	0.286	28.6%	0.057	14.008%	0.13182	0.993
OGG1_boot.40	0.9999999999999966	0.997	0.222	22.2%	0.034	8.417%	0.13079	0.996
OGG1_boot.41	0.9999999999999964	0.997	0.234	23.4%	0.037	9.031%	0.13547	0.996
OGG1_boot.42	0.9999999999999969	0.995	0.245	24.5%	0.041	10.437%	0.15978	0.994
OGG1_boot.43	0.9999999999999968	0.991	0.26	26.0%	0.054	13.243%	0.12466	0.991
OGG1_boot.44	0.9999999999999964	0.996	0.221	22.1%	0.042	10.103%	0.13179	0.995
OGG1_boot.45	0.9999999999999969	0.996	0.225	22.5%	0.038	9.417%	0.15526	0.995
OGG1_boot.46	0.9999999999999967	0.994	0.234	23.4%	0.041	10.757%	0.15042	0.994
OGG1_boot.47	0.9999999999999977	0.995	0.222	22.2%	0.039	9.878%	0.10691	0.995
OGG1_boot.48	0.9999999999999978	0.997	0.194	19.4%	0.031	7.961%	0.09051	0.997
OGG1_boot.49	0.999999999999998	0.995	0.211	21.1%	0.038	10.037%	0.0987	0.995
OGG1_boot.50	0.9999999999999978	0.997	0.202	20.2%	0.029	7.093%	0.10939	0.997
OGG1_boot.51	0.9999999999999977	0.995	0.229	22.9%	0.046	11.061%	0.09954	0.995
OGG1_boot.52	0.9999999999999978	0.997	0.207	20.7%	0.035	8.418%	0.11205	0.996
OGG1_boot.53	0.999999999999998	0.994	0.23	23.0%	0.042	10.93%	0.10647	0.994
OGG1_boot.54	0.9999999999999978	0.996	0.208	20.8%	0.034	8.526%	0.12704	0.996
OGG1_boot.55	0.9999999999999981	0.995	0.249	24.9%	0.038	9.872%	0.12373	0.995
OGG1_boot.56	0.999999999999998	0.994	0.264	26.4%	0.046	11.515%	0.12067	0.994
OGG1_boot.57	0.9999999999999976	0.997	0.191	19.1%	0.031	7.674%	0.08722	0.997
OGG1_boot.58	0.9999999999999981	0.992	0.235	23.5%	0.052	12.782%	0.10805	0.991
OGG1_boot.59	0.9999999999999978	0.993	0.252	25.2%	0.048	12.12%	0.11556	0.993
OGG1_boot.60	0.9999999999999982	0.994	0.218	21.8%	0.044	11.613%	0.11571	0.993
OGG1_boot.61	0.9999999999999978	0.998	0.199	19.9%	0.027	6.891%	0.10916	0.998
OGG1_boot.62	0.9999999999999981	0.995	0.222	22.2%	0.037	9.794%	0.105	0.995
OGG1_boot.63	0.9999999999999973	0.997	0.203	20.3%	0.031	7.822%	0.1165	0.997
OGG1_boot.64	0.999999999999998	0.996	0.21	21.0%	0.035	8.731%	0.1066	0.996
OGG1_boot.65	0.9999999999999984	0.993	0.254	25.4%	0.046	12.064%	0.11882	0.993
OGG1_boot.66	0.999999999999998	0.993	0.225	22.5%	0.046	11.479%	0.1115	0.993
